BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,4.53761053070349e7,67830.00939037505,-80171.14242668466,0.0,0.0,0.0,1.6950730038497568,0.0,0.0,-4.538484987534998e7
t1,35510.82401199999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35518.0764
t2,34111.93786199999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34119.19025
t3,33197.48332951654,0.0,-0.18938751654737326,0.0,0.0,0.0,0.0,0.0,0.0,-33204.54633
t4,32800.334542434786,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-32807.5238
t5,32836.14890199999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32843.40129
t6,33520.54521199999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33527.7976
t7,35304.98840951654,0.0,-0.18938751654737326,0.0,0.0,0.0,0.0,0.0,0.0,-35312.05141
t8,38238.453652,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38245.70604
t9,40051.65601200001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40058.9084
t10,40499.16753200001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40506.41992
t11,40857.387842000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40864.64023
t12,40876.64039200001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40883.89278
t13,40820.1495135686,70.48465843140548,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40897.88656
t14,40295.90630038582,483.7605716141861,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40786.91926
t15,40013.274779737934,695.0102522620709,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40715.53742
t16,40525.532110907596,46.512081092405424,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40579.29658
t17,40631.251602000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40638.50399
t18,40798.642212,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40805.8946
t19,41065.260939639,98.10256236100213,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41170.61589
t20,41163.591852000005,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41896.84424
t21,40710.16271960153,551.2473923984666,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41268.6625
t22,40269.350242,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40276.60263
t23,39198.898521999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39206.15091
t24,37677.530772,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37684.78316
t25,36044.61621199999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36051.8686
t26,34639.47055199999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34646.72294
t27,33665.33158199999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33672.58397
t28,33605.95060376003,0.0,-497.3025817600369,0.0,0.0,0.0,0.0,0.0,0.0,-33115.90041
t29,33657.24823199999,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-32938.50062
t30,33873.63813199999,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-33154.89052
t31,34664.19506199999,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-33945.44745
t32,35280.2838299906,0.0,-146.6168479905955,0.0,0.0,0.0,0.0,0.0,0.0,-35140.91937
t33,36528.248712,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36535.5011
t34,37347.578602,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38080.83099
t35,38645.954842,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39379.20723
t36,39363.856362000006,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40097.10875
t37,39971.666464514004,210.21348748599462,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40189.13234
t38,39948.95191199999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39956.2043
t39,39405.135171999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39412.38756
t40,38899.07983199999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38906.33222
t41,38693.88682784534,0.0,-10.419235845338157,0.0,0.0,0.0,0.0,0.0,0.0,-38690.71998
t42,39531.44517199999,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-38812.69756
t43,39597.67239199999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39604.92478
t44,39827.557599110594,623.2801328893984,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40458.09012
t45,40031.00747199999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40038.25986
t46,39343.23011199999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39350.4825
t47,38374.478401999986,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38381.73079
t48,37013.77748199999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37021.02987
t49,35493.159682,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35500.41207
t50,34151.40913199999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34158.66152
t51,33071.675012,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33078.9274
t52,32326.457652000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32333.71004
t53,31970.708242,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31977.96063
t54,31973.701711999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31980.9541
t55,32297.282131999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32304.53452
t56,33048.850242,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33056.10263
t57,34110.360402,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34117.61279
t58,35395.599341999994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35402.85173
t59,36839.069912,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36846.3223
t60,37772.69384199999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37779.94623
t61,38545.336931599995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38552.54253
t62,39063.16553159999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39070.37113
t63,39185.52069159999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39192.72629
