,Biomass,Coal,Gas,Gas-CC,Hydro,Nuclear,Other,Solar,Wind
1/1/2014 1:00,28.382008,15521.4967,1237.050865,6568.75296,29.718724,5127.881197,19.389704,0,7245.748395
1/1/2014 2:00,28.394,15428.58649,1233.275753,6543.119806,10.072181,5128.104339,19.359487,0,7096.692795
1/1/2014 3:00,28.382876,15077.68832,1215.111143,6457.912992,4.716072,5127.964643,19.429014,0,7296.439423
1/1/2014 4:00,28.388768,15076.74566,1210.429561,6417.513891,4.702355,5128.063541,19.431427,0,7288.37566
1/1/2014 5:00,28.387678,15222.17774,1215.410126,6537.426802,4.682192,5128.925,19.490689,0,7368.254213
1/1/2014 6:00,28.370962,15483.0241,1220.113064,7104.982045,5.8451,5127.538527,20.241568,0,7333.848728
1/1/2014 7:00,28.362274,15767.3641,1217.856541,7773.036831,48.679083,5128.52178,20.924842,0,7215.957416
1/1/2014 8:00,26.982594,16071.50438,1220.580464,7744.731837,48.805746,5128.692386,19.96157,0.642176,7116.383907
1/1/2014 9:00,25.962221,16034.79801,1212.031615,7760.807097,37.021819,5129.384672,19.663895,33.040755,6832.556522
1/1/2014 10:00,21.800636,16201.13401,1192.758375,8191.187287,27.625874,5131.222081,20.017869,69.097414,5707.787572
1/1/2014 11:00,22.186169,16236.32321,1172.173488,8266.745627,4.544339,5135.676569,20.221139,53.782664,4814.013547
1/1/2014 12:00,22.372478,15951.53252,1161.170136,7674.379931,4.520554,5135.833776,20.750503,47.726516,4670.919466
1/1/2014 13:00,22.9859,14873.77647,1146.684751,7209.981848,4.504107,5135.605469,20.779167,40.735354,5058.125782
1/1/2014 14:00,25.425377,14187.40592,1148.576296,7066.907605,4.494004,5133.982386,20.945372,31.433682,4661.398248
1/1/2014 15:00,27.645227,13822.2455,1182.866119,6871.690333,4.498861,5129.891487,19.386098,29.186159,4245.245378
1/1/2014 16:00,27.932345,13985.45916,1149.086298,6859.307746,4.517946,5129.942879,19.207567,25.269562,3671.32101
1/1/2014 17:00,27.954465,14592.11721,1144.873894,6889.410811,4.544356,5129.186611,20.531142,13.676789,3088.96865
1/1/2014 18:00,27.986339,15816.95478,1180.791505,7302.479573,4.574627,5129.531731,20.494885,2.784785,3113.951218
1/1/2014 19:00,28.011853,15603.32283,1174.444935,7090.175636,4.596448,5127.573689,20.622551,0,5618.644911
1/1/2014 20:00,28.012035,14267.20805,1144.532003,6781.776968,4.621222,5128.581957,20.142575,0,7262.961838
1/1/2014 21:00,28.031277,14073.00785,1152.149288,6677.064683,4.64389,5128.256551,20.375484,0,7228.559897
1/1/2014 22:00,28.018583,13669.43878,1166.119549,6494.036212,4.662117,5128.182283,20.510673,0,7285.80059
1/1/2014 23:00,28.105426,12727.20023,1145.32572,6367.068542,5.381342,5128.381525,20.202303,0,7444.326013
1/1/2014 0:00,28.135258,11642.16094,1160.302214,6347.035886,4.833257,5128.113553,19.519046,0,7477.244585
1/2/2014 1:00,31.066938,11362.23145,1077.76481,6360.655397,28.588437,5128.181423,19.519527,0,7184.647834
1/2/2014 2:00,30.67278,11507.0051,1037.261234,6494.152868,4.789652,5127.8532,19.464006,0,6969.329102
1/2/2014 3:00,29.122131,12257.25253,1041.657719,6707.201631,4.696454,5128.721052,19.44072,0,6525.307302
1/2/2014 4:00,27.846542,13038.57672,1074.051564,7084.512738,4.694769,5128.943221,19.570729,0,6496.223802
1/2/2014 5:00,28.33858,14421.48917,1087.801252,7870.335484,20.240109,5128.657189,19.460841,0,6150.461574
1/2/2014 6:00,27.248985,15305.0401,1083.994901,10367.93705,83.673018,5127.769534,19.364566,0,6014.77081
1/2/2014 7:00,26.831475,16319.73195,1298.79074,12802.12297,126.413009,5127.282409,16.236176,0,6125.085681
1/2/2014 8:00,27.457263,16777.23932,1673.972359,15228.73842,126.684579,5127.325655,14.836032,0.813666,5375.032479
1/2/2014 9:00,29.381148,16861.4486,2027.90367,16088.87287,105.07196,5126.781435,14.100513,22.115843,4471.07404
1/2/2014 10:00,30.521805,16893.12039,2094.854766,16219.14873,30.632626,5125.278532,18.295883,63.210165,4152.878418
1/2/2014 11:00,29.244181,16852.94632,2003.245523,16880.43165,6.413624,5129.48927,19.689567,77.592235,3351.678475
1/2/2014 12:00,28.960284,16930.49158,1987.825638,16630.44117,4.666427,5134.979101,18.475743,83.678485,2305.620894
1/2/2014 13:00,28.930742,16969.90811,1627.212171,16005.29705,4.719176,5134.730019,18.322363,78.968754,1820.712225
1/2/2014 14:00,29.746578,16916.16805,1288.669321,15241.16006,4.71428,5130.54787,16.131078,81.476312,1503.091076
1/2/2014 15:00,31.575232,16739.53749,1200.15513,14463.86363,4.701923,5130.216045,13.094641,71.890862,1288.283685
1/2/2014 16:00,33.119743,16246.66612,1176.049074,14434.43399,17.546104,5130.578791,13.019825,55.169906,1145.607301
1/2/2014 17:00,31.678253,16205.68497,1177.3624,14682.2451,82.079622,5130.596277,13.323072,39.687853,899.996439
1/2/2014 18:00,31.422974,16300.0645,1445.647764,16858.42403,82.027062,5130.393789,18.913159,8.236233,690.428972
1/2/2014 19:00,31.893897,16365.82414,2647.192131,18995.0269,82.032615,5129.751151,18.490528,0,788.903356
1/2/2014 20:00,32.928359,16398.36859,2809.247119,19016.2821,81.718823,5130.027886,16.227396,0,1232.716662
1/2/2014 21:00,33.395855,16403.36158,2545.499269,19004.2798,6.589467,5129.705567,16.903399,0,1880.333894
1/2/2014 22:00,33.261969,16354.21366,2069.230639,18088.16738,4.667433,5129.609217,17.481593,0,2703.393873
1/2/2014 23:00,32.056585,16183.25577,1391.727952,16249.4096,5.333201,5129.494011,17.676979,0,3694.834173
1/2/2014 0:00,32.746371,16091.16676,1203.887073,13755.97108,4.846567,5128.851829,18.154374,0,4902.413013
1/3/2014 1:00,35.163358,15434.49746,1157.398133,12257.11121,29.076657,5128.886959,18.564499,0,6216.535176
1/3/2014 2:00,33.514146,14893.59002,1165.458833,12004.70987,4.694568,5128.521298,18.561997,0,6769.291827
1/3/2014 3:00,32.33165,14787.47835,1163.030003,12050.30876,4.669857,5128.374891,18.555523,0,6942.052551
1/3/2014 4:00,31.883676,14977.16875,1197.936982,12348.42163,5.525851,5128.353736,18.279172,0,7136.32027
1/3/2014 5:00,31.873808,15289.73551,1239.277104,12967.53406,22.069039,5127.446392,17.272342,0,7534.480928
1/3/2014 6:00,31.855228,15494.00066,1366.527006,14596.0188,84.250266,5127.87306,18.26916,0,8025.766215
1/3/2014 7:00,31.039317,16071.43716,1481.24058,16903.60001,127.158492,5127.820987,16.588962,0,8232.695075
1/3/2014 8:00,32.204901,16366.93782,1675.262162,17971.1866,118.739032,5127.215061,16.188857,1.400484,8311.879776
1/3/2014 9:00,32.410417,16375.03787,1474.575327,17726.64496,106.467806,5127.387305,15.453743,41.377397,7978.879717
1/3/2014 10:00,28.722554,16311.2237,1368.782146,16690.58362,30.96219,5128.775441,16.768758,82.022285,7355.12406
1/3/2014 11:00,25.522334,16375.16887,1353.191367,14280.60903,6.036168,5129.464398,18.611346,88.672598,7677.517146
1/3/2014 12:00,27.337779,16177.51018,1234.183194,11981.77805,4.63844,5130.054091,20.316738,87.407809,7917.536804
1/3/2014 13:00,27.568162,15349.42153,1185.253904,10427.25313,4.62163,5130.9968,18.421955,88.928153,8080.309232
1/3/2014 14:00,27.459728,14291.08056,1179.751189,9554.911818,4.732615,5131.534079,19.363025,89.079591,8162.214816
1/3/2014 15:00,25.54331,13490.96771,1207.896031,8848.669836,4.564606,5131.501949,19.062918,90.297399,8282.799505
