2012Price Difference,2013Price Difference,2014Price Difference,2015Price Difference,2016Price Difference,2017Price Difference,2018Price Difference,2019Price Difference,2020Price Difference,2021Price Difference,Time_Index
1.61490004,27.817992,10.872925,3.576581481,10.41253541,-3.841813041,2.380285,6.428218289,5.91086,9.541511834,2660
-1.29164,1.842288,1.529047,-2.558504912,3.477725,-5.693185,-3.209715,-7.779680219,-0.44914,-3.388983146,2661
0.15151,2.296435694,0.006589,-3.65275,-0.702275,-5.343185,-3.779715,-7.029276,-2.42312,-3.31463,2662
-1.26827,0.878919495,3.682510206,-2.75513,-3.43443003,-6.490524,-5.396025,-11.126533,-4.00266,-5.572642,2663
-1.79684,-5.735644939,-1.479278851,-2.470804205,-4.28242,-8.916017,-6.57706,-9.106533,10.37,-4.522968,2664
-4.44617,-4.585771337,-3.249278851,15.31,-4.80242,15.78,-7.05706,-10.39362432,8.65,-5.209694,2665
-4.31617,-6.116377064,-5.668633666,14.25,-5.681435,13,-6.32706,9.16,8.47,-6.929694,2666
-3.84181257,-6.556982804,-5.999278851,14.69,-5.921435,13.34,-7.05706,10.33,8.74,-6.109694,2667
-4.91617,-4.897588556,-3.249278851,14.76,-5.591435,15.1,-4.07706,6.23858,9.4,-5.872968,2668
-3.30617,-3.345644939,-1.759278851,-5.177762,-4.33242,16.94,-5.32706,-4.536533,10.76,0.627032,2669
-1.97796672,-2.359986192,-0.882186,-2.820664,0.252485,19.12992,-2.61706,-4.929276,13.37989999,13.26357,2670
-1.85684,-5.199986192,-1.102186,-3.666566,0.452485,-5.276017,-3.68706,-2.749276,-6.23968,10.24357,2671
-1.93827,-5.299986192,-2.581592,-3.63101,0.802485,-3.846017,-2.966025,-3.640639,-6.17968,0.75357,2672
-0.65849,-4.779986192,-3.231592,-3.09101,1.68828774,-5.210524,-2.616025,-2.920639,-6.31056,1.973718,2673
0.01151,-4.445688,-0.391278,-0.86101,2.10828774,-4.874131,-2.349715,-2.632645,-6.33056,-3.432968,2674
-2.6458,-2.325688,6.84455,-0.833940478,3.43432446,-3.953185,-2.279715,-0.602645,-3.31056,-3.632968,2675
-2.91339,-2.953936,11.45455,0.356059522,5.99432446,-0.403185,-2.309715,-0.688017152,-2.31056,-4.409694,2676
0.8056,-1.924904,16.54455,3.813003366,8.42432446,0.596815,-1.789715,2.340319781,-2.2844,-3.882968,2677
2.93382,0.045096,22.08455,11.88300337,11.23520642,-0.913185,-2.18456,4.670319781,-2.9844,-5.082968,2678
13.80756,2.76868,42.46218558,13.58300337,15.7969,-4.271813041,-0.835525,13.14031978,-0.47784,-5.242968,2679
44.57546,-97.31710942,,13.25300337,-49.07737841,-3.453185,-1.61403,21.59345079,-0.07530116,-5.252968,2680
19.02546,4.428138971,43.713034,8.313003366,16.03238258,-5.273185,-0.295221336,16.23031978,-1.68530116,-6.302968,2681
7.82006,5.53868,23.08455,5.976059522,5.26432446,-6.274131,-4.865855253,3.490319781,-0.25530116,-6.246282,2682
0.50756,6.695096,15.35455,1.986059522,2.17432446,-2.644131,-1.306489183,2.440319781,12.34469884,2.363718,2683
4.09756,13.315096,13.56455,8.616059522,4.92828774,2.156815,-3.82720357,6.460319781,22.77537918,2.963718,2684
-0.11814,0.966064,2.678722,1.446059522,0.662485,-2.316463169,-6.25775708,0.740319781,4.19537918,-3.992968,2685
1.31151,2.360013808,0.067814,-0.89101,-3.287515,-6.113185,0.160285,-0.482645,-2.62530116,-5.369694,2686
-0.19827,0.510013808,3.570721149,-2.240664,-5.142465,-6.637936152,-2.309715,-3.450639,-4.19784,0.236695932,2687
-3.244408,-9.226132699,2.136235908,-2.002524,-4.72242,-5.420524,-5.46114,-2.848464,-1.84664,15.53,2688
-4.68296129,-11.7461327,-2.573764092,-4.649517,-6.551435,-6.270524,-4.89912,-4.858464,-2.35664,12.54,2689
-4.603714,-12.35415244,-6.583764092,-5.579517,-10.841435,-7.616017,-5.20912,-5.478464,-3.54664,11.97,2690
-4.603714,-13.2561327,24.59,-5.792524,-9.6760267,-7.716017,-5.25912,-5.898464,-2.80664,11.99,2691
-3.823714,-11.8361327,19.79858,-5.122524,0.136982145,-7.520524,-5.92114,-5.458464,-2.21664,12.2,2692
-2.614408,-5.096132699,-1.813764092,-3.794631,1.67858,-6.720524,-5.05414,-2.111408,-1.46122,17.43992,2693
-0.36013,-1.243724492,7.153077342,0.029315,-2.95707951,-5.890524,-2.17618,-0.34888,2.18626,-0.17373,2694
0.01987,-4.153724492,6.662510206,-0.432581587,-3.921435,-5.630524,-5.57744,-1.63888,1.64626,-0.56716,2695
0.46987,-3.863724492,4.702510206,-0.222581587,-3.07242,-4.513185,-5.49744,-1.45888,1.84626,-2.63716,2696
0.394226,-5.073724492,5.522510206,0.327418413,-3.757515,-3.653185,-3.72744,0.07112,1.95790438,-3.02716,2697
-2.515446,-5.073724492,0.600972,4.247418413,-2.827515,-4.623185,-5.845,0.53112,3.92090654,-2.75716,2698
-1.885446,-3.00481,4.370972,1.693897895,-1.58171226,-7.271813041,-7.816,-0.121222695,6.61090654,-0.64716,2699
-1.745446,-2.18292,1.211584,8.383897895,1.20828774,-7.701813041,-7.2149,-1.541222695,7.90126,-2.67455,2700
-0.13256,-0.64292,5.702354353,11.67389789,3.40432446,-5.521813041,-2.8549,0.454792423,13.42006,0.58545,2701
2.543484,-0.75259,13.49078,19.89247547,7.30432446,-6.232536583,0.5851,4.914792423,31.44960019,2.62545,2702
7.3714,-4.609149024,21.42078,19.714808,8.14484133,-6.552536583,2.55166,10.19479242,31.12875388,-0.93455,2703
17.7414,-0.819935023,20.22448574,-89.48087882,3.952705,-11.76259507,13.87220501,18.34479242,62.39868055,0.39545,2704
6.977172,3.69741,23.01920558,12.24105296,1.032705,-10.80330093,-79.97116727,8.238777305,61.27822071,-5.02716,2705
2.5614,1.76741,13.96078,2.833897895,-1.84567554,-42.41610058,-6.509663461,4.338777305,36.95066,-2.95716,2706
-1.1186,3.20741,5.59078,1.037418413,-3.17567554,-11.00471271,-6.929856539,4.028777305,15.69730101,9.43627,2707
-1.0486,18.53741,4.62078,3.103897895,-2.56171226,-4.175418616,-5.81054375,13.8087773,3.01401899,9.13284,2708
-4.13256,-3.06292,2.241584,0.857418413,-3.85171226,-5.851813041,-7.50744,-1.35888,1.15790438,-0.97716,2709
-0.25013,-1.563724492,-0.049028,-0.690685,-6.08242,-7.373185,-2.82414,-1.14888,-2.98374,-2.18373,2710
-1.09525377,-2.843724492,2.452510206,-3.654631,-5.271435,-7.280524,-4.81566,-2.301408,-4.94582,-3.39716,2711
-5.575996,-7.878197135,-0.065122984,-5.06188,-5.46195597,-8.170928,-9.36408,-2.51012,-7.022135,-4.86373,2712
-7.295996,-10.40292716,-4.595122984,-6.14899,5.86,13.88,12.33,-3.47741,8.62,-6.75373,2713
-7.425996,-10.61292716,-8.555122984,-7.11899,4.4,11.17,11.84,-4.09741,8.02,-6.16373,2714
9.97,-9.962927156,-8.545122984,-7.02899,3.53,9.8,10.94,-4.14741,8.61,-6.92373,2715
10.47,-7.482927156,-7.915122984,-6.68899,3.5,13.03,15.38,-3.60012,9,-5.23373,2716
-5.395996,-1.858197135,-5.418384323,-3.32188,3.89,16.96992,-5.50408,-3.32639,10.22,-4.19373,2717
-2.646912,5.43884,-1.419029,-1.91019,5.68,-5.180928,-0.84736,2.27211,14.84,-2.01373,2718
-2.936308,1.03695,-1.949029,-2.64019,8.6,-2.915216,-1.7016,-0.009376044,14.48,-2.30716,2719
-2.2703,-1.31305,-2.179029,-2.34019,-4.951435,-5.551334281,-1.41184,-0.460574748,0.03093534,-2.05716,2720
-0.9703,-1.18305,0.302263625,-1.288888284,-4.151435,-5.971334281,-0.98184,0.199425252,-1.062135,-0.50455,2721
-0.6103,-1.09305,-3.209029,-0.418888284,-2.30242,-6.12072,-3.7188,-1.840574748,0.137865,0.83291,2722
-4.526964,-0.12305,0.581412,-0.858888284,-3.107515,-6.73072,-7.8843,-0.430574748,0.89462864,4.78291,2723
-4.39554,-0.94305,2.298113,-0.558888284,-3.057515,-6.167248607,-5.96088,-0.010574748,1.62292238,14.94291,2724
-2.83808,-2.83305,12.798113,1.561111716,-0.99171226,-6.56373988,-2.25808,2.749425252,4.95292238,21.217548,2725
-0.21808,-3.64305,22.47239097,8.061111716,2.00828774,-4.636114698,1.97856,6.039425252,10.402985,29.10132,2726
7.628008,-4.90305,54.541595,8.891111716,0.97828774,-6.501552,12.6052,7.479425252,7.889075,64.87652,2727
29.594776,-4.73305,88.16079902,6.163163552,1.44828774,-4.017381567,-45.95669594,9.087531003,28.260805,116.2824987,2728
2.56714602,-4.86305,-65.75658229,1.931111716,2.50828774,-3.476114698,0.15688,8.179425252,-20.06710202,120.69119,2729
2.071392,-3.77305,24.809207,-0.338888284,0.89828774,-6.836114698,-3.154014644,6.389425252,9.380805,73.53119,2730
-3.075376,-2.74305,16.391595,-0.728888284,-1.57171226,-7.117248607,-5.90448,9.629425252,2.03736044,11.51718262,2731
-2.74808,10.69805063,19.18761492,-0.698888284,-0.06171226,-3.797248607,-1.5943,24.37760565,5.162985,41.23988121,2732
-3.42554,-1.43305,10.871595,-1.76019,-3.00171226,-6.94072,-2.05846,6.009425252,1.31292238,3.84291,2733
-3.3403,-0.92116,1.788113,-2.94019,-6.727515,-10.265216,-2.3816,6.650623956,-1.91282,-2.05455,2734
-4.856308,-1.658197135,-1.669029,-3.56188,-6.591435,-12.000928,-4.37408,0.99211,-3.302135,-3.58716,2735
-6.292692,-4.566408078,12.11251021,-4.49899,-9.74676057,12.77,-7.281976,-2.292344,-5.062135,-4.61373,2736
-8.171611,-8.246408078,4.366235908,-6.55899,3.1,11.25,7.303970921,-2.570568,-6.13326834,14.57,2737
-8.381611,-8.346408078,-1.033764092,-4.284436669,2.55,9.93,6.903792397,-3.410568,-5.76362301,12.20998,2738
-8.401611,-8.236408078,-3.423764092,8.34858,3,10.2,14.31,-4.290568,11.9,8.559959999,2739
-7.841611,-5.636408078,-2.523764092,13.57,-10.16797637,11.61,14.75,-4.080568,12.04,9.439939998,2740
-5.732692,-3.126408078,1.106235908,14.31,-8.008452,-10.229173,8.563256803,-2.370568,-1.61599432,10.21992,2741
-4.317553,7.97276,6.262510206,-4.8699322,-3.619344,-7.243356,-3.171976,4.427656,-3.642135,12.62989999,2742
-2.964075,6.28013,5.792510206,-4.86899,-3.575036,-7.013356,-2.935472,3.267656,-2.532135,10.10987999,2743
-1.634075,1.52276,5.552510206,-3.58188,-2.26866,-7.356959,-2.655472,2.01588,-1.672135,-10.92373,2744
-0.024075,1.02276,6.372510206,-2.99019,-1.53866,-5.691045,-1.605472,-0.19412,-1.41282,-9.65373,2745
-3.949849,0.43276,1.100645554,-1.10019,0.22828774,-5.331045,-1.273048,1.070623956,0.34462864,-8.18373,2746
-3.514287,-1.25724,-0.189731,-0.418888284,0.70432446,-3.971045,-1.493048,0.499425252,2.08292238,-6.69373,2747
-2.29918,-3.02987,3.680668,1.631111716,5.16432446,-3.751334281,0.6034,-2.180574748,5.512985,-5.58716,2748
2.02082,-3.43987,10.350887,9.491111716,3.85814352,-3.847248607,1.29420393,3.429425252,4.19072735,-2.74709,2749
14.17082,-3.73724,17.303725,11.36504164,9.78768848,-1.797248607,-5.739295106,6.649425252,8.01314788,-1.25709,2750
125.692278,-5.18724,37.743725,18.45316355,-31.10315177,2.802751393,-3.946672894,11.143972,15.71272873,-3.956192574,2751
180.713866,-3.33724,11.96015257,29.68316355,30.67677836,9.863885302,-1.117992,25.04456178,14.99230958,3.50119,2752
138.417585,-3.55937,23.593725,-25.01118623,9.37632328,7.983885302,-2.787992,-76.97331282,9.64189042,-1.92881,2753
33.57080808,-3.296408078,9.763725,8.353163552,3.505712,0.623885302,-5.917992,14.61348073,5.8721,-1.858155624,2754
0.83082,-1.026408078,3.183725,0.303163552,1.46432446,-3.076114698,-2.509311159,12.177832,4.49105207,7.33119,2755
-0.08918,7.063591922,0.753725,0.873163552,4.18432446,-2.277732,-52.91161718,21.16942525,2.51304762,-1.65881,2756
-2.38918,-2.996408078,-3.669113,-0.338888284,0.32828774,-13.83822871,-6.590630371,5.979425252,1.34292238,-1.28709,2757
-5.740518,-4.696408078,-1.199731,-1.638888284,-3.38866,-6.926114698,-6.87774,3.84588,-0.45707762,-5.67716,2758
-3.864075,-6.750209374,2.392510206,-3.08019,-4.698452,-6.754098497,-2.2366,-0.712344,-2.23282,-8.15373,2759
-3.041004,-10.97700383,2.102510206,-5.05593,-6.427751,-4.671871,-3.536228,-7.047688,-3.412135,-5.425816156,2760
-5.21947037,-12.71700383,-2.333764092,-5.48188,4.66,-5.513084,-4.569392,-7.084954,-5.032135,6.19,2761
-6.179857,-13.6420734,-9.263764092,-6.88899,3.57,-5.908997,-5.409392,-7.754954,1.488533144,3.32,2762
-6.239857,-14.39700383,-10.13376409,-8.35899,4.4,-6.498997,-5.989392,-8.204954,10.87,4.85,2763
-6.029857,-12.81700383,-10.45376409,-7.490874399,8.92,-6.008997,-5.755836,-7.744954,10.73,6.38,2764
-3.951004,-9.777003831,-9.353764092,-5.045166469,-1.11654039,-3.963084,-2.879392,-4.094954,10.79,-4.477447836,2765
-5.026051,-9.33088072,-3.503764092,-6.32899,-2.938772,-5.274485,-1.6007,1.332312,1.987698584,-9.59759,2766
-4.363585,-8.93088072,-0.59629092,-6.27899,-3.854373,-5.364485,-1.3007,-0.997662,2.077489934,-9.43759,2767
-4.223585,-9.14088072,0.802510206,-5.53593,-3.209975,-5.624485,-1.4307,-0.777662,-2.51906466,-10.56759,2768
-7.173003,-7.05088072,0.682510206,-4.30019,-2.609975,-4.734485,0.0493,-1.367662,-3.752135,-10.96759,2769
-5.623912,-5.98586,-1.859731,-2.89019,-1.409975,-4.294485,0.5993,-0.80953,-3.552135,-9.65759,2770
-3.993411,-2.50586,0.720269,-1.018888284,1.49964663,-0.804485,-2.1107,0.04047,-2.202135,-8.23108,2771
0.06638,-3.62352,1.160668,0.231111716,1.97521899,2.725515,-0.4207,-0.938017152,-0.50282,-8.09773,2772
2.91638,-5.73374,2.520887,2.513163552,4.56521899,3.745364784,-0.119244652,3.070319781,-0.27537136,-1.44119,2773
28.801986,-0.78374,4.777587393,10.05316355,7.76521899,11.09546918,-2.84952,6.740319781,-0.29607941,-2.597090769,2774
279.574564,3.95626,12.943725,14.02330111,15.16521899,17.47546918,-2.65314,17.25031978,3.53292238,3.26557,2775
374.5386131,6.23626,13.06789139,18.36316355,18.10521899,20.50567436,8.786876,18.72031978,2.64292238,7.94557,2776
189.214744,7.85626,9.717716512,16.66316355,6.53521899,10.497254,-3.623124,11.08031978,2.12292238,1.394251836,2777
25.60503,9.94626,0.360887,7.993163552,4.34521899,6.504539278,-7.558988,1.100319781,9.81292238,0.876888164,2778
-0.97362,3.95626,-0.579332,2.311111716,1.62521899,1.811151,-7.77314,-0.61953,-1.45707762,9.976071836,2779
-1.40362,5.37626,-0.089332,2.331111716,4.27521899,-88.70580947,-0.832116,-0.46953,-1.90537136,-2.87443,2780
-4.203411,-2.56374,-1.379332,1.20981,0.89964663,-3.114325641,-0.1707,-2.277662,-4.86282,-3.74119,2781
-3.643003,1.46414,-5.169731,-1.49019,-2.219975,-3.744530824,-2.506228,-5.137688,-6.862135,-6.59108,2782
-2.013585,-2.63088072,0.142510206,-2.47593,-4.158772,-4.794485,-3.925836,-9.244954,-8.192135,-9.54759,2783
-4.347269,-2.58088072,-1.227489794,-3.763468,-4.894241,-7.278392,-7.099957743,10.11,7.39,-9.86601,2784
-6.854996,-7.28088072,-7.057489794,-4.370569,-6.834241,-8.584086,17.84,9.28,5.57,8.92,2785
-7.654996,-6.297003831,-8.543764092,-5.060569,-8.74307978,-6.079078364,11.48858,7.52,3.82,6.86,2786
-7.953543,-7.147003831,-10.41619791,-5.730569,8.72,12.53,-7.33145,6.86998,4.01,7.35,2787
-7.703543,-6.977003831,-10.69684384,-4.903468,10.24,13.14,-5.61145,8.56,5.26,10.17,2788
-5.474996,-7.317003831,-11.09748979,-0.823468,-5.03090772,15.96,-3.315,7.57,7.23,-1.97601,2789
-3.897269,-9.57088072,-4.187489794,1.526695,-1.234241,-5.824086,-2.73529,11.8,8.79,-0.97932,2790
-2.499495,-10.01088072,-3.658781733,-2.003305,-1.905052,-7.514086,-1.04529,12.54,9.31,-2.86819,2791
-0.379495,-5.60088072,-6.449731,-1.763305,-1.488243,-7.164086,-5.39924,10.98610687,-8.27972701,-2.19819,2792
-4.25661045,-4.03352,-2.179731,-0.663305,-0.390625,-7.274086,-5.8236,-3.314954,-2.25845,-1.47819,2793
-3.78212955,-2.60352,-1.949731,1.811982848,-0.27035337,-7.234086,-7.06072,-2.574954,-2.47845,-4.30819,2794
-1.78813245,0.80626,-2.029332,1.501982848,3.88964663,-7.124086,-7.06072,-1.155794,-2.499,-6.79889,2795
0.48034,-0.53374,-1.269113,2.061982848,7.14521899,-4.644086,-5.99011,-1.56953,1.94714124,-5.21889,2796
2.54034,-0.34374,7.073725,3.961982848,12.85521899,-3.028392,-6.60011,0.59047,5.86809,-2.81889,2797
25.72034,5.77626,10.05292686,7.681982848,18.287929,-1.570978,-4.919718096,4.260319781,7.48133,-3.195101823,2798
275.42034,8.51626,-17.13580956,7.201982848,34.819516,4.729022,4.799618096,13.55031978,3.20116409,-0.14889,2799
525.5493216,4.604535862,39.13133053,4.191982848,69.436003,7.95305,-78.49626724,27.05031978,16.79073591,4.29181,2800
221.6688124,3.803748337,16.29053234,0.131982848,-31.4306794,6.68305,0.716213406,-72.4001514,-26.81714116,2.52181,2801
23.80034,2.82626,12.723725,-3.528017152,11.286003,1.44305,-1.382373406,9.530319781,0.68987951,6.76181,2802
0.12034,-0.59374,6.780887,-2.373305,4.17079001,-1.70695,-3.387726594,1.360319781,3.35390049,7.72111,2803
-0.71966,8.09626,6.483725,-1.473305,9.65521899,1.92305,-1.96011,2.671982848,4.38971,7.05111,2804
-2.69966,-1.34374,0.773725,-4.783305,3.17521899,-5.63695,-7.05011,1.21047,0.97714124,-5.45889,2805
-4.068454,2.83648,-4.449113,-3.898907,1.599375,-5.438392,-4.10064,-1.047662,-0.259,-3.30889,2806
-1.929495,-2.99088072,-3.779731,-5.430569,-2.155052,-7.274086,-2.23529,-1.027688,-4.75845,-3.95889,2807
-3.727269,-2.64088072,-0.631067909,-6.933199,12.29,-8.94321,-4.00091,-6.014954,-4.43336,-4.80681,2808
-4.704996,-3.227003831,-5.3484903,12.68,9.72,16.27,-5.99145,-6.931317885,-6.15336,-6.825801531,2809
-5.943543,-5.757003831,-6.529199658,9.81,5.04,16.33,-7.86145,-1.200587872,6.84,-7.275801531,2810
-6.813543,-6.324725753,-6.529199658,8.03,4.3,16.34,-8.33145,11.94,6.48,-5.71681,2811
-7.283543,-6.78539246,-3.589199658,9.96,6.69,-8.65321,-7.97145,12.73,7.1,-4.78681,2812
-6.13419981,-6.626059182,-1.671067909,12.84992,11.11,-6.56321,-7.80145,-7.471317885,9.44,-0.26681,2813
-3.724996,-8.377003831,4.148692,-1.523199,-3.00196,-6.06089,-6.22145,-5.224954,21.05,3.32421,2814
-3.574996,-6.967003831,-0.211308,-1.663199,-2.15196,-8.37089,-4.743937294,-2.964954,14.90992,-1.51579,2815
-2.669495,-4.85088072,-2.280576,-2.103199,-1.74272,-8.123067544,-2.065,-1.677688,0.14664,-4.41579,2816
-1.559495,-1.71088072,-1.548964,-2.403135942,-1.08804,-4.243067544,-2.37091,-0.317688,0.29664,-3.25579,2817
-5.096717,-2.11586,2.299424,-1.795828,1.65196,-3.02311074,-1.49529,1.262312,2.63648,-1.27579,2818
-3.77864162,5.03648,8.441036,-1.025828,1.89036,-7.799119077,1.95471,2.59047,2.81551237,0.97142,2819
-1.41966,4.94626,6.071036,-1.405828,3.94036,-7.01128,-4.0936,-0.26953,7.70551237,3.272427989,2820
-0.84966,3.78626,12.98898,-2.479597,3.12100552,-5.75699,-1.42011,3.90047,9.64136,9.59283,2821
8.3898308,5.13886,24.76898,-2.989597,5.15100552,4.31443,-2.967394876,1.283367501,14.6028,5.453224712,2822
34.648814,12.99886,44.54898,-3.189597,14.35685006,17.11368287,4.02995,1.552905959,15.31407015,-50.08336185,2823
80.168814,20.14886,-44.8544415,-2.859597,26.57611352,-88.64967522,-3.749525154,0.881982848,40.99248,51.06185,2824
45.15034,17.53484301,46.54663685,-3.059597,11.26611352,-1.507811424,-4.28005,-1.558017152,-45.76919376,22.36116262,2825
4.17034,11.9374989,19.67585576,-2.439855,3.67100552,-5.64128,-9.23005,-3.718017152,13.68248,7.2743,2826
0.873283,10.87886,12.96898,-0.419855,-1.70899448,-8.06128,-7.56017,-1.55953,9.88248,5.3694,2827
-0.373625,22.43886,15.82898,8.780145,0.65100552,-2.71872,-1.67924,-1.38953,12.03312,5.857628994,2828
-1.876717,5.11626,9.76898,3.180145,-1.67899448,-1.123067544,-3.52529,-4.02953,7.75136,1.26421,2829
-2.428128,3.64414,-1.128964,-0.909855,-3.23964,-3.793067544,-4.38091,-7.214954,1.42376,-1.64579,2830
-2.919495,-2.94088072,-2.791308,-3.059597,-4.60272,-4.64089,-6.455,-10.534954,0.10648,-3.2846,2831
-5.397269,-6.994982596,0.199986806,-2.291236,-5.47389,-4.16772,-8.87145,9.7,-3.09244479,-3.645488,2832
-6.314996,-10.376035,-4.600013194,-3.478463,-4.64800743,-5.08772,-10.37145,7.94,11.67,17.86,2833
-7.35300558,-9.470063407,-6.430013194,-4.008463,7.42,-6.74321,-11.69796821,7.03,8.74,15.9,2834
-8.063543,-10.17073042,-7.042788572,-4.008463,5.89,-7.10321,11.29,6.45,6.56,15.68,2835
-8.443543,-11.026035,-6.930013194,-3.758463,7.43,-7.18321,11.1,8.49,7.3,18.26,2836
-8.713543,-9.224982596,-3.180013194,-2.211236,-6.09703825,-6.40772,-1.645260545,12.67989999,7.11,-4.085488,2837
-4.0445979,-8.15362,2.081147,3.342771,-2.49468,-6.15772,-10.68145,-3.291446,11.56,0.154512,2838
-4.094996,-9.023470717,-3.648853,-1.089695,-2.51468,-6.29772,-9.06145,-3.074312,-5.01244479,-2.889536,2839
-4.367269,-6.093470717,-4.118853,-1.179695,-3.37463,-3.63772,-6.33145,-2.504312,-4.39652,-3.675752934,2840
-2.769495,-5.613470717,-2.608853,-1.339695,-1.89669,-2.02179,-6.16145,-4.314658,-1.64652,-2.119201868,2841
-5.70208,-5.062265,-1.038853,-1.059695,-0.26669,1.94911,-6.345,-3.28855,-1.65652,-2.242304,2842
-7.49437,-0.808515,-1.308316,-1.311672391,0.27372331,-0.243067544,-5.415,-1.32855,0.53348,-2.512304,2843
-6.14263871,3.571485,-0.758316,-1.342138033,0.89372331,-2.75311074,-3.85529,-2.479520033,1.49348,0.527696,2844
-5.42762329,4.991485,-1.006013464,-0.693069347,1.83790257,4.23688926,-1.59529,3.500479967,-0.45704,1.51568,2845
-1.70966,11.881485,2.193201,0.646930653,3.30790257,3.958482014,-3.206383576,5.450479967,1.90535218,-0.21432,2846
5.69034,13.49750515,8.642415448,1.556930653,11.96790257,3.6458,-2.63356,8.762518966,5.70535218,0.516852,2847
11.52034,-64.02981496,18.61162988,2.706930653,16.46790257,3.73688926,-0.29005,31.88196901,10.39468,1.40568,2848
7.40034,-6.616485,7.460844298,1.016930653,6.22790257,-2.583067544,-7.08005,10.311896,11.37676,1.64568,2849
0.45034,12.001485,3.871684,1.126930653,3.08372331,-3.183067544,-5.090273285,2.170869051,10.65676,2.466852,2850
-1.203625,4.611485,0.401684,-0.523069347,0.62372331,-2.19089,-2.17529,2.590479967,5.73196,17.69170567,2851
-0.995131,5.351485,-1.196799,4.146930653,1.88372331,-1.93089,-3.244971788,-3.500230947,-23.92819346,25.36690233,2852
-4.313625,3.486529283,-2.636799,-1.073069347,0.55331,-4.31089,-4.04529,-0.519520033,3.63876,-88.4580842,2853
-7.88437,-0.40362,-0.648853,-3.359695,-2.70669,-4.54179,-5.26091,-1.889520033,-0.56292423,1.971705669,2854
-4.419495,-6.544982596,2.279986806,-2.841236,-4.50463,-4.96179,-8.00145,-4.04855,0.03468,0.42568,2855
-4.108365,-7.810801523,0.617315827,-5.593902,-4.42468,-5.76321,-11.52338,-3.30314,-0.647005,-2.159787,2856
-5.76673318,-3.696229889,-4.052684173,-6.686339685,-5.20389,-7.02321,4.94858,-5.80934,-1.912167,-4.499787,2857
-5.34202,20.74,-5.502684173,-4.75152014,-5.93389,15.1,8.48,-6.04992,-2.69934364,-4.146188,2858
-5.67202,20.3,-6.962684173,14.14,-6.20389,10.95,7.76,-7.68992,-3.034908,-4.522329,2859
-5.32202,20.62,-5.952684173,-3.752308624,-5.62389,9.8,8.66,-8.49992,-3.304589,-4.782329,2860
-4.808365,-5.632407181,-4.592684173,-5.093902,-5.08389,11.97,-11.36338,-6.45934,-4.284589,-3.022329,2861
-4.188015,-2.280801523,6.730307188,-0.996744,-4.97468,13.36,-6.19338,-2.69314,0.515411,1.403812,2862
-4.73304,-5.160466749,4.320307188,-2.613386,-4.01468,14.74,-6.08696,-1.61314,-0.714908,1.231095,2863
-5.59367,-7.160466749,2.810307188,-1.33691,-2.62463,17.35,-4.74696,-5.76314,-1.314908,2.761095,2864
-6.862325,-6.610466749,6.990307188,-0.77691,0.30331,-4.389862609,-3.90696,-5.937529392,-0.32934364,3.331095,2865
-4.622175,-1.657616,3.757704595,-0.867146021,1.91372331,-5.13321,-4.7675,-4.407529392,-0.534908,1.721095,2866
-4.40505284,-0.135552,-1.854468,-0.717146021,5.61372331,-4.42321,-3.77234,-3.895941919,-0.57934364,1.681095,2867
-2.45654,0.781632,-0.594468,0.672853979,5.64790257,-3.96321,-4.28234,1.122470608,-0.072167,4.941095,2868
-0.09654,2.74,0.955904,2.772853979,7.02790257,-3.63321,-1.90234,-1.245941919,1.35055917,5.721095,2869
3.10346,5.73,3.205904,3.088427301,8.41790257,-2.07772,-1.243806599,9.254058081,3.56055917,3.336045125,2870
23.05296426,12.09857476,1.355904,9.917476009,12.35981106,-2.80772,2.855704515,17.53405808,11.43055917,0.242542605,2871
46.05246851,-44.52092951,3.553543906,15.46747601,22.11712894,-1.50772,1.83091697,26.14405808,10.4201434,3.532542605,2872
19.76346,19.02714946,6.511956,-40.34481869,-80.0462672,-2.29179,2.474726714,5.864058081,14.18055917,3.912542605,2873
1.75346,11.45,-0.898044,3.337476009,0.75847,-4.45179,-1.18234,2.224058081,9.25055917,2.900788596,2874
-2.78654,4.48,-2.068044,0.377476009,3.24790257,4.67911,-0.97234,-3.025941919,4.19055917,18.556507,2875
-2.54654,5.301632,-35.41507521,2.562853979,3.02790257,15.83747572,0.82766,-0.535941919,0.262995,35.92771861,2876
-4.45654,3.124448,-2.518044,-1.397146021,1.31372331,5.62688926,-1.90234,-5.215941919,-1.374908,-1.113493,2877
-5.6183,-0.107616,-1.684096,-4.32691,-2.30669,-5.873067544,-4.81696,-3.44314,-4.734589,1.022542605,2878
-4.068015,-4.930466749,-3.454468,-4.323902,-3.25389,-4.26089,-7.92338,-5.61934,10.88,1.276045125,2879
-5.371315,-8.523902677,3.387623602,16.12,-4.77389,-6.403028,-12.23987,2.3141,7.76,7.351095,2880
-6.05182,-10.43390268,-1.022376398,15.54,11.52,-5.878299,10.32,-0.679699718,4.93,-0.568905,2881
-6.35182,21.25,-1.052376398,15,10.18,-7.514975391,8.78,-3.963025,3.88,-2.366189218,2882
-6.45182,20.63,-1.012376398,14.93,6.95,-5.642059429,8.49,-4.133025,3.74,-2.776732353,2883
-10.630385,20.96,-0.672376398,15.83,4.75,-6.931651783,9.22,-3.111097156,4.29,-2.717275498,2884
-5.48182,-6.196883955,0.187623602,-4.138814,3.97,-6.398299,-9.35987,-1.3159,5.71,-2.058905,2885
