2012Price Difference,2013Price Difference,2014Price Difference,2015Price Difference,2016Price Difference,2017Price Difference,2018Price Difference,2019Price Difference,2020Price Difference,2021Price Difference,Time_Index
-10.42731491,-2.927595986,9.742588,13.83945225,0.04652749,-14.452343,123.61065,1.96042,-5.228272,0.653615349,31
-8.15241109,-1.327595986,9.813567,7.311905,1.216076,-13.282343,145.09212,0.706123844,-2.318272,0.506908873,32
-8.328849,-5.067595986,2.950325,3.411905,2.296019,-11.832343,73.085315,-2.340176,-1.291748,2.49124,33
-8.428849,-5.427595986,-1.809675,2.921905,3.596065,-8.618596,52.335315,1.019824,-2.461748,-8.62712,34
-12.018849,-8.47227,-5.409675,-3.737156391,2.126065,-6.888596,16.2992138,0.859872,-1.901748,-7.63196,35
-13.019863,-10.03759599,-7.999675,-6.967815147,0.566065,-8.011669,5.66619,-4.243339659,-3.6931,-4.77718,36
-13.909863,-11.77759599,-9.159675,-2.670288,-0.493935,-7.281669,-2.70935,-6.954150342,-3.6631,-3.79804,37
-14.221941,-12.13759599,-9.096433,-1.748095,-1.593935,-7.941669,-7.57935,-6.684961041,-3.6931,-4.4068,38
-13.883395,-12.60759599,-9.166433,-2.268095,-2.823981,-7.416242713,-8.47914,-5.45008,-2.9231,-5.5646,39
-14.493395,-12.94759599,-8.627412,-2.638095,-3.173981,-9.997495,-7.778505,-3.890176,-3.9431,-6.3446,40
-13.603395,-12.23759599,-10.626433,-2.118095,-1.773981,-8.897495,-1.914015,-2.160176,-2.3231,-5.1746,41
-7.569863,-3.927595986,-2.579675,8.159712,2.206065,18.46187884,36.555315,22.981796,0.451916,-1.98436,42
-2.047835,-117.8744923,4.724902741,5.40757319,2.206065,-56.66587223,-50.03380362,-89.03024063,-5.21128296,-2.89804,43
-7.77286812,-6.913688,-106.3013821,2.881905,0.456065,-7.567495,19.75051234,-0.859825577,-4.778084,-3.70436,44
-19.10903451,-7.577895996,0.96334729,1.431905,-0.543935,-8.227495,22.975315,-0.36008,-6.548084,-4.40436,45
-11.127835,-6.947595986,-1.529675,-0.578095,-1.143981,-9.039824206,5.59842,-3.260176,-1.9031,-3.2968,46
-12.249863,-8.917595986,-4.769675,-1.930547746,-0.243924,-12.092343,1.381495,-6.998768,-1.4631,-3.2268,47
-12.023395,-9.587595986,-8.496433,-3.130547746,-1.63347251,-15.582343,-4.944935,-10.20286,-1.191748,-4.3968,48
-8.77655773,-11.96442463,-5.068156,-3.483549,-2.62347251,-14.43290394,-29.49152,-6.846237088,-4.271648,-5.2946,49
-6.764485,-12.45442463,-6.610073,-5.352232411,-3.60347251,3.94858,-22.641576,-9.246237088,-5.501648,-5.3846,50
-6.694485,-12.68442463,-6.490073,-5.912232411,-3.88347251,9.66,-20.400325,-8.605208,-6.06775802,-5.5746,51
-9.068387,-12.37442463,-6.330073,-5.932232411,-3.71347251,13.02,-25.355891,-8.801275,-6.090384,-5.4546,52
-9.8004,-11.98442463,-4.048156,-5.602232411,-3.05347251,-11.30475028,-20.91539,-8.855208,-5.740384,-5.216330855,53
-8.733752,-7.974424632,3.106341,-4.243549,-2.36347251,-9.526554,-20.151409,-3.469329136,-5.921648,-3.6768,54
-0.770776,3.422724396,39.752455,-2.613549,-0.78347251,-8.358462,32.63582,20.80595514,1.645248,-3.53436,55
-99.7185924,2.06726,17.8447912,-1.970547746,-0.083924,-8.58553,1.748197587,5.203680966,-0.214752,-1.80804,56
-5.42485352,-4.267275604,5.14401328,0.029452254,-0.943981,-5.87553,-8.96973,0.840359,-0.244752,-1.23436,57
-7.178431,-5.037275604,-1.517545,-0.870547746,-0.893981,-7.56553,-8.233537,1.410359,-1.564752,-2.24804,58
-8.399863,-5.947275604,-4.637545,-1.210547746,-0.263924,-7.48553,-13.554599,-1.154044864,-4.244752,-3.27804,59
-11.563752,-10.7172756,-6.633659,-2.440547746,-1.453924,-7.43553,-18.344164,-3.974044864,-4.381648,-4.49804,60
-11.663395,-11.9472756,-7.068156,-2.892232411,-2.92347251,-6.990209374,-17.697715,-5.416237088,-4.491648,-4.65804,61
-9.8804,-12.01442463,-8.690073,-4.712232411,-3.73347251,-7.510209374,-14.980218,-6.525208,-4.761648,-5.12436,62
-6.93025417,-12.96442463,-6.680079781,-4.745316,-4.02347251,-7.430209374,-7.040325,-6.288394,-4.81242609,-5.96436,63
-5.994485,-13.04442463,-8.160079781,-5.515316,-4.09347251,-9.070209374,-6.830325,-5.341913835,-5.714752,-5.97436,64
-5.744485,-12.44442463,-7.320079781,-5.645316,-3.08347251,-8.580209374,-3.750325,-5.701275,-5.194752,-3.77804,65
-6.112746,-4.347275604,-4.210073,-1.912232411,1.19652749,8.159790626,-7.30152,7.643313,1.82592,-0.551652182,66
-7.429863,-0.77274,1.071844,-1.902232411,1.756076,-1.808117046,-5.673537,7.092510369,-4.70322499,-5.0571,67
-9.169863,-4.63061127,0.011844,-2.743549,0.766076,-5.440209374,-9.033537,0.262445484,-3.451776,-1.81804,68
-10.329863,-4.947275604,-0.248156,-2.322232411,0.136076,-7.580209374,-9.283537,-0.384044864,-3.191776,-3.00804,69
-11.167668,-8.307275604,-4.818156,-2.552232411,-0.423924,-7.62553,-15.453537,-4.074044864,-1.48511409,-2.94436,70
-6.42300256,-8.514424632,-3.590073,-4.252232411,-1.333924,-8.24553,-12.587715,-6.536687,-1.94408,-3.2168,71
-4.904485,-9.944424632,-4.200079781,-5.462232411,-1.92347251,-10.62553,-9.631614302,-9.646237088,-1.77408,-4.6346,72
-6.72399,-8.98176,-3.680079781,-5.549560433,-3.315301,-8.551768045,-19.06453,-8.851986042,-0.60408,-4.648811,73
-7.22317,-6.951249,-4.810079781,-6.555316,-3.255301,-9.111768045,-19.49453,-4.262758072,-1.51408,-5.338811,74
-6.87399,-7.921249,-5.300079781,-7.545316,-2.855301,-8.972260542,-19.13453,-3.499545,-2.434752,-5.318811,75
-6.24399,-7.431249,-7.300079781,-8.795316,-2.325301,-7.70288,-20.221924,-2.769545,-3.794752,-5.328811,76
-6.47725961,-9.43176,-6.050079781,-6.295316,-1.047372,-7.12288,-32.58616,-1.719545,-3.744752,-4.748811,77
-10.80836759,-5.837142415,-5.220079781,-5.392232411,0.223275,-8.594007066,-25.378182,-3.08407,-2.71408,-3.341092,78
6.51958759,-1.039064661,-4.390073,-3.762232411,32.153275,10.75599293,-0.86223,22.10560956,-3.907404,7.233925,79
4.02061,-0.729064661,-2.510073,-2.912232411,-101.9957449,-4.342256,-75.7381679,-0.681903624,-5.45099102,5.893925,80
-6.63109,-5.009064661,2.269927,-1.713549,-1.46342222,-9.392256,-31.22118501,2.659788086,1.887072,-0.466075,81
-8.51109,-4.89781,2.489927,-0.993549,2.263275,-31.30332498,-25.49484699,-1.580856931,-79.7323588,-4.136075,82
-8.2914,-8.106032969,-0.940073,-0.810547746,0.303275,-13.422256,-26.70693,-4.591501961,-3.422928,-4.256075,83
-3.08399,-9.32781,-3.550079781,-1.400547746,-1.286725,-14.612256,-16.28453,-7.061541,-5.982928,-5.296075,84
-3.76399,-10.99906466,-4.600079781,-1.890547746,-2.375023,-8.544007066,-17.772662,-9.147566,-4.906144,-5.376075,85
-4.24399,-11.96906466,-5.561742848,-2.270547746,-3.905023,-9.704007066,-17.727688,-9.054408,-3.19408,-5.436075,86
-5.04399,-12.78906466,-6.941742848,-2.633549,-3.947372,-10.50400707,-19.717688,-9.57407,-2.74408,-5.566075,87
-5.18399,-12.87906466,-8.371742848,-3.223549,-3.805301,-9.546684,-18.757688,-8.692011027,-4.50408,-5.896075,88
-3.46399,-12.00906466,-7.561742848,-2.703549,-2.895301,-9.694007066,-18.462662,-8.68407,-4.44408,-3.496075,89
-6.5814,-0.97781,-0.280079781,9.919452254,2.612628,0.925992934,-8.75453,2.535592,-1.74408,3.293313,90
-4.13048558,-3.001959268,2.519927,8.301905,5.813275,-1.754007066,-2.46453,-1.161541,-2.17408,-79.92034773,91
-7.02117,-8.212700122,1.499920219,2.821905,1.514977,-5.614007066,-6.78453,-6.065987,-3.72408,-8.396563564,92
-7.22185444,-8.519064661,-0.720079781,2.251905,1.244977,-9.234007066,-7.80453,-5.815987,-4.134752,-8.177147507,93
-9.28117,-10.65906466,-4.010079781,1.851905,0.124977,-6.59288,-14.73453,-4.864408,-5.030384,-9.604408,94
-11.84109,-8.467142415,-4.771742848,0.329452254,0.064699,-7.350992,-12.452662,-7.709775,-2.900384,-9.62089,95
-10.7314,-8.767142415,-6.961742848,-0.480547746,-1.605301,-7.928208,-8.867688,-7.172011027,13.42,-5.783948457,96
-5.29769494,-6.808384,-7.878485804,-3.971856245,-4.28810534,-8.608409425,1.349587244,-8.006994,9.4,-6.19642,97
-6.27827431,-6.219255,-1.894762311,-4.001856245,-4.29810534,-8.704794,-4.960412756,-6.315861872,7.72,-6.59642,98
-6.56885368,-6.619255,8.092959947,-4.261856245,-4.18810534,-8.859581797,-3.720412756,-6.476408,8.25,-6.40642,99
-5.03943307,-6.579255,-8.170439991,-3.631856245,-3.67810534,-8.280168,-3.730412756,-6.906954139,10.48,-6.64642,100
-7.18664,-6.509255,-7.541742848,-0.742074,-2.828811,-7.310754215,0.976410253,-9.132011027,10.15,-6.19642,101
-5.86192,-4.879839797,-6.701742848,6.47453,0.298908,-7.17993,4.916035,-9.484408,-6.570384,-9.63282,102
7.77952,-8.751462,-3.072394296,65.05559885,26.733925,0.208118558,10.961925,-7.421541,-5.800384,4.221084,103
-85.9538057,-8.897142415,-0.500079781,,7.733925,-2.461881442,-8.493885,-18.75498633,-4.331648,-6.171281429,104
-4.7872,-5.977142415,1.171844,7.450874,0.873925,-7.361881442,-70.72301728,-2.215695887,-3.514752,-9.884155733,105
-7.9972,-4.827142415,2.701844,-0.736293289,0.563925,-4.84993,-19.95440347,-2.551178055,-4.194752,-3.91642,106
-9.44016,-5.337142415,5.081844,0.50453,-0.451153,-6.33993,-11.64622367,-7.440795945,-3.421648,-4.79642,107
-10.98616,-9.787142415,-2.968156,-1.83547,-1.331153,-6.59993,-7.543965,-8.749775,-3.510384,-6.87642,108
-11.88616,-12.56714241,-6.925112178,-1.961856245,-1.151092,-6.94993,-9.303965,-5.183271,-2.930384,-6.721884,109
-12.48616,-13.63714241,-6.558156,-3.211856245,-1.748811,-6.99993,-12.383965,-3.099545,-2.461648,-7.181884,110
-12.39166,-13.94714241,-7.668156,-3.52979361,-2.818811,-7.50993,-12.565175,-4.419545,-3.284752,-6.585056,111
-12.33166,-13.47176,-8.348156,-3.71979361,-3.198811,-7.99993,-13.065175,-5.139545,-4.12408,-6.905056,112
-11.97166,-13.81714241,-9.455112178,-3.29979361,-2.348811,-7.44993,-11.875175,-5.099545,-2.98408,-4.975056,113
-7.69616,-4.977142415,-2.167545,2.39020639,1.748908,1.983836,1.586035,-0.739545,2.4468326,1.92358,114
-4.7572,-4.235107774,8.452455,8.598143755,0.768847,-4.101881442,-1.0117742,-2.879259,3.750464,-3.69642,115
-9.03616,-9.37579889,3.945451996,2.288143755,-0.011153,-7.191881442,-6.793965,-3.334556,-2.3286525,-3.495056,116
-9.38192,-9.576490019,4.042455,1.888143755,0.108908,-8.191881442,-8.833965,-3.841273,-0.61408,-3.432148,117
-8.77134,-9.037142415,1.602455,-0.811856245,-1.188811,-10.12188144,-9.165175,-4.871273,-3.18408,-4.952148,118
-4.16104,-9.017142415,-3.233659,-2.761856245,-1.56810534,-7.845935116,-9.870412756,-3.951273,-3.164752,-3.20876122,119
-4.84976,-9.86176,-5.533659,-4.18979361,-3.06810534,-6.58993,-9.340412756,-6.161273,-3.134752,11.46,120
-8.35862,-6.229255,-4.941876,-6.110641334,-7.39561434,-8.937135,-16.71041276,-6.341273,-4.198,6.58,121
-9.72862,-7.159255,-5.341876,-7.300641334,-9.30561434,-9.257135,-17.88041276,-7.271273,-3.658,5.77,122
-9.84862,-7.449839797,-6.429789,-7.270641334,-9.71561434,-9.217135,-18.03041276,-7.061273,-3.628,5.68,123
-9.54862,-7.160424605,-5.376895,-6.630641334,-8.32561434,-8.717135,-17.31041276,-7.061273,-3.80839077,6.63,124
-8.68862,-9.311249,-4.077833,-5.849001,-6.31561434,-11.243977,-14.68041276,-5.311273,-3.28666,7.33,125
-5.178515,-10.93714241,-3.583825,-2.573772,-3.06881,-9.339059271,-14.115175,-4.481273,-0.93654,11.82,126
6.272735,-6.937142415,34.818471,30.488775,2.95441806,-1.283249336,-9.793965,-5.761273,11.47014,-5.17373,127
-1.1407727,-6.117142415,35.91790572,-0.848846848,1.27908,-1.39653,-7.823965,-4.071273,-92.7189971,-5.07373,128
-3.414055,-5.007142415,6.516772659,-1.081225,0.00908,-5.82653,-10.91957155,-1.361273,-2.78986,-5.88373,129
-6.88557,-6.160961368,-4.124360429,-3.001225,-0.05092,-9.110828,-7.793965,-1.484556,-5.10986,-6.15373,130
-7.60258902,-8.307142415,-4.358945,-3.128123,0.33908,-4.660828,-14.133965,-3.721273,-4.25044155,-7.05373,131
-7.02635788,-11.89714241,-7.882677,-2.613772,-0.79092,-7.40653,-15.803965,-5.141273,-2.43654,-9.62373,132
-5.087265,-12.97714241,-11.458429,-3.559001,-1.78558194,-10.04653,-16.25041276,-6.001273,-2.94666,-9.59373,133
-5.317265,-12.121462,-15.453825,-4.239001,-1.58558194,-8.987366,-18.44041276,-6.581273,-3.568,-9.03373,134
-5.307265,-8.48595458,-16.33704618,-4.749001,-1.96558194,-9.416154303,-18.71336853,-7.231273,-5.2667,-9.48373,135
-5.267265,-8.25744322,-16.93800534,-3.830641334,-2.77558194,-10.437366,-17.30966,-7.291273,-6.0667,-9.92373,136
-5.247265,-7.20802818,-14.64997,-4.269001,-2.05092,-11.949345,-17.86966,-6.721273,-5.6267,-5.71373,137
-2.49682752,-4.967142415,-2.018429,-0.779001,3.45541,16.35756845,-15.35651427,-2.021273,-2.80666,4.23284,138
1.152665,-1.907142415,9.555440767,0.811877,2.56311,-9.993932122,-17.68875103,-2.301273,-1.18654,2.383795304,139
-6.59803863,-5.977142415,,-1.058123,-0.27689,-4.139293878,-17.20966,-4.131273,-0.42654,-2.10709,140
-2.567265,-7.978563492,-0.418968,0.096228,-1.52459,-7.72012828,-18.780605,-5.951273,-1.19278,-0.31709,141
-2.567265,-8.997142415,-0.768429,-1.373772,-1.80558194,-7.875954,-19.530605,-6.681273,-1.39044155,-1.80716,142
-3.878515,-9.927142415,-6.85997,-3.259001,-3.62558194,-11.628392,-21.320605,7.361399128,-4.16044155,-6.23716,143
-3.83862,-7.39370829,-0.556895,-3.741348225,-4.77881,-12.98653,-23.020605,16.11,-2.75654,-5.88373,144
-7.25862,-6.214665,-3.459035,-3.993032,-5.57425545,-7.1756,-21.35453083,11.98,-3.88474,-14.2118,145
-8.674785,-6.714665,-2.519035,-5.343032,-8.90425545,-7.476154303,-16.26638913,11.44,-4.33474,-15.6718,146
-9.144785,-6.974665,-2.519035,-5.143032,-9.34425545,-7.706154303,5.83,12.47,-5.24474,-14.8018,147
-8.974785,-6.504665,-0.379035,-5.123032,-8.49044462,-7.727366,8.25,12.48,-4.60302,-11.9252,148
-8.644785,-10.11949,8.060965,-3.993032,-6.75085443,-9.22653,9.23,15.56,-3.91474,-9.23588,149
-6.65862,-7.758396917,14.95487,-1.273738891,-5.05425545,-3.592555,-9.878373744,-4.655134,-2.1407,-6.03004,150
-4.008515,0.174524035,99.328754,5.092896,0.94531259,4.810899,-16.92453083,-4.868648,6.83446,0.98996,151
-3.967265,-55.42811501,26.00189026,1.382896,1.04531259,5.27069219,-20.210605,-3.459002,-13.84604055,-1.7146336,152
-2.877265,-4.119638818,13.046079,-0.363738891,-0.53468741,,-19.940605,-3.449002,-3.79464,-2.0523368,153
-9.687335,-6.659638818,1.887545,-0.843738891,-0.82468741,33.705943,-18.89966,-3.07283,-2.57223061,-8.052307474,154
-10.98193448,-7.759638818,2.51487,-1.223738891,-0.64468741,4.660899,-18.57966,-3.34283,-3.17916939,-7.4023368,155
-11.483275,-9.348396917,2.460965,-2.136689517,-3.67468741,-3.238392,-19.32966,-3.05283,-3.69474,-8.6823368,156
-12.353275,-10.81839692,-4.039035,-2.583032,-3.45425545,-9.23653,-19.24966,-6.302642781,-4.08302,-9.2323368,157
-12.923275,-12.05839692,-6.716961,-3.053032,-3.70425545,-10.2761543,-18.87966,-2.29283,-4.80302,-9.3223368,158
-13.183275,-12.67839692,-6.409044,-3.043032,-4.36425545,-11.3961543,-19.30966,-3.00283,-4.53584,-9.4223368,159
-13.603275,-12.85839692,-6.989044,-3.203032,-4.35425545,-11.04905927,-18.110605,-3.00283,-5.42102366,-9.2023368,160
-11.9825,-12.33839692,-5.269044,-2.263738891,-3.82425545,-9.739059271,-18.350605,-6.572642781,-3.99302,-7.3623368,161
-5.533275,-5.028396917,-1.509035,10.782896,2.50531259,1.573845697,-14.49966,10.20441577,0.03526,14.20060057,162
0.770755,-1.919638818,9.86248848,19.61404,1.451891,6.372634,-11.023965,-2.778678,-0.32474,8.680049182,163
-6.56796723,-6.339638818,6.250965,12.133268,0.051891,-1.585154469,-17.043965,-7.276739285,-1.67474,-0.850868117,164
-8.483275,-8.338396917,4.860965,0.870056,-0.978109,-5.606154303,-17.813965,-3.06283,-3.91302,-3.330868117,165
-9.603275,-9.838396917,-0.079035,-2.779944,-2.758109,-7.816154303,-18.885175,-2.979002,-3.71584,-6.0723368,166
-8.94744,-9.53064,-0.279044,-2.465781304,-4.59468741,-10.0861543,-21.565175,-3.088648,-4.26442,-5.63004,167
-5.037265,-5.034665,-1.560427,0.825497814,-5.62468741,-11.64905927,-19.57966,-5.105134,-3.01442,-5.39004,168
-6.427265,-7.937625,-3.88714242,-5.46564,-4.50883968,-12.19905927,-8.882358,-7.762326,-6.15793,-6.68091,169
-7.767265,-8.130843,-5.08714242,-5.46564,-5.47094552,-12.57905927,-10.272358,-8.032326,-5.99793,-6.97091,170
-8.417265,-8.220843,-5.99714242,-5.43564,-5.48094552,-12.71905927,-10.502358,-8.014694183,-5.98793,-7.01529,171
-8.437265,-8.030843,-5.88714242,-5.43677786,-5.48094552,-12.93905927,-9.892358,-6.575183087,-6.56793,-6.75529,172
-8.067265,-7.587625,-4.488511547,-5.32974,-4.84883968,-12.38905927,-8.084496696,-5.545672,-6.38956,-6.18529,173
-6.937265,-8.406062506,-2.714639,6.38056,-2.41883968,-11.06905927,-6.42005,-3.800098,-6.02409,-5.200698937,174
-3.907265,-3.016062506,15.469683,88.37544,2.213944,-8.166154303,-5.97032,-1.29135,3.17959924,18.88312396,175
-5.67884,-2.591267689,11.683745,,0.762866,4.513845697,-7.59376,-4.692371097,-1.97489437,13.84644,176
-7.67557,-5.761267689,-1.850317,11.86912,0.823944,-2.873927882,-9.358282,0.12865,-4.30409,7.18644,177
-10.20982633,-7.701267689,-1.850317,2.0685,0.713944,-5.186154303,-99.78480926,-2.79135,-4.78409,1.763123957,178
-10.08175,-8.141267689,-2.896255,0.67026,0.033944,-8.149059271,-7.415785307,-2.36135,-5.77421,-2.946876043,179
-10.07175,-9.681267689,-7.986255,-1.94564,-1.906056,-9.799059271,-12.1702194,-4.010098,-6.31956,-6.916876043,180
-10.92175,-10.64126769,-9.236255,-2.86564,-3.216056,-10.80905927,-11.82704,-3.44135,-7.81956,-8.966876043,181
-9.78744,-11.65126769,-10.356255,-3.27884,-3.293898,-8.737135,-10.178248,-3.08135,-7.94793,-9.896876043,182
-6.81884,-11.02606251,-10.376255,-3.70884,-3.963898,-9.647135,-7.62318247,-3.30135,-8.18793,-9.99487,183
-5.28869349,-11.26606251,-11.270317,-3.91884,-4.003898,-9.957135,-7.573753945,-3.66135,-8.06793,-9.620698937,184
-4.85923627,-10.15606251,-9.786255,-3.509404988,-2.34883968,-9.857135,-4.984325431,-3.05135,-7.50793,-7.790698937,185
-2.53557,-3.379680511,0.043745,1.74436,2.966102,-1.899312,1.22296,10.16160577,-2.99956,3.873123957,186
2.67440232,-21.77283947,-12.88294765,5.09698,1.466102,-8.404908461,2.641718,-0.838988579,-2.93956,-3.92011,187
-6.316239,-8.971267689,0.333745,-1.34944,-0.273898,-7.039059271,-6.801861956,-5.659599006,-4.12956,-9.69011,188
-6.38744,-10.38126769,-1.386255,-4.638621282,-0.873898,-9.529059271,-8.45046,-0.20135,-4.18956,-9.86356,189
-2.807265,-10.40606251,-4.800317,-5.24302,-2.583898,-7.164923201,-3.706036,0.25865,-4.98793,-5.846876043,190
-5.257265,-5.784456,-1.764639,-1.94564,-2.45883968,-8.407135,-5.11005,-2.84135,4.98858,-7.526876043,191
-5.14862,-6.137625,-8.574639,-2.84884,-3.43883968,-9.069341,-6.732358,-3.410098,9.37,-7.566876043,192
-5.270308,-8.32188,-5.939572221,-1.267156819,-3.40094552,-10.571222,-7.912268,-5.326288,8.36,-8.426876043,193
-6.930308,-10.409192,-7.329572221,-1.947156819,-4.99094552,-10.40054421,-8.572268,-5.976288,8.22,-8.886876043,194
-7.050308,-10.8297766,-8.719572221,-3.017156819,-5.38971488,-10.51114583,-9.292268,-5.246288,8.07,-8.706876043,195
-6.980308,-10.7403612,-8.589572221,-3.077156819,13.99,-10.43174747,-9.362268,-5.517307882,8.86,-8.086876043,196
-6.340308,-10.09094582,-8.023407,-1.637156819,14.14,-11.141222,-8.092268,-5.238312,10.21,-8.056876043,197
-6.170017,-6.12188,-5.111604,0.352843181,-6.08094552,-8.78173,-5.996607,-4.40628,11.81,-8.222328162,198
1.465651,-6.546062506,9.089665,25.5966,-2.51094552,-0.712949486,-4.653262053,-2.37764,-0.996876,-6.197891838,199
-3.043605,-4.456062506,3.758043337,11.72716,-0.19883968,-12.20774376,-7.005777524,-6.718339767,-1.068272,-0.43005,200
-7.923605,-6.976062506,1.357234081,4.67716,0.30116032,-8.63808374,-9.994579423,-10.20903955,-1.12084646,-32.36248963,201
-7.880121,-8.766062506,-3.014169942,1.79716,1.61116032,-10.97808374,-9.695238128,-10.06973934,-2.2431,-4.369837589,202
-9.16215281,-9.816062506,-0.200335,1.62716,2.17116032,-8.141816642,-13.2441202,-12.078968,-3.9631,-9.6636,203
-9.33284746,-10.64606251,-5.310335,-0.28284,0.40366957,-7.48173,-11.85655558,-10.70566,-2.7231,-7.606876043,204
-9.230063,-8.596824,-6.410335,-0.52284,-1.78883968,-7.871222,-7.493464,-11.21566,-5.31870425,-8.586876043,205
-9.620063,-7.771758895,-6.914701,-1.12284,-2.03883968,-7.681222,-6.304805,-10.27696,-5.10912563,-9.600698937,206
-10.280063,-8.667084,-8.154701,-1.77284,-2.55883968,-7.652328,-7.374805,-9.215797927,-4.66954703,-8.51529,207
-11.060063,-6.97188,-9.584701,-1.59284,-3.003898,-9.532328,-7.574805,-8.638869466,-3.74954703,-8.54529,208
-10.330063,-7.477084,-8.824701,-5.02078,-1.643898,-10.562328,-6.344805,-8.505797927,-2.17954703,-8.04529,209
1.1429843,-3.846062506,2.245299,4.650048526,3.333944,-2.562328,-7.416126071,-3.59566,-30.74377468,0.66471,210
-6.64715714,-3.785287942,3.495251311,-37.2089001,1.89983,-9.46173,-3.833464,-103.7197898,-3.641292,-5.990698937,211
-3.3091,-7.495978862,-1.574701,2.31404,1.69983,-10.91173,-4.334805,-11.74673806,-0.9831,-7.22378,212
-7.3291,-7.516669795,-1.924701,0.11404,0.37983,-11.201222,-5.684805,-11.65028,-3.4031,-6.77378,213
-8.320063,-8.316062506,-1.473407,-3.69128,-0.22017,-10.812328,-6.906607,-10.457656,-4.646876,-4.66529,214
-10.810121,-9.946062506,-4.199572221,-0.6968,-0.89017,-15.297074,-7.972268,-8.322332,-6.266876,-5.43091,215
-9.80681,-5.87188,-10.20957222,-0.37284,-2.397134,8.83,-10.568469,-4.78628,12.58,-5.595,216
