BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.5114345239706385e8,645638.0894102314,-763071.9738300557,0.0,0.0,0.0,0.0,0.0,0.0,-3.5140394970881e8
t1,33840.02899,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33852.75859
t2,33421.41514,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33434.09794
t3,33086.43002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33099.06602
t4,33041.17161,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33053.80761
t5,33429.30987,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33441.89907
t6,34387.863450000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34400.40585
t7,35383.20453999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35395.74694
t8,36081.81605000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36094.31165
t9,36845.28066,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36857.72946
t10,38044.38691,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38056.83571
t11,38748.64606,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38761.04806
t12,38867.918849999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38880.27405
t13,38600.79558,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38613.15078
t14,38091.74672,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38104.05512
t15,37604.04278999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37616.30439
t16,37468.518249999994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37480.77985
t17,37911.34201000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37923.55681
t18,39862.321200000006,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39874.4892
t19,41158.955669999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41171.12367
t20,40889.87388000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40901.99508
t21,40513.00219,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40525.07659
t22,39762.761170000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39774.83557
t23,38552.45667999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38564.48428
t24,36993.2469,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37005.2277
t25,35627.592,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35639.5728
t26,34739.705519999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34751.63952
t27,34179.00904,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34190.89624
t28,33895.328760000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33907.21596
t29,34168.2645,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34180.1049
t30,35005.27381,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35017.06741
t31,36232.33357999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36244.12718
t32,37545.47592999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37557.22273
t33,38726.8573,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38738.5573
