Resource,biomass,conventional_hydroelectric,conventional_steam_coal,conventional_steam_coal_5,conventional_steam_coal_1,conventional_steam_coal_2,conventional_steam_coal_3,conventional_steam_coal_6,conventional_steam_coal_4,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle_1,natural_gas_fired_combined_cycle_2,natural_gas_fired_combined_cycle_3,natural_gas_fired_combined_cycle_4,natural_gas_fired_combined_cycle_5,natural_gas_fired_combined_cycle_6,natural_gas_fired_combined_cycle_7,natural_gas_fired_combined_cycle_8,natural_gas_fired_combined_cycle_9,natural_gas_fired_combined_cycle_10,natural_gas_fired_combined_cycle_11,natural_gas_fired_combined_cycle_12,natural_gas_fired_combined_cycle_13,natural_gas_fired_combined_cycle_14,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine_1,natural_gas_fired_combustion_turbine_2,natural_gas_fired_combustion_turbine_3,natural_gas_fired_combustion_turbine_4,natural_gas_fired_combustion_turbine_5,natural_gas_fired_combustion_turbine_6,natural_gas_fired_combustion_turbine_7,natural_gas_fired_combustion_turbine_8,natural_gas_fired_combustion_turbine_9,natural_gas_fired_combustion_turbine_10,natural_gas_fired_combustion_turbine_11,natural_gas_fired_combustion_turbine_12,natural_gas_fired_combustion_turbine_13,natural_gas_fired_combustion_turbine_14,natural_gas_fired_combustion_turbine_15,natural_gas_steam_turbine,natural_gas_steam_turbine_1,natural_gas_steam_turbine_2,natural_gas_steam_turbine_3,natural_gas_steam_turbine_4,natural_gas_steam_turbine_5,natural_gas_steam_turbine_6,natural_gas_steam_turbine_7,natural_gas_steam_turbine_8,natural_gas_steam_turbine_9,natural_gas_steam_turbine_10,natural_gas_steam_turbine_11,natural_gas_steam_turbine_12,natural_gas_steam_turbine_13,natural_gas_steam_turbine_14,natural_gas_steam_turbine_15,natural_gas_steam_turbine_16,natural_gas_steam_turbine_17,nuclear,nuclear_1,onshore_wind_turbine,small_hydroelectric,solar_photovoltaic,Battery,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,528706.0665899432,385306.2316232938,1.4119568515752435e7,1.5397058772131152e7,1.8652431956375383e6,2.775168e7,1.6631015047451794e7,3.3200744268271524e7,4.700300095993908e6,42190.10858538069,983640.7637504585,3.0706148146992084e7,1.3051638471744545e6,538.2599192387922,2.2642280504766986e7,30920.19604389303,3.067798413750076e6,4.700347133845317e7,1.2533552875456295e6,38132.20388982559,650081.9813015364,1.436225999315873e6,3.220851713653004e7,1.3303492868766324e6,0.0,1.2250089498828703e6,0.0,0.0,3545.2723282939837,0.0,0.0,89356.72528701715,0.0,0.0,14980.026314094679,0.0,0.0,0.0,24956.481184934237,0.0,449947.42366486357,100959.54181000283,0.0,628873.9204922345,11425.834386772749,8324.270017778412,2.514751589978638e6,56852.06725056193,442947.6911902762,633735.0198229644,32983.99122855824,59707.394189342696,1065.792,1.4885478185616827e6,1.9771394438974538e6,112750.75267387026,23946.957769658176,13090.212595596018,1.9733216125956483e7,1.9263377646767046e7,4.060293657920413e7,0.0,420682.4610621448,563028.2096438847,3.4777657386750793e8
t1,62.1,12.729599999999998,3024.9,3024.9,0.0,3168.0,2533.5,4788.0,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,2840.2308919946277,0.0,0.0,6030.0,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,89.55124828537053,0.0,0.0,0.0,0.0,2520.0,2460.0,933.62868972,0.0,0.0,0.0,39612.131429999994
t2,62.1,12.682799999999999,3024.9,3024.9,0.0,3168.0,2533.5,4788.0,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,2366.3781657726317,0.0,0.0,6030.0,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,89.55124828537053,0.0,0.0,0.0,0.0,2520.0,2460.0,796.258785942,0.0,0.0,0.0,39000.86200000001
t3,62.1,12.636,3024.9,3024.9,0.0,3168.0,2533.5,4788.0,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,2088.9835181686262,0.0,0.0,6030.0,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,89.55124828537053,0.0,0.0,0.0,0.0,2520.0,2460.0,626.744163546,0.0,0.0,0.0,38553.90593
t4,62.1,12.636,3024.9,3024.9,0.0,3168.0,2533.5,4788.0,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,1962.3431445266283,0.0,0.0,6030.0,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,89.55124828537053,0.0,0.0,0.0,0.0,2520.0,2460.0,675.1811171879999,0.0,0.0,0.0,38475.70251
t5,62.1,12.589199999999998,3024.9,3024.9,0.0,3168.0,2533.5,4788.0,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,2153.033808114627,0.0,0.0,6030.0,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,89.55124828537053,0.0,0.0,0.0,0.0,2520.0,2460.0,809.0811036,0.0,0.0,0.0,38800.246360000005
t6,62.1,12.542399999999999,3024.9,3024.9,0.0,3168.0,2533.5,4788.0,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,2903.183529904701,0.0,0.0,6030.0,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,89.55124828537053,0.0,0.0,0.0,0.0,2520.0,2460.0,907.02415548,0.0,0.0,0.0,39648.29233367008
t7,62.1,12.542399999999999,3024.9,3024.9,0.0,3168.0,2533.5,4788.0,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,3626.1000000000004,0.0,0.0,6030.0,0.0,0.0,0.0,0.0,3422.8831074086297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,89.55124828537053,0.0,0.0,0.0,0.0,2520.0,2460.0,919.997694306,0.0,0.0,0.0,40485.50145
t8,62.1,12.4956,3024.9,3024.9,0.0,3168.0,2533.5,4788.0,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,3626.1000000000004,0.0,0.0,6030.0,0.0,0.0,0.0,0.0,4032.5086090886266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,89.55124828537053,0.0,0.0,0.0,0.0,2520.0,2460.0,845.428123116,0.0,0.0034495100000000002,0.0,41020.51403
