Delivery Date,Hour Ending,Price,Time_Index,Date,Year
8/2/2012,17:00,1515.78,5128,2012-08-02 15:00:00,2012
8/1/2012,17:00,1426.34,5104,2012-08-01 15:00:00,2012
6/26/2012,17:00,1353.42,4240,2012-06-26 15:00:00,2012
8/2/2012,16:00,1160.44,5127,2012-08-02 14:00:00,2012
6/26/2012,16:00,1085.84,4239,2012-06-26 14:00:00,2012
8/1/2012,16:00,873.46,5103,2012-08-01 14:00:00,2012
6/26/2012,18:00,700.7,4241,2012-06-26 16:00:00,2012
6/25/2012,17:00,612.4,4216,2012-06-25 15:00:00,2012
4/27/2012,17:00,552.01,2800,2012-04-27 15:00:00,2012
4/26/2012,17:00,495.48,2776,2012-04-26 15:00:00,2012
6/26/2012,15:00,490.85,4238,2012-06-26 13:00:00,2012
6/25/2012,16:00,459.92,4215,2012-06-25 14:00:00,2012
6/25/2012,18:00,375.86,4217,2012-06-25 16:00:00,2012
8/2/2012,18:00,372.0,5129,2012-08-02 16:00:00,2012
6/27/2012,17:00,346.57,4264,2012-06-27 15:00:00,2012
4/26/2012,16:00,305.66,2775,2012-04-26 14:00:00,2012
4/27/2012,16:00,301.88,2799,2012-04-27 14:00:00,2012
8/2/2012,15:00,290.0,5126,2012-08-02 13:00:00,2012
9/5/2012,17:00,263.91,5944,2012-09-05 15:00:00,2012
7/31/2012,17:00,258.89,5080,2012-07-31 15:00:00,2012
7/31/2012,16:00,255.02,5079,2012-07-31 14:00:00,2012
8/1/2012,18:00,253.5,5105,2012-08-01 16:00:00,2012
9/7/2012,17:00,251.97,5992,2012-09-07 15:00:00,2012
9/4/2012,17:00,251.06,5920,2012-09-04 15:00:00,2012
7/30/2012,16:00,248.91,5055,2012-07-30 14:00:00,2012
7/30/2012,17:00,248.82,5056,2012-07-30 15:00:00,2012
4/27/2012,18:00,248.13,2801,2012-04-27 16:00:00,2012
8/1/2012,15:00,237.37,5102,2012-08-01 13:00:00,2012
7/30/2012,15:00,227.91,5054,2012-07-30 13:00:00,2012
6/27/2012,16:00,224.61,4263,2012-06-27 14:00:00,2012
4/26/2012,18:00,215.26,2777,2012-04-26 16:00:00,2012
6/28/2012,17:00,210.68,4288,2012-06-28 15:00:00,2012
8/13/2012,17:00,210.66,5392,2012-08-13 15:00:00,2012
4/25/2012,17:00,206.76,2752,2012-04-25 15:00:00,2012
9/7/2012,16:00,204.64,5991,2012-09-07 14:00:00,2012
7/30/2012,18:00,204.52,5057,2012-07-30 16:00:00,2012
4/25/2012,18:00,200.25,2753,2012-04-25 16:00:00,2012
9/6/2012,17:00,199.72,5968,2012-09-06 15:00:00,2012
9/5/2012,16:00,192.65,5943,2012-09-05 14:00:00,2012
7/31/2012,18:00,184.17,5081,2012-07-31 16:00:00,2012
5/4/2012,17:00,182.58,2968,2012-05-04 15:00:00,2012
6/25/2012,15:00,176.24,4214,2012-06-25 13:00:00,2012
9/4/2012,16:00,175.45,5919,2012-09-04 14:00:00,2012
6/11/2012,17:00,165.64,3880,2012-06-11 15:00:00,2012
4/5/2012,17:00,162.04,2272,2012-04-05 15:00:00,2012
6/28/2012,16:00,161.23,4287,2012-06-28 14:00:00,2012
8/3/2012,17:00,159.42,5152,2012-08-03 15:00:00,2012
8/14/2012,17:00,158.4,5416,2012-08-14 15:00:00,2012
8/10/2012,17:00,158.34,5320,2012-08-10 15:00:00,2012
8/7/2012,17:00,153.25,5248,2012-08-07 15:00:00,2012
4/25/2012,16:00,151.19,2751,2012-04-25 14:00:00,2012
8/12/2012,17:00,150.25,5368,2012-08-12 15:00:00,2012
8/11/2012,17:00,148.26,5344,2012-08-11 15:00:00,2012
8/6/2012,17:00,142.47,5224,2012-08-06 15:00:00,2012
6/27/2012,18:00,142.02,4265,2012-06-27 16:00:00,2012
4/5/2012,18:00,141.74,2273,2012-04-05 16:00:00,2012
7/21/2012,17:00,141.22,4840,2012-07-21 15:00:00,2012
8/8/2012,17:00,139.81,5272,2012-08-08 15:00:00,2012
4/5/2012,16:00,139.23,2271,2012-04-05 14:00:00,2012
8/13/2012,16:00,139.15,5391,2012-08-13 14:00:00,2012
5/5/2012,17:00,138.02,2992,2012-05-05 15:00:00,2012
9/6/2012,16:00,137.55,5967,2012-09-06 14:00:00,2012
8/9/2012,17:00,130.5,5296,2012-08-09 15:00:00,2012
6/24/2012,17:00,126.71,4192,2012-06-24 15:00:00,2012
8/16/2012,17:00,123.18,5464,2012-08-16 15:00:00,2012
6/11/2012,16:00,119.46,3879,2012-06-11 14:00:00,2012
5/29/2012,17:00,118.27,3568,2012-05-29 15:00:00,2012
4/2/2012,17:00,113.09,2200,2012-04-02 15:00:00,2012
8/10/2012,16:00,110.23,5319,2012-08-10 14:00:00,2012
8/8/2012,16:00,108.72,5271,2012-08-08 14:00:00,2012
7/31/2012,15:00,108.24,5078,2012-07-31 13:00:00,2012
8/3/2012,16:00,108.17,5151,2012-08-03 14:00:00,2012
8/15/2012,17:00,107.87,5440,2012-08-15 15:00:00,2012
5/24/2012,17:00,107.78,3448,2012-05-24 15:00:00,2012
4/28/2012,17:00,107.19,2824,2012-04-28 15:00:00,2012
8/7/2012,16:00,106.79,5247,2012-08-07 14:00:00,2012
7/21/2012,16:00,105.97,4839,2012-07-21 14:00:00,2012
5/22/2012,17:00,105.74,3400,2012-05-22 15:00:00,2012
4/4/2012,17:00,105.48,2248,2012-04-04 15:00:00,2012
5/21/2012,17:00,104.85,3376,2012-05-21 15:00:00,2012
4/2/2012,16:00,101.28,2199,2012-04-02 14:00:00,2012
5/3/2012,17:00,101.02,2944,2012-05-03 15:00:00,2012
6/27/2012,15:00,98.35,4262,2012-06-27 13:00:00,2012
5/5/2012,16:00,93.13,2991,2012-05-05 14:00:00,2012
8/6/2012,16:00,92.61,5223,2012-08-06 14:00:00,2012
8/9/2012,16:00,91.84,5295,2012-08-09 14:00:00,2012
5/6/2012,17:00,91.16,3016,2012-05-06 15:00:00,2012
7/20/2012,17:00,89.5,4816,2012-07-20 15:00:00,2012
6/4/2012,17:00,88.44,3712,2012-06-04 15:00:00,2012
8/14/2012,16:00,84.66,5415,2012-08-14 14:00:00,2012
8/12/2012,16:00,84.49,5367,2012-08-12 14:00:00,2012
5/4/2012,16:00,84.46,2967,2012-05-04 14:00:00,2012
4/3/2012,17:00,84.02,2224,2012-04-03 15:00:00,2012
8/11/2012,16:00,83.91,5343,2012-08-11 14:00:00,2012
8/27/2012,17:00,81.81,5728,2012-08-27 15:00:00,2012
10/23/2012,17:00,81.08,7096,2012-10-23 15:00:00,2012
6/23/2012,17:00,80.45,4168,2012-06-23 15:00:00,2012
6/28/2012,18:00,80.27,4289,2012-06-28 16:00:00,2012
8/3/2012,18:00,78.84,5153,2012-08-03 16:00:00,2012
4/2/2012,18:00,78.31,2201,2012-04-02 16:00:00,2012
