Delivery Date,Hour Ending,Price,Time_Index,Date,Year
08/10/2015,17:00,2236.63,5320,2015-08-10 15:00:00,2015
08/10/2015,16:00,1676.48,5319,2015-08-10 14:00:00,2015
08/11/2015,17:00,992.44,5344,2015-08-11 15:00:00,2015
08/07/2015,17:00,952.65,5248,2015-08-07 15:00:00,2015
08/10/2015,18:00,774.02,5321,2015-08-10 16:00:00,2015
08/11/2015,16:00,697.29,5343,2015-08-11 14:00:00,2015
08/07/2015,16:00,644.22,5247,2015-08-07 14:00:00,2015
08/13/2015,17:00,580.17,5392,2015-08-13 15:00:00,2015
08/14/2015,17:00,532.89,5416,2015-08-14 15:00:00,2015
08/14/2015,16:00,521.03,5415,2015-08-14 14:00:00,2015
08/10/2015,15:00,462.27,5318,2015-08-10 13:00:00,2015
08/13/2015,16:00,451.97,5391,2015-08-13 14:00:00,2015
08/06/2015,17:00,333.61,5224,2015-08-06 15:00:00,2015
03/05/2015,20:00,303.2,1532,2015-03-05 19:00:00,2015
08/12/2015,17:00,291.99,5368,2015-08-12 15:00:00,2015
08/09/2015,17:00,283.75,5296,2015-08-09 15:00:00,2015
08/12/2015,16:00,265.5,5367,2015-08-12 14:00:00,2015
08/06/2015,16:00,254.76,5223,2015-08-06 14:00:00,2015
08/10/2015,19:00,240.84,5322,2015-08-10 17:00:00,2015
08/11/2015,18:00,238.95,5345,2015-08-11 16:00:00,2015
08/07/2015,18:00,230.97,5249,2015-08-07 16:00:00,2015
07/30/2015,17:00,205.66,5056,2015-07-30 15:00:00,2015
08/11/2015,15:00,183.78,5342,2015-08-11 13:00:00,2015
08/07/2015,15:00,181.39,5246,2015-08-07 13:00:00,2015
08/13/2015,15:00,178.62,5390,2015-08-13 13:00:00,2015
03/06/2015,07:00,172.78,1543,2015-03-06 06:00:00,2015
03/05/2015,19:00,170.53,1531,2015-03-05 18:00:00,2015
07/30/2015,16:00,151.91,5055,2015-07-30 14:00:00,2015
08/13/2015,18:00,150.43,5393,2015-08-13 16:00:00,2015
02/23/2015,19:00,148.75,1291,2015-02-23 18:00:00,2015
03/05/2015,21:00,138.88,1533,2015-03-05 20:00:00,2015
02/23/2015,20:00,135.35,1292,2015-02-23 19:00:00,2015
08/14/2015,15:00,131.23,5414,2015-08-14 13:00:00,2015
01/08/2015,07:00,128.64,175,2015-01-08 06:00:00,2015
08/09/2015,16:00,128.01,5295,2015-08-09 14:00:00,2015
07/30/2015,18:00,126.12,5057,2015-07-30 16:00:00,2015
02/24/2015,07:00,125.93,1303,2015-02-24 06:00:00,2015
08/06/2015,18:00,123.36,5225,2015-08-06 16:00:00,2015
07/24/2015,17:00,122.53,4912,2015-07-24 15:00:00,2015
08/08/2015,17:00,121.99,5272,2015-08-08 15:00:00,2015
07/26/2015,17:00,121.51,4960,2015-07-26 15:00:00,2015
08/05/2015,17:00,116.7,5200,2015-08-05 15:00:00,2015
07/31/2015,17:00,116.09,5080,2015-07-31 15:00:00,2015
07/29/2015,17:00,114.78,5032,2015-07-29 15:00:00,2015
08/12/2015,15:00,114.31,5366,2015-08-12 13:00:00,2015
08/09/2015,18:00,113.1,5297,2015-08-09 16:00:00,2015
08/03/2015,17:00,110.48,5152,2015-08-03 15:00:00,2015
01/08/2015,08:00,105.92,176,2015-01-08 07:00:00,2015
08/05/2015,16:00,105.8,5199,2015-08-05 14:00:00,2015
07/30/2015,15:00,105.49,5054,2015-07-30 13:00:00,2015
07/26/2015,16:00,104.74,4959,2015-07-26 14:00:00,2015
07/31/2015,16:00,103.9,5079,2015-07-31 14:00:00,2015
07/27/2015,17:00,102.35,4984,2015-07-27 15:00:00,2015
08/10/2015,14:00,101.29,5317,2015-08-10 12:00:00,2015
08/08/2015,16:00,99.16,5271,2015-08-08 14:00:00,2015
02/24/2015,08:00,99.0,1304,2015-02-24 07:00:00,2015
08/03/2015,16:00,98.94,5151,2015-08-03 14:00:00,2015
03/06/2015,08:00,97.8,1544,2015-03-06 07:00:00,2015
01/05/2015,07:00,97.59,103,2015-01-05 06:00:00,2015
08/08/2015,18:00,97.56,5273,2015-08-08 16:00:00,2015
08/06/2015,15:00,97.12,5222,2015-08-06 13:00:00,2015
07/28/2015,17:00,96.66,5008,2015-07-28 15:00:00,2015
07/27/2015,16:00,96.1,4983,2015-07-27 14:00:00,2015
07/25/2015,17:00,95.47,4936,2015-07-25 15:00:00,2015
07/24/2015,16:00,94.99,4911,2015-07-24 14:00:00,2015
07/20/2015,17:00,94.67,4816,2015-07-20 15:00:00,2015
07/29/2015,16:00,93.61,5031,2015-07-29 14:00:00,2015
08/14/2015,18:00,93.55,5417,2015-08-14 16:00:00,2015
02/27/2015,07:00,91.01,1375,2015-02-27 06:00:00,2015
08/13/2015,14:00,90.09,5389,2015-08-13 12:00:00,2015
08/15/2015,17:00,88.49,5440,2015-08-15 15:00:00,2015
07/28/2015,16:00,86.03,5007,2015-07-28 14:00:00,2015
08/02/2015,17:00,85.23,5128,2015-08-02 15:00:00,2015
07/25/2015,16:00,84.63,4935,2015-07-25 14:00:00,2015
07/23/2015,17:00,83.18,4888,2015-07-23 15:00:00,2015
07/20/2015,16:00,81.26,4815,2015-07-20 14:00:00,2015
09/08/2015,17:00,81.11,6016,2015-09-08 15:00:00,2015
08/04/2015,17:00,80.15,5176,2015-08-04 15:00:00,2015
02/23/2015,21:00,79.79,1293,2015-02-23 20:00:00,2015
07/13/2015,17:00,79.45,4648,2015-07-13 15:00:00,2015
08/01/2015,17:00,79.18,5104,2015-08-01 15:00:00,2015
07/26/2015,18:00,78.17,4961,2015-07-26 16:00:00,2015
07/24/2015,18:00,77.9,4913,2015-07-24 16:00:00,2015
02/25/2015,07:00,77.79,1327,2015-02-25 06:00:00,2015
07/25/2015,18:00,77.47,4937,2015-07-25 16:00:00,2015
02/17/2015,07:00,76.89,1135,2015-02-17 06:00:00,2015
03/05/2015,07:00,76.3,1519,2015-03-05 06:00:00,2015
08/04/2015,16:00,74.97,5175,2015-08-04 14:00:00,2015
10/14/2015,17:00,73.81,6880,2015-10-14 15:00:00,2015
07/13/2015,16:00,73.34,4647,2015-07-13 14:00:00,2015
03/04/2015,20:00,73.05,1508,2015-03-04 19:00:00,2015
03/05/2015,08:00,71.7,1520,2015-03-05 07:00:00,2015
01/16/2015,07:00,71.28,367,2015-01-16 06:00:00,2015
03/04/2015,19:00,70.41,1507,2015-03-04 18:00:00,2015
09/18/2015,17:00,69.71,6256,2015-09-18 15:00:00,2015
08/02/2015,16:00,69.49,5127,2015-08-02 14:00:00,2015
08/24/2015,17:00,69.44,5656,2015-08-24 15:00:00,2015
08/01/2015,16:00,69.1,5103,2015-08-01 14:00:00,2015
07/21/2015,17:00,68.07,4840,2015-07-21 15:00:00,2015
07/14/2015,17:00,68.05,4672,2015-07-14 15:00:00,2015
01/05/2015,08:00,67.93,104,2015-01-05 07:00:00,2015
07/19/2015,17:00,67.89,4792,2015-07-19 15:00:00,2015
08/15/2015,16:00,67.67,5439,2015-08-15 14:00:00,2015
08/13/2015,19:00,67.41,5394,2015-08-13 17:00:00,2015
07/22/2015,17:00,67.2,4864,2015-07-22 15:00:00,2015
09/18/2015,16:00,67.14,6255,2015-09-18 14:00:00,2015
09/08/2015,16:00,67.0,6015,2015-09-08 14:00:00,2015
07/27/2015,18:00,66.44,4985,2015-07-27 16:00:00,2015
08/12/2015,18:00,66.27,5369,2015-08-12 16:00:00,2015
07/30/2015,14:00,65.1,5053,2015-07-30 12:00:00,2015
07/23/2015,16:00,64.74,4887,2015-07-23 14:00:00,2015
08/17/2015,17:00,64.73,5488,2015-08-17 15:00:00,2015
07/15/2015,17:00,64.42,4696,2015-07-15 15:00:00,2015
