Unnamed,NG,Time_Index,coal,None,uranium
0,0.05306,0,0.095488,0,0
1,2.279,1,1.708063355,0,0.705536
2,2.279,2,1.708063355,0,0.705536
3,2.279,3,1.708063355,0,0.705536
4,2.279,4,1.708063355,0,0.705536
5,2.279,5,1.708063355,0,0.705536
6,2.279,6,1.708063355,0,0.705536
7,2.279,7,1.708063355,0,0.705536
8,2.279,8,1.708063355,0,0.705536
9,2.279,9,1.708063355,0,0.705536
10,2.279,10,1.708063355,0,0.705536
11,2.279,11,1.708063355,0,0.705536
12,2.279,12,1.708063355,0,0.705536
13,2.279,13,1.708063355,0,0.705536
14,2.279,14,1.708063355,0,0.705536
15,2.279,15,1.708063355,0,0.705536
16,2.279,16,1.708063355,0,0.705536
17,2.279,17,1.708063355,0,0.705536
18,2.279,18,1.708063355,0,0.705536
19,2.279,19,1.708063355,0,0.705536
20,2.279,20,1.708063355,0,0.705536
21,2.279,21,1.708063355,0,0.705536
22,2.279,22,1.708063355,0,0.705536
23,2.279,23,1.708063355,0,0.705536
24,2.279,24,1.708063355,0,0.705536
25,2.279,25,1.708063355,0,0.705536
26,2.279,26,1.708063355,0,0.705536
27,2.279,27,1.708063355,0,0.705536
28,2.279,28,1.708063355,0,0.705536
29,2.279,29,1.708063355,0,0.705536
30,2.279,30,1.708063355,0,0.705536
31,2.279,31,1.708063355,0,0.705536
32,2.279,32,1.708063355,0,0.705536
33,2.279,33,1.708063355,0,0.705536
34,2.279,34,1.708063355,0,0.705536
35,2.279,35,1.708063355,0,0.705536
36,2.279,36,1.708063355,0,0.705536
37,2.279,37,1.708063355,0,0.705536
38,2.279,38,1.708063355,0,0.705536
39,2.279,39,1.708063355,0,0.705536
40,2.279,40,1.708063355,0,0.705536
41,2.279,41,1.708063355,0,0.705536
42,2.279,42,1.708063355,0,0.705536
43,2.279,43,1.708063355,0,0.705536
44,2.279,44,1.708063355,0,0.705536
45,2.279,45,1.708063355,0,0.705536
46,2.279,46,1.708063355,0,0.705536
47,2.279,47,1.708063355,0,0.705536
48,2.279,48,1.708063355,0,0.705536
49,2.279,49,1.708063355,0,0.705536
50,2.279,50,1.708063355,0,0.705536
51,2.279,51,1.708063355,0,0.705536
52,2.279,52,1.708063355,0,0.705536
53,2.279,53,1.708063355,0,0.705536
54,2.279,54,1.708063355,0,0.705536
55,2.279,55,1.708063355,0,0.705536
56,2.279,56,1.708063355,0,0.705536
57,2.279,57,1.708063355,0,0.705536
58,2.279,58,1.708063355,0,0.705536
59,2.279,59,1.708063355,0,0.705536
60,2.279,60,1.708063355,0,0.705536
61,2.279,61,1.708063355,0,0.705536
62,2.279,62,1.708063355,0,0.705536
63,2.279,63,1.708063355,0,0.705536
64,2.279,64,1.708063355,0,0.705536
65,2.279,65,1.708063355,0,0.705536
66,2.279,66,1.708063355,0,0.705536
67,2.279,67,1.708063355,0,0.705536
68,2.279,68,1.708063355,0,0.705536
69,2.279,69,1.708063355,0,0.705536
70,2.279,70,1.708063355,0,0.705536
71,2.279,71,1.708063355,0,0.705536
72,2.279,72,1.708063355,0,0.705536
73,2.317,73,1.717062635,0,0.705536
74,2.317,74,1.717062635,0,0.705536
75,2.317,75,1.717062635,0,0.705536
76,2.317,76,1.717062635,0,0.705536
77,2.317,77,1.717062635,0,0.705536
78,2.317,78,1.717062635,0,0.705536
79,2.317,79,1.717062635,0,0.705536
80,2.317,80,1.717062635,0,0.705536
81,2.317,81,1.717062635,0,0.705536
82,2.317,82,1.717062635,0,0.705536
83,2.317,83,1.717062635,0,0.705536
84,2.317,84,1.717062635,0,0.705536
85,2.317,85,1.717062635,0,0.705536
86,2.317,86,1.717062635,0,0.705536
87,2.317,87,1.717062635,0,0.705536
88,2.317,88,1.717062635,0,0.705536
89,2.317,89,1.717062635,0,0.705536
90,2.317,90,1.717062635,0,0.705536
91,2.317,91,1.717062635,0,0.705536
92,2.317,92,1.717062635,0,0.705536
93,2.317,93,1.717062635,0,0.705536
94,2.317,94,1.717062635,0,0.705536
95,2.317,95,1.717062635,0,0.705536
96,2.317,96,1.717062635,0,0.705536
97,2.387,97,1.718862491,0,0.705536
98,2.387,98,1.718862491,0,0.705536
99,2.387,99,1.718862491,0,0.705536
100,2.387,100,1.718862491,0,0.705536
101,2.387,101,1.718862491,0,0.705536
102,2.387,102,1.718862491,0,0.705536
103,2.387,103,1.718862491,0,0.705536
104,2.387,104,1.718862491,0,0.705536
105,2.387,105,1.718862491,0,0.705536
106,2.387,106,1.718862491,0,0.705536
107,2.387,107,1.718862491,0,0.705536
108,2.387,108,1.718862491,0,0.705536
109,2.387,109,1.718862491,0,0.705536
110,2.387,110,1.718862491,0,0.705536
111,2.387,111,1.718862491,0,0.705536
112,2.387,112,1.718862491,0,0.705536
113,2.387,113,1.718862491,0,0.705536
114,2.387,114,1.718862491,0,0.705536
115,2.387,115,1.718862491,0,0.705536
116,2.387,116,1.718862491,0,0.705536
117,2.387,117,1.718862491,0,0.705536
118,2.387,118,1.718862491,0,0.705536
119,2.387,119,1.718862491,0,0.705536
120,2.387,120,1.718862491,0,0.705536
121,2.33,121,1.744060475,0,0.705536
122,2.33,122,1.744060475,0,0.705536
123,2.33,123,1.744060475,0,0.705536
124,2.33,124,1.744060475,0,0.705536
125,2.33,125,1.744060475,0,0.705536
126,2.33,126,1.744060475,0,0.705536
127,2.33,127,1.744060475,0,0.705536
128,2.33,128,1.744060475,0,0.705536
129,2.33,129,1.744060475,0,0.705536
130,2.33,130,1.744060475,0,0.705536
131,2.33,131,1.744060475,0,0.705536
132,2.33,132,1.744060475,0,0.705536
133,2.33,133,1.744060475,0,0.705536
134,2.33,134,1.744060475,0,0.705536
135,2.33,135,1.744060475,0,0.705536
136,2.33,136,1.744060475,0,0.705536
137,2.33,137,1.744060475,0,0.705536
138,2.33,138,1.744060475,0,0.705536
