Zone,Price,Date,Year
t3880,257.1854858,2012-06-11 15:00:00,2012
t3736,187.2677814,2012-06-05 15:00:00,2012
t3568,183.7517151,2012-05-29 15:00:00,2012
t5560,180.2599947,2012-08-20 15:00:00,2012
t7939,165.1064402,2012-11-27 18:00:00,2012
t8504,161.9395008,2012-12-21 07:00:00,2012
t5296,161.7267772,2012-08-09 15:00:00,2012
t296,161.0251268,2012-01-13 07:00:00,2012
t6952,159.1091108,2012-10-17 15:00:00,2012
t5392,156.1300189,2012-08-13 15:00:00,2012
t6664,155.3982144,2012-10-05 15:00:00,2012
t5800,151.387016,2012-08-30 15:00:00,2012
t7771,150.0567818,2012-11-20 18:00:00,2012
t7096,149.6518278,2012-10-23 15:00:00,2012
t416,147.366381,2012-01-18 07:00:00,2012
t8264,147.0843316,2012-12-11 07:00:00,2012
t4815,146.4121167,2012-07-20 14:00:00,2012
t7336,145.7192411,2012-11-02 15:00:00,2012
t4240,145.131282,2012-06-26 15:00:00,2012
t3952,143.8426538,2012-06-14 15:00:00,2012
t6352,143.1750022,2012-09-22 15:00:00,2012
t56,143.1285924,2012-01-03 07:00:00,2012
t4480,142.4524995,2012-07-06 15:00:00,2012
t5104,141.9006122,2012-08-01 15:00:00,2012
t3448,141.3033053,2012-05-24 15:00:00,2012
t8627,140.9683331,2012-12-26 10:00:00,2012
t6400,140.0623088,2012-09-24 15:00:00,2012
t6112,139.4395623,2012-09-12 15:00:00,2012
t8083,138.502132,2012-12-03 18:00:00,2012
t5632,137.7359656,2012-08-23 15:00:00,2012
t6064,137.4032989,2012-09-10 15:00:00,2012
t7411,136.6398601,2012-11-05 18:00:00,2012
t872,135.9985849,2012-02-06 07:00:00,2012
t5486,135.8847512,2012-08-17 13:00:00,2012
t6784,134.6797495,2012-10-10 15:00:00,2012
t5247,133.9427589,2012-08-07 14:00:00,2012
t7579,133.3413465,2012-11-12 18:00:00,2012
t1628,131.7652737,2012-03-09 19:00:00,2012
t5992,131.7286105,2012-09-07 15:00:00,2012
t2944,131.1191,2012-05-03 15:00:00,2012
t595,130.5796546,2012-01-25 18:00:00,2012
t3664,129.7998987,2012-06-02 15:00:00,2012
t1455,129.6110572,2012-03-02 14:00:00,2012
t104,129.0738057,2012-01-05 07:00:00,2012
t3039,128.4422002,2012-05-07 14:00:00,2012
t764,128.1945488,2012-02-01 19:00:00,2012
t4144,127.5270463,2012-06-22 15:00:00,2012
t1232,127.0621845,2012-02-21 07:00:00,2012
t3376,126.2428698,2012-05-21 15:00:00,2012
t2392,125.1510718,2012-04-10 15:00:00,2012
t2272,124.8774602,2012-04-05 15:00:00,2012
t1866,123.7326105,2012-03-19 17:00:00,2012
t1767,123.312506,2012-03-15 14:00:00,2012
t2776,120.9413869,2012-04-26 15:00:00,2012
t5080,119.6851776,2012-07-31 15:00:00,2012
t2561,119.5801753,2012-04-17 16:00:00,2012
t6832,119.2240286,2012-10-12 15:00:00,2012
t7503,119.0822112,2012-11-09 14:00:00,2012
t6304,118.5178565,2012-09-20 15:00:00,2012
t1028,117.758615,2012-02-12 19:00:00,2012
t6328,117.6914845,2012-09-21 15:00:00,2012
t8179,117.6231738,2012-12-07 18:00:00,2012
t5728,117.3221161,2012-08-27 15:00:00,2012
t3257,116.7526413,2012-05-16 16:00:00,2012
t3472,116.5729221,2012-05-25 15:00:00,2012
t6448,114.2708592,2012-09-26 15:00:00,2012
t5824,112.9028188,2012-08-31 15:00:00,2012
t8443,111.9182269,2012-12-18 18:00:00,2012
t2152,111.5424545,2012-03-31 15:00:00,2012
t5128,110.3214352,2012-08-02 15:00:00,2012
t3759,110.2545674,2012-06-06 14:00:00,2012
t4647,107.6205097,2012-07-13 14:00:00,2012
t5968,106.316721,2012-09-06 15:00:00,2012
t4456,105.7640519,2012-07-05 15:00:00,2012
t3712,103.5884566,2012-06-04 15:00:00,2012
t2608,103.5871836,2012-04-19 15:00:00,2012
t2968,103.1639147,2012-05-04 15:00:00,2012
t6256,103.1345257,2012-09-18 15:00:00,2012
t5056,100.9750028,2012-07-30 15:00:00,2012
t5656,100.8617157,2012-08-24 15:00:00,2012
t4959,99.27367364,2012-07-26 14:00:00,2012
t235,98.4630082,2012-01-10 18:00:00,2012
t5920,98.26440512,2012-09-04 15:00:00,2012
t3280,96.12103597,2012-05-17 15:00:00,2012
t3544,95.13800966,2012-05-28 15:00:00,2012
t5224,95.04926752,2012-08-06 15:00:00,2012
t4503,94.46999958,2012-07-07 14:00:00,2012
t5944,93.26202443,2012-09-05 15:00:00,2012
t7048,93.22301643,2012-10-21 15:00:00,2012
t3976,92.85208689,2012-06-15 15:00:00,2012
t6088,90.44517501,2012-09-11 15:00:00,2012
t1136,90.39471876,2012-02-17 07:00:00,2012
t6616,87.21052704,2012-10-03 15:00:00,2012
t1316,86.69730796,2012-02-24 19:00:00,2012
t6640,85.71621398,2012-10-04 15:00:00,2012
t6592,84.6297602,2012-10-02 15:00:00,2012
t3400,83.43160596,2012-05-22 15:00:00,2012
t4264,83.32974313,2012-06-27 15:00:00,2012
t7664,82.0472524,2012-11-16 07:00:00,2012
t5416,81.55147167,2012-08-14 15:00:00,2012
t3928,80.96491618,2012-06-13 15:00:00,2012
t4216,80.53583507,2012-06-25 15:00:00,2012
t3832,79.55216945,2012-06-09 15:00:00,2012
t2992,78.05979326,2012-05-05 15:00:00,2012
t7312,77.80611688,2012-11-01 15:00:00,2012
t4048,77.12060522,2012-06-18 15:00:00,2012
t5776,76.63185544,2012-08-29 15:00:00,2012
t5896,74.88429439,2012-09-03 15:00:00,2012
t4193,72.98412452,2012-06-24 16:00:00,2012
t4408,72.34974862,2012-07-03 15:00:00,2012
t4120,70.76216178,2012-06-21 15:00:00,2012
t620,70.56336418,2012-01-26 19:00:00,2012
t1985,70.42557246,2012-03-24 16:00:00,2012
t4767,69.49183687,2012-07-18 14:00:00,2012
t932,65.22183388,2012-02-08 19:00:00,2012
t7120,65.08860589,2012-10-24 15:00:00,2012
t5319,63.81572741,2012-08-10 14:00:00,2012
t4000,63.1021717,2012-06-16 15:00:00,2012
t2753,61.83241501,2012-04-25 16:00:00,2012
t4792,61.59490837,2012-07-19 15:00:00,2012
t8035,61.34995875,2012-12-01 18:00:00,2012
t5608,61.0483986,2012-08-22 15:00:00,2012
t2056,60.7248526,2012-03-27 15:00:00,2012
t4312,60.2841078,2012-06-29 15:00:00,2012
t7952,60.1266919,2012-11-28 07:00:00,2012
t4840,60.10597781,2012-07-21 15:00:00,2012
t4936,60.00340425,2012-07-25 15:00:00,2012
t8107,59.16577846,2012-12-04 18:00:00,2012
t4719,57.85738722,2012-07-16 14:00:00,2012
t6472,56.96875549,2012-09-27 15:00:00,2012
t3089,56.40141581,2012-05-09 16:00:00,2012
t6494,55.42302167,2012-09-28 13:00:00,2012
t4022,55.36720388,2012-06-17 13:00:00,2012
