BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.835769114370952e8,671154.0707491306,-793211.5123974963,0.0,0.0,0.0,6582.700642978856,0.0,0.0,-3.838450490838901e8
t1,37068.713840000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37081.44344
t2,37246.30713000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37258.98993
t3,37287.55181000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37300.18781
t4,37410.90746000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37423.54346
t5,37882.938729548085,0.0,-0.3156395480790825,0.0,0.0,0.0,0.0,0.0,0.0,-37895.21229
t6,38812.61015043479,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-38825.08942
t7,39898.176300434796,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-39910.65557
t8,40424.06059000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40436.55619
t9,40937.83568960696,0.0,-0.12625960695676558,0.0,0.0,0.0,0.0,0.0,0.0,-40950.15823
t10,41751.085440434785,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-41763.47111
t11,42237.53583000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42249.93783
t12,42284.32490000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42296.6801
t13,41866.822739999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41879.17794
t14,41364.00024,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41376.30864
t15,40979.08452999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40991.34613
t16,41003.62504999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41015.88665
t17,41829.96456999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41842.17937
t18,44046.576709999994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44058.74471
t19,45388.45641999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45400.62442
t20,45233.92044999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45246.04165
t21,44832.23119999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44844.3056
t22,43889.70621999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43901.78062
t23,42194.56807999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42206.59568
t24,40482.85504999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40494.83585
t25,39234.76175,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39246.74255
t26,38566.03075,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38577.96475
t27,38422.253789999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38434.14099
t28,38820.22915466756,0.0,-1.1361546675615224,0.0,0.0,0.0,0.0,0.0,0.0,-38830.9802
t29,40060.24968000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40072.09008
t30,42474.003469999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42485.79707
t31,45287.92943,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45299.72303
t32,47408.877349999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47420.62415
t33,48536.20704999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48547.90705
t34,49667.48912999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49679.18913
t35,50670.93792999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50682.59113
t36,50898.764018822,346.15285117798703,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51256.52327
t37,51142.617643777994,260.0898162219946,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51414.31386
t38,51119.450683464995,324.2104065349922,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51455.22069
t39,51251.92525999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51263.43806
t40,51137.66828999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51149.18109
t41,51370.045969999985,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51381.51197
t42,52283.952278419005,422.192461580977,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52717.56394
t43,52539.71319999999,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53277.1324
t44,51705.50235308509,592.3417569149015,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52309.21651
t45,51032.526529999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51043.85213
t46,49182.702009999986,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49194.02761
t47,46616.88698000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46628.16578
t48,44276.19487000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44287.42687
t49,42459.342390000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42470.57439
t50,41434.30936,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41445.49456
t51,41050.751449999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41061.88985
t52,41008.73492,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41019.87332
t53,41988.16986,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41999.26146
t54,44013.82909,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44024.87389
t55,46561.36894999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46572.41375
t56,48244.85064,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48255.84864
t57,48673.87689000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48684.82809
t58,48885.67654000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48896.62774
t59,49015.12169999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49026.0261
t60,48530.06465,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48540.92225
t61,47481.60355999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47492.46116
t62,46302.06287,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46312.87367
t63,45205.36005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45216.12405
t64,44522.40863368242,0.0,-2.7581836824134585,0.0,0.0,0.0,0.0,0.0,0.0,-44530.41445
