Time Index,2013,2014,2015,2016,2017,2018,2019,2020,2021
1926,24.779934,32.75408,24.047716,17.90372,21.359215,18.32873,26.056602,11.984113,20.70564
1927,26.317726,33.522346,25.99102,21.065817,24.527021,18.951677,28.118523,12.684792,22.79187
1928,27.634598,34.2575,27.953466,17.477324,24.431084,18.643013,28.109701,13.090222,19.46911
1929,27.848944,34.917694,27.45173,16.549854,25.069603,19.00675,34.967854,14.583918,17.472422
1930,33.03089,35.82943,28.280336,12.365786,25.312153,19.846806,26.416737,15.454486,16.043722
1931,42.620262,38.738358,29.443644,11.28164,27.842411,20.477535,24.946215,14.883871,16.005384
1932,50.94723,44.33446,30.177092,10.541522,29.53126,21.330473,23.807829,15.016596,16.53784
1933,52.90204,46.14017,30.28307,11.4091425,37.860325,26.970179,23.634378,13.918001,18.156809
1934,53.842155,47.114494,30.461092,11.891088,38.429077,28.668383,24.149805,12.396465,21.103317
1935,57.169144,49.044937,30.52567,12.206196,47.66233,29.030828,24.886442,11.542633,24.334692
1936,62.877716,50.44108,31.245407,11.7265415,41.422523,30.43473,25.52611,11.324343,28.523935
1937,63.207424,49.13969,31.918196,11.148101,29.63029,27.050869,25.377607,11.394547,31.998926
1938,58.86019,46.520714,32.12967,10.824068,24.199177,22.707659,24.97658,12.634159,28.294271
1939,50.70469,49.279438,34.945717,10.293902,22.221046,19.552353,25.295671,16.028067,25.773256
1940,50.511467,49.802452,44.570538,12.138593,22.734766,19.916437,25.276876,15.6239805,23.748127
1941,49.490665,44.319916,33.154,11.304342,21.241747,16.91847,24.1944,12.609825,20.925611
1942,38.64306,39.44914,27.781288,10.835534,19.05327,15.482525,20.62911,11.485451,17.838182
1943,31.01062,36.075836,21.818033,8.631285,17.565115,12.685179,17.364862,11.835438,16.684881
1944,28.897945,35.072876,20.574102,8.132649,13.836563,10.6545925,13.077606,11.602139,16.465261
1945,24.553217,30.169094,20.779459,9.6050825,12.238362,9.368387,17.22441,8.752702,14.761715
1946,24.811777,28.828842,17.143244,9.621757,11.5889635,7.482362,16.615469,8.737248,15.774641
1947,24.834196,28.058569,17.413967,9.733538,10.599117,8.002307,16.841078,9.098159,17.339506
1948,24.616625,28.723907,19.801737,9.132047,12.165153,9.695845,19.041079,10.249532,19.699472
1949,24.664515,29.527452,23.039179,8.643085,14.068278,11.68973,21.560877,10.026966,21.65072
1950,27.522974,30.623089,25.680334,13.133431,20.201786,17.663515,27.66498,11.566918,25.01832
1951,28.54535,32.354313,30.377232,12.436886,21.311699,17.960342,30.692564,14.214534,28.574572
1952,30.761593,33.402283,27.863415,11.278007,19.923145,17.666042,30.037794,15.820705,29.602411
1953,35.881447,34.162216,29.040508,12.029092,20.604418,17.748335,28.989973,15.133452,31.07628
1954,40.121994,35.18686,30.114769,12.645014,21.833315,17.709967,27.646229,16.341835,31.149584
1955,38.732445,35.627155,31.52234,12.69547,22.542212,17.995176,25.90199,20.406313,32.260956
1956,33.875557,35.937557,32.304203,13.359416,26.102962,18.851019,32.281246,22.12169,33.87462
1957,29.72669,35.89073,33.29731,14.411426,27.886234,20.24783,31.373293,21.121172,38.148037
1958,28.894073,36.886307,33.028946,17.07405,31.846195,21.321102,23.853056,18.485086,43.00196
1959,29.520845,37.655056,33.32871,21.988138,39.884995,20.433928,24.909136,17.159605,46.83111
1960,30.245762,39.20107,34.25276,23.316614,40.977154,21.162539,26.457254,15.77754,50.82547
1961,29.453363,41.868,33.86422,23.487923,39.725285,23.562662,27.278265,14.962173,56.556725
1962,29.162113,44.376938,34.22532,16.478228,30.46342,20.101622,26.821653,15.038486,61.93209
1963,28.888758,47.03911,37.137,15.390737,25.36021,19.76613,34.5822,15.483253,68.68289
1964,29.46818,53.596725,36.20175,15.870691,24.313778,18.69282,32.48,15.853985,51.27434
1965,27.212847,49.371025,30.48374,14.818926,22.157106,16.537975,23.152687,12.772055,22.691319
1966,25.370424,44.2163,22.292269,12.645457,20.931553,15.467757,23.251886,11.555681,19.903769
1967,25.520267,37.443253,18.90445,11.708573,18.020216,12.99073,21.190493,11.865636,14.036903
1968,25.392511,34.969402,16.774912,8.604682,13.770665,11.773935,17.65783,10.883785,12.153979
1969,21.658583,31.45699,17.924719,10.8531065,11.938282,12.665432,13.279743,8.454365,11.755226
1970,21.71518,31.844872,14.538261,10.92693,11.58909,9.960174,13.084254,7.584591,13.704249
1971,21.96507,31.844025,16.88194,10.351249,13.860579,10.094345,15.654932,8.395027,17.228172
1972,23.11407,32.361435,20.22448,10.39154,15.238903,14.733141,18.905584,7.4540854,16.872633
1973,24.939724,37.28173,22.538515,12.385997,16.17101,15.495073,20.506971,10.003838,23.670225
1974,24.366528,47.710213,28.256052,14.589312,19.839706,18.015194,24.751913,11.157458,29.546032
1975,24.377275,56.808456,30.291582,14.532772,20.049637,18.73003,27.962221,10.110256,28.613764
1976,24.83766,48.612324,28.617903,14.068348,19.2611,19.434998,27.351643,11.67077,27.57331
1977,25.146418,49.089096,26.32419,12.648177,21.039665,20.25701,29.072317,10.317402,21.862997
1978,26.131363,44.707626,22.904316,12.99074,20.403242,20.584965,30.196634,9.840412,20.697252
1979,28.07461,43.420914,24.29606,13.92809,21.884918,21.709402,31.08032,12.258785,22.151985
1980,29.502794,42.289005,28.213911,14.340213,23.03969,23.765741,30.159914,16.738354,24.422716
1981,29.734829,43.30391,32.22886,15.60213,25.064264,24.906765,28.95601,17.705961,30.278662
1982,29.154661,43.865585,37.91123,17.207546,27.417614,26.784224,31.631948,15.534185,35.39472
1983,28.63457,43.499153,41.564514,18.480738,29.4342,34.66481,35.070942,14.004448,43.465122
1984,29.01486,44.235466,49.162304,20.05336,28.857296,40.28868,40.195683,15.263043,58.72715
1985,29.686499,47.72139,62.92228,23.108074,27.289349,31.131857,46.969627,22.124578,62.73359
1986,29.828514,46.919655,45.89166,22.606745,24.267948,26.959742,45.214027,22.667967,44.07617
1987,31.014921,46.990997,43.51297,21.110023,22.954464,24.737768,51.459576,28.119213,34.45956
1988,40.138107,48.873737,42.201897,26.087366,22.877155,23.107561,47.198353,22.327112,26.97627
1989,35.732883,41.53017,35.643562,20.009834,21.770386,20.708183,32.05486,14.489317,23.000895
1990,29.953102,35.92528,29.872234,16.729729,19.969393,19.073029,29.094687,15.622372,20.276354
1991,26.498953,34.42868,22.865694,9.789401,18.841217,17.200617,25.234287,15.460077,19.118204
1992,26.430304,33.381874,26.15529,15.7319,14.906672,15.788393,22.15105,12.078019,18.78985
1993,23.579565,31.048666,25.609215,16.75753,13.392025,15.081014,22.95634,10.793465,17.612293
1994,23.58033,30.245098,22.164698,13.710534,13.316727,12.28618,24.362425,11.976887,18.544428
1995,23.976046,29.428677,22.75292,15.48063,14.070337,15.180395,25.991163,11.3532715,19.397821
1996,25.623182,31.127989,24.578123,15.654452,13.8561535,14.512959,26.067396,8.732094,20.488684
1997,31.164248,33.37398,25.272013,16.401318,14.562038,14.31555,30.059967,10.335323,21.319809
1998,50.247055,54.687187,23.85821,17.176361,15.756803,15.686381,33.926014,10.783688,23.233564
1999,60.745594,60.958065,28.492401,15.527626,16.968893,15.677122,34.82105,10.234266,24.195436
2000,55.030296,48.05606,25.58277,14.215914,19.351364,15.965771,33.049488,9.686611,23.881847
2001,52.557934,46.527233,30.45118,13.754848,24.750816,18.105038,30.760904,11.323807,25.258741
2002,52.091038,45.6942,29.754301,15.036042,26.808556,18.488064,31.641228,11.001782,25.982252
2003,49.112186,44.483818,31.218699,14.3848095,28.115784,20.498827,32.568577,16.877558,26.151693
2004,44.05313,43.947456,32.135307,14.929309,29.108086,21.538624,34.666912,16.397486,24.547445
2005,41.22277,43.416786,31.941874,17.956556,30.505861,21.791647,35.46691,18.1552,26.444418
2006,37.1778,42.199463,33.297894,15.209512,31.087404,25.244175,36.818424,14.741759,28.998384
2007,33.941227,40.8806,37.258537,19.569275,38.623013,26.492773,41.565624,13.358616,32.39084
2008,32.710754,39.167,44.88129,14.2206745,39.831474,23.646585,51.127842,22.536375,33.990986
2009,31.796661,37.358154,39.864223,14.281289,43.03152,21.160738,43.68643,26.329405,37.297466
2010,32.141052,36.62171,34.618206,16.15472,30.838371,21.037146,42.463585,30.772469,36.438786
2011,39.754044,37.58928,37.330345,19.343063,24.238194,21.097548,38.82073,26.577051,51.112534
2012,51.00564,43.9438,48.12577,19.893501,23.404655,24.136967,33.608345,14.389925,58.744995
2013,45.05257,39.435905,35.881615,12.628447,21.354774,21.260283,30.785107,12.09996,34.0935
2014,32.823334,36.40818,26.830902,11.14283,20.728916,18.35769,26.295044,10.307625,22.933016
2015,29.107742,34.530773,21.175888,10.155524,17.145847,13.354066,22.71852,10.0290575,18.467396
2016,27.923098,34.309845,19.990644,9.337201,14.627446,10.821966,19.075407,8.711075,13.74288
2017,24.919188,31.60499,19.479141,9.465547,12.969463,10.115526,21.735924,7.556451,9.319214
2018,25.845987,31.052773,15.878961,10.5547495,13.5315075,9.705767,22.284155,7.728765,12.360605
2019,27.23657,30.663094,17.859215,10.761779,11.6089115,10.419229,22.135082,6.959954,14.961971
2020,29.269794,31.315348,20.802052,10.38333,11.375116,12.126942,23.812769,7.0854874,19.71488
2021,46.723663,34.04497,25.306654,9.739163,12.155903,15.871281,25.698137,6.0930266,21.142324
2022,51.463505,39.595917,27.922823,12.241481,13.417597,17.139677,30.791002,5.8680086,28.85792
2023,74.68461,43.64383,34.621376,13.700751,15.739789,18.2511,34.26426,8.504176,30.070532
2024,52.636208,38.570194,31.758232,13.960523,15.699825,18.269068,34.1125,8.770587,26.05414
2025,33.44625,38.880753,28.897434,13.329213,23.743551,18.13259,30.045807,8.09907,25.546896
2026,39.799294,39.305763,26.99101,13.150079,24.400303,18.886938,30.633915,9.558928,18.661066
2027,48.572014,38.517036,26.997847,13.23077,22.018892,20.554796,29.293465,12.793996,16.031452
2028,47.997917,37.742126,28.20736,16.966663,26.785103,24.82498,30.456324,16.604986,19.491762
2029,57.555305,37.67936,29.18733,15.971736,29.440296,29.063683,30.864744,16.299154,23.055094
2030,46.204926,37.48262,30.07029,16.408031,32.974335,28.82982,32.884964,15.05778,25.832258
2031,37.77882,37.78733,30.605509,17.829502,32.780533,31.415771,38.153225,20.568655,32.40342
2032,29.50876,38.254803,30.720507,18.480604,38.900192,42.59278,36.21119,23.790277,34.166634
2033,27.694399,38.615997,29.827225,18.603725,38.08694,31.934385,29.786444,21.88838,43.349716
2034,26.127123,38.863087,31.404089,15.200747,30.55608,29.580181,29.12779,19.669706,42.8559
2035,31.294622,39.754875,39.205666,15.342941,36.664265,26.424334,30.081799,14.469933,51.295143
2036,36.20086,40.54668,56.180054,16.224327,30.988417,29.8379,30.03118,16.312384,48.57074
2037,31.777306,39.719666,41.531578,14.702921,28.653963,22.013052,27.15328,12.253584,27.703436
2038,28.04656,38.086052,34.622833,13.147116,25.838434,21.764856,23.108809,10.409804,23.217646
2039,27.195974,35.45327,28.949883,11.72708,21.926506,18.404741,19.724531,10.233032,19.286322
2040,31.95976,33.941196,23.51685,8.9156885,18.482203,17.598787,16.003977,9.712849,17.832945
2041,25.900099,29.59665,24.10486,10.975498,14.177151,16.918726,16.255383,8.668387,15.015399
2042,19.234545,27.8495,22.457788,11.4084425,13.496113,15.130161,17.074942,8.78525,14.908154
2043,19.23256,24.85161,23.364965,11.329478,13.518894,18.04811,17.030083,9.061261,17.095821
2044,22.565823,31.800198,25.754276,10.891758,13.523067,19.211527,22.999628,10.557128,19.362505
2045,27.829184,33.099045,25.312048,10.569042,16.82519,16.60322,24.37432,10.209145,20.961134
2046,44.19935,37.40982,32.856644,10.161555,20.31335,19.900139,30.892328,10.016918,22.614996
2047,66.21004,39.728756,38.32948,13.881153,22.660492,19.650787,28.903933,9.354658,24.85477
2048,33.581657,39.056145,33.295902,14.655705,24.349915,21.108408,26.786528,9.4531975,24.954508
2049,28.225277,40.533398,34.133926,13.226975,27.317532,21.628057,26.06471,10.539994,27.188929
2050,28.539644,42.93572,33.6628,13.54141,30.120564,22.79928,25.106947,12.48514,28.41796
2051,27.531588,42.198082,35.348873,14.054639,32.926517,23.604864,25.055998,12.437593,29.918747
2052,26.167202,40.092316,34.341236,14.6957445,33.035076,22.686148,24.327723,14.961507,30.583395
2053,26.566069,39.84877,35.502174,15.450665,35.861927,22.060617,24.310152,22.13628,31.832882
2054,26.502485,41.05137,34.05564,16.44086,44.288284,24.677954,25.625057,19.318573,37.821716
2055,26.48367,42.64264,36.787178,18.11472,46.144146,23.257174,26.613276,29.942142,43.392303
2056,26.315496,44.57605,41.68973,19.119051,56.213963,23.574461,29.682669,26.600647,42.51712
2057,26.119493,45.22587,40.067223,19.649673,44.314785,20.242664,31.619913,17.39311,32.505424
2058,26.04171,46.320267,35.454193,23.43827,29.793438,20.230137,29.17705,15.437145,30.196117
2059,26.6156,48.887405,41.010265,25.089176,27.797813,21.310184,27.793701,12.445826,27.371561
2060,29.214952,56.180496,37.002758,29.224281,26.31445,22.502394,31.680956,12.638939,24.7124
2061,26.754824,49.52903,32.071213,25.499537,23.784275,21.171408,25.409216,14.62216,22.343573
2062,26.428617,44.685123,25.69232,18.032345,22.357777,17.837164,22.944513,12.95318,20.2502
2063,26.482044,38.96322,22.129286,8.713072,20.56348,15.43704,18.070246,12.978718,18.637617
2064,26.050678,35.506836,18.961956,13.158298,17.323612,14.99395,15.008854,10.015642,17.007538
2065,26.809668,31.365444,19.435434,14.406826,15.730383,15.793732,17.597927,7.626602,12.381211
2066,27.089436,30.498627,22.245573,12.250234,15.941219,15.736553,15.779722,8.409519,15.073137
2067,28.39266,30.374233,19.423414,13.456398,18.058197,15.975181,16.450497,8.684104,20.152855
2068,26.172377,31.175615,21.509834,14.412805,17.449602,15.839634,20.981441,9.614374,21.643064
2069,26.205183,32.37527,22.918978,15.115926,21.643707,17.760511,24.56555,9.032606,22.781763
2070,26.57791,35.95639,25.794704,20.02814,24.370937,21.97735,29.321066,9.922117,22.871176
2071,32.186604,44.374626,28.097363,19.32182,26.326504,23.952599,27.9696,9.78389,22.737877
2072,30.49866,44.458927,26.100733,16.264591,26.123356,23.75414,26.80826,10.109449,23.735853
2073,33.849697,47.77475,27.355152,15.112994,23.688236,28.316853,26.297974,11.492393,24.96653
2074,35.10455,48.88507,28.837912,15.985799,22.309544,30.573921,25.17309,12.148537,24.742384
2075,45.296257,48.26435,27.419975,14.521523,23.432781,32.266655,25.102215,13.337134,24.311901
2076,48.960487,49.33528,28.597792,15.79531,25.45931,32.118362,24.681993,19.373415,27.119831
2077,50.49678,54.128807,30.645565,18.05101,29.696995,26.36886,25.063684,18.293694,29.359858
2078,49.389812,55.73375,32.049145,17.202587,32.892822,25.168882,25.803423,18.507835,32.982018
2079,44.381462,52.618217,36.81031,19.894695,47.52584,25.594988,26.896357,17.004766,35.371574
2080,40.686634,51.97386,39.166294,13.929472,47.58192,24.65217,32.20203,13.726402,35.719078
2081,36.378586,48.244297,41.49089,14.914273,31.292915,25.847322,28.067972,12.9758415,34.606316
2082,31.924667,44.70968,38.606438,17.404839,27.608435,25.958662,25.21099,12.557042,36.936607
2083,29.924103,46.52628,37.517036,21.880959,27.03706,23.260653,23.88799,14.894829,39.529076
2084,32.18918,48.069168,36.826416,23.57811,26.638317,22.246504,30.695719,15.390181,50.226307
2085,28.690022,43.54151,31.79714,13.066104,26.03606,22.988287,24.305693,15.234205,28.440348
2086,27.407042,39.277634,26.951777,11.599107,23.341946,19.653666,22.966791,11.5321865,20.301031
2087,27.015638,36.894115,24.580791,9.052422,22.44497,15.97316,18.510246,11.152771,18.07709
2088,26.88221,36.97641,21.868906,9.30999,20.55236,15.248567,17.562635,10.668922,15.330799
2089,26.346006,31.363682,23.331236,9.310811,18.44262,15.949806,19.455439,9.702076,12.37258
2090,15.767437,31.847754,19.862213,10.23384,14.360503,15.484953,18.80336,9.7592945,12.156081
2091,16.68459,34.223392,16.683924,10.243433,12.728501,14.193695,19.188478,9.900043,12.085633
2092,35.068626,33.856422,19.11662,9.645869,14.3990345,15.86668,24.530373,10.0445795,16.45341
2093,35.899807,33.822155,22.746893,12.278089,18.657684,15.58108,23.999052,10.392834,20.091917
2094,31.286947,35.136967,23.807478,12.919652,20.927364,16.243885,28.230188,11.280741,26.177292
2095,28.74857,35.065956,29.145933,15.554875,21.684042,17.657536,28.021004,11.439738,32.465675
2096,27.171524,39.205063,27.839117,17.025646,20.785246,17.146765,29.440416,10.323733,24.702366
2097,27.399475,44.631508,24.344717,17.011217,24.687426,17.972336,29.039408,11.388405,25.942186
2098,28.15706,47.061604,24.13831,15.383819,25.289486,19.68207,28.85893,11.620653,18.714128
2099,38.575745,45.246414,27.483171,15.5934,24.515549,20.489397,29.351282,11.547606,16.430817
2100,48.012447,44.5398,29.478071,14.495538,23.82624,22.234095,30.417086,12.255108,17.100096
2101,47.720116,52.92565,39.457428,14.53267,25.471258,25.97904,35.068455,12.594004,18.609255
2102,44.587246,51.25215,37.601738,14.795316,26.138561,28.22495,42.53928,12.617907,21.120335
2103,45.37816,46.392525,39.450294,13.258931,26.764832,31.896004,48.04822,12.4772215,23.710695
2104,50.366707,48.366234,39.96235,12.792808,27.700243,38.732338,36.684727,12.571733,23.378798
2105,46.490585,48.283867,37.816586,12.62021,28.190382,42.81344,27.504566,12.594036,36.55146
2106,39.135742,43.881287,36.23638,12.137922,26.607727,31.42748,27.388271,12.2233925,35.960804
2107,30.249636,44.07834,39.32215,13.0169735,25.355003,29.545116,30.770948,12.667203,31.116316
2108,29.501068,45.43353,43.715744,14.090474,31.263653,28.889956,30.59949,12.424828,37.03414
2109,29.878487,40.12011,41.12167,11.669614,25.527405,23.829372,27.606482,11.88975,23.882006
2110,31.888582,36.530766,33.251816,11.287116,23.424908,22.000252,23.759623,12.419547,23.312998
2111,32.842068,35.5956,25.109957,10.435317,19.549177,20.908741,19.552185,10.889917,20.713072
2112,31.767763,33.897945,23.521347,8.797376,17.644096,18.980068,17.645247,9.669063,22.344645
2113,23.544048,29.513725,25.669725,9.754759,13.21785,16.551672,22.627419,8.027489,17.245462
2114,21.751661,29.081226,25.028788,9.76052,12.160668,15.910482,23.085129,7.557006,14.481799
2115,22.308855,29.105377,24.046947,9.742177,12.539985,14.885729,25.582016,8.937706,13.473564
2116,23.938063,29.2692,23.80334,9.338342,14.940381,18.360907,25.376722,8.140766,17.301916
2117,24.79952,29.53947,24.848196,13.124997,14.48643,18.929483,28.90427,9.487112,22.676872
2118,25.464437,30.403576,30.318258,17.367994,22.275854,18.712553,31.79381,9.821195,23.76729
2119,26.214352,31.538439,35.04859,18.622784,22.578886,19.35215,33.789368,11.910793,26.34474
2120,26.409254,32.6976,35.407047,17.262062,23.22242,21.009653,32.45721,11.790176,26.756735
2121,28.200405,34.203735,36.70202,16.640602,28.134659,21.692778,31.581043,12.294436,27.306446
2122,42.047398,33.742325,37.441433,16.05066,27.719128,23.421614,32.76002,12.091877,27.100836
2123,53.027885,33.758045,38.890152,14.57924,27.518576,21.45828,32.0785,13.0222,28.014503
2124,54.766357,34.235878,40.283848,18.793575,27.376087,22.243963,33.115356,13.864187,30.034311
2125,55.510162,35.169724,41.231243,20.805855,28.451899,23.948816,37.704655,14.561774,32.45922
2126,55.552536,35.972404,42.06273,16.538246,29.300236,24.24819,40.7008,15.668814,36.150375
2127,58.825417,36.40975,46.39973,18.005249,32.028023,25.346296,36.5547,14.595745,53.078667
2128,57.843014,36.840027,57.528725,20.043266,34.997746,25.990913,30.434568,12.774286,74.42047
2129,56.885242,37.02295,54.31577,18.592026,39.477795,26.575712,30.293867,12.867575,70.48692
2130,52.7677,37.035885,45.103508,18.593473,41.152897,21.827223,30.735552,12.792843,56.394886
2131,51.5145,37.767174,42.28601,19.08492,41.016773,20.931833,32.00993,14.075703,39.092598
2132,64.150894,38.97662,42.132816,19.189892,33.58899,21.075472,33.06147,15.009513,29.778843
2133,52.84478,38.48426,36.404778,18.13369,22.859566,17.636135,32.419846,14.318336,24.996126
2134,48.383293,37.367558,26.171602,15.168386,19.48692,14.931444,29.948332,12.746638,24.564682
2135,33.454357,35.398273,23.130396,12.088061,16.96188,12.932358,26.532436,12.160566,21.364328
2136,28.94038,32.941765,22.182568,14.285301,11.72713,11.772329,24.109476,13.814225,22.30805
2137,26.387255,27.33066,21.745596,12.195218,11.89576,10.593237,23.39888,10.936634,16.85925
2138,26.433023,24.779905,26.08523,9.388079,11.341778,9.765902,23.230387,10.396812,17.46792
2139,26.292088,29.052462,25.343126,9.836703,12.402348,9.811849,24.01061,9.876869,18.281466
2140,26.171553,30.877302,22.577484,11.684269,14.508478,10.456849,24.459208,10.049593,19.396154
2141,26.38606,32.639614,24.886003,14.264675,16.091257,11.006161,26.376686,9.808479,23.84044
2142,26.898588,37.595055,30.70189,16.228378,26.63976,12.14963,29.872551,9.943851,25.964937
2143,26.731863,39.03062,37.046288,16.680706,23.725817,12.996298,34.297146,10.908021,24.435335
2144,26.395971,39.445526,38.987045,16.421803,21.427555,16.05826,35.91215,11.8586235,26.366209
2145,26.61217,43.46087,40.35178,16.569063,24.828445,17.501333,35.479465,13.539945,28.526527
2146,27.092575,47.816162,38.263103,17.352848,27.38562,17.217474,35.196228,11.599401,27.304129
2147,27.696638,48.170025,36.083855,19.023993,24.262632,19.04738,35.379093,12.729922,28.895086
2148,32.74219,48.81582,45.408573,19.742958,25.620352,20.564674,35.436947,14.842411,28.48297
2149,44.29767,49.873627,39.69146,19.776447,25.421577,21.972744,35.199787,12.214206,36.671753
2150,52.909176,50.820362,43.11316,21.64384,34.411922,23.501377,34.81294,14.752296,40.29401
2151,54.08659,52.10697,54.2237,29.5146,32.147366,25.489496,34.612926,15.607586,45.744587
2152,54.427166,56.33554,70.74881,32.010895,36.867874,30.360607,34.443245,20.494,49.04841
2153,52.94371,61.06923,49.79399,29.011116,32.587315,30.948462,34.852863,15.678287,45.74448
2154,53.000427,60.734173,43.276726,20.389202,34.765896,29.136202,35.94942,13.880976,43.627754
2155,53.526657,56.82229,42.33548,19.565617,27.751198,27.490347,41.140858,14.896231,38.759697
2156,54.576374,64.17937,42.110504,18.391973,22.261139,24.6839,53.73707,15.215927,52.367065
2157,53.375687,52.569138,40.595337,15.280419,20.838568,20.97162,44.282238,11.354616,31.484804
2158,44.502552,46.837578,33.958958,14.921855,20.345327,17.079105,42.62256,13.446524,25.49718
2159,30.56074,35.059723,29.026781,15.939543,16.488651,14.922249,40.008427,12.606283,23.109776
2160,28.794743,31.352896,29.111746,16.28713,14.058956,13.684263,42.49114,12.065162,21.14815
2161,26.571936,27.488379,28.001251,14.867883,11.89743,13.538008,42.999725,7.279101,17.707869
2162,26.373232,26.793938,28.753286,15.528819,11.23582,13.499054,43.100636,7.51692,17.892813
2163,26.19303,25.688751,29.168272,12.157667,13.38629,13.238755,44.27123,7.347502,19.581207
2164,26.495153,27.202045,24.825764,9.969119,15.032573,13.589287,46.718365,7.5009804,21.461176
2165,26.799742,29.018879,26.29698,10.137176,16.67618,13.353595,51.739243,8.925802,25.459982
2166,28.689802,36.548515,34.85212,11.678045,16.999002,13.717598,57.854786,11.77284,30.321795
2167,30.257633,44.33277,36.822334,13.783353,17.9795,14.001724,70.41961,9.493386,50.493164
2168,32.15011,45.49202,40.294243,11.593968,17.991554,16.21565,57.305294,11.272167,42.256912
2169,40.8053,49.40236,38.24257,14.055406,18.682713,18.180035,46.972813,11.166251,31.6135
2170,47.94687,52.056854,37.775246,13.514405,19.698818,19.628363,46.034164,12.958197,30.840975
2171,53.05368,50.2862,35.63031,16.484034,23.268093,21.284897,46.40978,13.92558,29.511173
2172,54.49896,51.687943,33.106995,12.021649,25.327164,22.854128,44.06432,13.517818,28.215654
2173,55.65977,53.42718,34.71534,13.3242,27.454897,26.123346,41.997227,18.195604,29.246841
2174,56.06658,53.935432,39.511208,14.65186,30.894814,28.58106,40.09141,15.01619,32.68237
2175,61.463707,53.884773,45.291546,17.9383,32.434406,26.517721,42.27326,20.272215,34.48248
2176,72.19741,55.255116,41.840843,18.589981,30.133642,23.404787,43.076893,17.396242,34.4719
2177,60.59492,53.531967,37.6827,14.262622,26.807041,22.094042,50.639164,12.689448,36.204796
2178,43.64765,54.745316,36.62424,13.836028,23.451866,20.914545,52.418396,11.061107,36.331
2179,44.949303,61.401382,37.45063,13.917621,22.92905,20.949621,49.33586,11.11634,38.515503
2180,49.873,60.051052,38.066982,14.940806,22.82812,22.016668,51.397083,11.416506,32.070164
2181,42.02212,54.54692,33.815746,14.029886,22.059338,21.461243,46.97151,11.72645,22.933554
2182,30.347055,38.01097,24.32174,12.983796,21.377708,21.070593,45.52773,9.679434,18.419678
2183,28.24648,33.745697,22.722054,12.012395,21.52219,19.939882,35.86683,8.979349,17.757238
2184,25.625513,31.717234,22.097584,12.130212,17.116085,19.971584,34.00118,8.701682,18.737925
2185,22.02017,27.966948,26.157858,10.932225,13.885384,19.025337,33.23199,8.359844,16.39752
2186,21.981323,27.807716,23.089743,10.036348,13.604855,19.069878,32.590157,7.474735,16.309593
2187,22.849173,27.684864,24.918364,10.020222,17.22276,18.99934,33.64593,8.564728,16.020803
2188,23.199526,28.36316,23.624723,11.056701,17.782595,19.193285,38.495575,7.670684,20.050161
2189,25.933876,31.608574,27.281767,10.966069,18.984203,21.096922,46.124786,7.169765,19.678709
2190,46.497894,35.36384,32.30369,11.812054,19.374495,24.128584,60.313957,8.932673,21.314022
2191,45.52066,41.590485,36.81468,12.531116,19.127512,29.330923,67.328606,9.000504,22.150877
2192,46.35972,41.956184,39.801476,13.0207815,18.895096,28.131151,48.399555,9.626425,23.590925
2193,51.20578,46.561905,42.3934,14.859456,20.910477,27.79235,43.976765,9.32687,25.76551
2194,48.9471,48.528587,48.731457,15.725884,24.38942,30.681334,40.205147,10.004473,23.523485
2195,44.540115,51.42041,44.892597,15.703275,26.570631,31.86401,39.044697,11.128023,21.688162
2196,46.45565,53.20347,41.631584,15.651538,28.090506,33.276527,38.38412,12.390001,22.293741
2197,45.416027,55.233284,55.84996,15.670048,28.560986,39.307472,37.63881,11.688081,23.454514
2198,49.38538,59.029366,48.894424,15.809192,29.098957,33.92301,37.5357,12.674725,23.827806
2199,55.325504,65.621704,44.466957,16.094372,29.17276,31.921429,37.462955,12.654831,24.777575
2200,59.58284,60.59692,45.919212,16.432098,29.590523,26.22759,37.36881,12.778596,25.993654
2201,51.839,53.521584,44.714462,16.611305,35.285645,26.793562,37.498184,12.339403,25.712078
2202,50.05208,53.123642,44.906948,16.261532,34.974743,24.45395,37.197407,10.968813,23.060764
2203,50.312347,51.750244,44.778595,17.070301,35.025642,23.559755,38.78718,12.118206,19.22506
2204,51.06582,53.086334,47.399666,18.314228,37.36178,24.463842,39.550385,12.242048,19.686197
2205,50.002193,52.32724,43.78605,16.563515,24.814018,22.517897,37.96333,10.36743,18.025564
2206,47.925133,47.235355,33.663857,13.72335,21.9631,18.57967,33.067707,10.155014,16.708973
2207,28.790869,34.615467,26.31447,12.176382,19.999289,15.317308,28.649496,8.937883,14.334815
2208,25.055397,32.43533,23.332678,11.42283,19.441387,13.166946,30.856186,9.516351,12.903331
2209,22.666687,30.541124,25.118666,9.748782,16.37185,11.134491,29.618532,6.7141414,9.868322
2210,22.956356,30.13793,24.421293,9.188132,16.402252,10.563519,31.490334,9.423866,10.558961
2211,23.240334,29.30315,25.890255,10.03349,18.669994,11.448594,31.778425,8.856724,11.233992
2212,23.479664,33.104538,23.65444,11.85893,20.226181,13.893475,39.079426,8.501486,14.026606
2213,25.48191,35.719772,25.551281,12.157908,22.460106,13.949034,41.97795,9.342953,16.891436
2214,45.602074,40.78453,24.95217,12.151073,24.824017,20.152395,48.70944,9.933091,20.897043
2215,46.81214,48.36944,25.279417,11.942086,26.297314,20.060452,50.984646,10.17,23.46372
