Delivery Date,Hour Ending,Price,Time_Index,Date,Year
03/04/2014,07:00,1330.0,1495,2014-03-04 06:00:00,2014
03/04/2014,08:00,1245.0,1496,2014-03-04 07:00:00,2014
03/04/2014,09:00,985.85,1497,2014-03-04 08:00:00,2014
03/03/2014,08:00,787.94,1472,2014-03-03 07:00:00,2014
03/03/2014,07:00,745.84,1471,2014-03-03 06:00:00,2014
03/03/2014,20:00,501.99,1484,2014-03-03 19:00:00,2014
03/03/2014,09:00,495.03,1473,2014-03-03 08:00:00,2014
11/14/2014,07:00,493.53,7615,2014-11-14 06:00:00,2014
08/08/2014,17:00,492.55,5272,2014-08-08 15:00:00,2014
02/06/2014,08:00,486.39,872,2014-02-06 07:00:00,2014
02/06/2014,07:00,441.41,871,2014-02-06 06:00:00,2014
08/08/2014,16:00,440.86,5271,2014-08-08 14:00:00,2014
02/06/2014,19:00,386.19,883,2014-02-06 18:00:00,2014
02/06/2014,20:00,380.38,884,2014-02-06 19:00:00,2014
03/03/2014,19:00,369.49,1483,2014-03-03 18:00:00,2014
11/14/2014,08:00,367.23,7616,2014-11-14 07:00:00,2014
02/12/2014,07:00,332.7,1015,2014-02-12 06:00:00,2014
03/04/2014,10:00,328.75,1498,2014-03-04 09:00:00,2014
10/07/2014,17:00,307.54,6712,2014-10-07 15:00:00,2014
02/07/2014,07:00,271.46,895,2014-02-07 06:00:00,2014
03/03/2014,21:00,249.35,1485,2014-03-03 20:00:00,2014
08/08/2014,18:00,247.85,5273,2014-08-08 16:00:00,2014
02/06/2014,10:00,244.82,874,2014-02-06 09:00:00,2014
03/03/2014,10:00,244.34,1474,2014-03-03 09:00:00,2014
10/07/2014,16:00,241.79,6711,2014-10-07 14:00:00,2014
02/06/2014,21:00,237.28,885,2014-02-06 20:00:00,2014
02/06/2014,09:00,237.16,873,2014-02-06 08:00:00,2014
03/04/2014,11:00,235.22,1499,2014-03-04 10:00:00,2014
10/07/2014,18:00,233.5,6713,2014-10-07 16:00:00,2014
03/04/2014,06:00,226.66,1494,2014-03-04 05:00:00,2014
03/05/2014,07:00,223.78,1519,2014-03-05 06:00:00,2014
01/29/2014,07:00,218.36,679,2014-01-29 06:00:00,2014
08/25/2014,17:00,208.86,5680,2014-08-25 15:00:00,2014
01/24/2014,07:00,206.55,559,2014-01-24 06:00:00,2014
08/25/2014,16:00,202.52,5679,2014-08-25 14:00:00,2014
02/12/2014,08:00,197.68,1016,2014-02-12 07:00:00,2014
01/24/2014,08:00,197.39,560,2014-01-24 07:00:00,2014
03/03/2014,06:00,195.94,1470,2014-03-03 05:00:00,2014
08/08/2014,15:00,193.0,5270,2014-08-08 13:00:00,2014
03/06/2014,07:00,187.45,1543,2014-03-06 06:00:00,2014
03/03/2014,11:00,187.07,1475,2014-03-03 10:00:00,2014
02/06/2014,11:00,185.51,875,2014-02-06 10:00:00,2014
01/29/2014,08:00,184.53,680,2014-01-29 07:00:00,2014
