Day,2012Pearson daily,2012Spearman daily,2013Pearson daily,2013Spearman daily,2014Pearson daily,2014Spearman daily,2015Pearson daily,2015Spearman daily,2016Pearson daily,2016Spearman daily,2017Pearson daily,2017Spearman daily,2018Pearson daily,2018Spearman daily,2019Pearson daily,2019Spearman daily,2020Pearson daily,2020Spearman daily,2021Pearson daily,2021Spearman daily
16,0.7453202479454629,0.860437324505955,0.5439045663401727,0.8699433783024595,0.47182108242087606,0.8773109598550326,0.4340287901356128,0.8289860023098377,0.7714008082935878,0.8559361903561999,0.7921466848398533,0.851225466795747,0.5243655046905344,0.7600185749783772,0.7850012594557896,0.9053181785478068,0.7580602243543771,0.8127409365812712,0.6321992507183949,0.9125624725036444
17,0.8334261887355838,0.8164401233689297,0.5519957756838805,0.8608157179544996,0.5003211829702967,0.7662442936069033,0.8010944645926195,0.7330400275913117,0.6434067500302222,0.8453804608747135,0.7381029139076496,0.7105868253888287,0.7180889106450927,0.9298788425516156,0.6171146611279841,0.8454899175660937,0.685129510838185,0.7786885064176068,0.8994675230509852,0.8324793381053348
18,0.6503184998341178,0.9308091411886741,0.5361552174090063,0.46732080448976043,0.7234434387372013,0.7738336719212792,0.35102040610517427,0.4751527482898316,0.6139714222823957,0.8348728335628989,0.7950258709725635,0.857751269352377,0.802104176734369,0.8741909592228726,0.4621206712376773,0.9449951223649716,0.3532113638181211,0.6919932245390324,0.45468426216205987,0.740988955017953
19,0.763443365747205,0.8400035130095249,0.751149903726606,0.8404696207817698,0.8038933187981266,0.7788822770097067,0.5217773915198147,0.8129005903907759,0.7791930225849943,0.7598855831605924,0.6568336759525686,0.9188384461792692,0.7172193546141234,0.7649870914251428,0.6750121440510893,0.9125875302169115,0.8232618080334498,0.8138686178609429,0.7741202253113129,0.8769108836279094
20,0.7982691358769891,0.8207211514246492,0.7808929993763933,0.7597510144595827,0.7695678777553954,0.8037547880512615,0.41818581575569697,0.6812594372799267,0.8284709531998262,0.9668826304388098,0.832663910872417,0.5876269120662264,0.7492307755286212,0.9043632895197953,0.700957520587393,0.6531972647421809,0.5276915549988959,0.8478598879641235,0.412622556720768,0.6435980169256892
21,0.753747314045677,0.8812935639696217,0.5386540346335501,0.6777972717435904,0.5735393231488939,0.7313145191147249,0.7803902774012603,0.8517894937218389,0.6776546996868476,0.8016270603363582,0.22024323574327032,0.807552567827163,0.8373846448398858,0.8700737803860472,0.4748914159500323,0.670638179368197,0.4210792719664422,0.7952473629908607,0.5376584279083317,0.7940598335999745
22,0.8037254418830007,0.919852786451069,0.36619041534468744,0.8237061582648871,0.5952337917604603,0.7065432267523319,0.7989237106284225,0.7819563466293548,0.3676415705723573,0.8769231257743924,0.8512626217214369,0.9456592591289263,0.6366938459610288,0.8822510734035629,0.9240713271518277,0.6562985158336228,0.7531493792467215,0.8334630108187335,0.40644202478915603,0.573707065958382
23,0.8415365598614619,0.9105173271405764,0.7929964269699743,0.8277368530783507,0.8430849905206614,0.8054692619258,0.4822597178809114,0.9443461614627265,0.8233104026909205,0.7594733915983498,0.5697320559153097,0.7887846890700656,0.6484025852762364,0.7376103618076304,0.5116732796610888,0.9000812909212451,0.9034765540496492,0.8380853282284995,0.9040657333059489,0.7353932595944248
24,0.8621042058292714,0.8110568643343018,0.6686539600919168,0.7233383359843353,0.7084191159219335,0.7914483360393257,0.8478877336051256,0.6172625109347895,0.30970056824345216,0.754975348733811,0.877780552507356,0.6931996708162936,0.6001219068502985,0.7392740553126905,0.6355742328296311,0.6567333696638455,0.6348453587991473,0.8811037232469406,0.6814006630569581,0.8226962768258892
25,0.7349093617544499,0.7925839761613493,0.6153314427592218,0.7341882247319782,0.8792658342581101,0.9179309188411305,0.7820876486928493,0.7564959451358696,0.7989038243352916,0.6779371410670642,0.6805894627571972,0.738338649763677,0.7553832150292432,0.8707827725524867,0.5192881979401839,0.870140532611688,0.3870633896640561,0.8019885977762106,0.7696741697592331,0.8400692400366281
26,0.5712635102461492,0.9203795829807866,0.615474519626095,0.6511575661473347,0.7778793790608038,0.8217616443840914,0.4066802540612875,0.943550659883118,0.5682029205114313,0.6536483036192323,0.5998735898007337,0.9124358895465342,0.8329257188744643,0.9312046817201093,0.8246914709442026,0.8584032777727317,0.8617665842790336,0.7777602736497361,0.19122987566137106,0.16721768126299968
27,0.7925680890408334,0.7195870156409385,0.5524943731532836,0.8376841316663041,0.7848521576275609,0.7743302406832007,0.5427622857461436,0.9380094136409568,0.4819061505556864,0.9126408863402029,0.4430101540394817,0.8991288718568359,0.7517247567956147,0.48278260459593575,0.6947532459796728,0.765858391869248,0.2633084442637511,0.8388195727377602,0.710515914238975,0.6745430175322479
28,0.6910532157934429,0.82066772363075,0.7781499916368548,0.7232850409522851,0.4049285059513667,0.7733512093841238,0.8531865452750989,0.8675290266206936,0.40685189824219037,0.8537433836307509,0.6689311970215917,0.7494426299271213,0.9512573847024075,0.9189030902116724,0.7783530373774925,0.9593287594150879,0.7009706763190349,0.8645616023245808,0.3507400912899093,0.8034150958929719
29,0.5675685361114997,0.6490747968926336,0.6770590601764298,0.7074088489326641,0.6864746453569096,0.8266347100718887,0.6681560400026926,0.8128966516006663,0.4891119454191492,0.6728585517660138,0.6531729689989317,0.7837057165083957,0.6106420324159557,0.7701923866646696,0.5516359269157186,0.7723008318794419,0.6729944425432399,0.8675505660076953,0.7011530769442389,0.7922199617143797
30,0.7550038731948685,0.9050464363950401,0.44477550185425135,0.6649800592767564,0.8093420936786814,0.8132782360640005,0.5392607277881264,0.8735594916105545,0.5317824942220861,0.572119482359708,0.6478900855336162,0.8567713741847384,0.6709826104632177,0.8875715206608799,0.6778803114654728,0.9638282945163262,0.20291582269883832,0.9138757175874083,0.8072517398056991,0.9596797309922311
31,0.6987243289318162,0.6959407080651839,0.4552069741929747,0.8983708107412288,0.6788439608005397,0.8320565624503297,0.8145232639678937,0.81440956524257,0.798750243404597,0.9621769055659244,0.6131454872854208,0.7910623193490043,0.4104873189305348,0.8747580645386901,0.565767539703592,0.6364580231121855,0.7377670297925936,0.8667782636721838,0.7699551630295693,0.8797612951889697
32,0.37902894682710736,0.8816027085553735,0.4614355416874685,0.6888396551328306,0.8231683308650211,0.8620092294355436,0.7354728737611649,0.6234357482505266,0.5903558825184401,0.7825219078841608,0.6632814013839359,0.8683772841471105,0.6819450769387165,0.7052402154997508,0.7587739769657854,0.8232443502373495,0.9236213818802815,0.9613845431099595,0.6765603003341981,0.8222275819884922
33,0.775031975488009,0.8969351382283915,0.6616472488005425,0.7966276405195156,0.8543894775477572,0.8992137668961695,0.4496223222012353,0.9053504608558656,0.7019551294322955,0.8772393347619517,0.9248920166711413,0.8187810006385638,0.35800387984724524,0.8004272861324989,0.7177768426187987,0.890391756057086,0.39266849420804695,0.7664106153601588,0.7149599607234923,0.8299029960055144
34,0.8218521680212556,0.8706517285621187,0.47951094782250125,0.6523923444976076,0.6488869413772003,0.48337041904522354,0.6530374428961796,0.8744918398318443,0.5433215328016263,0.7876445459987625,0.5645429717515751,0.8563400425633092,0.8839222037724563,0.8999827703764829,0.6968088217209367,0.8674665936574788,0.8867809676147618,0.6676450567492348,0.7604442005489263,0.8160615918784134
35,0.729258424709047,0.8153151895452179,0.6497988575162182,0.6643520284603954,0.7651530824966025,0.8696660631796649,0.7794452509296976,0.85109205683695,0.42479539020238366,0.9017202835565508,0.8437882102717896,0.8749821372252077,0.8301865250592299,0.5638355715688488,0.5798614165698359,0.9188630559935951,0.7899331372830679,0.7847769206708624,0.8698994447892188,0.9043955820672048
36,0.6517411809099865,0.8801597680808482,0.7175997977292612,0.730361006836435,0.5873147033758999,0.7638508285681422,0.38788230813066255,0.8086164531219308,0.7789667393530356,0.7655309722175826,0.5872304251029994,0.9069719351767745,0.6539318461256376,0.8809817833015038,0.8681322295745425,0.8949759547247441,0.4427330649488863,0.7152913778029809,0.5185761624297313,0.582219513465494
37,0.6316395048943165,0.9194578101985683,0.5513365312323377,0.789527894248804,0.5390882985686772,0.8391723809895463,0.6025537112787881,0.7700826206042087,0.6922211693815412,0.8168113947419638,0.8373720685464308,0.8697187942547342,0.6896383493974038,0.6340096970117158,0.7563392592170395,0.8077915490476575,0.7279226751947792,0.8677057998828761,0.773296601991385,0.8685598052326048
38,0.7377834649774395,0.9046949228103067,0.6524528252801095,0.7210189372225937,0.47084273968698054,0.6224285168642947,0.8351602701704491,0.834438366939574,0.2872420877846589,0.7662579772279827,0.5538415073604085,0.9567273062589711,0.5085025730480623,0.8376666607266177,0.8672307587542798,0.8728830751087527,0.8804483083287753,0.8385265875575046,0.5130045715900722,0.7235339123576273
39,0.40103170693347945,0.881615593608392,0.84113416395839,0.869903526820765,0.5454440511216792,0.7584902593786227,0.6640405444092459,0.9269660367822473,0.5430337469300073,0.8360930368708047,0.7959418359335607,0.854579370169587,0.5684763337028649,0.761702917885498,0.21374329982996107,0.836575687750145,0.365656203195326,0.767278576332335,0.7242452423575187,0.7814311185991154
40,0.6579821094390272,0.8900276379253971,0.6938017570546572,0.8350022437242919,0.356020187579382,0.6740821878531963,0.6964541406371341,0.8272726468378604,0.3991032809541364,0.8798745872706599,0.32310056274254245,0.9478448935108871,0.7916056588272212,0.8765951610645403,0.8471370254290185,0.7698475596958225,0.8530769091366599,0.9471034960373228,0.6173375658260526,0.8711688980701758
41,0.8251928929633774,0.9197594895860504,0.651057013778602,0.8958813787168971,0.8314397220072638,0.7232745204420991,0.8398164187141017,0.8218204218882611,0.5999349585868509,0.7834412613808803,0.8219628947349408,0.9168052496101412,0.4173831337767727,0.7999147161021676,0.5317805116576361,0.8319559678429407,0.7967704131095443,0.9046862393565345,0.61889538212628,0.8010566880939894
42,0.7521177740818844,0.8900577777807543,0.6459577208479315,0.6936179134324769,0.6966845639249134,0.8543445585131719,0.3367949290724647,0.7652329237617091,0.9220895480463048,0.6636023250128114,0.9440734168447824,0.9701769628547137,0.7036651769844143,0.8613913862876426,0.390883503020972,0.5998063636914204,0.36496254958273033,0.591902526397127,0.7483765504261404,0.7768138504967607
43,0.19381031461291004,0.7696193480509189,0.5263277121275687,0.7248489200569534,0.5716108636225146,0.9308330678218346,0.6585852773635887,0.7174894692542184,0.3612022587177578,0.8728347456682763,0.8588605348952366,0.8833833441508346,0.5095637493116303,0.7867459250579606,0.9106168617647605,0.8733707726295863,0.6206609415854731,0.905489970020274,0.6151786337102771,0.744438478018878
44,0.7968806434645874,0.9001070879637271,0.5300309853846128,0.8243639996886942,0.8233957608939283,0.8747710905947117,0.4146204291537788,0.744976076555024,0.5461552238921499,0.9135842400703624,0.8770431434411045,0.7000888113951882,0.5979900055097449,0.8730184989849844,0.49827704397568995,0.7982913223332153,0.5114640398185176,0.6833241326350895,0.2094725274104421,0.7100418239956542
45,0.7874937807702622,0.884947491683373,0.43676253013033195,0.8333986952280192,0.7074021887396107,0.9074778751513857,0.7343795042815248,0.7847249258438025,0.9148743292399716,0.9119395588900469,0.6748187549374383,0.9049851087591181,0.7370165767643535,0.8257421828720424,0.7911785264269093,0.9159963499126144,0.48042401937192725,0.8413143830122823,,
46,0.7955860753918056,0.8918120813180547,0.5423885085663407,0.7210177137645065,0.5720560068424537,0.7243041589214906,0.8465215653239695,0.9108423366374957,0.6253790869145753,0.8181353552445179,0.3640051412851264,0.8932358766608889,0.871511400521685,0.7793918760126605,0.4648580560487541,0.8226766772417577,0.6263995644265473,0.5199414360895899,,
47,0.774467721875771,0.805237757945022,0.6394516759236988,0.812641263559217,0.6438405173414354,0.8491999604237349,0.6757841890523878,0.7314625956339046,0.5493495906048302,0.8384941331231304,0.7560595630567412,0.9418640447727014,0.4051328686770143,0.9277893935044613,0.6848907931096089,0.7999032569645218,0.5433371399268991,0.667794344359353,,
48,0.47057356680178436,0.9374077821780453,0.6769371798990499,0.7224585757004571,0.5035484280709333,0.8644982810178385,0.5862471912872104,0.8635517470521515,0.7676882642859475,0.8119141919441795,0.8834079158106638,0.7476902851706592,0.6200799482849716,0.7355168316126341,0.3770326467124001,0.8162472093355926,0.7213773722705571,0.8530388923597303,,
49,0.5991030716693224,0.8225592675591799,0.7585621963104685,0.8423093512641673,0.5032313974814098,0.6997868767047035,0.5669100161181146,0.6949275795589558,0.9110765628795723,0.8383831301982575,0.6870799128660277,0.9102127704462671,0.3066945156763613,0.5009994532480798,0.647209678546909,0.7596877136058983,0.6821431973285452,0.8704879753489051,,
50,0.7297334845542086,0.7238077991678933,0.590304756259338,0.9149063611044547,0.9318933021592156,0.9523615688251844,0.8137515179728874,0.764610353748597,0.6323514515822019,0.9635392878600548,0.613131937179834,0.8264790360071581,0.8898976557972844,0.8818390864923428,0.4278571511164643,0.7456923153126405,0.42633879182919276,0.716462759206759,0.11356399334939578,0.4374488432872889
51,0.8591211450483112,0.8763457886640724,0.7173511938846935,0.8082433181974278,0.6433724038851428,0.9642943741051987,0.5858867185178198,0.8655275689754387,0.7535964109715858,0.9586063326053245,0.4478813305484706,0.7476933537842833,0.7648096537014623,0.7491168339422942,0.6838310233275803,0.6900735456126458,0.6172136213032247,0.9072311678215829,0.3701643698347493,0.7809383268311586
52,0.6248352227063694,0.9299309218633318,0.7626578029233078,0.8990909171690036,0.73576588223813,0.9318710977979482,0.6749925176958574,0.8830154285965722,0.6654350415307764,0.846855481476369,0.2465616226118711,0.9191991157744737,0.7776793939562061,0.7580441047771471,0.578327456906321,0.8362340646770889,0.3933933639097744,0.8984799753830587,0.11906623120056989,0.19659518191410352
53,0.65105029710088,0.7423543824820809,0.4423573814889378,0.7267823482736878,0.5035898353355227,0.86364741259252,0.6033442075141874,0.785566951053928,0.6261742469686006,0.8781265090961704,0.3854929375242536,0.8007054244559233,0.20854014415813227,0.8540354222350991,0.5407920403331878,0.8910928264164601,0.860627486617437,0.8813571482440984,0.656372624571467,0.3276776055150095
54,0.8042606749686951,0.9501563372532031,0.7773304266238568,0.7209419695809777,0.7103408245107228,0.8957702942818165,0.6517647563789611,0.7613096005168067,0.48718654525266736,0.8425355605806631,0.867654004729489,0.890041746169244,0.6004689667784483,0.857425617830224,0.6820734691497576,0.8515332615114679,0.5831608800315519,0.8310309215124578,0.654953565926828,0.7944938667518581
55,0.5034435503630421,0.7979966512682135,0.3589125526308907,0.3625948633224073,0.7472354994165054,0.8774639457775483,0.699390450663856,0.9239377844379792,0.7188731604171329,0.8949916890211638,0.6368884984757395,0.8941989676872011,0.4484475407289881,0.6527853626980087,0.7514874918083034,0.8901300792815342,0.6387814945332679,0.9174655384024865,0.8244672694899734,0.9254670178474794
56,0.8912084453990373,0.8273370905371068,0.4619869515673959,0.8270701220744109,0.6873528594582377,0.6576221254667315,0.722585757918873,0.5748928479418051,0.8479469397739053,0.8729803468522862,0.754052652604431,0.9524402071844001,0.5271208402506053,0.8211126664550099,0.42557634428063645,0.9164067383465037,0.5899976388517123,0.9207438801093057,0.8747862707556424,0.8650001338996843
57,0.35725232645645966,0.6019419263122737,0.34583885267798603,0.6355212677096315,0.7517087583888232,0.7591331411831607,0.7268057907070805,0.840958328653078,0.3915773436356708,0.7667015077890716,0.8973110414950425,0.8803014933645342,0.6956401041857987,0.9053504608558656,0.7282167419214793,0.960916767552923,0.5342377367232454,0.9583273270490972,0.4146175974934845,0.8864372225993833
58,0.7801828120636052,0.7459217850221198,0.7460090629416694,0.8838597517930894,0.45174723424957175,0.820148948487262,0.17400853031327224,0.7704540738703414,0.6237785854619682,0.7853628593181449,0.6185006824036154,0.7254035419454713,0.7832172765087683,0.8092572936285458,0.5092258227817185,0.503289529720164,0.8721335331465939,0.6446432283782348,0.17582016736164718,0.3839224596660753
59,0.7823295198842497,0.9038817573780389,0.6012661366292049,0.8899450375270629,0.717464397522058,0.8375525564396735,0.8413107964118778,0.8849634589248427,0.7808312729697422,0.9446532261417573,0.7281929751703279,0.9408480720925733,0.683144977483713,0.7572540572190294,0.410362874854098,0.9094528310313149,0.4277491975699747,0.7568473106814543,0.6844238742436812,0.7684508636625024
60,0.8809038243545642,0.8999943303929626,0.4569239483795816,0.770980819179737,0.8259496772332822,0.8874267665124422,0.5331997551227399,0.7263973706564599,0.5614254067011157,0.9533859576975027,0.5045877440357001,0.9734619276464317,0.9595382301704893,0.9546020191381535,0.6256405131556015,0.6615866500467406,0.6130646886289453,0.9405406209154927,0.6596014867571129,0.9067828172815942
61,0.3995310877204956,0.94952237345788,0.6355864499073889,0.7569338244589391,0.8060029728226876,0.9422688059694211,0.6804045554301728,0.8604013145190741,0.6557004360769223,0.7807410390158954,0.32280635177525496,0.6309802547012456,0.9186791081572059,0.8978904437108594,0.7465024127714142,0.8250702649041387,0.18740431731703533,0.9245732988374693,0.5397054260585221,0.9143025098479697
62,0.6332101062173296,0.7459839626532236,0.8320282678071467,0.8277483617683854,0.7476328390082485,0.9372954851979293,0.48863810613615344,0.7485667464648983,0.2944463103314827,0.9335524674876157,0.4872229019423595,0.8940251405839328,0.6246163803442385,0.7539739917170609,0.5661358416531357,0.5862779699760385,0.7600855000004889,0.6324804744783692,0.8419846398722448,0.9047137085857634
63,0.7391237913948525,0.8558895143445161,0.7388653856391635,0.7743995635257823,0.7693094910989122,0.9064035971005728,0.8446043516579196,0.8956486658193871,0.4842434367155397,0.7486293140148679,0.7356593893371957,0.9128027140856464,0.7013035979890733,0.8597500350884089,0.726599846833704,0.8589141650171574,0.5252712314942718,0.8726088316904848,0.8083915596199214,0.807262402928359
64,0.7840655900311179,0.9279092779634414,0.7354887718115519,0.7274547077451325,0.4597075740793219,0.8704570172260012,0.07439118593214204,0.7436159443596208,0.7829743709512935,0.9026258378989157,0.5860922705884575,0.9310042302080594,0.5110555253091169,0.9433638287188371,0.7875158683771074,0.9153989449538021,0.5133764761727723,0.9267815075173846,0.7538753072105313,0.8627601311076739
65,0.6882749546699758,0.8460408356843051,0.331856013187753,0.792053414533841,0.4317593920451726,0.5453353498932145,0.49017097464176496,0.8581253426599174,0.7750727076319677,0.8692855715963624,0.7942692675891769,0.9670679710703154,0.3891902921709672,0.8410346394355996,0.9638472977805486,0.8704054122770751,0.9106485855379756,0.8140923533857549,0.32859946900943215,0.6826153636730574
66,0.7549545139340398,0.8523720657520757,0.6671142108740425,0.8225570675055792,0.27385541763389504,0.4674435206512248,0.9205717062809126,0.8304936917706699,0.8692023297346548,0.9110590310770237,0.36796788055030966,0.9319540403375034,0.5414346515454188,0.8540327252362363,0.4094957406650928,0.8870855390080532,0.6672174441564879,0.668284103956345,0.28741919327520654,0.5310793361457696
67,0.6949856233253656,0.5603669632536296,0.6619668568775161,0.8760649254852297,0.7331124030670253,0.8281717127983743,0.8133458805830955,0.7416011706473264,0.28579986216148745,0.7314222905097307,0.9469352307124838,0.8740325885128959,0.2601734297047009,0.8395663322299939,0.7985172991971712,0.9547089285215458,0.783694001517618,0.8254295565178581,0.6924883906465121,0.6488068660702703
68,0.5635948935958413,0.8207421648554957,0.6548057885753736,0.8349334593926693,0.39798533835221706,0.8351339401968714,0.38923536344648235,0.7243566567070837,0.6752641162751709,0.8080159609667462,0.8414853140515492,0.9490852084608918,0.7925304283163672,0.7997893618397858,0.8655694546191472,0.9649944376926342,0.8374733000740541,0.8950737565135808,0.6548017900846885,0.5786692352683274
69,0.564591397259678,0.7968637229497849,0.505324567960837,0.7109790504191419,0.35469779086435094,0.6854518339952955,0.6375084259497925,0.821923496894598,0.7508738042157492,0.8557926332372428,0.6851187001968474,0.8692389090784539,0.42963665763670206,0.9267332978283078,0.5999586323677837,0.6689555756203506,0.637524596766994,0.913639103007078,0.8370188957367741,0.9102025043087008
70,0.2798182751831104,0.31389084543970547,0.2246598246679163,0.6752584480189215,0.7903948600147288,0.7152556377853142,0.5276636959853369,0.774759104349766,0.7092344031153212,0.9186578373672736,0.7172532787948012,0.7343512135494742,0.7042806980197407,0.8303752644857364,0.09960808006640524,0.6100849303467412,0.7337390883312302,0.955647339036941,0.2818380059119952,0.8713529905234554
71,0.778107701305099,0.9760890732705039,0.518999191187854,0.7214167194229324,0.6479711566186332,0.6155201134094693,0.6993232747007484,0.8738418461485208,0.6163056071478388,0.9106992882099764,0.7013664397621129,0.8258953731461568,0.49951401066251944,0.6545344272614322,0.4901780263134746,0.7971020361883163,0.5681204364060062,0.8838130402524808,0.5466177959811678,0.9066624119357497
72,0.9036340393774622,0.9100430175669314,0.7120333845680717,0.7397297215051118,0.6778411473750763,0.7085810291966179,0.596508620447203,0.6892385556748359,0.6444732221133916,0.8996468771033287,0.4135355469477009,0.8458170175760072,0.251295633538395,0.7409871568324183,0.7508911932554234,0.8881920671419541,0.6515798689828366,0.6814822142145419,-0.07509021176183608,-0.07252675271550425
73,0.9106101594327394,0.9703924380295761,0.651724037618286,0.6583103002129046,0.6257376695362914,0.5424302939719772,0.6729673818401607,0.7165376811781777,0.6875698199255346,0.9866849508066526,0.49322032346096967,0.8184566653691415,0.6774790100013433,0.9129688985111158,0.7407922471975732,0.8907570975143504,0.7862547216908233,0.8761917695588698,0.43187152272854623,0.6584487644512118
74,0.5209067549832871,0.9755464327559592,0.6436998856478466,0.9221925024742454,0.7796040645186105,0.7946348305244925,0.6471215216897295,0.8561784511135354,0.36313167154438386,0.9246968860401557,0.6484297434611648,0.8592714877721075,0.7050369268346259,0.8126676798713114,0.598300756245313,0.8005558332001099,0.8823759996529739,0.8922934008742981,0.6748735279055337,0.850863806341483
75,0.7987336344239917,0.9337745865339865,0.8591120539336301,0.9328463101114782,0.809754097038565,0.8892500159974925,0.8174953852294669,0.6896854027861039,0.6660396631500507,0.9109577915554297,0.4925464259178164,0.5544810164948698,0.7494324147026012,0.9376290231175096,0.9052543870101348,0.8850985860174262,0.49360955868019646,0.7011665634933902,0.5837147173951341,0.7485250758233615
76,0.8093670448142756,0.9128325761957351,0.7073523462377602,0.9586856038532847,0.6345205784081077,0.7203934541798696,0.5694203365616728,0.7949543158883918,0.7806982119867933,0.8788549724262669,0.9133223870361021,0.9860168692390899,0.734200590702808,0.9695596726798136,0.8992365193081143,0.9298929525335712,0.3984838350240411,0.5886755987633558,0.6650551513863332,0.8489156271230374
