Zone,Price,Date,Year
t8384,185.89059125,2013-12-16 07:00:00,2013
t8744,177.55530028376756,2013-12-31 07:00:00,2013
t8240,174.89960711211918,2013-12-10 07:00:00,2013
t3280,167.87050826666672,2013-05-17 15:00:00,2013
t3352,166.2300976667031,2013-05-20 15:00:00,2013
t5800,165.23807391220438,2013-08-30 15:00:00,2013
t368,164.66319466098537,2013-01-16 07:00:00,2013
t2896,162.89518461093203,2013-05-01 15:00:00,2013
t7592,162.74429240297053,2013-11-13 07:00:00,2013
t8179,162.66157266911682,2013-12-07 18:00:00,2013
t1544,161.10422067894743,2013-03-06 07:00:00,2013
t3736,160.92090759978606,2013-06-05 15:00:00,2013
t8552,160.41733771079993,2013-12-23 07:00:00,2013
t4288,157.7492512353258,2013-06-28 15:00:00,2013
t2535,157.53475012905022,2013-04-16 14:00:00,2013
t4576,157.32859555111116,2013-07-10 15:00:00,2013
t1424,157.05811471768808,2013-03-01 07:00:00,2013
t4024,156.0958873644974,2013-06-17 15:00:00,2013
t6400,155.81613009004403,2013-09-24 15:00:00,2013
t5896,155.4099212,2013-09-03 15:00:00,2013
t1664,154.74728395165192,2013-03-11 07:00:00,2013
t5776,154.49128719111275,2013-08-29 15:00:00,2013
t7928,153.55240876582468,2013-11-27 07:00:00,2013
t4768,153.45656612035756,2013-07-18 15:00:00,2013
t1064,153.39113339337948,2013-02-14 07:00:00,2013
t6112,152.85850675555557,2013-09-12 15:00:00,2013
t4624,152.6633491111111,2013-07-12 15:00:00,2013
t8288,152.12184850252436,2013-12-12 07:00:00,2013
t3401,152.03453127777772,2013-05-22 16:00:00,2013
t43,151.74449232100693,2013-01-02 18:00:00,2013
t5920,151.7413578693741,2013-09-04 15:00:00,2013
t5631,151.4938166208482,2013-08-23 14:00:00,2013
t7120,150.91945092575122,2013-10-24 15:00:00,2013
t728,149.9484078024477,2013-01-31 07:00:00,2013
t7243,149.20638964318113,2013-10-29 18:00:00,2013
t5391,148.6009091022222,2013-08-13 14:00:00,2013
t7699,148.1415353333633,2013-11-17 18:00:00,2013
t5608,147.88392106594088,2013-08-22 15:00:00,2013
t4264,147.88083757685848,2013-06-27 15:00:00,2013
t5103,147.27533355937695,2013-08-01 14:00:00,2013
t5080,146.84907133730206,2013-07-31 15:00:00,2013
t6830,146.37751808888885,2013-10-12 13:00:00,2013
t5248,145.68504723828138,2013-08-07 15:00:00,2013
t6640,145.349632959966,2013-10-04 15:00:00,2013
t1840,144.32783940153558,2013-03-18 15:00:00,2013
t3616,143.81910745267336,2013-05-31 15:00:00,2013
t2680,143.4471094243305,2013-04-22 15:00:00,2013
t5368,143.0124748388062,2013-08-12 15:00:00,2013
t3185,142.38828028014245,2013-05-13 16:00:00,2013
t2252,142.31201777777778,2013-04-04 19:00:00,2013
t2407,141.91774126814212,2013-04-11 06:00:00,2013
t5296,141.19100016000004,2013-08-09 15:00:00,2013
t3712,140.34045255851024,2013-06-04 15:00:00,2013
t5200,140.1301710368461,2013-08-05 15:00:00,2013
t3927,139.76340815323567,2013-06-13 14:00:00,2013
t859,139.59371592525375,2013-02-05 18:00:00,2013
t2023,139.38847780518853,2013-03-26 06:00:00,2013
t6568,139.00944955555553,2013-10-01 15:00:00,2013
t7891,138.92950781930648,2013-11-25 18:00:00,2013
t7411,138.04125514765173,2013-11-05 18:00:00,2013
t595,135.00865446761975,2013-01-25 18:00:00,2013
t5224,134.22083311111106,2013-08-06 15:00:00,2013
t3689,132.69660924730903,2013-06-03 16:00:00,2013
t4888,130.93230234889054,2013-07-23 15:00:00,2013
t4456,130.13966465776272,2013-07-05 15:00:00,2013
t4120,130.12437720323885,2013-06-21 15:00:00,2013
t6424,130.1183331525608,2013-09-25 15:00:00,2013
t1352,128.617717347596,2013-02-26 07:00:00,2013
t4071,125.30328472472036,2013-06-19 14:00:00,2013
t2848,124.73981495945009,2013-04-29 15:00:00,2013
t4408,124.6761307914211,2013-07-03 15:00:00,2013
t512,124.24575650981429,2013-01-22 07:00:00,2013
t3880,123.23904410546874,2013-06-11 15:00:00,2013
t6256,121.80145048864168,2013-09-18 15:00:00,2013
t3856,121.5460335991317,2013-06-10 15:00:00,2013
t4240,121.13435251332832,2013-06-26 15:00:00,2013
t8408,119.59075045334288,2013-12-17 07:00:00,2013
t5536,119.58487774600694,2013-08-19 15:00:00,2013
t5464,118.88299963077824,2013-08-16 15:00:00,2013
t6808,118.43591753202708,2013-10-11 15:00:00,2013
t4790,118.33775452723842,2013-07-19 13:00:00,2013
t6616,118.06832942597327,2013-10-03 15:00:00,2013
t4312,117.20602398159808,2013-06-29 15:00:00,2013
t6206,117.0000409204861,2013-09-16 13:00:00,2013
t4048,116.35552988241704,2013-06-18 15:00:00,2013
t4384,116.08495167497472,2013-07-02 15:00:00,2013
t4216,115.77204835383036,2013-06-25 15:00:00,2013
t4719,114.95296448714863,2013-07-16 14:00:00,2013
t5128,114.81198452887465,2013-08-02 15:00:00,2013
t4936,113.50368638333327,2013-07-25 15:00:00,2013
t5056,109.90738517561934,2013-07-30 15:00:00,2013
t6760,109.90368577009588,2013-10-09 15:00:00,2013
t4864,109.78915542854696,2013-07-22 15:00:00,2013
t5824,109.0233324288047,2013-08-31 15:00:00,2013
t5848,107.72943029299256,2013-09-01 15:00:00,2013
t3593,107.15901158769704,2013-05-30 16:00:00,2013
t6448,104.4706867639151,2013-09-26 15:00:00,2013
t4648,104.10179749772476,2013-07-13 15:00:00,2013
t6135,103.2684433355733,2013-09-13 14:00:00,2013
t4912,103.07127435961404,2013-07-24 15:00:00,2013
t2872,102.81092951196024,2013-04-30 15:00:00,2013
t7819,102.76627275647957,2013-11-22 18:00:00,2013
t5968,102.34652599336503,2013-09-06 15:00:00,2013
