Delivery Date,Hour Ending,Price,Time_Index,Date,Year
8/14/2020,17:00,2015.86,5416,2020-08-14 15:00:00,2020
8/14/2020,16:00,1541.12,5415,2020-08-14 14:00:00,2020
8/13/2020,17:00,747.34,5392,2020-08-13 15:00:00,2020
8/14/2020,15:00,746.05,5414,2020-08-14 13:00:00,2020
8/13/2020,16:00,723.05,5391,2020-08-13 14:00:00,2020
8/15/2020,16:00,643.74,5439,2020-08-15 14:00:00,2020
8/15/2020,17:00,642.58,5440,2020-08-15 15:00:00,2020
8/14/2020,18:00,615.77,5417,2020-08-14 16:00:00,2020
8/13/2020,18:00,457.69,5393,2020-08-13 16:00:00,2020
8/15/2020,18:00,337.57,5441,2020-08-15 16:00:00,2020
8/13/2020,15:00,293.09,5390,2020-08-13 13:00:00,2020
4/8/2020,17:00,286.06,2344,2020-04-08 15:00:00,2020
8/29/2020,17:00,270.57,5776,2020-08-29 15:00:00,2020
6/8/2020,16:00,258.69,3807,2020-06-08 14:00:00,2020
6/8/2020,17:00,256.2,3808,2020-06-08 15:00:00,2020
4/8/2020,16:00,250.0,2343,2020-04-08 14:00:00,2020
4/8/2020,18:00,250.0,2345,2020-04-08 16:00:00,2020
8/29/2020,16:00,250.0,5775,2020-08-29 14:00:00,2020
8/15/2020,15:00,248.98,5438,2020-08-15 13:00:00,2020
8/16/2020,17:00,241.41,5464,2020-08-16 15:00:00,2020
3/24/2020,17:00,206.17,1984,2020-03-24 15:00:00,2020
3/24/2020,20:00,206.05,1987,2020-03-24 18:00:00,2020
3/24/2020,19:00,202.07,1986,2020-03-24 17:00:00,2020
4/8/2020,19:00,201.46,2346,2020-04-08 17:00:00,2020
8/16/2020,16:00,193.56,5463,2020-08-16 14:00:00,2020
8/28/2020,17:00,178.53,5752,2020-08-28 15:00:00,2020
7/12/2020,17:00,175.78,4624,2020-07-12 15:00:00,2020
8/29/2020,15:00,172.06,5774,2020-08-29 13:00:00,2020
3/24/2020,18:00,170.24,1985,2020-03-24 16:00:00,2020
6/8/2020,15:00,165.47,3806,2020-06-08 13:00:00,2020
7/12/2020,16:00,158.58,4623,2020-07-12 14:00:00,2020
10/10/2020,17:00,153.9,6784,2020-10-10 15:00:00,2020
4/8/2020,15:00,152.49,2342,2020-04-08 13:00:00,2020
5/19/2020,17:00,150.07,3328,2020-05-19 15:00:00,2020
8/28/2020,16:00,149.3,5751,2020-08-28 14:00:00,2020
3/25/2020,17:00,148.37,2008,2020-03-25 15:00:00,2020
11/10/2020,18:00,147.77,7530,2020-11-10 17:00:00,2020
8/16/2020,18:00,147.6,5465,2020-08-16 16:00:00,2020
8/31/2020,17:00,139.47,5824,2020-08-31 15:00:00,2020
7/11/2020,17:00,131.17,4600,2020-07-11 15:00:00,2020
8/14/2020,19:00,128.59,5418,2020-08-14 17:00:00,2020
6/8/2020,18:00,127.97,3809,2020-06-08 16:00:00,2020
7/24/2020,16:00,127.81,4911,2020-07-24 14:00:00,2020
10/10/2020,16:00,125.11,6783,2020-10-10 14:00:00,2020
5/3/2020,17:00,116.65,2944,2020-05-03 15:00:00,2020
7/11/2020,16:00,116.5,4599,2020-07-11 14:00:00,2020
8/17/2020,17:00,116.28,5488,2020-08-17 15:00:00,2020
8/27/2020,17:00,115.8,5728,2020-08-27 15:00:00,2020
3/25/2020,18:00,115.43,2009,2020-03-25 16:00:00,2020
8/18/2020,17:00,115.12,5512,2020-08-18 15:00:00,2020
8/25/2020,17:00,114.58,5680,2020-08-25 15:00:00,2020
10/12/2020,17:00,112.75,6832,2020-10-12 15:00:00,2020
3/24/2020,16:00,112.42,1983,2020-03-24 14:00:00,2020
7/24/2020,17:00,110.42,4912,2020-07-24 15:00:00,2020
8/31/2020,16:00,110.33,5823,2020-08-31 14:00:00,2020
8/16/2020,15:00,108.44,5462,2020-08-16 13:00:00,2020
8/27/2020,16:00,104.61,5727,2020-08-27 14:00:00,2020
3/26/2020,17:00,103.75,2032,2020-03-26 15:00:00,2020
8/18/2020,16:00,103.6,5511,2020-08-18 14:00:00,2020
3/24/2020,21:00,102.88,1988,2020-03-24 19:00:00,2020
7/24/2020,15:00,102.04,4910,2020-07-24 13:00:00,2020
8/17/2020,16:00,100.04,5487,2020-08-17 14:00:00,2020
8/25/2020,16:00,99.99,5679,2020-08-25 14:00:00,2020
5/4/2020,17:00,98.51,2968,2020-05-04 15:00:00,2020
4/20/2020,17:00,97.79,2632,2020-04-20 15:00:00,2020
10/19/2020,16:00,95.31,6999,2020-10-19 14:00:00,2020
3/25/2020,19:00,94.13,2010,2020-03-25 17:00:00,2020
3/31/2020,17:00,92.91,2152,2020-03-31 15:00:00,2020
10/10/2020,18:00,91.81,6785,2020-10-10 16:00:00,2020
8/13/2020,14:00,91.39,5389,2020-08-13 12:00:00,2020
7/23/2020,17:00,91.31,4888,2020-07-23 15:00:00,2020
10/19/2020,17:00,91.12,7000,2020-10-19 15:00:00,2020
8/15/2020,14:00,90.81,5437,2020-08-15 12:00:00,2020
11/11/2020,18:00,90.72,7554,2020-11-11 17:00:00,2020
3/26/2020,18:00,90.55,2033,2020-03-26 16:00:00,2020
5/19/2020,16:00,90.49,3327,2020-05-19 14:00:00,2020
5/3/2020,16:00,90.24,2943,2020-05-03 14:00:00,2020
5/4/2020,18:00,90.21,2969,2020-05-04 16:00:00,2020
3/25/2020,16:00,89.88,2007,2020-03-25 14:00:00,2020
2/21/2020,7:00,89.67,1231,2020-02-21 06:00:00,2020
