Delivery Date,Hour Ending,Price,Time_Index,Date,Year
02/17/2021,01:00,8995.71,1129,2021-02-17 00:00:00,2021
02/17/2021,06:00,8995.29,1134,2021-02-17 05:00:00,2021
02/17/2021,05:00,8993.05,1133,2021-02-17 04:00:00,2021
02/17/2021,02:00,8992.96,1130,2021-02-17 01:00:00,2021
02/17/2021,03:00,8992.85,1131,2021-02-17 02:00:00,2021
02/17/2021,04:00,8992.39,1132,2021-02-17 03:00:00,2021
02/17/2021,12:00,8985.64,1140,2021-02-17 11:00:00,2021
02/17/2021,09:00,8985.62,1137,2021-02-17 08:00:00,2021
02/17/2021,08:00,8984.61,1136,2021-02-17 07:00:00,2021
02/17/2021,13:00,8982.37,1141,2021-02-17 12:00:00,2021
02/17/2021,14:00,8981.62,1142,2021-02-17 13:00:00,2021
02/17/2021,10:00,8980.96,1138,2021-02-17 09:00:00,2021
02/17/2021,18:00,8970.21,1146,2021-02-17 17:00:00,2021
02/17/2021,19:00,8967.8,1147,2021-02-17 18:00:00,2021
02/17/2021,20:00,8948.91,1148,2021-02-17 19:00:00,2021
02/17/2021,07:00,8941.56,1135,2021-02-17 06:00:00,2021
02/17/2021,15:00,8935.85,1143,2021-02-17 14:00:00,2021
02/17/2021,16:00,8907.29,1144,2021-02-17 15:00:00,2021
02/17/2021,11:00,8897.02,1139,2021-02-17 10:00:00,2021
02/19/2021,08:00,8753.78,1184,2021-02-19 07:00:00,2021
02/18/2021,12:00,8747.58,1164,2021-02-18 11:00:00,2021
02/17/2021,23:00,8731.15,1151,2021-02-17 22:00:00,2021
02/19/2021,09:00,8699.0,1185,2021-02-19 08:00:00,2021
02/19/2021,07:00,8698.99,1183,2021-02-19 06:00:00,2021
02/18/2021,19:00,8695.11,1171,2021-02-18 18:00:00,2021
02/17/2021,21:00,8692.15,1149,2021-02-17 20:00:00,2021
02/18/2021,14:00,8537.53,1166,2021-02-18 13:00:00,2021
02/18/2021,13:00,8525.93,1165,2021-02-18 12:00:00,2021
02/18/2021,10:00,8523.13,1162,2021-02-18 09:00:00,2021
02/18/2021,11:00,8510.22,1163,2021-02-18 10:00:00,2021
02/18/2021,20:00,8510.05,1172,2021-02-18 19:00:00,2021
02/17/2021,17:00,8499.99,1145,2021-02-17 16:00:00,2021
02/19/2021,06:00,8494.16,1182,2021-02-19 05:00:00,2021
02/19/2021,05:00,8492.9,1181,2021-02-19 04:00:00,2021
02/19/2021,04:00,8492.45,1180,2021-02-19 03:00:00,2021
02/19/2021,02:00,8491.74,1178,2021-02-19 01:00:00,2021
02/18/2021,09:00,8490.45,1161,2021-02-18 08:00:00,2021
02/19/2021,11:00,8489.79,1187,2021-02-19 10:00:00,2021
02/19/2021,10:00,8489.78,1186,2021-02-19 09:00:00,2021
02/19/2021,03:00,8489.21,1179,2021-02-19 02:00:00,2021
02/18/2021,08:00,8489.12,1160,2021-02-18 07:00:00,2021
02/19/2021,01:00,8484.99,1177,2021-02-19 00:00:00,2021
02/17/2021,24:00,8480.57,1152,2021-02-17 23:00:00,2021
02/18/2021,15:00,8063.46,1167,2021-02-18 14:00:00,2021
02/18/2021,16:00,8023.02,1168,2021-02-18 15:00:00,2021
02/18/2021,06:00,7997.09,1158,2021-02-18 05:00:00,2021
02/16/2021,06:00,7996.98,1110,2021-02-16 05:00:00,2021
02/16/2021,05:00,7996.81,1109,2021-02-16 04:00:00,2021
02/16/2021,04:00,7996.65,1108,2021-02-16 03:00:00,2021
02/18/2021,07:00,7996.43,1159,2021-02-18 06:00:00,2021
02/16/2021,03:00,7995.83,1107,2021-02-16 02:00:00,2021
02/18/2021,18:00,7994.46,1170,2021-02-18 17:00:00,2021
02/18/2021,24:00,7975.18,1176,2021-02-18 23:00:00,2021
02/18/2021,23:00,7971.21,1175,2021-02-18 22:00:00,2021
02/18/2021,21:00,7970.28,1173,2021-02-18 20:00:00,2021
02/18/2021,22:00,7963.77,1174,2021-02-18 21:00:00,2021
02/16/2021,01:00,7893.9,1105,2021-02-16 00:00:00,2021
02/15/2021,20:00,7890.33,1100,2021-02-15 19:00:00,2021
02/15/2021,07:00,7864.0,1087,2021-02-15 06:00:00,2021
02/18/2021,05:00,7810.68,1157,2021-02-18 04:00:00,2021
02/15/2021,12:00,7772.0,1092,2021-02-15 11:00:00,2021
02/15/2021,09:00,7770.54,1089,2021-02-15 08:00:00,2021
02/15/2021,10:00,7756.17,1090,2021-02-15 09:00:00,2021
02/15/2021,11:00,7697.7,1091,2021-02-15 10:00:00,2021
02/16/2021,07:00,7670.81,1111,2021-02-16 06:00:00,2021
02/15/2021,13:00,7553.76,1093,2021-02-15 12:00:00,2021
02/15/2021,08:00,7546.89,1088,2021-02-15 07:00:00,2021
02/15/2021,23:00,7530.45,1103,2021-02-15 22:00:00,2021
02/15/2021,18:00,7517.03,1098,2021-02-15 17:00:00,2021
02/16/2021,08:00,7513.07,1112,2021-02-16 07:00:00,2021
02/18/2021,02:00,7511.11,1154,2021-02-18 01:00:00,2021
02/18/2021,03:00,7510.88,1155,2021-02-18 02:00:00,2021
02/18/2021,04:00,7510.0,1156,2021-02-18 03:00:00,2021
02/18/2021,01:00,7507.91,1153,2021-02-18 00:00:00,2021
02/16/2021,02:00,7500.01,1106,2021-02-16 01:00:00,2021
02/16/2021,23:00,7499.96,1127,2021-02-16 22:00:00,2021
02/15/2021,14:00,7499.0,1094,2021-02-15 13:00:00,2021
02/16/2021,24:00,7498.49,1128,2021-02-16 23:00:00,2021
02/16/2021,12:00,7497.31,1116,2021-02-16 11:00:00,2021
02/15/2021,15:00,7497.3,1095,2021-02-15 14:00:00,2021
02/16/2021,11:00,7496.33,1115,2021-02-16 10:00:00,2021
02/16/2021,09:00,7495.78,1113,2021-02-16 08:00:00,2021
02/16/2021,10:00,7494.85,1114,2021-02-16 09:00:00,2021
02/15/2021,06:00,7493.11,1086,2021-02-15 05:00:00,2021
02/18/2021,17:00,7450.35,1169,2021-02-18 16:00:00,2021
02/15/2021,21:00,7187.27,1101,2021-02-15 20:00:00,2021
02/15/2021,19:00,7145.18,1099,2021-02-15 18:00:00,2021
02/15/2021,24:00,7005.41,1104,2021-02-15 23:00:00,2021
02/15/2021,22:00,6999.94,1102,2021-02-15 21:00:00,2021
02/14/2021,09:00,6975.6,1065,2021-02-14 08:00:00,2021
02/17/2021,22:00,6973.49,1150,2021-02-17 21:00:00,2021
