Zone,Price,Date,Year
t884,240.996879428102,2014-02-06 19:00:00,2014
t1004,231.9803715098412,2014-02-11 19:00:00,2014
t680,203.87320915111115,2014-01-29 07:00:00,2014
t560,203.1901274355556,2014-01-24 07:00:00,2014
t1016,189.96896488964623,2014-02-12 07:00:00,2014
t3400,181.2144080951954,2014-05-22 15:00:00,2014
t800,179.15874310014402,2014-02-03 07:00:00,2014
t1376,174.65467949333336,2014-02-27 07:00:00,2014
t2680,173.273021461837,2014-04-22 15:00:00,2014
t7688,171.7974831939562,2014-11-17 07:00:00,2014
t3086,171.16886305222215,2014-05-09 13:00:00,2014
t140,169.4540924110133,2014-01-06 19:00:00,2014
t6712,169.25184888888887,2014-10-07 15:00:00,2014
t1220,168.91101195379704,2014-02-20 19:00:00,2014
t4360,168.50818744330888,2014-07-01 15:00:00,2014
t7604,167.2422968722222,2014-11-13 19:00:00,2014
t2993,167.1059103561994,2014-05-05 16:00:00,2014
t6568,167.03002993333337,2014-10-01 15:00:00,2014
t4189,164.98529781570502,2014-06-24 12:00:00,2014
t4383,164.9824526740394,2014-07-02 14:00:00,2014
t4670,163.76546361617918,2014-07-14 13:00:00,2014
t1148,162.52960244332908,2014-02-17 19:00:00,2014
t1472,161.03589456675206,2014-03-03 07:00:00,2014
t6064,160.98366751567158,2014-09-10 15:00:00,2014
t5944,160.1391465563124,2014-09-05 15:00:00,2014
t2729,159.47658228881826,2014-04-24 16:00:00,2014
t5680,159.19728744444444,2014-08-25 15:00:00,2014
t4528,157.97284190516638,2014-07-08 15:00:00,2014
t3880,157.2168241602495,2014-06-11 15:00:00,2014
t6952,156.7298184090836,2014-10-17 15:00:00,2014
t5440,156.7021205950271,2014-08-15 15:00:00,2014
t5870,156.2788100238322,2014-09-02 13:00:00,2014
t1544,155.7696382554454,2014-03-06 07:00:00,2014
t5703,155.61329082157567,2014-08-26 14:00:00,2014
t8036,153.8545983518387,2014-12-01 19:00:00,2014
t3664,153.83269024658767,2014-06-02 15:00:00,2014
t3928,153.27861183752617,2014-06-13 15:00:00,2014
t2348,152.11419582222223,2014-04-08 19:00:00,2014
t1496,151.98011244444444,2014-03-04 07:00:00,2014
t1711,151.41399751091325,2014-03-13 06:00:00,2014
t1172,151.1449018996767,2014-02-18 19:00:00,2014
t1618,151.1006038836848,2014-03-09 09:00:00,2014
t4024,150.39522278110277,2014-06-17 15:00:00,2014
t2945,150.16962117965988,2014-05-03 16:00:00,2014
t2824,149.414441496153,2014-04-28 15:00:00,2014
t44,149.3613820542071,2014-01-02 19:00:00,2014
t3784,149.07432707777778,2014-06-07 15:00:00,2014
t3904,148.9767472513889,2014-06-12 15:00:00,2014
t4000,148.83611885954855,2014-06-16 15:00:00,2014
t2503,148.51733295795356,2014-04-15 06:00:00,2014
t2969,148.32511762546903,2014-05-04 16:00:00,2014
t2416,147.91786722204483,2014-04-11 15:00:00,2014
t3592,147.10882636189237,2014-05-30 15:00:00,2014
t2468,147.01296787508153,2014-04-13 19:00:00,2014
t7024,146.94894743641856,2014-10-20 15:00:00,2014
