BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.398758479553219e8,685227.5554091135,-809823.385536553,0.0,0.0,0.0,0.0,0.0,0.0,-3.401408159945299e8
t1,35799.40411999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35812.13372
t2,35557.95235999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35570.63516
t3,35298.883209999985,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35311.51921
t4,35196.778329999994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35209.41433
t5,35548.90392999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35561.49313
t6,36346.764709999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36359.30711
t7,37180.66466999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37193.20707
t8,37360.50633,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37373.00193
t9,37067.646669999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37080.09547
t10,36544.301100000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36556.7499
t11,35704.00094,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35716.40294
t12,34665.91559999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34678.2708
t13,33481.947219999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33494.30242
t14,32245.02524,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32257.33364
t15,31291.640010000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31303.90161
t16,30831.215480000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30843.47708
t17,30869.94476,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30882.15956
t18,32559.34879,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32571.51679
