Day,2012Pearson daily,2013Pearson daily,2014Pearson daily,2015Pearson daily,2016Pearson daily,2017Pearson daily,2018Pearson daily,2019Pearson daily,2020Pearson daily,2021Pearson daily
67,,,,,,,0.7925304283163672,,,
67,,,,,,,,0.8962492022296779,,
67,,,,,,,,,0.8374733000740541,
67,,,,,,,,,,0.6364301776566698
68,0.5939805799302528,,,,,,,,,
68,,0.49737107978718725,,,,,,,,
68,,,0.6936012835080277,,,,,,,
68,,,,0.3453189402616268,,,,,,
68,,,,,0.7508738042157492,,,,,
68,,,,,,0.6783192726335151,,,,
68,,,,,,,0.42963665763670206,,,
68,,,,,,,,0.5794846730261696,,
68,,,,,,,,,0.637524596766994,
68,,,,,,,,,,0.5359442208711069
69,0.4134792712576822,,,,,,,,,
69,,0.22652679090333155,,,,,,,,
69,,,0.6921530298789634,,,,,,,
69,,,,0.72588870693311,,,,,,
69,,,,,0.7092344031153212,,,,,
69,,,,,,0.729217097949109,,,,
69,,,,,,,0.7042806980197407,,,
69,,,,,,,,0.09831414890927545,,
69,,,,,,,,,0.7337390883312302,
69,,,,,,,,,,0.3322023289027701
70,0.7856036229960405,,,,,,,,,
70,,0.511800134473984,,,,,,,,
70,,,0.6027355054619906,,,,,,,
70,,,,0.6764695169837074,,,,,,
70,,,,,0.6163056071478388,,,,,
70,,,,,,0.31858942438071525,,,,
70,,,,,,,0.49951401066251944,,,
70,,,,,,,,0.6068047737437663,,
70,,,,,,,,,0.5681204364060062,
70,,,,,,,,,,0.49376055927745455
71,0.9057879171226239,,,,,,,,,
71,,0.7286241440529808,,,,,,,,
71,,,0.5452977398464375,,,,,,,
71,,,,0.7986268918042682,,,,,,
71,,,,,0.6444732221133916,,,,,
71,,,,,,0.41361953224046205,,,,
71,,,,,,,0.251295633538395,,,
71,,,,,,,,0.7250032390831265,,
71,,,,,,,,,0.6515798689828366,
71,,,,,,,,,,0.37049315609441125
72,0.911712698483917,,,,,,,,,
72,,0.7039384509226791,,,,,,,,
72,,,0.7633645501677359,,,,,,,
72,,,,0.4755267117569554,,,,,,
72,,,,,0.6875698199255346,,,,,
72,,,,,,0.5477521866022356,,,,
72,,,,,,,0.6774790100013433,,,
72,,,,,,,,0.7116984001272394,,
72,,,,,,,,,0.7862547216908233,
72,,,,,,,,,,0.6240603593620908
73,0.5264993800091482,,,,,,,,,
73,,0.7667840367425858,,,,,,,,
73,,,0.8299212362361648,,,,,,,
73,,,,0.7130549150248249,,,,,,
73,,,,,0.36313167154438386,,,,,
73,,,,,,0.6044588790490741,,,,
73,,,,,,,0.7050369268346259,,,
73,,,,,,,,0.6014876442820087,,
73,,,,,,,,,0.8823759996529739,
73,,,,,,,,,,0.6734995718498848
74,0.8037264623706761,,,,,,,,,
74,,0.7885868760472659,,,,,,,,
74,,,0.6789227354986819,,,,,,,
74,,,,0.5620737089650645,,,,,,
74,,,,,0.6660396631500507,,,,,
74,,,,,,0.8404981123718082,,,,
74,,,,,,,0.7494324147026012,,,
74,,,,,,,,0.9034669536595508,,
74,,,,,,,,,0.49360955868019646,
74,,,,,,,,,,0.7205581057277212
75,0.8057624124014957,,,,,,,,,
75,,0.7018955352013261,,,,,,,,
75,,,0.5934848500539553,,,,,,,
75,,,,0.7633310812761933,,,,,,
75,,,,,0.7806982119867933,,,,,
75,,,,,,0.709418907271075,,,,
75,,,,,,,0.734200590702808,,,
75,,,,,,,,0.9023628693168252,,
75,,,,,,,,,0.3984838350240411,
75,,,,,,,,,,0.6256693241226663
76,0.7061785476567009,,,,,,,,,
76,,0.5017698889905787,,,,,,,,
76,,,0.5595773368294523,,,,,,,
76,,,,0.9327938676660907,,,,,,
76,,,,,0.7118573864619504,,,,,
76,,,,,,0.6692867055387417,,,,
76,,,,,,,0.6073026954618853,,,
76,,,,,,,,0.6250351695340385,,
76,,,,,,,,,0.8807590023186419,
76,,,,,,,,,,0.27531018739775936
77,0.2271068529210285,,,,,,,,,
77,,0.8243867377021239,,,,,,,,
77,,,0.5042948603731577,,,,,,,
77,,,,0.7211672645522458,,,,,,
77,,,,,0.5221939725649498,,,,,
77,,,,,,0.8177359668053805,,,,
77,,,,,,,0.8148804087121934,,,
77,,,,,,,,0.5151703199798976,,
77,,,,,,,,,0.4183891165006993,
77,,,,,,,,,,0.592368995675658
78,0.49504297926051255,,,,,,,,,
78,,0.743497382867292,,,,,,,,
78,,,0.7849781976977981,,,,,,,
78,,,,0.706629666898224,,,,,,
78,,,,,0.18063739395915368,,,,,
78,,,,,,0.8484551834581899,,,,
78,,,,,,,0.43469804864570033,,,
78,,,,,,,,0.5894371920938344,,
78,,,,,,,,,0.6694512110280201,
78,,,,,,,,,,0.5967043135085758
79,0.5317418484640228,,,,,,,,,
79,,0.6161068520580291,,,,,,,,
79,,,0.7414651304612545,,,,,,,
79,,,,0.7406865336448938,,,,,,
79,,,,,0.3443523119833886,,,,,
79,,,,,,0.764656541454798,,,,
79,,,,,,,0.5965621497813863,,,
79,,,,,,,,0.5103484502499114,,
79,,,,,,,,,0.7058658197398306,
79,,,,,,,,,,0.7801543071213145
80,0.7527588563430243,,,,,,,,,
80,,0.8156421839037638,,,,,,,,
80,,,0.8937289868153857,,,,,,,
80,,,,0.7020437923724854,,,,,,
80,,,,,0.8656049086022206,,,,,
80,,,,,,0.9375722049251,,,,
80,,,,,,,0.8963783946469224,,,
80,,,,,,,,0.7004348452879117,,
80,,,,,,,,,0.5333991441127901,
80,,,,,,,,,,0.5860670548330291
81,0.7888706385151341,,,,,,,,,
81,,0.6088173859786649,,,,,,,,
81,,,0.47893012181068806,,,,,,,
81,,,,0.8254209531720974,,,,,,
81,,,,,0.8777706326885343,,,,,
81,,,,,,0.7160763407704513,,,,
81,,,,,,,0.8671500500212671,,,
81,,,,,,,,0.8199571067821231,,
81,,,,,,,,,0.8951076939058105,
81,,,,,,,,,,0.8151976031860699
82,0.5667625612153087,,,,,,,,,
82,,0.6876585492869152,,,,,,,,
82,,,0.5825569964809612,,,,,,,
82,,,,0.39443600307042753,,,,,,
82,,,,,0.5582913643156411,,,,,
82,,,,,,0.7029624267815657,,,,
82,,,,,,,0.7267236658221577,,,
82,,,,,,,,0.8489889579143441,,
82,,,,,,,,,0.5575275945086318,
82,,,,,,,,,,0.5631969757188873
83,0.9129343385625215,,,,,,,,,
83,,0.6260448542986929,,,,,,,,
83,,,0.6484681348939481,,,,,,,
83,,,,0.7374939945885814,,,,,,
83,,,,,0.47768986868920693,,,,,
83,,,,,,0.6744132026301881,,,,
83,,,,,,,0.5289933499889529,,,
83,,,,,,,,0.6505186027557699,,
83,,,,,,,,,0.553460947424111,
83,,,,,,,,,,0.4341803578258047
84,0.8406211367330603,,,,,,,,,
84,,0.6363157875132112,,,,,,,,
84,,,0.5539515904929843,,,,,,,
84,,,,0.6909346123110097,,,,,,
84,,,,,0.903300198959128,,,,,
84,,,,,,0.5627011007709213,,,,
84,,,,,,,0.7058422808445435,,,
84,,,,,,,,0.6085070487059635,,
84,,,,,,,,,0.5927216583435062,
84,,,,,,,,,,0.5937999927080311
85,0.771719186616175,,,,,,,,,
85,,0.5303928680708969,,,,,,,,
85,,,0.6906126192379479,,,,,,,
85,,,,0.8573416006179141,,,,,,
85,,,,,0.6437672559960931,,,,,
85,,,,,,0.7131134216295105,,,,
85,,,,,,,0.6597335043150896,,,
85,,,,,,,,0.5958162236836799,,
85,,,,,,,,,0.498760282802949,
85,,,,,,,,,,0.5509484079097349
86,0.6797604470330018,,,,,,,,,
86,,0.5749673949911913,,,,,,,,
86,,,0.38760316708249376,,,,,,,
86,,,,0.811268683862534,,,,,,
86,,,,,0.42214880270547367,,,,,
86,,,,,,0.834385544169281,,,,
86,,,,,,,0.8733919590803839,,,
86,,,,,,,,0.7697574906843556,,
86,,,,,,,,,0.6418630479057787,
86,,,,,,,,,,0.4525626582119094
87,0.8290935544549994,,,,,,,,,
87,,0.5088226703245032,,,,,,,,
87,,,0.9040002622316242,,,,,,,
87,,,,0.8241536742529721,,,,,,
87,,,,,0.9413241318144887,,,,,
87,,,,,,0.59723078213334,,,,
87,,,,,,,0.4782558462272203,,,
87,,,,,,,,0.512962885156897,,
87,,,,,,,,,0.43189192874036236,
87,,,,,,,,,,0.7205191026260027
88,0.8180572501941547,,,,,,,,,
88,,0.8309067518394718,,,,,,,,
88,,,0.4461087686461076,,,,,,,
88,,,,0.7029807773326873,,,,,,
88,,,,,0.8501360661106399,,,,,
88,,,,,,0.7269142061934382,,,,
88,,,,,,,0.5253303041002128,,,
88,,,,,,,,0.7677142513748494,,
88,,,,,,,,,0.7576283444609784,
88,,,,,,,,,,0.8384980845541636
89,0.6649416135559829,,,,,,,,,
89,,0.9232726284441688,,,,,,,,
89,,,0.6220643364306881,,,,,,,
89,,,,0.5372859189314082,,,,,,
89,,,,,0.6617418044723199,,,,,
89,,,,,,0.6729277590321043,,,,
89,,,,,,,0.8509766130001498,,,
89,,,,,,,,0.7490693198601911,,
89,,,,,,,,,0.6527958717104143,
89,,,,,,,,,,0.6797232463387137
90,0.8006349213998657,,,,,,,,,
90,,0.5038624813495822,,,,,,,,
90,,,0.8352706093813156,,,,,,,
90,,,,0.7135442208425471,,,,,,
90,,,,,0.4981626160319804,,,,,
90,,,,,,0.915288201011068,,,,
90,,,,,,,0.8090006124701946,,,
90,,,,,,,,0.5217877969326833,,
90,,,,,,,,,0.7879573966959164,
90,,,,,,,,,,0.707620963595504
91,0.6307530507661501,,,,,,,,,
91,,0.7381429786581731,,,,,,,,
91,,,0.36587869167951953,,,,,,,
91,,,,0.25561664909324083,,,,,,
91,,,,,0.6691153913955601,,,,,
91,,,,,,0.8333136069786273,,,,
91,,,,,,,0.3482367698359642,,,
91,,,,,,,,0.5162039910152149,,
91,,,,,,,,,0.7629766436333382,
91,,,,,,,,,,0.4627385044613799
92,0.5534954099692704,,,,,,,,,
92,,0.701357890942444,,,,,,,,
92,,,0.5504595060637865,,,,,,,
92,,,,0.7504433286430591,,,,,,
92,,,,,0.5858553696980906,,,,,
92,,,,,,0.605924433113654,,,,
92,,,,,,,0.7780984925961291,,,
92,,,,,,,,0.7262982111885651,,
92,,,,,,,,,0.6259319888711252,
92,,,,,,,,,,0.3563974463693553
93,0.5238819658196586,,,,,,,,,
93,,0.6702659590651747,,,,,,,,
93,,,0.7009632469725291,,,,,,,
93,,,,0.8552778058572801,,,,,,
93,,,,,0.6389136016192701,,,,,
93,,,,,,0.5706839722523093,,,,
93,,,,,,,0.8229278456532934,,,
93,,,,,,,,0.17877121264770668,,
93,,,,,,,,,0.37858830560528595,
93,,,,,,,,,,0.4636649267637505
94,0.6388515048776082,,,,,,,,,
94,,0.8188543917641238,,,,,,,,
94,,,0.4474178764569606,,,,,,,
94,,,,0.8934625349043697,,,,,,
94,,,,,0.8381430407956667,,,,,
94,,,,,,0.7512449420361901,,,,
94,,,,,,,0.8988527443629986,,,
94,,,,,,,,0.6282925305904072,,
94,,,,,,,,,0.7248824759527489,
94,,,,,,,,,,0.7968985929590939
95,0.7501451874624497,,,,,,,,,
95,,0.5141918802624463,,,,,,,,
95,,,0.7304417240180001,,,,,,,
95,,,,0.580669950618984,,,,,,
95,,,,,0.6863975456102968,,,,,
95,,,,,,0.7500193479923513,,,,
95,,,,,,,0.6718085856099477,,,
95,,,,,,,,0.6076194347592047,,
95,,,,,,,,,0.7943710116243333,
95,,,,,,,,,,0.6091444950728104
96,0.5939356876974649,,,,,,,,,
96,,0.5919964180686423,,,,,,,,
96,,,0.5985523256807537,,,,,,,
96,,,,0.5540188243309705,,,,,,
96,,,,,0.7536370027791368,,,,,
96,,,,,,0.8189308078210649,,,,
96,,,,,,,0.751574522562241,,,
96,,,,,,,,0.6183758372677817,,
96,,,,,,,,,0.5636227754207641,
96,,,,,,,,,,0.6115301824391096
97,0.7870002043467818,,,,,,,,,
97,,0.7589447633140036,,,,,,,,
97,,,0.7516078417428522,,,,,,,
97,,,,0.5842305632615326,,,,,,
97,,,,,0.9094296601781022,,,,,
97,,,,,,0.8315381326419987,,,,
97,,,,,,,-0.06783698431356933,,,
97,,,,,,,,0.31093152515250844,,
97,,,,,,,,,0.5267876985004994,
97,,,,,,,,,,0.5600801247585183
98,0.6180059683822583,,,,,,,,,
98,,0.6828501810743588,,,,,,,,
98,,,0.6821133823117141,,,,,,,
98,,,,0.6453607071306664,,,,,,
98,,,,,0.6782234638167318,,,,,
98,,,,,,0.45577696884975455,,,,
98,,,,,,,0.44112788842223916,,,
98,,,,,,,,0.6867753382250662,,
98,,,,,,,,,0.7930009817226391,
98,,,,,,,,,,0.6512713105461099
99,0.811890186618887,,,,,,,,,
99,,0.8325638853426316,,,,,,,,
99,,,0.668447297595588,,,,,,,
99,,,,0.45707035466481294,,,,,,
99,,,,,0.8376039698324257,,,,,
99,,,,,,0.46218118070280756,,,,
99,,,,,,,0.7011644118734999,,,
99,,,,,,,,0.739223770046151,,
99,,,,,,,,,0.6480989426482837,
99,,,,,,,,,,0.6265775383973349
100,0.648939411180882,,,,,,,,,
100,,0.5238822937867755,,,,,,,,
100,,,0.6866121043689448,,,,,,,
100,,,,0.8001649021599233,,,,,,
100,,,,,0.6931843758908568,,,,,
100,,,,,,0.5333843581132968,,,,
100,,,,,,,0.7138036840633971,,,
100,,,,,,,,0.5452972729117178,,
100,,,,,,,,,0.9155846999922557,
100,,,,,,,,,,0.8074702239044227
101,0.7651509686344337,,,,,,,,,
101,,0.7564826485360394,,,,,,,,
101,,,0.857813341009691,,,,,,,
101,,,,0.6055158320896155,,,,,,
101,,,,,0.5209049808318876,,,,,
101,,,,,,0.8752406515859887,,,,
101,,,,,,,0.9105669059634498,,,
101,,,,,,,,0.5661471595397338,,
101,,,,,,,,,0.28488528715240613,
101,,,,,,,,,,0.6112102806703004
102,0.7620314297689433,,,,,,,,,
102,,0.4105120839423235,,,,,,,,
102,,,0.7621781159378488,,,,,,,
102,,,,0.7405143633286994,,,,,,
102,,,,,0.5061410016509809,,,,,
102,,,,,,0.7302752939557066,,,,
102,,,,,,,0.6774618553227911,,,
102,,,,,,,,0.6363697827571028,,
102,,,,,,,,,0.7775180410516153,
102,,,,,,,,,,0.3021171220511155
103,0.6934842991047085,,,,,,,,,
103,,0.7426575002998996,,,,,,,,
103,,,0.6438696452621566,,,,,,,
103,,,,0.5877854101189367,,,,,,
103,,,,,0.8738545425189196,,,,,
103,,,,,,0.6718496678393141,,,,
103,,,,,,,0.617870047782896,,,
103,,,,,,,,0.7710502792018528,,
103,,,,,,,,,0.6870642530238189,
103,,,,,,,,,,0.7364120817295239
104,0.5962693471112465,,,,,,,,,
104,,0.644703826150572,,,,,,,,
104,,,0.687092833985846,,,,,,,
104,,,,0.7211666355499576,,,,,,
104,,,,,0.8469793442314593,,,,,
104,,,,,,0.5862137757897052,,,,
104,,,,,,,0.6083844679339288,,,
104,,,,,,,,0.6419423352824438,,
104,,,,,,,,,0.4937834868689094,
104,,,,,,,,,,0.7672747541754468
105,0.6816835740460176,,,,,,,,,
105,,0.8961500043696211,,,,,,,,
105,,,0.7833357597624209,,,,,,,
105,,,,0.8297293788054341,,,,,,
105,,,,,0.852363482192402,,,,,
105,,,,,,0.8266282317173637,,,,
105,,,,,,,0.6236427182567071,,,
105,,,,,,,,0.6388172678416774,,
105,,,,,,,,,0.8740272695422471,
105,,,,,,,,,,0.3566693398551511
106,0.3571758504805923,,,,,,,,,
106,,0.7206346406679474,,,,,,,,
106,,,0.41776593006001744,,,,,,,
106,,,,0.6266079024930639,,,,,,
106,,,,,0.7294895663208972,,,,,
106,,,,,,0.29828101238604443,,,,
106,,,,,,,0.8546796485442887,,,
106,,,,,,,,0.8605852511047255,,
106,,,,,,,,,0.6444509163679938,
106,,,,,,,,,,0.6414189061015125
107,0.6861410462912694,,,,,,,,,
107,,0.6171185868008091,,,,,,,,
107,,,0.4747591110249749,,,,,,,
107,,,,0.5992885646410233,,,,,,
107,,,,,0.854816996230115,,,,,
107,,,,,,0.6460607817617383,,,,
107,,,,,,,0.6464560796815914,,,
107,,,,,,,,0.865472568292635,,
107,,,,,,,,,0.6192129715499843,
107,,,,,,,,,,0.6564084547487501
108,0.8955484582751512,,,,,,,,,
108,,0.48961253367579277,,,,,,,,
108,,,0.8241874974185406,,,,,,,
108,,,,0.7287297266611159,,,,,,
108,,,,,0.7673678039984261,,,,,
108,,,,,,0.7066909149219072,,,,
108,,,,,,,0.6533811007602656,,,
108,,,,,,,,0.4951783638193431,,
108,,,,,,,,,0.5511840522979499,
108,,,,,,,,,,0.56976462192453
109,0.8179914079982418,,,,,,,,,
109,,0.7294453132619564,,,,,,,,
109,,,0.7850021998473392,,,,,,,
109,,,,0.6330297935411127,,,,,,
109,,,,,0.8902518742764657,,,,,
109,,,,,,0.9117836230670382,,,,
109,,,,,,,0.64427690311533,,,
109,,,,,,,,0.748204016774229,,
109,,,,,,,,,0.8001561497132603,
109,,,,,,,,,,0.5146302296740938
110,0.8601651362092968,,,,,,,,,
110,,0.7292699289922427,,,,,,,,
110,,,0.6016180347294386,,,,,,,
110,,,,0.6727005534643173,,,,,,
110,,,,,0.6870007980249191,,,,,
110,,,,,,0.8467490250301887,,,,
110,,,,,,,0.6305842912040444,,,
110,,,,,,,,0.8056133586762351,,
110,,,,,,,,,0.6532592786435012,
110,,,,,,,,,,0.6077523672347326
111,0.7300579631663324,,,,,,,,,
111,,0.4057473140193002,,,,,,,,
111,,,0.6435476499668515,,,,,,,
111,,,,0.8235882147878741,,,,,,
111,,,,,0.6148716814443133,,,,,
111,,,,,,0.7281970265130522,,,,
111,,,,,,,0.9344034606695256,,,
111,,,,,,,,0.6652193093731857,,
111,,,,,,,,,0.5037273565533812,
111,,,,,,,,,,0.7720106233101174
112,0.7853473810870104,,,,,,,,,
112,,0.7226285789103829,,,,,,,,
112,,,0.8922237261213564,,,,,,,
112,,,,0.42226320369037007,,,,,,
112,,,,,0.7420168279014161,,,,,
112,,,,,,0.8092860327654752,,,,
112,,,,,,,0.6039221526292116,,,
112,,,,,,,,0.7487464447878502,,
112,,,,,,,,,0.7265663059426168,
112,,,,,,,,,,0.8527518735228872
113,0.5998335571522799,,,,,,,,,
113,,0.7987783072268283,,,,,,,,
113,,,0.4722009028062082,,,,,,,
113,,,,0.6188155221851455,,,,,,
113,,,,,0.8555640791346029,,,,,
113,,,,,,0.8547933694234335,,,,
113,,,,,,,0.8317495209195263,,,
113,,,,,,,,0.8928921193534869,,
113,,,,,,,,,0.7661784856786398,
113,,,,,,,,,,0.6604103781054362
114,0.6999940870047134,,,,,,,,,
114,,0.6798406573217926,,,,,,,,
114,,,0.8603905061714335,,,,,,,
114,,,,0.38621293104319626,,,,,,
114,,,,,0.6883439543302527,,,,,
114,,,,,,0.6193680984393417,,,,
114,,,,,,,0.938019356840433,,,
114,,,,,,,,0.4834016363512622,,
114,,,,,,,,,0.6188851168124383,
114,,,,,,,,,,0.8614895190221744
115,0.8307500921979338,,,,,,,,,
115,,0.8509174453115597,,,,,,,,
115,,,0.9083398156311503,,,,,,,
115,,,,0.7864069975247526,,,,,,
115,,,,,0.735556455054188,,,,,
115,,,,,,0.5450392050983124,,,,
115,,,,,,,0.7636536170542152,,,
115,,,,,,,,0.5566338807784503,,
115,,,,,,,,,0.5532142906228343,
115,,,,,,,,,,0.8399951549259674
116,0.3808246705725583,,,,,,,,,
116,,0.8342724724146788,,,,,,,,
116,,,0.5791646447793074,,,,,,,
116,,,,0.8072527220281409,,,,,,
116,,,,,0.6979648800066623,,,,,
116,,,,,,0.44268974653508236,,,,
116,,,,,,,0.792942670785716,,,
116,,,,,,,,0.6923906344745825,,
116,,,,,,,,,0.7358388448210096,
116,,,,,,,,,,0.5916554166987658
117,0.6233377541432634,,,,,,,,,
117,,0.8074566040029628,,,,,,,,
117,,,0.6685080871526587,,,,,,,
117,,,,0.5353608590517769,,,,,,
117,,,,,0.6528665754808073,,,,,
117,,,,,,0.7213719436970503,,,,
117,,,,,,,0.9065616135262451,,,
117,,,,,,,,0.7528753935340218,,
117,,,,,,,,,0.6242634191888744,
117,,,,,,,,,,0.5760743697549269
118,0.8137808207712887,,,,,,,,,
118,,0.7009053283396078,,,,,,,,
118,,,0.7750250137300716,,,,,,,
118,,,,0.6086088492426593,,,,,,
118,,,,,0.6683459736010975,,,,,
118,,,,,,0.8730859100119431,,,,
118,,,,,,,0.7303029404917994,,,
118,,,,,,,,0.7074329568779794,,
118,,,,,,,,,0.8236734977691917,
118,,,,,,,,,,0.23055131408228866
119,0.5871402192981174,,,,,,,,,
119,,0.6998500778827609,,,,,,,,
119,,,0.643343696856553,,,,,,,
119,,,,0.6700978778537736,,,,,,
119,,,,,0.36770269409709744,,,,,
119,,,,,,0.4019681995624026,,,,
119,,,,,,,0.7882136127150212,,,
119,,,,,,,,0.5156161653010142,,
119,,,,,,,,,0.5135243507653424,
119,,,,,,,,,,0.7691846675317177
120,0.6449120396632773,,,,,,,,,
120,,0.6023587151545389,,,,,,,,
120,,,0.6625663197941062,,,,,,,
120,,,,0.6294452700751716,,,,,,
120,,,,,0.7211093441681649,,,,,
120,,,,,,0.639443557845764,,,,
120,,,,,,,0.8453359955532136,,,
120,,,,,,,,0.32098392791845465,,
120,,,,,,,,,0.8562430439008016,
120,,,,,,,,,,0.946626811254128
121,0.9446102754300563,,,,,,,,,
121,,0.7604980847956889,,,,,,,,
121,,,0.6376193332014983,,,,,,,
121,,,,0.7372721846305748,,,,,,
121,,,,,0.9402858265672527,,,,,
121,,,,,,0.6401699666526391,,,,
121,,,,,,,0.7132335206071464,,,
121,,,,,,,,0.5656913622471393,,
121,,,,,,,,,0.6971505528495028,
121,,,,,,,,,,0.8219460842401729
122,0.9345915691757898,,,,,,,,,
122,,0.9247962452683957,,,,,,,,
122,,,0.7258166881816024,,,,,,,
122,,,,0.5131664616359262,,,,,,
122,,,,,0.8629211101675622,,,,,
122,,,,,,0.8160033058175828,,,,
122,,,,,,,0.415025526008828,,,
122,,,,,,,,0.8041143844286025,,
122,,,,,,,,,0.5828509106286401,
122,,,,,,,,,,0.7884841827166229
123,0.9463663324627385,,,,,,,,,
123,,0.7820695501572832,,,,,,,,
123,,,0.6729223191915024,,,,,,,
123,,,,0.764341226643319,,,,,,
123,,,,,0.9213972515159089,,,,,
123,,,,,,0.8018429229022178,,,,
123,,,,,,,0.8555813339639154,,,
123,,,,,,,,0.6548263035103667,,
123,,,,,,,,,0.7517246383415058,
123,,,,,,,,,,0.7927301062923632
124,0.8546628523600983,,,,,,,,,
124,,0.9307715891546624,,,,,,,,
124,,,0.616190513056708,,,,,,,
124,,,,0.8240349272177745,,,,,,
124,,,,,0.7356280621319854,,,,,
124,,,,,,0.7798688136129888,,,,
124,,,,,,,0.6790417893308127,,,
124,,,,,,,,0.938564194485018,,
124,,,,,,,,,0.7729955746531356,
124,,,,,,,,,,0.7944140879582391
125,0.6846557514837482,,,,,,,,,
125,,0.8416583403003349,,,,,,,,
125,,,0.9329100257460028,,,,,,,
125,,,,0.8312505014573748,,,,,,
125,,,,,0.7034124964240225,,,,,
125,,,,,,0.7205229394886528,,,,
125,,,,,,,0.6818946335501179,,,
125,,,,,,,,0.6979207740581712,,
125,,,,,,,,,0.9233527308143084,
125,,,,,,,,,,0.6701358436933424
126,0.4438985335035115,,,,,,,,,
126,,0.8935823808223338,,,,,,,,
126,,,0.587337678593111,,,,,,,
126,,,,0.4092402304861502,,,,,,
126,,,,,0.7576524109109537,,,,,
126,,,,,,0.7771535415563887,,,,
126,,,,,,,0.6149583016131981,,,
126,,,,,,,,0.835944884833852,,
126,,,,,,,,,0.6429427995694448,
126,,,,,,,,,,0.8454922288750852
127,0.752142672285959,,,,,,,,,
127,,0.925745651425421,,,,,,,,
127,,,0.8165835086693349,,,,,,,
127,,,,0.7757354408026449,,,,,,
127,,,,,0.8045048662230998,,,,,
127,,,,,,0.7740375909816732,,,,
127,,,,,,,0.842927533671163,,,
127,,,,,,,,0.8223703157020172,,
127,,,,,,,,,0.6175169203327159,
127,,,,,,,,,,0.8470112000776832
128,0.6774850479006638,,,,,,,,,
128,,0.6092877770981602,,,,,,,,
128,,,0.660931506342987,,,,,,,
128,,,,0.615623393231738,,,,,,
128,,,,,0.8285849254215008,,,,,
128,,,,,,0.6555929590439128,,,,
128,,,,,,,0.7644912307792999,,,
128,,,,,,,,0.3868503227682523,,
128,,,,,,,,,0.8725354675386205,
128,,,,,,,,,,0.5596106826518014
129,0.7536845965311775,,,,,,,,,
129,,0.3459146088428578,,,,,,,,
129,,,0.6400744186657157,,,,,,,
129,,,,0.8379256683779419,,,,,,
129,,,,,0.8225456245173678,,,,,
129,,,,,,0.7441147930406126,,,,
129,,,,,,,0.8420042660744828,,,
129,,,,,,,,0.7125173339116011,,
129,,,,,,,,,0.7413479944777417,
129,,,,,,,,,,0.7640771594766546
130,0.7301607366253582,,,,,,,,,
130,,0.7844914199993784,,,,,,,,
130,,,0.8690853057009782,,,,,,,
130,,,,0.8047114610115709,,,,,,
130,,,,,0.7750568968638706,,,,,
130,,,,,,0.8515985406120161,,,,
130,,,,,,,0.7473794972475623,,,
130,,,,,,,,0.6361634974629391,,
130,,,,,,,,,0.5623509456375102,
130,,,,,,,,,,0.6341250615228666
131,0.8249392987298902,,,,,,,,,
131,,0.5735297397224911,,,,,,,,
131,,,0.4491272857849297,,,,,,,
131,,,,0.7051165435282806,,,,,,
131,,,,,0.890769565894284,,,,,
131,,,,,,0.8090594611047005,,,,
131,,,,,,,0.7922334335113593,,,
131,,,,,,,,0.6078840708270918,,
131,,,,,,,,,0.7637514749513177,
131,,,,,,,,,,0.7258632489851978
132,0.86110638678365,,,,,,,,,
132,,0.47616252388936325,,,,,,,,
132,,,0.7248755461707272,,,,,,,
132,,,,0.5490655262208265,,,,,,
132,,,,,0.7439549896222986,,,,,
132,,,,,,0.8550513378284191,,,,
132,,,,,,,0.8084347426192016,,,
132,,,,,,,,0.8089818466950192,,
132,,,,,,,,,0.6162781422824011,
132,,,,,,,,,,0.8279148149604203
133,0.8828786691586077,,,,,,,,,
133,,0.7206903789964507,,,,,,,,
133,,,0.7342128876335818,,,,,,,
133,,,,0.7599194707948634,,,,,,
133,,,,,0.8424561810239035,,,,,
133,,,,,,0.7357500640592431,,,,
133,,,,,,,0.7573027507343812,,,
133,,,,,,,,0.6362757371020038,,
133,,,,,,,,,0.2851658937504615,
133,,,,,,,,,,0.8061300706372323
134,0.7871970783712088,,,,,,,,,
134,,0.8233072153010376,,,,,,,,
134,,,0.6987934690088187,,,,,,,
134,,,,0.6225832464470146,,,,,,
134,,,,,0.9236531924507146,,,,,
134,,,,,,0.7719604948425969,,,,
134,,,,,,,0.7044493228643182,,,
134,,,,,,,,0.6885524094508035,,
134,,,,,,,,,0.548067962826758,
134,,,,,,,,,,0.6640680032804911
135,0.4481233708848248,,,,,,,,,
135,,0.755469755601342,,,,,,,,
135,,,0.814520935601322,,,,,,,
135,,,,0.8305916941197269,,,,,,
135,,,,,0.577947066930018,,,,,
135,,,,,,0.532256916366618,,,,
135,,,,,,,0.5837535671887023,,,
135,,,,,,,,0.7287273362642408,,
135,,,,,,,,,0.49247619773877516,
135,,,,,,,,,,0.743051729545113
136,0.8703736500482699,,,,,,,,,
136,,0.8908905622887587,,,,,,,,
136,,,0.7111090156639799,,,,,,,
136,,,,0.41632360203142516,,,,,,
136,,,,,0.6977696354177326,,,,,
136,,,,,,0.5467020219909889,,,,
136,,,,,,,0.7270287516386202,,,
136,,,,,,,,0.7675303449748211,,
136,,,,,,,,,0.6539123938875835,
136,,,,,,,,,,0.4920807331740945
137,0.6727676948790262,,,,,,,,,
137,,0.865123775429163,,,,,,,,
137,,,0.8075857989961563,,,,,,,
137,,,,0.9820782782141589,,,,,,
