Day,2012Pearson daily,2013Pearson daily,2014Pearson daily,2015Pearson daily,2016Pearson daily,2017Pearson daily,2018Pearson daily,2019Pearson daily,2020Pearson daily,2021Pearson daily
137,,,,,0.5775008960137431,,,,,
137,,,,,,0.6174577800636358,,,,
137,,,,,,,0.7556064480006186,,,
137,,,,,,,,0.7572954078858409,,
137,,,,,,,,,0.6137497362592286,
137,,,,,,,,,,0.6291535868029783
138,0.7180508058634246,,,,,,,,,
138,,0.9303904657747517,,,,,,,,
138,,,0.8807661554702518,,,,,,,
138,,,,0.8099183802807425,,,,,,
138,,,,,0.7688280078303873,,,,,
138,,,,,,0.6860334074624119,,,,
138,,,,,,,0.7413479863329495,,,
138,,,,,,,,0.5217345734580324,,
138,,,,,,,,,0.8517533161312201,
138,,,,,,,,,,0.6274988671487898
139,0.9070433952226598,,,,,,,,,
139,,0.9148221338218758,,,,,,,,
139,,,0.8695358974321394,,,,,,,
139,,,,0.661647393509458,,,,,,
139,,,,,0.4144428661836479,,,,,
139,,,,,,0.7567208460812613,,,,
139,,,,,,,0.9095011020712003,,,
139,,,,,,,,0.7052053350826177,,
139,,,,,,,,,0.6921881498596787,
139,,,,,,,,,,0.8471782672297168
140,0.9358321618475818,,,,,,,,,
140,,0.8316907966875988,,,,,,,,
140,,,0.8603378188202989,,,,,,,
140,,,,0.9132290290100602,,,,,,
140,,,,,0.60153038678909,,,,,
140,,,,,,0.6965380473768745,,,,
140,,,,,,,0.6126652945632353,,,
140,,,,,,,,0.8981350823833376,,
140,,,,,,,,,0.8866805557466838,
140,,,,,,,,,,0.40628494425845063
141,0.9558041065448099,,,,,,,,,
141,,0.5338129393462342,,,,,,,,
141,,,0.9000320506641117,,,,,,,
141,,,,0.8921794707740494,,,,,,
141,,,,,0.6160189992812473,,,,,
141,,,,,,0.7738474499094474,,,,
141,,,,,,,0.8735361468161318,,,
141,,,,,,,,0.6319938859436464,,
141,,,,,,,,,0.7071637624880246,
141,,,,,,,,,,0.6526590024412647
142,0.7309659910162019,,,,,,,,,
142,,0.8293286817647516,,,,,,,,
142,,,0.7155376035493699,,,,,,,
142,,,,0.8864733447985198,,,,,,
142,,,,,0.829182670652115,,,,,
142,,,,,,0.8056156797543973,,,,
142,,,,,,,0.7461292768085834,,,
142,,,,,,,,0.8863840986305972,,
142,,,,,,,,,0.6263320179727285,
142,,,,,,,,,,0.6357766895414017
143,0.9095647665338826,,,,,,,,,
143,,0.7011243940220709,,,,,,,,
143,,,0.7889255162128517,,,,,,,
143,,,,0.6126960191885459,,,,,,
143,,,,,0.9145607609963775,,,,,
143,,,,,,0.8649791080973935,,,,
143,,,,,,,0.8979142716168227,,,
143,,,,,,,,0.6580507601758093,,
143,,,,,,,,,0.49602337989607725,
143,,,,,,,,,,0.862130298129975
144,0.8371223779478225,,,,,,,,,
144,,0.7574660368539314,,,,,,,,
144,,,0.5788229698474974,,,,,,,
144,,,,0.9104575606311713,,,,,,
144,,,,,0.5440122864765303,,,,,
144,,,,,,0.6864250499025674,,,,
144,,,,,,,0.6741090258199132,,,
144,,,,,,,,0.7965937434546345,,
144,,,,,,,,,0.27821195997285997,
144,,,,,,,,,,0.5074362801741037
145,0.7898233108796893,,,,,,,,,
145,,0.8566599594055795,,,,,,,,
145,,,0.8148347551053174,,,,,,,
145,,,,0.6699548885451702,,,,,,
145,,,,,0.9325453873809814,,,,,
145,,,,,,0.6896583566767461,,,,
145,,,,,,,0.8329473551758741,,,
145,,,,,,,,0.49388073963932916,,
145,,,,,,,,,0.8551138033428454,
145,,,,,,,,,,0.8332746744936914
146,0.7449337145675092,,,,,,,,,
146,,0.5595741246535896,,,,,,,,
146,,,0.6267422535312385,,,,,,,
146,,,,0.7581049763987502,,,,,,
146,,,,,0.8206612845022756,,,,,
146,,,,,,0.7532252319963508,,,,
146,,,,,,,0.7410282829163681,,,
146,,,,,,,,0.6975250721697921,,
146,,,,,,,,,0.6269309222825055,
146,,,,,,,,,,0.6111588894651623
147,0.8872231814352823,,,,,,,,,
147,,0.8053978833400034,,,,,,,,
147,,,0.7355662209989742,,,,,,,
147,,,,0.7963464109803013,,,,,,
147,,,,,0.7448683364624665,,,,,
147,,,,,,0.8236226671329672,,,,
147,,,,,,,0.8725989023142194,,,
147,,,,,,,,0.7631085495760777,,
147,,,,,,,,,0.7245327819385781,
147,,,,,,,,,,0.8755063799494223
148,0.811504455140277,,,,,,,,,
148,,0.8934074233866647,,,,,,,,
148,,,0.6540624535882793,,,,,,,
148,,,,0.303638109313582,,,,,,
148,,,,,0.6062917411288781,,,,,
148,,,,,,0.8394143996375354,,,,
148,,,,,,,0.7869163356952514,,,
148,,,,,,,,0.8943493455763127,,
148,,,,,,,,,0.7057443221189694,
148,,,,,,,,,,0.7631881157220822
149,0.6155689569760364,,,,,,,,,
149,,0.7099007995689175,,,,,,,,
149,,,0.8238632677670854,,,,,,,
149,,,,0.8882954096356673,,,,,,
149,,,,,0.8649494330411417,,,,,
149,,,,,,0.6661088336852107,,,,
149,,,,,,,0.821662298357909,,,
149,,,,,,,,0.7553309036472805,,
149,,,,,,,,,0.9187416430991782,
149,,,,,,,,,,0.44153672137415884
150,0.6875835408271835,,,,,,,,,
150,,0.7532645576042312,,,,,,,,
150,,,0.9008073617713799,,,,,,,
150,,,,0.8212043172005701,,,,,,
150,,,,,0.2836868932718413,,,,,
150,,,,,,0.8558256842635557,,,,
150,,,,,,,0.8160065266296592,,,
150,,,,,,,,0.7035660944932853,,
150,,,,,,,,,0.8205886494097585,
150,,,,,,,,,,0.7835293953546782
151,0.8705486783170074,,,,,,,,,
151,,0.8054137929541357,,,,,,,,
151,,,0.9065135079245299,,,,,,,
151,,,,0.6335145996850957,,,,,,
151,,,,,0.7922034617237013,,,,,
151,,,,,,0.9282641987066347,,,,
151,,,,,,,0.8590127946737479,,,
151,,,,,,,,0.551621608472227,,
151,,,,,,,,,0.8571859284864318,
151,,,,,,,,,,0.47806184860907447
152,0.7262789237706371,,,,,,,,,
152,,0.8577957643991706,,,,,,,,
152,,,0.8012133969746149,,,,,,,
152,,,,0.7910934303768639,,,,,,
152,,,,,0.8540224984998486,,,,,
152,,,,,,0.7481270581640739,,,,
152,,,,,,,0.7995914738204493,,,
152,,,,,,,,0.8391143079959789,,
152,,,,,,,,,0.7933875575007361,
152,,,,,,,,,,0.5868903880375447
153,0.7607627099908034,,,,,,,,,
153,,0.7088749938575332,,,,,,,,
153,,,0.8763436457819247,,,,,,,
153,,,,0.8326250224409094,,,,,,
153,,,,,0.8362543980219637,,,,,
153,,,,,,0.8663418898667483,,,,
153,,,,,,,0.7021707426975127,,,
153,,,,,,,,0.6616599056174156,,
153,,,,,,,,,0.7433889922930379,
153,,,,,,,,,,0.8823817672024726
154,0.8951553633691915,,,,,,,,,
154,,0.7461770651734605,,,,,,,,
154,,,0.8625023780827332,,,,,,,
154,,,,0.8240687604003764,,,,,,
154,,,,,0.7426082898228896,,,,,
154,,,,,,0.8137736116578166,,,,
154,,,,,,,0.63575128895526,,,
154,,,,,,,,0.9077740673494631,,
154,,,,,,,,,0.7526588686704311,
154,,,,,,,,,,0.8392153611325615
155,0.9117768276521733,,,,,,,,,
155,,0.9560087056013242,,,,,,,,
155,,,0.9033434190959371,,,,,,,
155,,,,0.861676082744169,,,,,,
155,,,,,0.900884656914435,,,,,
155,,,,,,0.7888976089412979,,,,
155,,,,,,,0.6984093087762766,,,
155,,,,,,,,0.8618276293656674,,
155,,,,,,,,,0.5879556021356596,
155,,,,,,,,,,0.7826397836166983
156,0.6262650441055864,,,,,,,,,
156,,0.719613780410953,,,,,,,,
156,,,0.8834824292486879,,,,,,,
156,,,,0.7992764543081542,,,,,,
156,,,,,0.7121549484393439,,,,,
156,,,,,,0.8301258807654779,,,,
156,,,,,,,0.6161243376571627,,,
156,,,,,,,,0.8057942723617475,,
156,,,,,,,,,0.8247571758601683,
156,,,,,,,,,,0.6789029562181119
157,0.8131964410140373,,,,,,,,,
157,,0.8542095111369715,,,,,,,,
157,,,0.7243737257666478,,,,,,,
157,,,,0.8705854158128241,,,,,,
157,,,,,0.5726085082083169,,,,,
157,,,,,,0.7796344107417854,,,,
157,,,,,,,0.7113550048475492,,,
157,,,,,,,,0.7014331266100984,,
157,,,,,,,,,0.8782957748395154,
157,,,,,,,,,,0.4817417079543763
158,0.8694271910994573,,,,,,,,,
158,,0.8638029120682122,,,,,,,,
158,,,0.912001502594463,,,,,,,
158,,,,0.7691345641404096,,,,,,
158,,,,,0.6504215849252336,,,,,
158,,,,,,0.8623861312595592,,,,
158,,,,,,,0.7487267387985733,,,
158,,,,,,,,0.7324439038697163,,
158,,,,,,,,,0.4745412883312318,
158,,,,,,,,,,0.7805974824767485
159,0.8384313714003737,,,,,,,,,
159,,0.8792449091736625,,,,,,,,
159,,,0.6095969593228698,,,,,,,
159,,,,0.721342689456277,,,,,,
159,,,,,0.7551345316371301,,,,,
159,,,,,,0.6933443362117278,,,,
159,,,,,,,0.7573174864599268,,,
159,,,,,,,,0.8136728958201983,,
159,,,,,,,,,0.7658805600247147,
159,,,,,,,,,,0.5347306356907724
160,0.8474214912645419,,,,,,,,,
160,,0.7903666415403294,,,,,,,,
160,,,0.7497500852358887,,,,,,,
160,,,,0.7997999111192959,,,,,,
160,,,,,0.7333754389217526,,,,,
160,,,,,,0.733311765678462,,,,
160,,,,,,,0.8145130578671838,,,
160,,,,,,,,0.4832311818633439,,
160,,,,,,,,,0.8571925114158596,
160,,,,,,,,,,0.7463798253757048
161,0.7661209182661608,,,,,,,,,
161,,0.747751089062334,,,,,,,,
161,,,0.8120108765029727,,,,,,,
161,,,,0.8411976821627242,,,,,,
161,,,,,0.8933808220706421,,,,,
161,,,,,,0.887559449988315,,,,
161,,,,,,,0.4579834169773721,,,
161,,,,,,,,0.9338899868471369,,
161,,,,,,,,,0.764272809841116,
161,,,,,,,,,,0.8022439602064908
162,0.6798159772841814,,,,,,,,,
162,,0.7807435735628785,,,,,,,,
162,,,0.8057946941505849,,,,,,,
162,,,,0.8102503965045216,,,,,,
162,,,,,0.8237502837002351,,,,,
162,,,,,,0.8034220687489655,,,,
162,,,,,,,0.7864486348712596,,,
162,,,,,,,,0.4227325419411867,,
162,,,,,,,,,0.7853239319090267,
162,,,,,,,,,,0.7847042913667659
163,0.8113458484059127,,,,,,,,,
163,,0.5784920243911569,,,,,,,,
163,,,0.8676602731866292,,,,,,,
163,,,,0.9186945154150985,,,,,,
163,,,,,0.6765892193799006,,,,,
163,,,,,,0.8874082885699763,,,,
163,,,,,,,0.5499429455008713,,,
163,,,,,,,,0.833997266225842,,
163,,,,,,,,,0.8245988175826415,
163,,,,,,,,,,0.7629254220818257
164,0.7216147322985754,,,,,,,,,
164,,0.8719807930656615,,,,,,,,
164,,,0.9287620904323923,,,,,,,
164,,,,0.909795346815339,,,,,,
164,,,,,0.8882403383915622,,,,,
164,,,,,,0.8739145578906461,,,,
164,,,,,,,0.771267957259292,,,
164,,,,,,,,0.7192179908633939,,
164,,,,,,,,,0.8277275380757325,
164,,,,,,,,,,0.5508798856928443
165,0.8135695267276383,,,,,,,,,
165,,0.9566642724347462,,,,,,,,
165,,,0.8520691838755912,,,,,,,
165,,,,0.7953622106310482,,,,,,
165,,,,,0.7368318573068999,,,,,
165,,,,,,0.6666812016452472,,,,
165,,,,,,,0.8361932706871593,,,
165,,,,,,,,0.8476601489580756,,
165,,,,,,,,,0.7340284191156441,
165,,,,,,,,,,0.6724389380475025
166,0.8858005841407929,,,,,,,,,
166,,0.9578494177789376,,,,,,,,
166,,,0.8715251689660458,,,,,,,
166,,,,0.9633925872839944,,,,,,
166,,,,,0.8983349340699953,,,,,
166,,,,,,0.7018030829587873,,,,
166,,,,,,,0.8376935561171209,,,
166,,,,,,,,0.914181919941752,,
166,,,,,,,,,0.8973144681934078,
166,,,,,,,,,,0.8783279065874396
167,0.5789037991408899,,,,,,,,,
167,,0.7347261609498004,,,,,,,,
167,,,0.8483046159480827,,,,,,,
167,,,,0.943876075698439,,,,,,
167,,,,,0.8004307636771695,,,,,
167,,,,,,0.7850120167494423,,,,
167,,,,,,,0.7686675921183459,,,
167,,,,,,,,0.44265644685740935,,
167,,,,,,,,,0.7216832778383788,
167,,,,,,,,,,0.6811524745299662
168,0.8850342738350075,,,,,,,,,
168,,0.7445939700061983,,,,,,,,
168,,,0.8802271302825961,,,,,,,
168,,,,0.6564962242079686,,,,,,
168,,,,,0.7780025594330571,,,,,
168,,,,,,0.7105725487509187,,,,
168,,,,,,,0.5252106091632766,,,
168,,,,,,,,0.6555855776745331,,
168,,,,,,,,,0.649795701939103,
168,,,,,,,,,,0.746953022013392
169,0.7251008624399788,,,,,,,,,
169,,0.6577215168075734,,,,,,,,
169,,,0.8770889626464966,,,,,,,
169,,,,0.7001028672735015,,,,,,
169,,,,,0.9074377551099226,,,,,
169,,,,,,0.813825546800155,,,,
169,,,,,,,0.8757490312029523,,,
169,,,,,,,,0.6993275807521785,,
169,,,,,,,,,0.72184538280845,
169,,,,,,,,,,0.837343388857035
170,0.7729053555833406,,,,,,,,,
170,,0.931538079993666,,,,,,,,
170,,,0.8428100265469514,,,,,,,
170,,,,0.9075231045506863,,,,,,
170,,,,,0.7085343027920643,,,,,
170,,,,,,0.5510202825668153,,,,
170,,,,,,,0.826604606128367,,,
170,,,,,,,,0.8091413414145304,,
170,,,,,,,,,0.8272203660460844,
170,,,,,,,,,,0.7500705549418551
171,0.9343264882246876,,,,,,,,,
171,,0.7872171134260533,,,,,,,,
171,,,0.8508752200339892,,,,,,,
171,,,,0.8817452193994391,,,,,,
171,,,,,0.6763050004221273,,,,,
171,,,,,,0.8143268047153644,,,,
171,,,,,,,0.3905165187964137,,,
171,,,,,,,,0.9005073933906879,,
171,,,,,,,,,0.6169005002048802,
171,,,,,,,,,,0.5369911022197676
172,0.8076253876848039,,,,,,,,,
172,,0.9155338223680161,,,,,,,,
172,,,0.6557282072064963,,,,,,,
172,,,,0.88505121442473,,,,,,
172,,,,,0.8858638810653627,,,,,
172,,,,,,0.7572248967359837,,,,
172,,,,,,,0.7914263904503057,,,
172,,,,,,,,0.921969408173184,,
172,,,,,,,,,0.8057779534414428,
172,,,,,,,,,,0.6880855427295047
173,0.7589249640291054,,,,,,,,,
173,,0.8952845317176661,,,,,,,,
173,,,0.5768507098673361,,,,,,,
173,,,,0.8579312043127942,,,,,,
173,,,,,0.6501876939157938,,,,,
173,,,,,,0.7287220081707533,,,,
173,,,,,,,0.8155687118796449,,,
173,,,,,,,,0.6412980372914836,,
173,,,,,,,,,0.9038258604062633,
173,,,,,,,,,,0.40640687754809557
174,0.6272242031941426,,,,,,,,,
174,,0.8406982257690072,,,,,,,,
174,,,0.3724087561499462,,,,,,,
174,,,,0.7930641242375127,,,,,,
174,,,,,0.8808513880178841,,,,,
174,,,,,,0.8138931237334692,,,,
174,,,,,,,0.7173332880643951,,,
174,,,,,,,,0.9439508629574238,,
174,,,,,,,,,0.49165373164377557,
174,,,,,,,,,,0.8552082925376803
175,0.7753891644536306,,,,,,,,,
175,,0.7656098217738657,,,,,,,,
175,,,0.8576959327908809,,,,,,,
175,,,,0.6232195035119001,,,,,,
175,,,,,0.9536823830673609,,,,,
175,,,,,,0.8639040009901275,,,,
175,,,,,,,0.724655372891021,,,
175,,,,,,,,0.8181206678210231,,
175,,,,,,,,,0.9225352383454195,
175,,,,,,,,,,0.8750825445075456
176,0.7893719404332696,,,,,,,,,
176,,0.7603036168311097,,,,,,,,
176,,,0.9245190486342243,,,,,,,
176,,,,0.6946943338605256,,,,,,
176,,,,,0.9044246986154865,,,,,
176,,,,,,0.685063268844923,,,,
176,,,,,,,0.8737275625066738,,,
176,,,,,,,,0.8364398080559717,,
176,,,,,,,,,0.9208102531384174,
176,,,,,,,,,,0.6877393324124246
177,0.8957806554307337,,,,,,,,,
177,,0.8225511804467351,,,,,,,,
177,,,0.7587662593486588,,,,,,,
177,,,,0.897307676049615,,,,,,
177,,,,,0.5504589810984699,,,,,
177,,,,,,0.8804187116757454,,,,
177,,,,,,,0.4073763721314163,,,
177,,,,,,,,0.8628362304380669,,
177,,,,,,,,,0.8208587211086771,
177,,,,,,,,,,0.5077396502711679
178,0.6392437410504723,,,,,,,,,
178,,0.5257582543254491,,,,,,,,
178,,,0.6537317748313667,,,,,,,
178,,,,0.8728100868513947,,,,,,
178,,,,,0.5522558248070544,,,,,
178,,,,,,0.6577809676197721,,,,
178,,,,,,,0.8459939957895115,,,
178,,,,,,,,0.6356479237193103,,
178,,,,,,,,,0.9031660560785251,
178,,,,,,,,,,0.5582217419781512
179,0.8723545951043523,,,,,,,,,
179,,0.8345035455456811,,,,,,,,
179,,,0.9404107831596125,,,,,,,
179,,,,0.6657252716054158,,,,,,
179,,,,,0.9398509246037619,,,,,
179,,,,,,0.7467360444417088,,,,
179,,,,,,,0.8735919833618566,,,
179,,,,,,,,0.6451374882931038,,
179,,,,,,,,,0.8628672722033042,
179,,,,,,,,,,0.782358559991283
180,0.7670377546843445,,,,,,,,,
180,,0.8946828720576665,,,,,,,,
180,,,0.8235420402531299,,,,,,,
180,,,,0.6487932148425218,,,,,,
180,,,,,0.9169968747325519,,,,,
180,,,,,,0.6986577232724334,,,,
180,,,,,,,0.8327479432572702,,,
180,,,,,,,,0.893954879239484,,
180,,,,,,,,,0.8427657245481248,
180,,,,,,,,,,0.8196124380089312
181,0.8203027702159063,,,,,,,,,
181,,0.8834426006862347,,,,,,,,
181,,,0.9055950958913751,,,,,,,
181,,,,0.6458151024690988,,,,,,
181,,,,,0.8009093226091795,,,,,
181,,,,,,0.7696949378687863,,,,
181,,,,,,,0.8034778290028559,,,
181,,,,,,,,0.6986796740036313,,
181,,,,,,,,,0.6728392964352493,
181,,,,,,,,,,0.6718390713916478
182,0.7961878674868731,,,,,,,,,
182,,0.759767315089422,,,,,,,,
182,,,0.6946953656282786,,,,,,,
182,,,,0.5950402297942816,,,,,,
182,,,,,0.8896834732626938,,,,,
182,,,,,,0.8229543274857718,,,,
182,,,,,,,0.6737380425511423,,,
182,,,,,,,,0.6105535451530348,,
182,,,,,,,,,0.7592401445813232,
182,,,,,,,,,,0.7598220989169334
183,0.7763851320722237,,,,,,,,,
183,,0.7560685648290376,,,,,,,,
183,,,0.8273421213423803,,,,,,,
183,,,,0.9187414775571067,,,,,,
183,,,,,0.7973849760455173,,,,,
183,,,,,,0.8179656806116187,,,,
183,,,,,,,0.8659740868862794,,,
183,,,,,,,,0.6638454424327307,,
183,,,,,,,,,0.7606663414396838,
183,,,,,,,,,,0.8374859058075488
184,0.8398415496312867,,,,,,,,,
184,,0.7854512760833734,,,,,,,,
184,,,0.8488221822725741,,,,,,,
184,,,,0.8943602082130389,,,,,,
184,,,,,0.8159622556259951,,,,,
184,,,,,,0.8504474542848777,,,,
184,,,,,,,0.9290068863069391,,,
184,,,,,,,,0.9105972877536204,,
184,,,,,,,,,0.8399828281763966,
184,,,,,,,,,,0.7994857925126856
185,0.6760409335723037,,,,,,,,,
185,,0.7636503929347391,,,,,,,,
185,,,0.8991219119304312,,,,,,,
185,,,,0.9125139914408948,,,,,,
185,,,,,0.8257430293409895,,,,,
185,,,,,,0.7393477648949408,,,,
185,,,,,,,0.7098173693729855,,,
185,,,,,,,,0.7938272167737206,,
185,,,,,,,,,0.6704632415791162,
185,,,,,,,,,,0.8820436228817883
186,0.6335992781954936,,,,,,,,,
186,,0.9016301023952205,,,,,,,,
186,,,0.7534629477852794,,,,,,,
186,,,,0.7911406573036128,,,,,,
186,,,,,0.8138253063024893,,,,,
186,,,,,,0.6437155701108693,,,,
186,,,,,,,0.5231773037494455,,,
186,,,,,,,,0.8286669368053681,,
186,,,,,,,,,0.824649358895002,
186,,,,,,,,,,0.7369048557814676
187,0.6042782362079042,,,,,,,,,
187,,0.8679350777714523,,,,,,,,
187,,,0.7669002920506096,,,,,,,
187,,,,0.6024534387454925,,,,,,
187,,,,,0.6705792033431217,,,,,
187,,,,,,0.5490455727670603,,,,
187,,,,,,,0.7697096036259875,,,
187,,,,,,,,0.8026590245106521,,
187,,,,,,,,,0.8437189416454038,
187,,,,,,,,,,0.6635033911554394
188,0.78430917139054,,,,,,,,,
188,,0.8441219145958574,,,,,,,,
188,,,0.8193458281060607,,,,,,,
188,,,,0.9035748064107417,,,,,,
188,,,,,0.8390609668120189,,,,,
188,,,,,,0.7648568607194972,,,,
188,,,,,,,0.8603634338598938,,,
188,,,,,,,,0.47852525422363024,,
188,,,,,,,,,0.8310774631205118,
188,,,,,,,,,,0.8349082966826503
189,0.6302585648190009,,,,,,,,,
189,,0.9083097894293475,,,,,,,,
189,,,0.8545471495945574,,,,,,,
189,,,,0.9242570591850021,,,,,,
189,,,,,0.7057284707125488,,,,,
189,,,,,,0.7923454503863611,,,,
189,,,,,,,0.852499519978976,,,
189,,,,,,,,0.6505649238623941,,
189,,,,,,,,,0.7816850273591731,
189,,,,,,,,,,0.6677384467350387
190,0.7777205905441196,,,,,,,,,
190,,0.787934476649206,,,,,,,,
190,,,0.8647907533684076,,,,,,,
190,,,,0.7766736001218206,,,,,,
190,,,,,0.8649848736288225,,,,,
190,,,,,,0.8041464272187422,,,,
190,,,,,,,0.6129410934993915,,,
190,,,,,,,,0.8279925887541273,,
190,,,,,,,,,0.6209928591462357,
190,,,,,,,,,,0.43456261513543915
191,0.7843193968320149,,,,,,,,,
191,,0.6507068044985153,,,,,,,,
191,,,0.9110192712641249,,,,,,,
191,,,,0.7739049206936666,,,,,,
191,,,,,0.8656979067293389,,,,,
191,,,,,,0.8586142371934464,,,,
191,,,,,,,0.6626770591010138,,,
191,,,,,,,,0.7182840557652664,,
191,,,,,,,,,0.7704649841969853,
191,,,,,,,,,,0.538989248716759
192,0.8101149224442368,,,,,,,,,
192,,0.8306821770387425,,,,,,,,
192,,,0.8756733263029297,,,,,,,
192,,,,0.8526107564056669,,,,,,
192,,,,,0.8451156832822898,,,,,
192,,,,,,0.8294724447836073,,,,
192,,,,,,,0.6340604279774114,,,
192,,,,,,,,0.7857334717780518,,
192,,,,,,,,,0.2776139575549787,
192,,,,,,,,,,0.4123068773750348
193,0.5818301957647423,,,,,,,,,
193,,0.831410123138109,,,,,,,,
193,,,0.8098045245097931,,,,,,,
193,,,,0.6656556552866215,,,,,,
193,,,,,0.8205788865981601,,,,,
193,,,,,,0.8524140395642531,,,,
193,,,,,,,0.8183736566822707,,,
193,,,,,,,,0.719963652814932,,
193,,,,,,,,,0.7379625350555095,
193,,,,,,,,,,0.8346778219990719
194,0.8545646605291317,,,,,,,,,
194,,0.6411506219373612,,,,,,,,
194,,,0.5206694771573483,,,,,,,
194,,,,0.7678068381842997,,,,,,
194,,,,,0.8671972650985641,,,,,
194,,,,,,0.7328485316939666,,,,
194,,,,,,,0.7108250804194235,,,
194,,,,,,,,0.781720111025985,,
194,,,,,,,,,0.6679974401886315,
194,,,,,,,,,,0.9020736020146111
195,0.8138180914965538,,,,,,,,,
195,,0.5465759566197406,,,,,,,,
195,,,0.6773395240420903,,,,,,,
195,,,,0.8558819821674257,,,,,,
195,,,,,0.6779293321524889,,,,,
195,,,,,,0.8360896884742808,,,,
195,,,,,,,0.7593117815577592,,,
195,,,,,,,,0.8072132377662968,,
195,,,,,,,,,0.6631762751116534,
195,,,,,,,,,,0.7246966858357723
196,0.7811659984384466,,,,,,,,,
196,,0.5650532742532215,,,,,,,,
196,,,0.7665976092608981,,,,,,,
196,,,,0.7429402141711666,,,,,,
196,,,,,0.9270783755017875,,,,,
196,,,,,,0.788326491600311,,,,
196,,,,,,,0.5255254840670174,,,
196,,,,,,,,0.7652552890282638,,
196,,,,,,,,,0.6145864982472247,
196,,,,,,,,,,0.8670759955495797
197,0.8606532275794727,,,,,,,,,
197,,0.9134355914313528,,,,,,,,
197,,,0.9615971423488968,,,,,,,
197,,,,0.9140134928409523,,,,,,
197,,,,,0.8661619353436946,,,,,
197,,,,,,0.6201806683848716,,,,
197,,,,,,,0.812564990375834,,,
197,,,,,,,,0.8945178119444852,,
197,,,,,,,,,0.7452395310206611,
197,,,,,,,,,,0.7857438426502834
198,0.7103249464499402,,,,,,,,,
198,,0.7547874279466075,,,,,,,,
198,,,0.9394824618132167,,,,,,,
198,,,,0.8811255592068743,,,,,,
198,,,,,0.7962630873058926,,,,,
198,,,,,,0.8349642820272098,,,,
198,,,,,,,0.6053119653745634,,,
198,,,,,,,,0.9320627661594989,,
198,,,,,,,,,0.8588193129125286,
198,,,,,,,,,,0.6427103531386436
199,0.8315145616197197,,,,,,,,,
199,,0.5134559749098278,,,,,,,,
199,,,0.9392739509797152,,,,,,,
199,,,,0.8251922793224046,,,,,,
199,,,,,0.7297632062984167,,,,,
199,,,,,,0.5808326687534082,,,,
199,,,,,,,0.8115905258718663,,,
199,,,,,,,,0.7085421519896412,,
199,,,,,,,,,0.9300114255498568,
199,,,,,,,,,,0.716208118908473
200,0.5880530336195433,,,,,,,,,
200,,0.917229792088214,,,,,,,,
200,,,0.7820929907228134,,,,,,,
200,,,,0.8854575391633129,,,,,,
200,,,,,0.8247259471141912,,,,,
200,,,,,,0.534760134440562,,,,
200,,,,,,,0.6239004815653828,,,
200,,,,,,,,0.9037891850550483,,
200,,,,,,,,,0.44249571480673155,
200,,,,,,,,,,0.8258363174325549
201,0.843641999285025,,,,,,,,,
201,,0.881847096076242,,,,,,,,
201,,,0.8632498273845925,,,,,,,
201,,,,0.8790418624099356,,,,,,
201,,,,,0.661171484336879,,,,,
201,,,,,,0.9146780796197599,,,,
201,,,,,,,0.47211861851495157,,,
201,,,,,,,,0.5943012304648123,,
201,,,,,,,,,0.7674215947284557,
201,,,,,,,,,,0.7755210571873449
202,0.7260740851415797,,,,,,,,,
202,,0.8089511930792035,,,,,,,,
202,,,0.796611242324192,,,,,,,
202,,,,0.8881829842267794,,,,,,
202,,,,,0.6663847910032261,,,,,
202,,,,,,0.8353295660780292,,,,
202,,,,,,,0.4968266682832181,,,
202,,,,,,,,0.7895883708043029,,
202,,,,,,,,,0.6385601754772156,
202,,,,,,,,,,0.7770077299657647
203,0.7725564669543356,,,,,,,,,
203,,0.7181693823848543,,,,,,,,
203,,,0.8445342253082726,,,,,,,
203,,,,0.8761943405337794,,,,,,
203,,,,,0.9192834811046581,,,,,
203,,,,,,0.8231661768656287,,,,
203,,,,,,,0.6637479579336557,,,
203,,,,,,,,0.791663233873861,,
203,,,,,,,,,0.9298453401170943,
203,,,,,,,,,,0.8971968282963758
204,0.8175926398305231,,,,,,,,,
204,,0.8437154686219968,,,,,,,,
204,,,0.8919111497010778,,,,,,,
204,,,,0.8428789651412366,,,,,,
204,,,,,0.8052487616467434,,,,,
204,,,,,,0.6857484323536558,,,,
204,,,,,,,0.8950207173650504,,,
204,,,,,,,,0.6688082674681057,,
204,,,,,,,,,0.6578900730507702,
204,,,,,,,,,,0.69924472431021
205,0.9130719005918128,,,,,,,,,
205,,0.850174241903168,,,,,,,,
205,,,0.8558210496815608,,,,,,,
205,,,,0.8315181774140168,,,,,,
205,,,,,0.9172830427985572,,,,,
205,,,,,,0.8789016648622952,,,,
205,,,,,,,0.8011229717001087,,,
205,,,,,,,,0.7755483379431227,,
205,,,,,,,,,0.892285812948578,
205,,,,,,,,,,0.5800304398680339
206,0.6644390136071614,,,,,,,,,
206,,0.8531314657251967,,,,,,,,
206,,,0.9453968824870425,,,,,,,
206,,,,0.8540844439590316,,,,,,
206,,,,,0.6265846515710634,,,,,
206,,,,,,0.6655350513728335,,,,
206,,,,,,,0.8120040541989902,,,
206,,,,,,,,0.7385194213558604,,
206,,,,,,,,,0.8697281758043603,
206,,,,,,,,,,0.6590777005988652
207,0.7574102989539881,,,,,,,,,
207,,0.9163922188275104,,,,,,,,
