BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.759899278723238e8,765941.4594109618,-905204.4010754576,0.0,0.0,0.0,5034.083033385905,0.0,0.0,-3.7623541088624e8
t1,50554.34007999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50567.06968
t2,50604.40517999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50617.08798
t3,50681.664089999984,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50694.30009
t4,50986.95568999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50999.59169
t5,51711.14281999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51723.73202
t6,52943.09185999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52955.63426
t7,54290.539779999985,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54303.08218
t8,55086.77183999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55099.26744
t9,55541.43840999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55553.88721
t10,56057.94165999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56070.39046
t11,55936.52151999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55948.92352
t12,55265.375109999986,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55277.73031
t13,54085.444269999985,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54097.79947
t14,52625.76700999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52638.07541
t15,51435.93911999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51448.20072
t16,50778.38965545761,0.0,-1.0099354576190624,0.0,0.0,0.0,0.0,0.0,0.0,-50789.64132
