Zone,Price,Date,Year
t5343,157.67261178700917,2015-08-11 14:00:00,2015
t176,150.6603970666667,2015-01-08 07:00:00,2015
t5656,149.30182673635298,2015-08-24 15:00:00,2015
t3304,148.3799503595277,2015-05-18 15:00:00,2015
t1292,145.40638990491473,2015-02-23 19:00:00,2015
t5488,144.8353125269681,2015-08-17 15:00:00,2015
t1544,143.8959973935481,2015-03-06 07:00:00,2015
t6015,142.51167182181723,2015-09-08 14:00:00,2015
t859,142.29038046726845,2015-02-05 18:00:00,2015
t776,142.26548818990616,2015-02-02 07:00:00,2015
t1136,139.8461692723473,2015-02-17 07:00:00,2015
t3976,136.40216313932552,2015-06-15 15:00:00,2015
t1388,136.31448728512115,2015-02-27 19:00:00,2015
t104,136.12330879303224,2015-01-05 07:00:00,2015
t4816,134.99392262960447,2015-07-20 15:00:00,2015
t6544,134.77132133840718,2015-09-30 15:00:00,2015
t5200,134.62285212444445,2015-08-05 15:00:00,2015
t5367,133.8513235022222,2015-08-12 14:00:00,2015
t5392,133.8229525777778,2015-08-13 15:00:00,2015
t4048,133.71220086144282,2015-06-18 15:00:00,2015
t5224,133.5095876730727,2015-08-06 15:00:00,2015
t2704,132.57087881800635,2015-04-23 15:00:00,2015
t6256,132.2627661111111,2015-09-18 15:00:00,2015
t7555,131.9373638390295,2015-11-11 18:00:00,2015
t7832,131.12834852150792,2015-11-23 07:00:00,2015
t4647,131.10678520670595,2015-07-13 14:00:00,2015
t2896,130.2043145412551,2015-05-01 15:00:00,2015
t2368,129.60517333333334,2015-04-09 15:00:00,2015
t6400,128.41872639999997,2015-09-24 15:00:00,2015
t4312,128.24461520700055,2015-06-29 15:00:00,2015
t6856,128.12312799999998,2015-10-13 15:00:00,2015
t6328,127.04610796032986,2015-09-21 15:00:00,2015
t8432,126.91997335,2015-12-18 07:00:00,2015
t2319,126.65218138784417,2015-04-07 14:00:00,2015
t4503,126.38013563611108,2015-07-07 14:00:00,2015
t3088,126.37558032001984,2015-05-09 15:00:00,2015
t536,126.2469681692385,2015-01-23 07:00:00,2015
t2152,125.66175652328891,2015-03-31 15:00:00,2015
t5079,125.56612693898776,2015-07-31 14:00:00,2015
t1985,125.54814779409992,2015-03-24 16:00:00,2015
t3569,125.49348696787273,2015-05-29 16:00:00,2015
t368,124.80078523578436,2015-01-16 07:00:00,2015
t4383,124.64136881919023,2015-07-02 14:00:00,2015
t4720,123.31399921111108,2015-07-16 15:00:00,2015
t4216,123.03002143333332,2015-06-25 15:00:00,2015
t5704,122.76116826775991,2015-08-26 15:00:00,2015
t1040,122.6417167598946,2015-02-13 07:00:00,2015
t5056,122.43985857777776,2015-07-30 15:00:00,2015
t5031,122.36266836030306,2015-07-29 14:00:00,2015
t5151,122.3494865137778,2015-08-03 14:00:00,2015
t5896,121.49130123671873,2015-09-03 15:00:00,2015
t6232,121.3706107482953,2015-09-17 15:00:00,2015
t5320,120.68393194158767,2015-08-10 15:00:00,2015
t7216,120.23668400419656,2015-10-28 15:00:00,2015
t8515,120.13888430399334,2015-12-21 18:00:00,2015
t7430,119.3236716680922,2015-11-06 13:00:00,2015
t3831,118.8739502988992,2015-06-09 14:00:00,2015
t6904,118.86162288888887,2015-10-15 15:00:00,2015
t7747,117.99592582176606,2015-11-19 18:00:00,2015
t4912,117.92251664764386,2015-07-24 15:00:00,2015
t7988,117.0971542977769,2015-11-29 19:00:00,2015
t307,116.22927188787422,2015-01-13 18:00:00,2015
t3352,113.39632620815908,2015-05-20 15:00:00,2015
t6688,111.34697093281564,2015-10-06 15:00:00,2015
t6736,111.19539310823735,2015-10-08 15:00:00,2015
t5512,109.3198933931872,2015-08-18 15:00:00,2015
t19,106.67400433071444,2015-01-01 18:00:00,2015
t6063,104.63242979393648,2015-09-10 14:00:00,2015
t4071,102.47826361147791,2015-06-19 14:00:00,2015
t6520,101.2456902293686,2015-09-29 15:00:00,2015
t5728,101.1281009950109,2015-08-27 15:00:00,2015
t4239,100.52525222692962,2015-06-26 14:00:00,2015
t3640,98.99098731095044,2015-06-01 15:00:00,2015
t211,98.7789000952258,2015-01-09 18:00:00,2015
t5415,97.62909166179784,2015-08-14 14:00:00,2015
t7096,97.2454028769984,2015-10-23 15:00:00,2015
t4671,96.5732473352888,2015-07-14 14:00:00,2015
t4888,95.46744082520684,2015-07-23 15:00:00,2015
t5992,95.08505583611908,2015-09-07 15:00:00,2015
t5008,94.61729512602598,2015-07-28 15:00:00,2015
t5752,93.79144923693742,2015-08-28 15:00:00,2015
t8563,93.40019028858352,2015-12-23 18:00:00,2015
t6880,90.92509419390576,2015-10-14 15:00:00,2015
t4840,88.20710584611501,2015-07-21 15:00:00,2015
t4983,87.94244795744265,2015-07-27 14:00:00,2015
t4936,87.76092583139281,2015-07-25 15:00:00,2015
t3808,87.5472387991449,2015-06-08 15:00:00,2015
t3856,87.46205000648835,2015-06-10 15:00:00,2015
t4334,86.78333597869681,2015-06-30 13:00:00,2015
t4960,86.14205565354622,2015-07-26 15:00:00,2015
t5296,85.78092098605384,2015-08-09 15:00:00,2015
t5247,84.38007141505007,2015-08-07 14:00:00,2015
t4696,84.30602461336031,2015-07-15 15:00:00,2015
t4191,81.36673044751198,2015-06-24 14:00:00,2015
t4864,80.71161788860363,2015-07-22 15:00:00,2015
t2036,78.54074500649266,2015-03-26 19:00:00,2015
t5128,77.88981275675613,2015-08-02 15:00:00,2015
t3688,77.36789949241054,2015-06-03 15:00:00,2015
t464,76.70074677394342,2015-01-20 07:00:00,2015
t3760,76.20492343550141,2015-06-06 15:00:00,2015
t3880,76.17227413984378,2015-06-11 15:00:00,2015
t1521,75.99839047552788,2015-03-05 08:00:00,2015
t2873,75.3948186873193,2015-04-30 16:00:00,2015
t5824,73.98507510737281,2015-08-31 15:00:00,2015
t4600,73.31947813815971,2015-07-11 15:00:00,2015
t6208,70.84186679902024,2015-09-16 15:00:00,2015
t5872,70.61645009177609,2015-09-02 15:00:00,2015
t5608,70.49002259253842,2015-08-22 15:00:00,2015
t3712,70.44317740188212,2015-06-04 15:00:00,2015
t8251,69.21587904594305,2015-12-10 18:00:00,2015
t3520,68.70731943652589,2015-05-27 15:00:00,2015
t6184,68.6666097887885,2015-09-15 15:00:00,2015
t6376,67.06629281771671,2015-09-23 15:00:00,2015
t1160,67.06125540621875,2015-02-18 07:00:00,2015
t608,67.03796514804682,2015-01-26 07:00:00,2015
t2492,66.37978250037509,2015-04-14 19:00:00,2015
t5968,66.29608864407994,2015-09-06 15:00:00,2015
t4168,66.25226438021534,2015-06-23 15:00:00,2015
t4576,66.20794345656998,2015-07-10 15:00:00,2015
t2197,64.97548346300762,2015-04-02 12:00:00,2015
t6568,64.43336729778201,2015-10-01 15:00:00,2015
t1304,64.38263973821182,2015-02-24 07:00:00,2015
