Unnamed,NG,Time_Index,coal,None,uranium
0,0.05306,0,0.095488,0,0
1,3.413,1,3.237940965,0,0.705536
2,3.413,2,3.237940965,0,0.705536
3,3.413,3,3.237940965,0,0.705536
4,3.413,4,3.237940965,0,0.705536
5,3.413,5,3.237940965,0,0.705536
6,3.413,6,3.237940965,0,0.705536
7,3.413,7,3.237940965,0,0.705536
8,3.413,8,3.237940965,0,0.705536
9,3.413,9,3.237940965,0,0.705536
10,3.413,10,3.237940965,0,0.705536
11,3.413,11,3.237940965,0,0.705536
12,3.413,12,3.237940965,0,0.705536
13,3.413,13,3.237940965,0,0.705536
14,3.413,14,3.237940965,0,0.705536
15,3.413,15,3.237940965,0,0.705536
16,3.413,16,3.237940965,0,0.705536
17,3.413,17,3.237940965,0,0.705536
18,3.413,18,3.237940965,0,0.705536
19,3.413,19,3.237940965,0,0.705536
20,3.413,20,3.237940965,0,0.705536
21,3.413,21,3.237940965,0,0.705536
22,3.413,22,3.237940965,0,0.705536
23,3.413,23,3.237940965,0,0.705536
24,3.413,24,3.237940965,0,0.705536
25,3.381,25,3.228941685,0,0.705536
26,3.381,26,3.228941685,0,0.705536
27,3.381,27,3.228941685,0,0.705536
28,3.381,28,3.228941685,0,0.705536
29,3.381,29,3.228941685,0,0.705536
30,3.381,30,3.228941685,0,0.705536
31,3.381,31,3.228941685,0,0.705536
32,3.381,32,3.228941685,0,0.705536
33,3.381,33,3.228941685,0,0.705536
34,3.381,34,3.228941685,0,0.705536
35,3.381,35,3.228941685,0,0.705536
36,3.381,36,3.228941685,0,0.705536
37,3.381,37,3.228941685,0,0.705536
38,3.381,38,3.228941685,0,0.705536
39,3.381,39,3.228941685,0,0.705536
40,3.381,40,3.228941685,0,0.705536
41,3.381,41,3.228941685,0,0.705536
42,3.381,42,3.228941685,0,0.705536
43,3.381,43,3.228941685,0,0.705536
44,3.381,44,3.228941685,0,0.705536
45,3.381,45,3.228941685,0,0.705536
46,3.381,46,3.228941685,0,0.705536
47,3.381,47,3.228941685,0,0.705536
48,3.381,48,3.228941685,0,0.705536
49,3.292,49,3.189344852,0,0.705536
50,3.292,50,3.189344852,0,0.705536
51,3.292,51,3.189344852,0,0.705536
52,3.292,52,3.189344852,0,0.705536
53,3.292,53,3.189344852,0,0.705536
54,3.292,54,3.189344852,0,0.705536
55,3.292,55,3.189344852,0,0.705536
56,3.292,56,3.189344852,0,0.705536
57,3.292,57,3.189344852,0,0.705536
58,3.292,58,3.189344852,0,0.705536
59,3.292,59,3.189344852,0,0.705536
60,3.292,60,3.189344852,0,0.705536
61,3.292,61,3.189344852,0,0.705536
62,3.292,62,3.189344852,0,0.705536
63,3.292,63,3.189344852,0,0.705536
64,3.292,64,3.189344852,0,0.705536
65,3.292,65,3.189344852,0,0.705536
66,3.292,66,3.189344852,0,0.705536
67,3.292,67,3.189344852,0,0.705536
68,3.292,68,3.189344852,0,0.705536
69,3.292,69,3.189344852,0,0.705536
70,3.292,70,3.189344852,0,0.705536
71,3.292,71,3.189344852,0,0.705536
