BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.247688986100925e8,819629.9804680332,-968637.4865882398,0.0,0.0,0.0,0.0,0.0,0.0,-3.2501091821189e8
t1,26321.30092,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26334.03052
t2,26138.24245702817,0.0,-297.8662870281678,0.0,0.0,0.0,0.0,0.0,0.0,-25853.05897
t3,25942.42418809817,0.0,-659.7182080981656,0.0,0.0,0.0,0.0,0.0,0.0,-25295.34198
t4,25393.116964818168,0.0,-437.8201248181658,0.0,0.0,0.0,0.0,0.0,0.0,-24967.93284
t5,25534.756183979556,0.0,-561.7331939795492,0.0,0.0,0.0,0.0,0.0,0.0,-24985.61219
t6,26125.80826,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-25412.35066
t7,26700.787774302175,0.0,-473.5297443021673,0.0,0.0,0.0,0.0,0.0,0.0,-26239.80043
t8,26853.388250434786,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-26865.82072
t9,27685.413940000006,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27697.86274
t10,28436.801030000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28449.24983
t11,28686.63240000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28699.0344
t12,28647.386860000006,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28659.74206
t13,28482.655270000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28495.01047
t14,28083.08553,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28095.39393
t15,27586.795000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27599.0566
t16,27341.887460000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27354.14906
t17,27476.483848461252,0.0,-0.5681284612518064,0.0,0.0,0.0,0.0,0.0,0.0,-27488.13052
t18,29242.97877,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29255.14677
t19,31375.082660000007,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32113.25066
t20,31838.32639681098,689.3435731890211,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32539.79117
t21,32486.149869999994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32498.22427
t22,32211.37691999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32223.45132
t23,31248.811509999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31260.83911
t24,29951.904779999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29963.88558
t25,29270.146548414174,0.0,-342.75829841416817,0.0,0.0,0.0,0.0,0.0,0.0,-28939.36905
t26,29197.24236178217,0.0,-632.63142178217,0.0,0.0,0.0,0.0,0.0,0.0,-28576.54494
t27,29159.483455110174,0.0,-581.8227551101709,0.0,0.0,0.0,0.0,0.0,0.0,-28589.5479
