Resource,biomass,conventional_hydroelectric,conventional_steam_coal,conventional_steam_coal_5,conventional_steam_coal_1,conventional_steam_coal_2,conventional_steam_coal_3,conventional_steam_coal_6,conventional_steam_coal_4,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle_1,natural_gas_fired_combined_cycle_2,natural_gas_fired_combined_cycle_3,natural_gas_fired_combined_cycle_4,natural_gas_fired_combined_cycle_5,natural_gas_fired_combined_cycle_6,natural_gas_fired_combined_cycle_7,natural_gas_fired_combined_cycle_8,natural_gas_fired_combined_cycle_9,natural_gas_fired_combined_cycle_10,natural_gas_fired_combined_cycle_11,natural_gas_fired_combined_cycle_12,natural_gas_fired_combined_cycle_13,natural_gas_fired_combined_cycle_14,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine_1,natural_gas_fired_combustion_turbine_2,natural_gas_fired_combustion_turbine_3,natural_gas_fired_combustion_turbine_4,natural_gas_fired_combustion_turbine_5,natural_gas_fired_combustion_turbine_6,natural_gas_fired_combustion_turbine_7,natural_gas_fired_combustion_turbine_8,natural_gas_fired_combustion_turbine_9,natural_gas_fired_combustion_turbine_10,natural_gas_fired_combustion_turbine_11,natural_gas_fired_combustion_turbine_12,natural_gas_fired_combustion_turbine_13,natural_gas_fired_combustion_turbine_14,natural_gas_fired_combustion_turbine_15,natural_gas_steam_turbine,natural_gas_steam_turbine_1,natural_gas_steam_turbine_2,natural_gas_steam_turbine_3,natural_gas_steam_turbine_4,natural_gas_steam_turbine_5,natural_gas_steam_turbine_6,natural_gas_steam_turbine_7,natural_gas_steam_turbine_8,natural_gas_steam_turbine_9,natural_gas_steam_turbine_10,natural_gas_steam_turbine_11,natural_gas_steam_turbine_12,natural_gas_steam_turbine_13,natural_gas_steam_turbine_14,natural_gas_steam_turbine_15,natural_gas_steam_turbine_16,natural_gas_steam_turbine_17,nuclear,nuclear_1,onshore_wind_turbine,small_hydroelectric,solar_photovoltaic,Battery,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,539813.8472761762,389563.86933553976,2.083703243964914e7,2.2434287729389977e7,3.7764727893218016e6,2.775168e7,2.05240994418399e7,4.047101003356506e7,5.071389830130672e6,41769.390967234576,837351.875391153,2.6505432318064813e7,1.2502196874231165e6,0.0,1.7605012871528048e7,25838.838624750344,2.4274307714467887e6,3.854265177951522e7,1.0989620317879284e6,33069.57842818038,480004.98238289764,1.4487844591566091e6,2.3868827747473028e7,1.1674900085326377e6,0.0,1.3251808247953402e6,0.0,0.0,0.0,0.0,0.0,27604.283889354774,0.0,0.0,0.0,0.0,0.0,0.0,3684.6000000000004,0.0,249705.6918952189,0.0,0.0,434157.6885007341,0.0,0.0,1.9816326853402916e6,0.0,281317.7259706787,507787.4607093864,0.0,0.0,0.0,1.104801208176864e6,1.542992126160996e6,74117.24963909599,0.0,0.0,1.963514557998253e7,1.9167642113792475e7,3.6109060511283726e7,0.0,302821.88395607535,685227.5554091142,3.405610755107326e8
t1,62.1,12.729599999999998,1041.91,1041.91,439.74,3168.0,2316.971133171988,4788.0,586.8000000000001,0.0,0.0,2122.308,0.0,0.0,1885.572,0.0,0.0,2749.4239999999995,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,2460.0,7245.748386828001,0.0,0.0,0.0,35799.40411999999
t2,62.1,12.682799999999999,1041.91,1041.91,439.74,3168.0,2224.6217747439878,4788.0,586.8000000000001,0.0,0.0,2122.308,0.0,0.0,1885.572,0.0,0.0,2749.4239999999995,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,2460.0,7096.692785255999,0.0,0.0,0.0,35557.95235999999
t3,62.1,12.636,1041.91,1041.91,439.74,3168.0,1765.8527717219895,4788.0,586.8000000000001,0.0,0.0,2122.308,0.0,0.0,1885.572,0.0,0.0,2749.4239999999995,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,2460.0,7296.439438278,0.0,0.0,0.0,35298.883209999985
t4,62.1,12.636,1041.91,1041.91,439.74,3168.0,1671.8116647959923,4788.0,586.8000000000001,0.0,0.0,2122.308,0.0,0.0,1885.572,0.0,0.0,2749.4239999999995,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,2460.0,7288.375665204,0.0,0.0,0.0,35196.778329999994
t5,62.1,12.589199999999998,1041.91,1041.91,439.74,3168.0,1944.105516275993,4788.0,586.8000000000001,0.0,0.0,2122.308,0.0,0.0,1885.572,0.0,0.0,2749.4239999999995,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,2460.0,7368.254213724,0.0,0.0,0.0,35548.90392999999
t6,62.1,12.542399999999999,1041.91,1284.8285781919985,439.74,3168.0,2533.5,4788.0,586.8000000000001,0.0,0.0,2122.308,0.0,0.0,1885.572,0.0,0.0,2749.4239999999995,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,2460.0,7333.848731808,0.0,0.0,0.0,36346.764709999996
t7,62.1,12.542399999999999,1041.91,2236.6198634519915,439.74,3168.0,2533.5,4788.0,586.8000000000001,0.0,0.0,2122.308,0.0,0.0,1885.572,0.0,0.0,2749.4239999999995,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,2460.0,7215.957406548,0.0,0.0,0.0,37180.66466999999
t8,62.1,12.4956,1041.91,2515.439467849994,439.74,3168.0,2533.5,4788.0,586.8000000000001,0.0,0.0,2122.308,0.0,0.0,1885.572,0.0,0.0,2749.4239999999995,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,2460.0,7116.38390745,0.0,0.6423547,0.0,37360.50633
t9,62.1,12.4488,1041.91,2474.055603828996,439.74,3168.0,2533.5,4788.0,586.8000000000001,0.0,0.0,2122.308,0.0,0.0,1885.572,0.0,0.0,2749.4239999999995,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,2460.0,6832.556507556,0.0,33.040758615,0.0,37067.646669999995
t10,62.1,12.4488,1056.4323083620038,3024.9,439.74,3168.0,2533.5,4788.0,586.8000000000001,0.0,0.0,2122.308,0.0,0.0,1885.572,0.0,0.0,2749.4239999999995,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,2460.0,5707.7875771379995,0.0,69.0974145,0.0,36544.301100000004
t11,62.1,12.402000000000001,1125.2677165269997,3024.9,439.74,3168.0,2533.5,4788.0,586.8000000000001,0.0,0.0,2122.308,0.0,0.0,1885.572,0.0,0.0,2749.4239999999995,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,2460.0,4814.013561228,0.0,53.782662245,0.0,35704.00094
