,Biomass,Coal,Gas,Gas-CC,Hydro,Nuclear,Other,Solar,Wind,Time_Index
1/3/2012 18:00,32.668057,10951.49754,641.548421,13237.51509,83.000241,3797.413976,16.200435,1.070715,5559.29195,66
1/3/2012 19:00,33.208697,12579.28557,658.925555,14442.77876,118.114209,3797.925548,15.732546,0,5869.464278,67
1/3/2012 20:00,33.999294,13064.7756,625.251377,14420.13738,102.966553,3796.763112,14.233343,0,5947.83424,68
1/3/2012 21:00,34.074289,12956.54109,625.850681,14371.0283,76.803866,3796.289701,15.134701,0,6004.08147,69
1/3/2012 22:00,34.057968,12329.80688,619.505229,13882.27243,42.824025,3796.863998,13.927307,0,6061.000949,70
1/3/2012 23:00,34.079005,11584.81151,608.685021,12417.6514,32.646289,3796.955579,13.193325,0,6046.397436,71
1/3/2012 0:00,33.087504,11182.59844,596.506456,11097.39758,34.368421,3795.906123,13.766747,0,5911.056013,72
1/4/2012 1:00,28.008378,10298.80294,546.794664,10494.28817,59.900788,3796.138402,11.498135,0,5932.282481,73
1/4/2012 2:00,30.510683,9962.511397,545.68922,9875.097005,28.260081,3796.521311,11.150976,0,6307.997503,74
1/4/2012 3:00,31.224713,9981.654027,544.157806,10497.94719,28.235774,3795.78085,11.667661,0,5503.525857,75
1/4/2012 4:00,31.225035,10278.83494,546.52683,11251.55077,28.106953,3797.157045,11.643655,0,4603.757735,76
1/4/2012 5:00,31.201674,11612.90176,542.431129,12389.26794,28.947545,3795.067608,11.635556,0,3238.300385,77
1/4/2012 6:00,31.190417,12878.06535,561.130409,14412.40979,28.797517,3794.640183,11.6274,0,2480.172357,78
1/4/2012 7:00,31.193907,13539.37254,1480.924129,15833.83517,57.477416,3794.644028,11.043745,0,3468.997406,79
1/4/2012 8:00,31.315393,13668.52669,1440.366912,15339.08333,67.210827,3795.553691,11.527126,0.185827,4806.28654,80
1/4/2012 9:00,28.792803,13375.03344,752.031312,14563.0315,61.666742,3795.350349,11.366617,4.70545,5403.649489,81
1/4/2012 10:00,28.177594,12836.61594,628.810183,14449.44497,62.417272,3795.342438,12.409406,9.783733,4796.666266,82
1/4/2012 11:00,28.272615,11201.42875,597.926139,13775.19687,62.602163,3800.31337,12.06829,12.423477,5546.900956,83
1/4/2012 12:00,29.742612,10367.29933,597.057719,13259.00756,62.009576,3803.320698,8.971835,14.988278,5766.672179,84
1/4/2012 13:00,29.813168,9858.557658,606.59768,12936.36368,48.866644,3801.579617,13.274318,16.780207,5678.232544,85
1/4/2012 14:00,30.021201,9921.6643,639.597168,13067.97997,29.089731,3797.295646,13.988241,17.009603,4979.022549,86
1/4/2012 15:00,29.924172,9828.826945,663.299468,12547.93019,29.796808,3797.204933,14.428689,16.573558,5012.296089,87
1/4/2012 16:00,28.443427,9644.363751,701.601962,12203.62191,28.529729,3797.368329,14.572022,11.682016,4948.351444,88
1/4/2012 17:00,30.187844,9702.050382,744.407565,12606.25645,28.140105,3796.069478,14.725071,8.296175,4495.603429,89
1/4/2012 18:00,31.44589,10829.2594,798.175808,14153.12272,48.40647,3795.788645,14.790641,0.959404,3054.793879,90
1/4/2012 19:00,32.488861,12771.86969,890.724919,14818.24301,31.650085,3794.943737,14.080295,0,2530.581731,91
1/4/2012 20:00,32.039566,13245.69163,934.945421,15188.72883,32.377496,3793.821223,14.435518,0,1973.017254,92
1/4/2012 21:00,31.005776,13315.30362,1070.11296,15186.45995,32.59256,3793.666873,14.1927,0,1396.230733,93
1/4/2012 22:00,30.485417,13289.56188,1003.575866,14812.75783,32.340408,3794.565214,12.889757,0,780.795101,94
1/4/2012 23:00,30.47482,13159.05136,631.150503,13974.42464,32.284494,3795.413396,13.057289,0,401.929547,95
1/4/2012 0:00,31.370007,12316.61377,535.579203,12863.48877,34.367255,3795.308125,13.609306,0,287.952773,96
1/5/2012 1:00,33.671585,11387.56696,532.587679,12273.30043,56.467983,3795.216302,15.674828,0,155.529222,97
1/5/2012 2:00,33.333616,11365.46239,527.664258,11908.73384,27.769982,3795.425169,14.556331,0,100.013441,98
1/5/2012 3:00,33.51969,11088.14766,529.444483,11989.09292,27.765054,3795.669724,13.642738,0,46.104545,99
1/5/2012 4:00,33.935519,11248.07233,528.465158,12128.70611,27.732196,3795.380819,13.015015,0,50.239134,100
1/5/2012 5:00,33.716027,11491.14209,600.370184,12895.68009,27.665954,3795.769767,13.091028,0,76.683486,101
1/5/2012 6:00,34.024831,11957.837,719.148777,14963.62931,27.631607,3795.0888,13.926617,0,134.072291,102
1/5/2012 7:00,33.682429,13110.34478,1657.628198,17014.0975,57.441446,3795.305797,13.923207,0,186.293855,103
1/5/2012 8:00,32.532655,13436.73245,2153.821571,17440.37204,88.439998,3794.899967,14.175213,0.038515,318.22289,104
1/5/2012 9:00,30.09015,13237.1052,1354.069218,16734.7565,61.317157,3794.996508,14.676168,1.055988,623.934018,105
1/5/2012 10:00,28.249877,12985.65861,920.402893,15962.13553,74.613226,3793.529067,14.855193,2.845255,975.735557,106
1/5/2012 11:00,28.744367,12662.225,779.353378,15559.34881,62.429358,3792.772651,14.409063,10.006522,866.85783,107
1/5/2012 12:00,30.637578,11982.92688,679.833735,15324.72627,62.435271,3793.512045,14.315102,11.103386,980.539146,108
1/5/2012 13:00,29.747908,11570.95864,604.214202,14907.61299,63.319697,3794.432267,14.469217,7.236366,1142.167507,109
1/5/2012 14:00,29.644101,11060.56385,552.709618,14846.14492,29.519349,3793.921073,15.172867,10.888799,1321.678045,110
1/5/2012 15:00,32.647589,10633.12091,546.296477,14557.60654,30.869413,3795.138459,14.803267,4.957884,1560.702638,111
1/5/2012 16:00,33.171196,10394.76854,587.166214,14497.47568,28.629273,3795.20581,14.885954,3.084636,1502.096214,112
1/5/2012 17:00,35.704056,10411.56186,607.418662,14647.14157,28.53358,3794.889385,14.428067,1.232454,1248.332369,113
1/5/2012 18:00,35.436606,11104.14931,632.838322,15181.06433,46.365504,3795.228449,15.774863,0.089871,1161.894749,114
1/5/2012 19:00,36.323005,12431.78657,627.52586,15440.33606,85.740215,3795.401449,15.330671,0,1751.789379,115
1/5/2012 20:00,34.372095,11753.48419,622.471058,15155.54154,48.714109,3795.123389,15.226261,0,2765.609261,116
1/5/2012 21:00,33.050395,10842.58197,625.720932,14531.76612,32.631418,3794.937214,15.74423,0,3895.915212,117
1/5/2012 22:00,35.054177,10185.05246,574.529873,12985.99238,32.597944,3794.840939,15.789704,0,4869.885088,118
1/5/2012 23:00,36.042596,9746.785719,566.114439,10933.17348,32.512714,3795.389887,15.785405,0,5398.916506,119
1/5/2012 0:00,36.041305,9189.65411,561.908059,8904.239624,34.822973,3795.926512,15.783892,0,5794.96111,120
1/6/2012 1:00,35.997805,8993.45372,503.479754,8126.697824,59.509517,3795.232993,15.142146,0,5787.581531,121
1/6/2012 2:00,36.03168,8654.954708,496.299016,7643.025328,28.68184,3795.112998,15.073179,0,5839.964737,122
1/6/2012 3:00,36.061955,8446.532202,493.562141,7504.263368,27.836394,3795.845762,14.582364,0,5831.595339,123
1/6/2012 4:00,36.053086,8395.420873,494.915643,7640.14667,27.788645,3795.043508,14.766978,0,5875.037263,124
1/6/2012 5:00,36.002387,8503.294228,512.785394,8133.575577,27.748385,3794.53663,15.205202,0,5979.865414,125
1/6/2012 6:00,35.366879,8641.812015,542.045873,9981.345114,27.873412,3794.72548,15.19489,0,6082.183879,126
1/6/2012 7:00,32.757253,9307.112909,900.995044,12802.25914,64.438741,3794.571698,15.191863,0,6044.189709,127
1/6/2012 8:00,33.244557,10206.30362,687.723939,13858.53449,76.65396,3793.440856,15.899589,0.106499,5650.309171,128
1/6/2012 9:00,36.688347,9864.46866,588.494355,13499.59794,63.047978,3794.628239,16.025655,9.041349,5473.014357,129
1/6/2012 10:00,36.426265,9988.326317,566.89376,13534.28419,62.622426,3795.534191,15.161241,21.22548,4827.455923,130
1/6/2012 11:00,35.388291,10407.51043,563.25583,13540.69122,61.773319,3795.72233,16.273698,25.005128,4083.815085,131
1/6/2012 12:00,36.581841,10390.45652,559.203636,12689.62808,61.815668,3796.093829,16.468276,26.591148,4435.047936,132
1/6/2012 13:00,37.914476,9962.593072,564.93711,11946.72783,57.910499,3796.822986,16.185745,25.133559,5334.420087,133
1/6/2012 14:00,33.489091,9751.517199,572.245896,11768.27054,31.890446,3797.25621,17.951183,27.356671,5697.788662,134
1/6/2012 15:00,37.87655,9723.995986,569.725944,11641.29618,32.206727,3797.735775,18.802721,21.169826,5729.28122,135
1/6/2012 16:00,37.000716,9837.684004,554.478531,12045.97527,28.92466,3797.754426,19.097277,21.290887,4974.430959,136
1/6/2012 17:00,38.128666,10110.25647,549.63988,12613.63348,28.238738,3796.623369,19.11138,15.250023,3916.611867,137
1/6/2012 18:00,37.055963,10571.46735,555.348162,13408.50782,45.972565,3796.64596,19.61131,1.864496,3003.398428,138
1/6/2012 19:00,36.836344,11547.27253,557.809167,13774.00932,46.27351,3795.18791,19.621046,0,3203.276315,139
1/6/2012 20:00,34.896685,10810.59852,561.887302,13676.75471,28.115349,3794.782736,19.662702,0,3574.383522,140
1/6/2012 21:00,37.336691,10120.75604,564.305068,12605.32395,31.094101,3794.199083,20.009788,0,4511.781109,141
1/6/2012 22:00,36.929023,9881.388039,565.638078,10808.67785,32.05323,3794.215923,20.680954,0,5526.087529,142
1/6/2012 23:00,36.40349,9987.875504,505.595997,8858.490896,32.150535,3780.705456,20.666087,0,5996.983588,143
1/6/2012 0:00,36.463533,9647.743445,495.333855,7430.87083,32.156609,3761.368745,20.359612,0,5954.292952,144
1/7/2012 1:00,35.432577,9330.719421,505.558928,6551.108271,60.50698,3780.544042,19.787793,0,5754.298405,145
1/7/2012 2:00,35.346689,8967.762877,505.394986,6151.867171,32.202742,3788.426572,19.795774,0,5590.342145,146
1/7/2012 3:00,35.231956,8681.100236,500.435968,5976.659779,28.698386,3792.883053,19.804125,0,5494.333537,147
1/7/2012 4:00,35.983152,8655.324903,501.265149,5958.407624,27.738337,3793.968046,19.795082,0,5405.969065,148
1/7/2012 5:00,35.030086,8717.351199,501.127748,6155.193129,27.667335,3793.452726,19.791395,0,5383.745765,149
1/7/2012 6:00,36.008925,9115.902779,508.836807,7138.616542,27.609964,3793.091353,17.697589,0,4885.370605,150
1/7/2012 7:00,36.771637,9461.353151,563.230728,8425.040363,27.743746,3793.727577,17.5102,0,4737.65936,151
1/7/2012 8:00,36.901838,9917.264857,570.121413,9904.950188,61.351688,3792.980065,18.307878,0.088983,4100.548524,152
1/7/2012 9:00,37.131093,10685.63119,568.858769,11456.84229,62.048052,3794.112122,18.385136,10.57432,3066.63021,153
1/7/2012 10:00,33.303376,11543.70699,566.661703,13163.00832,61.771888,3795.179286,18.551612,20.254439,1729.728116,154
1/7/2012 11:00,32.635114,12304.28726,561.625208,13493.3195,61.845664,3795.520326,18.242352,27.538223,1013.458557,155
1/7/2012 12:00,32.604188,13111.76134,559.315495,13402.14901,61.752941,3794.785474,20.562085,28.571682,338.518393,156
1/7/2012 13:00,30.178029,12949.68187,558.787433,13410.20551,62.133151,3795.091281,19.975861,28.506224,181.100645,157
1/7/2012 14:00,30.192035,12685.40783,561.690322,13201.19338,49.677773,3794.628745,19.660434,28.228656,143.264273,158
1/7/2012 15:00,31.463639,12591.80206,563.266031,13211.36894,27.830427,3795.01222,19.615208,28.211062,78.970732,159
1/7/2012 16:00,31.662876,12466.93433,557.043097,13136.34637,27.814115,3795.077502,19.544354,25.374964,53.21653,160
1/7/2012 17:00,33.295374,12244.17199,556.947749,13211.04073,27.813046,3795.098054,18.962635,17.001751,141.948342,161
1/7/2012 18:00,32.571993,12480.27356,635.854308,13653.18222,73.810408,3795.512964,18.053243,1.769209,308.944285,162
1/7/2012 19:00,32.441048,13484.95708,852.99112,14119.41883,118.466255,3794.461418,18.444133,0,314.699107,163
1/7/2012 20:00,32.257495,13402.8438,659.563395,13955.9543,76.14432,3794.962404,19.664898,0,484.587717,164
1/7/2012 21:00,33.345006,13106.94074,625.457593,13717.28483,49.409828,3794.219156,19.657736,0,685.519955,165
1/7/2012 22:00,33.674027,12393.69482,593.915959,13231.81101,31.96122,3793.528282,20.004034,0,1030.554314,166
1/7/2012 23:00,34.18164,11699.34915,562.493772,12137.92896,31.950213,3793.120488,20.003271,0,1594.288196,167
1/7/2012 0:00,34.192307,11745.63181,530.196498,10465.34032,31.993169,3793.439064,19.199491,0,1768.750471,168
1/8/2012 1:00,34.179241,11384.41269,514.14318,9568.665226,58.193414,3793.805663,19.261978,0,1653.900443,169
1/8/2012 2:00,33.054235,11084.207,512.514071,9276.530863,28.005781,3792.849669,19.732659,0,1412.130289,170
1/8/2012 3:00,33.671322,10935.82023,512.520774,8973.197824,27.892332,3793.470838,19.666894,0,1453.562706,171
1/8/2012 4:00,34.163952,10897.42713,511.97386,8934.864978,27.784931,3793.302999,19.667772,0,1388.737598,172
1/8/2012 5:00,34.175481,10942.2831,511.767943,8903.829218,27.791981,3793.462917,18.908299,0,1626.644854,173
1/8/2012 6:00,34.276214,11154.46038,514.104833,9411.26919,27.761649,3793.207765,18.823291,0,1559.136557,174
1/8/2012 7:00,34.281668,11184.88184,559.949995,10636.81345,29.655083,3793.842366,19.579211,0,1249.040342,175
1/8/2012 8:00,29.246415,11513.31924,570.291641,11317.91077,65.080016,3793.582451,19.655962,0.083902,1254.403001,176
1/8/2012 9:00,25.84352,11628.26924,566.464799,11863.62604,62.848638,3794.061788,20.437382,0.862396,1652.326882,177
1/8/2012 10:00,25.840357,12186.63713,558.944931,12208.71508,62.853658,3793.636,20.575417,3.341758,1728.592401,178
1/8/2012 11:00,27.427582,12365.74449,556.632757,12257.8253,62.746683,3793.584973,20.562423,6.333309,1800.291525,179
1/8/2012 12:00,32.658279,12385.98089,546.517503,12146.77561,62.881544,3793.764819,20.559222,6.268542,1878.214304,180
1/8/2012 13:00,35.895047,11980.35417,542.196253,12120.29422,62.931471,3793.590633,19.916191,4.367452,2314.674498,181
1/8/2012 14:00,35.519604,11732.47261,540.116404,12030.23145,46.91435,3794.190656,19.112275,7.825482,2506.609338,182
1/8/2012 15:00,36.772915,11296.93773,539.612589,11700.21076,27.977534,3793.600616,18.809275,6.3642,3072.815527,183
1/8/2012 16:00,37.045739,11114.13822,538.822473,11585.56563,28.006559,3793.716192,18.805576,3.834371,3431.604383,184
1/8/2012 17:00,37.049034,11046.96032,533.392859,11581.83378,28.000553,3793.416954,19.681693,1.140484,3880.491626,185
1/8/2012 18:00,37.069039,11562.91839,532.554607,12129.90237,47.428511,3793.879983,20.496587,0.092015,4296.905153,186
1/8/2012 19:00,37.113918,12597.20323,536.199056,12775.08142,47.775627,3793.295624,20.583224,0,4515.613412,187
1/8/2012 20:00,36.87039,12208.70851,539.554801,12817.1693,30.927152,3793.378719,20.170655,0,4883.131869,188
1/8/2012 21:00,36.576777,11601.5051,540.531705,12381.62578,32.075972,3792.708288,19.595447,0,5243.447079,189
1/8/2012 22:00,36.170802,11217.90916,538.69267,11644.44912,32.1055,3792.233119,19.587454,0,5033.126735,190
1/8/2012 23:00,35.727551,10755.70879,493.225133,9793.673964,31.81667,3790.6557,19.245598,0,5480.240557,191
1/8/2012 0:00,35.767393,10103.70619,485.912968,7906.444193,31.88919,3790.125276,19.646515,0,5855.370003,192
1/9/2012 1:00,33.266455,9580.34376,481.858374,6784.833976,32.28277,3791.316158,19.743707,0,5858.264823,193
1/9/2012 2:00,33.385073,9275.633764,468.485927,6394.836142,28.429803,3791.305983,19.744261,0,5991.541967,194
1/9/2012 3:00,34.370375,8916.187847,463.44652,6493.584627,27.907705,3791.611076,19.742494,0,6157.095922,195
1/9/2012 4:00,33.46026,8944.236506,454.950376,6673.474206,28.175178,3791.494274,19.72868,0,6142.215212,196
1/9/2012 5:00,32.9111,8904.812352,451.543433,7579.276608,27.839409,3790.854453,19.64994,0,6070.254595,197
1/9/2012 6:00,32.954179,9392.946882,450.107657,9704.764377,28.786887,3790.055542,19.67457,0,5826.480578,198
1/9/2012 7:00,31.189052,10055.54471,591.697944,12655.9132,70.543501,3790.621988,15.804941,0,5667.877513,199
1/9/2012 8:00,29.763435,10651.35648,632.593564,13661.7647,89.425544,3789.191427,16.400915,0.017608,5830.06236,200
1/9/2012 9:00,34.28031,10901.61353,620.953782,13770.96056,64.092164,3788.264137,17.66591,0.483284,5576.296302,201
1/9/2012 10:00,34.641096,11597.75425,646.964798,14873.59762,76.019734,3789.529617,18.960849,0.836632,4278.58949,202
1/9/2012 11:00,35.923656,12115.60417,668.48555,15581.4215,63.149931,3789.300035,17.312641,0.760881,3433.139073,203
1/9/2012 12:00,35.215615,12967.10448,722.396621,15570.2275,62.859183,3787.718357,19.317144,2.001523,3176.837916,204
1/9/2012 13:00,35.130464,12112.81991,688.939118,15554.00236,63.031708,3788.758776,19.895894,3.094896,4114.129317,205
1/9/2012 14:00,35.724786,12418.40781,670.305642,15561.86889,42.681938,3788.921707,19.539822,3.34326,3889.055157,206
1/9/2012 15:00,33.896418,12409.59795,680.420615,15521.97282,29.732509,3788.414605,18.981443,2.128838,3631.288369,207
1/9/2012 16:00,33.861025,11712.79835,709.595405,15370.05493,28.07956,3789.735902,16.341717,2.067674,4120.578916,208
1/9/2012 17:00,35.718603,11988.1107,841.616126,15619.63933,28.069538,3790.811685,16.184249,0.578439,3720.344017,209
1/9/2012 18:00,35.72097,12689.34777,1296.541114,16126.19779,48.009789,3790.866435,17.950957,0.026053,3362.209301,210
1/9/2012 19:00,35.830603,13274.55964,1624.968047,16874.65239,74.98291,3790.874561,20.544404,0,3248.899239,211
1/9/2012 20:00,35.737914,13128.62398,1339.575538,16785.3136,50.493396,3790.57978,20.93044,0,3482.421019,212
1/9/2012 21:00,36.034065,12843.55709,891.301296,16433.57527,32.466535,3789.643604,20.60344,0,3764.35386,213
1/9/2012 22:00,36.334106,12388.22794,798.684772,15619.76313,32.333054,3789.48226,19.486905,0,3479.340994,214
1/9/2012 23:00,35.986504,12352.62761,643.962401,14615.41702,32.681815,3789.976134,19.227051,0,2392.959114,215
1/9/2012 0:00,35.966449,11955.58799,580.425749,13106.79729,32.695147,3790.023682,19.277665,0,2022.084326,216
1/10/2012 1:00,34.437897,11465.70147,555.78566,11881.04314,61.582851,3791.201464,19.276811,0,2061.032475,217
1/10/2012 2:00,33.08942,11080.28398,568.563503,11318.89159,28.271042,3791.376962,18.713911,0,2249.845547,218
1/10/2012 3:00,32.481832,10819.94949,566.765526,11019.58213,27.717094,3791.785427,18.318918,0,2618.44682,219
1/10/2012 4:00,31.42442,10690.64277,565.489051,11071.46177,27.682706,3792.588658,18.191795,0,2890.193952,220
1/10/2012 5:00,31.118865,10843.23924,569.362717,11539.79064,27.792415,3792.812224,18.303509,0,3459.284572,221
1/10/2012 6:00,30.720871,11301.09829,632.490868,13394.73049,27.885582,3793.323803,20.185094,0,3917.805742,222
1/10/2012 7:00,28.410913,12287.77502,858.069613,15624.4852,60.711386,3792.611706,19.253103,0,4407.817339,223
1/10/2012 8:00,27.980868,13205.1556,973.763964,16303.83454,66.55247,3791.762408,19.650613,0.258427,4469.432062,224
1/10/2012 9:00,29.988785,13023.41644,781.455532,16382.35127,63.563168,3791.508414,19.274058,2.584485,3912.778096,225
1/10/2012 10:00,29.740298,13176.32418,784.126136,16266.5789,63.564869,3791.461752,18.280521,6.22068,3593.211559,226
1/10/2012 11:00,29.614365,13301.42026,800.854568,16183.31135,63.414299,3791.334037,18.27792,18.536706,3581.049112,227
1/10/2012 12:00,27.079543,13268.46625,820.840177,16024.07942,62.030555,3791.673782,17.966346,21.913763,3337.002784,228
1/10/2012 13:00,28.503549,12982.83951,815.955087,15941.13337,43.16545,3787.603724,18.073862,25.744471,3031.100634,229
1/10/2012 14:00,29.416188,12788.18004,781.98018,15823.36509,28.198244,3787.513761,18.432752,19.755429,2936.848223,230
