Zone,1
t1,20.08850205
t2,20.051967
t3,20.051967
t4,20.051967
t5,20.051967
t6,20.06347251
t7,20.06347251
t8,20.06347251
t9,20.06347251
t10,20.113924
t11,20.113924
t12,20.113924
t13,20.113924
t14,20.113924
t15,20.113924
t16,20.113924
t17,21.113981
t18,21.273935
t19,21.273935
t20,21.273935
t21,21.273935
t22,21.273935
t23,21.113981
t24,20.113924
t25,20.06347251
t26,20.06347251
t27,20.06347251
t28,20.06347251
t29,20.06347251
t30,20.06347251
t31,20.06347251
t32,20.113924
t33,21.113981
t34,21.273935
t35,21.273935
t36,21.273935
t37,21.273935
t38,21.273935
t39,21.113981
t40,21.113981
t41,21.113981
t42,21.273935
t43,21.273935
t44,21.273935
t45,21.273935
t46,21.113981
t47,20.113924
t48,20.06347251
t49,20.06347251
t50,20.06347251
t51,20.06347251
t52,20.06347251
t53,20.06347251
t54,20.06347251
t55,20.06347251
t56,20.113924
t57,21.113981
t58,21.113981
t59,20.113924
t60,20.113924
t61,20.06347251
t62,20.06347251
t63,20.06347251
t64,20.06347251
t65,20.06347251
t66,20.06347251
t67,20.113924
t68,20.113924
t69,20.113924
t70,20.113924
t71,20.113924
t72,20.06347251
t73,20.325301
t74,20.325301
t75,20.325301
t76,20.325301
t77,20.387372
t78,21.566725
t79,21.566725
t80,137.8357449
t81,25.89342222
t82,21.566725
t83,21.566725
t84,21.566725
t85,21.405023
t86,21.405023
t87,20.387372
t88,20.325301
t89,20.325301
t90,20.387372
t91,21.566725
t92,21.405023
t93,21.405023
t94,21.405023
t95,20.325301
t96,20.325301
t97,20.17810534
t98,20.17810534
t99,20.17810534
t100,20.17810534
t101,20.828811
t102,20.891092
t103,22.106075
t104,22.106075
t105,22.106075
t106,22.106075
t107,21.941153
t108,21.941153
t109,20.891092
t110,20.828811
t111,20.828811
t112,20.828811
t113,20.828811
t114,20.891092
t115,21.941153
t116,21.941153
t117,20.891092
t118,20.828811
t119,20.17810534
t120,20.17810534
t121,19.99561434
t122,19.99561434
t123,19.99561434
t124,19.99561434
t125,19.99561434
t126,20.41881
t127,20.44558194
t128,20.48092
t129,20.48092
t130,20.48092
t131,20.48092
t132,20.48092
t133,20.44558194
t134,20.44558194
t135,20.44558194
t136,20.44558194
t137,20.48092
t138,21.50459
t139,21.66689
t140,21.66689
t141,21.50459
t142,20.44558194
t143,20.44558194
t144,20.41881
t145,20.01425545
t146,20.01425545
t147,20.01425545
t148,19.49044462
t149,19.49085443
t150,20.01425545
t151,20.46468741
t152,20.46468741
t153,20.46468741
t154,20.46468741
t155,20.46468741
t156,20.46468741
t157,20.01425545
t158,20.01425545
t159,20.01425545
t160,20.01425545
t161,20.01425545
t162,20.46468741
t163,20.728109
t164,20.728109
t165,20.728109
t166,20.728109
t167,20.46468741
t168,20.46468741
t169,19.94883968
t170,19.51094552
t171,19.51094552
t172,19.51094552
t173,19.94883968
t174,19.94883968
t175,20.596056
t176,21.627134
t177,20.596056
t178,20.596056
t179,20.596056
t180,20.596056
t181,20.596056
t182,20.533898
t183,20.533898
t184,20.533898
t185,19.94883968
t186,20.533898
t187,20.533898
t188,20.533898
t189,20.533898
t190,20.533898
t191,19.94883968
t192,19.94883968
t193,19.51094552
t194,19.51094552
t195,19.50971488
t196,0
t197,0
t198,19.51094552
t199,19.51094552
t200,19.94883968
t201,19.94883968
t202,19.94883968
t203,19.94883968
t204,20.06633043
t205,19.94883968
t206,19.94883968
t207,19.94883968
t208,20.533898
t209,20.533898
t210,20.596056
t211,21.79017
t212,21.79017
t213,21.79017
t214,21.79017
t215,21.79017
t216,21.627134
t217,21.627134
t218,21.627134
t219,21.627134
