Zone,Price,Date,Year
t6855,183.9423411111111,2017-10-13 14:00:00,2017
t8180,166.12072475555556,2017-12-07 19:00:00,2017
t5606,162.70848515261622,2017-08-22 13:00:00,2017
t8755,162.6259399693577,2017-12-31 18:00:00,2017
t6759,162.48965338410807,2017-10-09 14:00:00,2017
t153,158.95429390760597,2017-01-07 08:00:00,2017
t632,158.14109857599422,2017-01-27 07:00:00,2017
t2632,152.0345686269937,2017-04-20 15:00:00,2017
t536,150.9003164243122,2017-01-23 07:00:00,2017
t2056,150.62225572134722,2017-03-27 15:00:00,2017
t4670,149.80635239734286,2017-07-14 13:00:00,2017
t403,149.72120110969138,2017-01-17 18:00:00,2017
t2225,149.56583704728007,2017-04-03 16:00:00,2017
t5464,148.6463191311522,2017-08-16 15:00:00,2017
t6424,148.39351205119704,2017-09-25 15:00:00,2017
t3784,148.1717445555556,2017-06-07 15:00:00,2017
t4167,148.0483439432786,2017-06-23 14:00:00,2017
t4816,147.54872640642645,2017-07-20 15:00:00,2017
t2824,147.33967521950575,2017-04-28 15:00:00,2017
t5535,147.05110866440918,2017-08-19 14:00:00,2017
t5920,146.77443475555555,2017-09-04 15:00:00,2017
t3999,146.25375037145488,2017-06-16 14:00:00,2017
t4096,145.99040699111112,2017-06-20 15:00:00,2017
t787,145.9384303611111,2017-02-02 18:00:00,2017
t7819,144.82890794317905,2017-11-22 18:00:00,2017
t1100,144.77567396838077,2017-02-15 19:00:00,2017
t7651,143.7154545777778,2017-11-15 18:00:00,2017
t5175,143.62242047490457,2017-08-04 14:00:00,2017
t3328,143.14862321465452,2017-05-19 15:00:00,2017
t8659,142.7414053607401,2017-12-27 18:00:00,2017
t1912,142.62283379928465,2017-03-21 15:00:00,2017
t5342,142.10531373198705,2017-08-11 13:00:00,2017
t3496,141.52906540988795,2017-05-26 15:00:00,2017
t4743,141.19112087571327,2017-07-17 14:00:00,2017
t4456,140.5590574314863,2017-07-05 15:00:00,2017
t7048,138.58924627748198,2017-10-21 15:00:00,2017
t6303,138.00941246666662,2017-09-20 14:00:00,2017
t3591,137.2117426201102,2017-05-30 14:00:00,2017
t5080,136.93089013333332,2017-07-31 15:00:00,2017
t7431,136.2569035179565,2017-11-06 14:00:00,2017
t2897,136.09248187759897,2017-05-01 16:00:00,2017
t6664,135.61993736684383,2017-10-05 15:00:00,2017
t6640,135.52367643734897,2017-10-04 15:00:00,2017
t1627,134.40176077657,2017-03-09 18:00:00,2017
t2780,134.39580946984393,2017-04-26 19:00:00,2017
t7914,134.22189203975586,2017-11-26 17:00:00,2017
t2993,133.58105831176806,2017-05-05 16:00:00,2017
t8539,133.05123244444442,2017-12-22 18:00:00,2017
t945,132.97366577997445,2017-02-09 08:00:00,2017
t6998,132.8450317837098,2017-10-19 13:00:00,2017
t8362,132.44299039444442,2017-12-15 09:00:00,2017
t5008,132.4196853573535,2017-07-28 15:00:00,2017
t1266,131.83277247169715,2017-02-22 17:00:00,2017
t8419,130.76019710288466,2017-12-17 18:00:00,2017
t4790,128.56553940631824,2017-07-19 13:00:00,2017
t2557,128.53812442221923,2017-04-17 12:00:00,2017
t4335,128.02820932465278,2017-06-30 14:00:00,2017
t903,127.85393975024664,2017-02-07 14:00:00,2017
t3208,127.45530294791466,2017-05-14 15:00:00,2017
t4479,126.39302514982737,2017-07-06 14:00:00,2017
t5872,126.00907992259911,2017-09-02 15:00:00,2017
t4239,125.77912273326662,2017-06-26 14:00:00,2017
t6136,124.38833072960068,2017-09-13 15:00:00,2017
t4911,124.16018002831656,2017-07-24 14:00:00,2017
t7209,123.61103949527968,2017-10-28 08:00:00,2017
t4983,122.91709601524948,2017-07-27 14:00:00,2017
t2009,122.29579590585776,2017-03-25 16:00:00,2017
t6184,121.4303398340068,2017-09-15 15:00:00,2017
t5319,120.97124173560456,2017-08-10 14:00:00,2017
t2463,120.62375183390289,2017-04-13 14:00:00,2017
t5416,120.59679665808603,2017-08-14 15:00:00,2017
t3184,120.05769415138352,2017-05-13 15:00:00,2017
t6231,119.12301490643316,2017-09-17 14:00:00,2017
t5824,118.25374168397138,2017-08-31 15:00:00,2017
t6040,118.20136798264934,2017-09-09 15:00:00,2017
t2131,115.86053861858984,2017-03-30 18:00:00,2017
t6160,115.48185893468477,2017-09-14 15:00:00,2017
t2392,114.40904003776578,2017-04-10 15:00:00,2017
t1436,112.75345103039724,2017-03-01 19:00:00,2017
t7603,112.36592485310103,2017-11-13 18:00:00,2017
t3903,111.96444865121502,2017-06-12 14:00:00,2017
t7359,111.89285515859817,2017-11-03 14:00:00,2017
t1575,111.70551094381636,2017-03-07 14:00:00,2017
t6712,111.52964497107472,2017-10-07 15:00:00,2017
t5031,110.4572230410211,2017-07-29 14:00:00,2017
t1837,109.82054790026068,2017-03-18 12:00:00,2017
t331,109.19959810400516,2017-01-14 18:00:00,2017
t8059,109.1230284719254,2017-12-02 18:00:00,2017
t4312,108.1555374283289,2017-06-29 15:00:00,2017
t235,107.8401248251794,2017-01-10 18:00:00,2017
t3017,106.4548557837536,2017-05-06 16:00:00,2017
t8011,106.1518202627099,2017-11-30 18:00:00,2017
t6880,103.98304407097808,2017-10-14 15:00:00,2017
t2343,101.45292312170216,2017-04-08 14:00:00,2017
t6737,99.1178067200521,2017-10-08 16:00:00,2017
t6016,98.5894787597339,2017-09-08 15:00:00,2017
t3232,96.55891731017444,2017-05-15 15:00:00,2017
t1888,96.22347853729052,2017-03-20 15:00:00,2017
t6832,95.7568767712881,2017-10-12 15:00:00,2017
t8106,95.02710053559876,2017-12-04 17:00:00,2017
t1313,94.9864346757875,2017-02-24 16:00:00,2017
t1244,93.69992405520937,2017-02-21 19:00:00,2017
t1724,93.14399878444448,2017-03-13 19:00:00,2017
t6470,91.4351646063171,2017-09-27 13:00:00,2017
t6977,91.1858976295641,2017-10-18 16:00:00,2017
t4502,91.10151598299198,2017-07-07 13:00:00,2017
t3808,90.4421971510594,2017-06-08 15:00:00,2017
t4960,90.19190722139818,2017-07-26 15:00:00,2017
t704,89.47974700337629,2017-01-30 07:00:00,2017
