,Average Pearson unclipped,Average Spearman unclipped
2012,0.740639959623183,0.917250026494687
2013,0.7128520818846474,0.8731975178794794
2014,0.7202193445779822,0.884389919949214
2015,0.7154187735896236,0.8976680185360849
2016,0.7094858597338262,0.9107276692865255
2017,0.7093299291557051,0.9076166864814561
2018,0.7009871189085388,0.8918941423877685
2019,0.6876132981666965,0.8924806057858632
2020,0.6915507488992526,0.8922561181646285
2021,0.685396161633244,0.8591680325348559
