NG,Time_Index,coal,Date,None,uranium
0.05306,0,0.095488,0.0,0.0,0.0
3.1,1,3.120950324,2019-01-01 00:00:00,0.0,0.705536
3.1,2,3.120950324,2019-01-01 01:00:00,0.0,0.705536
3.1,3,3.120950324,2019-01-01 02:00:00,0.0,0.705536
3.1,4,3.120950324,2019-01-01 03:00:00,0.0,0.705536
3.1,5,3.120950324,2019-01-01 04:00:00,0.0,0.705536
3.1,6,3.120950324,2019-01-01 05:00:00,0.0,0.705536
3.1,7,3.120950324,2019-01-01 06:00:00,0.0,0.705536
3.1,8,3.120950324,2019-01-01 07:00:00,0.0,0.705536
3.1,9,3.120950324,2019-01-01 08:00:00,0.0,0.705536
3.1,10,3.120950324,2019-01-01 09:00:00,0.0,0.705536
3.1,11,3.120950324,2019-01-01 10:00:00,0.0,0.705536
3.1,12,3.120950324,2019-01-01 11:00:00,0.0,0.705536
3.1,13,3.120950324,2019-01-01 12:00:00,0.0,0.705536
3.1,14,3.120950324,2019-01-01 13:00:00,0.0,0.705536
3.1,15,3.120950324,2019-01-01 14:00:00,0.0,0.705536
3.1,16,3.120950324,2019-01-01 15:00:00,0.0,0.705536
3.1,17,3.120950324,2019-01-01 16:00:00,0.0,0.705536
3.1,18,3.120950324,2019-01-01 17:00:00,0.0,0.705536
3.1,19,3.120950324,2019-01-01 18:00:00,0.0,0.705536
3.1,20,3.120950324,2019-01-01 19:00:00,0.0,0.705536
3.1,21,3.120950324,2019-01-01 20:00:00,0.0,0.705536
3.1,22,3.120950324,2019-01-01 21:00:00,0.0,0.705536
3.1,23,3.120950324,2019-01-01 22:00:00,0.0,0.705536
3.1,24,3.120950324,2019-01-01 23:00:00,0.0,0.705536
3.248,25,3.075953924,2019-01-02 00:00:00,0.0,0.705536
3.248,26,3.075953924,2019-01-02 01:00:00,0.0,0.705536
3.248,27,3.075953924,2019-01-02 02:00:00,0.0,0.705536
3.248,28,3.075953924,2019-01-02 03:00:00,0.0,0.705536
3.248,29,3.075953924,2019-01-02 04:00:00,0.0,0.705536
3.248,30,3.075953924,2019-01-02 05:00:00,0.0,0.705536
3.248,31,3.075953924,2019-01-02 06:00:00,0.0,0.705536
3.248,32,3.075953924,2019-01-02 07:00:00,0.0,0.705536
3.248,33,3.075953924,2019-01-02 08:00:00,0.0,0.705536
3.248,34,3.075953924,2019-01-02 09:00:00,0.0,0.705536
3.248,35,3.075953924,2019-01-02 10:00:00,0.0,0.705536
3.248,36,3.075953924,2019-01-02 11:00:00,0.0,0.705536
3.248,37,3.075953924,2019-01-02 12:00:00,0.0,0.705536
3.248,38,3.075953924,2019-01-02 13:00:00,0.0,0.705536
3.248,39,3.075953924,2019-01-02 14:00:00,0.0,0.705536
3.248,40,3.075953924,2019-01-02 15:00:00,0.0,0.705536
3.248,41,3.075953924,2019-01-02 16:00:00,0.0,0.705536
3.248,42,3.075953924,2019-01-02 17:00:00,0.0,0.705536
3.248,43,3.075953924,2019-01-02 18:00:00,0.0,0.705536
3.248,44,3.075953924,2019-01-02 19:00:00,0.0,0.705536
3.248,45,3.075953924,2019-01-02 20:00:00,0.0,0.705536
3.248,46,3.075953924,2019-01-02 21:00:00,0.0,0.705536
3.248,47,3.075953924,2019-01-02 22:00:00,0.0,0.705536
3.248,48,3.075953924,2019-01-02 23:00:00,0.0,0.705536
2.821,49,3.014758819,2019-01-03 00:00:00,0.0,0.705536
2.821,50,3.014758819,2019-01-03 01:00:00,0.0,0.705536
2.821,51,3.014758819,2019-01-03 02:00:00,0.0,0.705536
2.821,52,3.014758819,2019-01-03 03:00:00,0.0,0.705536
2.821,53,3.014758819,2019-01-03 04:00:00,0.0,0.705536
2.821,54,3.014758819,2019-01-03 05:00:00,0.0,0.705536
2.821,55,3.014758819,2019-01-03 06:00:00,0.0,0.705536
2.821,56,3.014758819,2019-01-03 07:00:00,0.0,0.705536
2.821,57,3.014758819,2019-01-03 08:00:00,0.0,0.705536
2.821,58,3.014758819,2019-01-03 09:00:00,0.0,0.705536
2.821,59,3.014758819,2019-01-03 10:00:00,0.0,0.705536
2.821,60,3.014758819,2019-01-03 11:00:00,0.0,0.705536
2.821,61,3.014758819,2019-01-03 12:00:00,0.0,0.705536
2.821,62,3.014758819,2019-01-03 13:00:00,0.0,0.705536
2.821,63,3.014758819,2019-01-03 14:00:00,0.0,0.705536
2.821,64,3.014758819,2019-01-03 15:00:00,0.0,0.705536
2.821,65,3.014758819,2019-01-03 16:00:00,0.0,0.705536
2.821,66,3.014758819,2019-01-03 17:00:00,0.0,0.705536
2.821,67,3.014758819,2019-01-03 18:00:00,0.0,0.705536
2.821,68,3.014758819,2019-01-03 19:00:00,0.0,0.705536
2.821,69,3.014758819,2019-01-03 20:00:00,0.0,0.705536
2.821,70,3.014758819,2019-01-03 21:00:00,0.0,0.705536
2.821,71,3.014758819,2019-01-03 22:00:00,0.0,0.705536
2.821,72,3.014758819,2019-01-03 23:00:00,0.0,0.705536
2.721,73,3.003959683,2019-01-04 00:00:00,0.0,0.705536
2.721,74,3.003959683,2019-01-04 01:00:00,0.0,0.705536
2.721,75,3.003959683,2019-01-04 02:00:00,0.0,0.705536
2.721,76,3.003959683,2019-01-04 03:00:00,0.0,0.705536
2.721,77,3.003959683,2019-01-04 04:00:00,0.0,0.705536
2.721,78,3.003959683,2019-01-04 05:00:00,0.0,0.705536
2.721,79,3.003959683,2019-01-04 06:00:00,0.0,0.705536
2.721,80,3.003959683,2019-01-04 07:00:00,0.0,0.705536
2.721,81,3.003959683,2019-01-04 08:00:00,0.0,0.705536
2.721,82,3.003959683,2019-01-04 09:00:00,0.0,0.705536
2.721,83,3.003959683,2019-01-04 10:00:00,0.0,0.705536
2.721,84,3.003959683,2019-01-04 11:00:00,0.0,0.705536
2.721,85,3.003959683,2019-01-04 12:00:00,0.0,0.705536
2.721,86,3.003959683,2019-01-04 13:00:00,0.0,0.705536
2.721,87,3.003959683,2019-01-04 14:00:00,0.0,0.705536
2.721,88,3.003959683,2019-01-04 15:00:00,0.0,0.705536
2.721,89,3.003959683,2019-01-04 16:00:00,0.0,0.705536
2.721,90,3.003959683,2019-01-04 17:00:00,0.0,0.705536
2.721,91,3.003959683,2019-01-04 18:00:00,0.0,0.705536
2.721,92,3.003959683,2019-01-04 19:00:00,0.0,0.705536
2.721,93,3.003959683,2019-01-04 20:00:00,0.0,0.705536
2.721,94,3.003959683,2019-01-04 21:00:00,0.0,0.705536
2.721,95,3.003959683,2019-01-04 22:00:00,0.0,0.705536
2.721,96,3.003959683,2019-01-04 23:00:00,0.0,0.705536
2.721,97,3.003959683,2019-01-05 00:00:00,0.0,0.705536
2.721,98,3.003959683,2019-01-05 01:00:00,0.0,0.705536
2.721,99,3.003959683,2019-01-05 02:00:00,0.0,0.705536
2.721,100,3.003959683,2019-01-05 03:00:00,0.0,0.705536
2.721,101,3.003959683,2019-01-05 04:00:00,0.0,0.705536
2.721,102,3.003959683,2019-01-05 05:00:00,0.0,0.705536
2.721,103,3.003959683,2019-01-05 06:00:00,0.0,0.705536
2.721,104,3.003959683,2019-01-05 07:00:00,0.0,0.705536
2.721,105,3.003959683,2019-01-05 08:00:00,0.0,0.705536
2.721,106,3.003959683,2019-01-05 09:00:00,0.0,0.705536
2.721,107,3.003959683,2019-01-05 10:00:00,0.0,0.705536
2.721,108,3.003959683,2019-01-05 11:00:00,0.0,0.705536
2.721,109,3.003959683,2019-01-05 12:00:00,0.0,0.705536
2.721,110,3.003959683,2019-01-05 13:00:00,0.0,0.705536
2.721,111,3.003959683,2019-01-05 14:00:00,0.0,0.705536
2.721,112,3.003959683,2019-01-05 15:00:00,0.0,0.705536
2.721,113,3.003959683,2019-01-05 16:00:00,0.0,0.705536
2.721,114,3.003959683,2019-01-05 17:00:00,0.0,0.705536
2.721,115,3.003959683,2019-01-05 18:00:00,0.0,0.705536
