Unnamed,NG,Time_Index,coal,None,uranium
0,0.05306,0,0.095488,0,0
1,3.137,1,2.402807775,0,0.705536
2,3.137,2,2.402807775,0,0.705536
3,3.137,3,2.402807775,0,0.705536
4,3.137,4,2.402807775,0,0.705536
5,3.137,5,2.402807775,0,0.705536
6,3.137,6,2.402807775,0,0.705536
7,3.137,7,2.402807775,0,0.705536
8,3.137,8,2.402807775,0,0.705536
9,3.137,9,2.402807775,0,0.705536
10,3.137,10,2.402807775,0,0.705536
11,3.137,11,2.402807775,0,0.705536
12,3.137,12,2.402807775,0,0.705536
13,3.137,13,2.402807775,0,0.705536
14,3.137,14,2.402807775,0,0.705536
15,3.137,15,2.402807775,0,0.705536
16,3.137,16,2.402807775,0,0.705536
17,3.137,17,2.402807775,0,0.705536
18,3.137,18,2.402807775,0,0.705536
19,3.137,19,2.402807775,0,0.705536
20,3.137,20,2.402807775,0,0.705536
21,3.137,21,2.402807775,0,0.705536
22,3.137,22,2.402807775,0,0.705536
23,3.137,23,2.402807775,0,0.705536
24,3.137,24,2.402807775,0,0.705536
25,3.031,25,2.357811375,0,0.705536
26,3.031,26,2.357811375,0,0.705536
27,3.031,27,2.357811375,0,0.705536
28,3.031,28,2.357811375,0,0.705536
29,3.031,29,2.357811375,0,0.705536
30,3.031,30,2.357811375,0,0.705536
31,3.031,31,2.357811375,0,0.705536
32,3.031,32,2.357811375,0,0.705536
33,3.031,33,2.357811375,0,0.705536
34,3.031,34,2.357811375,0,0.705536
35,3.031,35,2.357811375,0,0.705536
36,3.031,36,2.357811375,0,0.705536
37,3.031,37,2.357811375,0,0.705536
38,3.031,38,2.357811375,0,0.705536
39,3.031,39,2.357811375,0,0.705536
40,3.031,40,2.357811375,0,0.705536
41,3.031,41,2.357811375,0,0.705536
42,3.031,42,2.357811375,0,0.705536
43,3.031,43,2.357811375,0,0.705536
44,3.031,44,2.357811375,0,0.705536
45,3.031,45,2.357811375,0,0.705536
46,3.031,46,2.357811375,0,0.705536
47,3.031,47,2.357811375,0,0.705536
48,3.031,48,2.357811375,0,0.705536
49,3.031,49,2.357811375,0,0.705536
50,3.031,50,2.357811375,0,0.705536
51,3.031,51,2.357811375,0,0.705536
52,3.031,52,2.357811375,0,0.705536
53,3.031,53,2.357811375,0,0.705536
54,3.031,54,2.357811375,0,0.705536
55,3.031,55,2.357811375,0,0.705536
56,3.031,56,2.357811375,0,0.705536
57,3.031,57,2.357811375,0,0.705536
58,3.031,58,2.357811375,0,0.705536
59,3.031,59,2.357811375,0,0.705536
60,3.031,60,2.357811375,0,0.705536
61,3.031,61,2.357811375,0,0.705536
62,3.031,62,2.357811375,0,0.705536
63,3.031,63,2.357811375,0,0.705536
64,3.031,64,2.357811375,0,0.705536
65,3.031,65,2.357811375,0,0.705536
66,3.031,66,2.357811375,0,0.705536
67,3.031,67,2.357811375,0,0.705536
68,3.031,68,2.357811375,0,0.705536
69,3.031,69,2.357811375,0,0.705536
70,3.031,70,2.357811375,0,0.705536
71,3.031,71,2.357811375,0,0.705536
72,3.031,72,2.357811375,0,0.705536
73,3.031,73,2.357811375,0,0.705536
74,3.031,74,2.357811375,0,0.705536
75,3.031,75,2.357811375,0,0.705536
76,3.031,76,2.357811375,0,0.705536
77,3.031,77,2.357811375,0,0.705536
78,3.031,78,2.357811375,0,0.705536
79,3.031,79,2.357811375,0,0.705536
80,3.031,80,2.357811375,0,0.705536
81,3.031,81,2.357811375,0,0.705536
82,3.031,82,2.357811375,0,0.705536
83,3.031,83,2.357811375,0,0.705536
84,3.031,84,2.357811375,0,0.705536
85,3.031,85,2.357811375,0,0.705536
86,3.031,86,2.357811375,0,0.705536
87,3.031,87,2.357811375,0,0.705536
88,3.031,88,2.357811375,0,0.705536
89,3.031,89,2.357811375,0,0.705536
90,3.031,90,2.357811375,0,0.705536
91,3.031,91,2.357811375,0,0.705536
92,3.031,92,2.357811375,0,0.705536
93,3.031,93,2.357811375,0,0.705536
94,3.031,94,2.357811375,0,0.705536
95,3.031,95,2.357811375,0,0.705536
96,3.031,96,2.357811375,0,0.705536
97,3.006,97,2.294816415,0,0.705536
98,3.006,98,2.294816415,0,0.705536
99,3.006,99,2.294816415,0,0.705536
100,3.006,100,2.294816415,0,0.705536
101,3.006,101,2.294816415,0,0.705536
102,3.006,102,2.294816415,0,0.705536
103,3.006,103,2.294816415,0,0.705536
104,3.006,104,2.294816415,0,0.705536
105,3.006,105,2.294816415,0,0.705536
106,3.006,106,2.294816415,0,0.705536
107,3.006,107,2.294816415,0,0.705536
108,3.006,108,2.294816415,0,0.705536
109,3.006,109,2.294816415,0,0.705536
110,3.006,110,2.294816415,0,0.705536
111,3.006,111,2.294816415,0,0.705536
112,3.006,112,2.294816415,0,0.705536
113,3.006,113,2.294816415,0,0.705536
114,3.006,114,2.294816415,0,0.705536
115,3.006,115,2.294816415,0,0.705536
116,3.006,116,2.294816415,0,0.705536
117,3.006,117,2.294816415,0,0.705536
118,3.006,118,2.294816415,0,0.705536
119,3.006,119,2.294816415,0,0.705536
120,3.006,120,2.294816415,0,0.705536
121,3.217,121,2.257019438,0,0.705536
122,3.217,122,2.257019438,0,0.705536
123,3.217,123,2.257019438,0,0.705536
124,3.217,124,2.257019438,0,0.705536
125,3.217,125,2.257019438,0,0.705536
126,3.217,126,2.257019438,0,0.705536
