BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.957736706954555e7,75872.85571257514,-89664.5823081449,0.0,0.0,0.0,0.0,0.0,0.0,-3.9563575342949964e7
t1,46160.99078000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46160.99078
t2,43662.46028000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43662.46028
t3,42588.595919999985,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-41862.59592
t4,41530.816579999984,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-40804.81658
t5,41166.380849999994,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-40440.38085
t6,41811.337779999994,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-41085.33778
t7,42344.0979497168,0.0,-121.85064971678823,0.0,0.0,0.0,0.0,0.0,0.0,-42222.2473
t8,44061.317720618725,0.0,-130.87680061872842,0.0,0.0,0.0,0.0,0.0,0.0,-43930.44092
t9,47275.65733043478,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-47275.5942
t10,51132.81798999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51132.81799
t11,54996.82781999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54996.82782
t12,58625.76556999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58625.76557
t13,61845.908899999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61845.9089
t14,64424.907189999976,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64424.90719
t15,65712.41898165093,464.79614834904646,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66177.21513
t16,66705.57615000001,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67431.57615
t17,67558.70203000001,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68284.70203
t18,67497.99043394468,634.8653460553227,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68132.85578
t19,66698.579483595,119.6066964050051,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66818.18618
t20,64572.43983,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64572.43983
t21,61690.56319999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61690.5632
t22,58949.94647999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58949.94648
t23,54997.39352999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54997.39353
t24,51011.00724999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51011.00725
t25,47475.70427,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47475.70427
t26,44879.54594999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44879.54595
t27,43823.56253,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-43097.56253
t28,42679.851989999996,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-41953.85199
t29,42348.016359999994,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-41622.01636
t30,42876.30397999998,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-42150.30398
t31,43428.219456226456,0.0,-252.666936226464,0.0,0.0,0.0,0.0,0.0,0.0,-43175.55252
t32,44475.19075999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44475.19076
t33,47107.77105999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47107.77106
t34,50291.98037999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50291.98038
t35,53403.77361999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53403.77362
t36,56065.409799999994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56065.4098
t37,57731.719819999984,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58457.71982
t38,60794.7347377204,88.11884227958834,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60882.85358
