Zone,1,Total
AnnualSum,2.441203030359686e7,2.441203030359686e7
t1,15869.523672181218,15869.523672181218
t2,15283.607053973203,15283.607053973203
t3,15592.253454852289,15592.253454852289
t4,15786.83655552686,15786.83655552686
t5,16067.794570310813,16067.794570310813
t6,16320.874511426411,16320.874511426411
t7,16863.062603361243,16863.062603361243
t8,18009.762869565868,18009.762869565868
t9,18569.96947447099,18569.96947447099
t10,19546.373836490468,19546.373836490468
t11,19357.96218661243,19357.96218661243
t12,20449.671470677134,20449.671470677134
t13,21991.610379030724,21991.610379030724
t14,24089.868775721363,24089.868775721363
t15,25155.465359375186,25155.465359375186
t16,25386.08466666773,25386.08466666773
t17,24944.912204886783,24944.912204886783
t18,24452.914167390565,24452.914167390565
t19,22576.83579237127,22576.83579237127
t20,22174.98829223916,22174.98829223916
t21,22781.303650005237,22781.303650005237
t22,22081.798932800346,22081.798932800346
t23,18983.69343703232,18983.69343703232
t24,15812.233032144213,15812.233032144213
t25,14020.387529167792,14020.387529167792
t26,12894.476660327324,12894.476660327324
t27,12452.087415351245,12452.087415351245
t28,12069.621297005036,12069.621297005036
t29,12155.635976004529,12155.635976004529
t30,12434.885867373487,12434.885867373487
t31,12981.038864740776,12981.038864740776
t32,13378.497633882835,13378.497633882835
t33,13420.682740235103,13420.682740235103
t34,14157.09222400937,14157.09222400937
t35,15271.042064222022,15271.042064222022
t36,17314.330302875584,17314.330302875584
t37,20080.479696870785,20080.479696870785
t38,23179.512646560157,23179.512646560157
t39,23681.54427171633,23681.54427171633
t40,25280.683856870695,25280.683856870695
t41,25009.729097741623,25009.729097741623
t42,24805.176126907154,24805.176126907154
t43,24805.176126907154,24805.176126907154
t44,24326.38500612022,24326.38500612022
t45,24288.445012317086,24288.445012317086
t46,22676.538201204017,22676.538201204017
t47,18894.644074159845,18894.644074159845
t48,16248.651735410178,16248.651735410178
t49,14737.064382778373,14737.064382778373
t50,13762.125406700445,13762.125406700445
t51,13247.908059832456,13247.908059832456
t52,13053.8130442552,13053.8130442552
t53,12911.252571379786,12911.252571379786
t54,13059.989175863462,13059.989175863462
t55,13779.46116254981,13779.46116254981
t56,14299.935209871635,14299.935209871635
t57,15250.441540308226,15250.441540308226
t58,14997.148731150215,14997.148731150215
t59,16160.0585814847,16160.0585814847
t60,18210.360776795995,18210.360776795995
t61,21128.11014857136,21128.11014857136
t62,23908.494924869017,23908.494924869017
t63,24512.310947125774,24512.310947125774
t64,24858.120151956908,24858.120151956908
t65,25001.3425415068,25001.3425415068
t66,24607.129416896067,24607.129416896067
t67,23976.824187377042,23976.824187377042
t68,21858.272117203658,21858.272117203658
t69,22250.410298946186,22250.410298946186
t70,22154.55576803321,22154.55576803321
t71,19288.276152376086,19288.276152376086
t72,16871.326049452226,16871.326049452226
t73,15231.4820173162,15231.4820173162
t74,14266.065575659317,14266.065575659317
t75,13552.534574481782,13552.534574481782
t76,13392.186214633244,13392.186214633244
t77,13404.968359215782,13404.968359215782
t78,13578.163329953077,13578.163329953077
t79,13779.46116254981,13779.46116254981
t80,13981.373179665246,13981.373179665246
t81,14678.418774385378,14678.418774385378
t82,14605.846823016069,14605.846823016069
t83,15966.596952855394,15966.596952855394
t84,17663.919074761452,17663.919074761452
t85,20218.65695676747,20218.65695676747
t86,22004.77747319616,22004.77747319616
t87,23969.289305343427,23969.289305343427
t88,24767.143956154374,24767.143956154374
t89,24274.78599421475,24274.78599421475
t90,23687.93708396939,23687.93708396939
t91,23006.288981053578,23006.288981053578
t92,20728.482045021636,20728.482045021636
t93,19334.55915872788,19334.55915872788
t94,18420.185642305143,18420.185642305143
t95,16040.810831407647,16040.810831407647
t96,14630.094782182561,14630.094782182561
t97,13650.92686737826,13650.92686737826
t98,12938.23376145133,12938.23376145133
t99,12355.744246957838,12355.744246957838
t100,12385.456265983832,12385.456265983832
t101,12331.017446005771,12331.017446005771
t102,12595.375756662115,12595.375756662115
t103,13070.825494453382,13070.825494453382
t104,14073.312995799639,14073.312995799639
t105,15166.64955869296,15166.64955869296
t106,15492.090438704852,15492.090438704852
t107,16653.592473777873,16653.592473777873
t108,18963.38176032095,18963.38176032095
t109,20874.685889630804,20874.685889630804
t110,23713.5422977173,23713.5422977173
t111,24926.929219818427,24926.929219818427
t112,25883.074568452437,25883.074568452437
t113,26735.56354780576,26735.56354780576
t114,26615.53044936686,26615.53044936686
t115,24269.128209580456,24269.128209580456
t116,21342.22697970411,21342.22697970411
t117,20555.024845116528,20555.024845116528
t118,19908.20792193423,19908.20792193423
t119,18263.05360063712,18263.05360063712
t120,16691.29492920296,16691.29492920296
t121,15966.100866877277,15966.100866877277
t122,15273.487631479404,15273.487631479404
t123,14813.65186997237,14813.65186997237
t124,15515.630034091064,15515.630034091064
t125,15739.621817828018,15739.621817828018
t126,15997.841102322946,15997.841102322946
t127,15910.801137389677,15910.801137389677
t128,16151.357855031276,16151.357855031276
t129,17295.921844058612,17295.921844058612
t130,18515.558187770584,18515.558187770584
t131,21150.92894498137,21150.92894498137
t132,25029.05294070763,25029.05294070763
t133,26608.647166530554,26608.647166530554
t134,27671.05033736848,27671.05033736848
t135,28161.24866910787,28161.24866910787
t136,28202.45080861603,28202.45080861603
t137,27739.97719408447,27739.97719408447
t138,26417.70245508706,26417.70245508706
t139,24396.75566807038,24396.75566807038
t140,22097.255011701393,22097.255011701393
t141,22494.392002080396,22494.392002080396
t142,22492.263241052256,22492.263241052256
t143,21178.954917992825,21178.954917992825
t144,19255.613394988093,19255.613394988093
t145,18249.288470263305,18249.288470263305
t146,17760.762260112817,17760.762260112817
t147,17234.185701869614,17234.185701869614
t148,17082.288882885114,17082.288882885114
t149,17248.53040294136,17248.53040294136
t150,17979.16670187666,17979.16670187666
t151,18915.688638795924,18915.688638795924
t152,19803.47914606212,19803.47914606212
t153,20600.83153511221,20600.83153511221
t154,21333.57583302765,21333.57583302765
t155,22279.167681744315,22279.167681744315
t156,23788.94663482445,23788.94663482445
t157,24064.171283710377,24064.171283710377
t158,23516.471406161756,23516.471406161756
t159,23022.562168601944,23022.562168601944
t160,22606.19667147768,22606.19667147768
t161,21293.8600163115,21293.8600163115
t162,20673.13796415174,20673.13796415174
t163,19646.14547459005,19646.14547459005
t164,19044.92125897471,19044.92125897471
t165,19196.498249448763,19196.498249448763
t166,19153.695188421803,19153.695188421803
t167,18566.322708537755,18566.322708537755
t168,17174.107544825667,17174.107544825667
t169,16756.402304421284,16756.402304421284
t170,16715.597611537774,16715.597611537774
t171,16472.532880314197,16472.532880314197
t172,16464.10960922914,16464.10960922914
t173,16756.402304421284,16756.402304421284
t174,17308.935972954303,17308.935972954303
t175,18351.002094727817,18351.002094727817
t176,19227.349213373192,19227.349213373192
t177,19984.38148685822,19984.38148685822
t178,21475.848371918968,21475.848371918968
t179,22941.881023985963,22941.881023985963
t180,23096.924361947884,23096.924361947884
t181,23942.157418152212,23942.157418152212
t182,25211.940918768105,25211.940918768105
t183,25479.17156428756,25479.17156428756
t184,25509.724608077202,25509.724608077202
t185,25479.17156428756,25479.17156428756
t186,24663.06418491079,24663.06418491079
t187,25274.701610334956,25274.701610334956
t188,23087.648198948857,23087.648198948857
t189,23681.38988434763,23681.38988434763
t190,22746.032631607195,22746.032631607195
t191,20187.62484592857,20187.62484592857
t192,18144.396612144978,18144.396612144978
t193,16809.59619606222,16809.59619606222
t194,15871.670430830323,15871.670430830323
t195,15499.196304866722,15499.196304866722
t196,15285.083705448913,15285.083705448913
t197,15660.434127142697,15660.434127142697
t198,16460.023318267635,16460.023318267635
t199,17479.33411749098,17479.33411749098
t200,18669.88879051594,18669.88879051594
t201,19592.96599658515,19592.96599658515
t202,19823.56492853233,19823.56492853233
t203,21764.16018457163,21764.16018457163
t204,23853.32945615149,23853.32945615149
t205,29764.506699493522,29764.506699493522
t206,30005.000625645,30005.000625645
t207,30494.220951214254,30494.220951214254
t208,30312.37237513183,30312.37237513183
t209,30475.18726960219,30475.18726960219
t210,30272.90702104689,30272.90702104689
t211,29675.973596763517,29675.973596763517
t212,29390.846735905932,29390.846735905932
t213,30123.318242539033,30123.318242539033
t214,29384.41616119612,29384.41616119612
t215,24722.528682873344,24722.528682873344
t216,21035.650102019605,21035.650102019605
t217,18432.187305479,18432.187305479
t218,16946.303938886278,16946.303938886278
t219,16492.672424298766,16492.672424298766
t220,16082.312689493518,16082.312689493518
t221,16191.940697466247,16191.940697466247
t222,16509.69444269145,16509.69444269145
t223,17446.294781135835,17446.294781135835
t224,18291.409874015786,18291.409874015786
t225,19571.412097131557,19571.412097131557
t226,20902.62118218924,20902.62118218924
t227,23738.597319275923,23738.597319275923
t228,26851.958679488784,26851.958679488784
t229,30041.56931364511,30041.56931364511
t230,32223.28969856313,32223.28969856313
t231,33595.022423376686,33595.022423376686
t232,33930.48982746595,33930.48982746595
t233,33731.27215556746,33731.27215556746
t234,33403.97542180989,33403.97542180989
t235,33100.018151396376,33100.018151396376
t236,30389.497830566786,30389.497830566786
t237,29761.40946226755,29761.40946226755
t238,29149.205548823767,29149.205548823767
t239,25432.02748502114,25432.02748502114
t240,21886.90504559553,21886.90504559553
t241,19378.44304990051,19378.44304990051
t242,17771.717615085465,17771.717615085465
t243,17722.693529926368,17722.693529926368
t244,17425.355159193386,17425.355159193386
t245,17092.331861131817,17092.331861131817
t246,17411.571471736905,17411.571471736905
t247,17826.11959498661,17826.11959498661
t248,18633.6465052909,18633.6465052909
t249,19485.9216205827,19485.9216205827
t250,20970.265161919935,20970.265161919935
t251,22971.192828413965,22971.192828413965
t252,26154.002357256202,26154.002357256202
t253,28727.554222532,28727.554222532
t254,29954.892364801162,29954.892364801162
t255,30374.430295156973,30374.430295156973
t256,30629.29871515217,30629.29871515217
t257,30726.037418338707,30726.037418338707
t258,30231.143455504356,30231.143455504356
t259,28053.799221139663,28053.799221139663
t260,28461.89971056283,28461.89971056283
t261,27828.48903239511,27828.48903239511
t262,25739.080083767396,25739.080083767396
t263,22989.102319945534,22989.102319945534
t264,21074.89580841782,21074.89580841782
t265,19098.729748014208,19098.729748014208
t266,18336.666751675104,18336.666751675104
t267,17641.27860194209,17641.27860194209
t268,17142.871501725913,17142.871501725913
t269,17100.256857567296,17100.256857567296
t270,17284.003755381364,17284.003755381364
t271,17595.246049654215,17595.246049654215
t272,18303.171167840632,18303.171167840632
t273,19796.01958742191,19796.01958742191
t274,20700.325551362028,20700.325551362028
t275,22066.88411342483,22066.88411342483
t276,23365.34369898197,23365.34369898197
t277,24006.121839037278,24006.121839037278
t278,24509.96337114508,24509.96337114508
t279,24189.64247112779,24189.64247112779
t280,23874.687474639624,23874.687474639624
t281,24191.251522789225,24191.251522789225
t282,24148.344475098264,24148.344475098264
t283,22146.972926776212,22146.972926776212
t284,21408.427037285328,21408.427037285328
t285,21414.94844909078,21414.94844909078
t286,21112.11381300376,21112.11381300376
t287,19675.5001461813,19675.5001461813
t288,18333.154028579214,18333.154028579214
t289,17079.04633696291,17079.04633696291
t290,16352.840707033052,16352.840707033052
t291,16132.932411143054,16132.932411143054
t292,15998.302484849864,15998.302484849864
t293,16134.593250280455,16134.593250280455
t294,16246.300989548412,16246.300989548412
t295,16319.030412609114,16319.030412609114
t296,16408.396347758906,16408.396347758906
t297,16408.396347758906,16408.396347758906
t298,16708.934381738705,16708.934381738705
t299,17840.716099583075,17840.716099583075
t300,19737.994966243143,19737.994966243143
t301,22042.494439310358,22042.494439310358
t302,23641.965332570577,23641.965332570577
t303,24756.95926315718,24756.95926315718
t304,24798.190465596123,24798.190465596123
t305,24089.85973758662,24089.85973758662
t306,23348.913677783523,23348.913677783523
t307,21051.311099909686,21051.311099909686
t308,18567.035176841364,18567.035176841364
t309,18346.057660999802,18346.057660999802
t310,17924.49393614772,17924.49393614772
t311,17011.395782106065,17011.395782106065
t312,16179.064748565706,16179.064748565706
t313,15300.221104280827,15300.221104280827
t314,15235.05185925722,15235.05185925722
t315,15140.535008942494,15140.535008942494
t316,15383.44059840968,15383.44059840968
t317,15483.6739172081,15483.6739172081
t318,15984.136417202555,15984.136417202555
t319,16299.359962163779,16299.359962163779
t320,16502.291833354313,16502.291833354313
t321,17639.533572062115,17639.533572062115
t322,19334.558572296457,19334.558572296457
t323,20970.235490817035,20970.235490817035
t324,23382.86293227713,23382.86293227713
t325,24037.744858559607,24037.744858559607
t326,25152.530590081915,25152.530590081915
t327,26129.979712654054,26129.979712654054
t328,26141.524612044926,26141.524612044926
t329,26129.979712654054,26129.979712654054
t330,24698.24437616541,24698.24437616541
t331,22313.83242781661,22313.83242781661
t332,21482.659440021045,21482.659440021045
t333,21963.621582052714,21963.621582052714
t334,22628.35569356077,22628.35569356077
t335,20548.689822047185,20548.689822047185
t336,18600.36549333059,18600.36549333059
t337,17308.151623898673,17308.151623898673
t338,17225.268792105388,17225.268792105388
t339,16795.404636508556,16795.404636508556
t340,16493.499483447766,16493.499483447766
t341,16583.27914058139,16583.27914058139
t342,17306.849754362087,17306.849754362087
t343,18610.057550327565,18610.057550327565
t344,19515.157980194006,19515.157980194006
t345,20023.93384887813,20023.93384887813
t346,20625.814817165854,20625.814817165854
t347,21711.259645265123,21711.259645265123
t348,23400.967365627304,23400.967365627304
t349,24662.53718324476,24662.53718324476
t350,26096.650368405553,26096.650368405553
t351,27067.56700882297,27067.56700882297
t352,27491.398289587047,27491.398289587047
t353,27564.43835679531,27564.43835679531
t354,27540.687120177805,27540.687120177805
t355,26660.444995319518,26660.444995319518
t356,24960.602194824416,24960.602194824416
t357,25984.132582268114,25984.132582268114
t358,26068.252787780035,26068.252787780035
t359,23250.851812149947,23250.851812149947
t360,21044.84990543402,21044.84990543402
t361,19088.445584795074,19088.445584795074
t362,17906.52410391487,17906.52410391487
t363,17900.65077071116,17900.65077071116
t364,17744.563649170217,17744.563649170217
t365,17902.138292994314,17902.138292994314
t366,18030.822667911376,18030.822667911376
t367,18601.337256562685,18601.337256562685
t368,19372.46300035358,19372.46300035358
t369,19441.156699773746,19441.156699773746
t370,19122.99492661155,19122.99492661155
t371,20703.684563625742,20703.684563625742
t372,22538.00028856048,22538.00028856048
t373,24376.137717330872,24376.137717330872
t374,26653.95735099011,26653.95735099011
t375,28892.929770821538,28892.929770821538
t376,28659.720971385268,28659.720971385268
t377,29324.009746057414,29324.009746057414
t378,29277.106723770623,29277.106723770623
t379,28710.872888779304,28710.872888779304
t380,28631.05601155101,28631.05601155101
t381,28492.016078317774,28492.016078317774
t382,28350.576022056088,28350.576022056088
t383,24698.802341174465,24698.802341174465
t384,21979.878167177423,21979.878167177423
t385,19756.887994427714,19756.887994427714
t386,18376.676559294938,18376.676559294938
t387,17899.53119566107,17899.53119566107
t388,17346.418337613824,17346.418337613824
t389,17294.697012636538,17294.697012636538
t390,17673.120291967884,17673.120291967884
t391,18108.041731858113,18108.041731858113
t392,19088.396092500374,19088.396092500374
t393,19541.436151803282,19541.436151803282
t394,19762.70009023234,19762.70009023234
t395,21318.174075920204,21318.174075920204
t396,23262.815553467324,23262.815553467324
t397,26189.32613375595,26189.32613375595
t398,27896.891332753243,27896.891332753243
t399,28438.295137400317,28438.295137400317
t400,28623.426065850257,28623.426065850257
t401,28401.47576285721,28401.47576285721
t402,28141.051264969556,28141.051264969556
t403,26454.795566282755,26454.795566282755
t404,24717.188137562982,24717.188137562982
t405,24292.17155408545,24292.17155408545
t406,22653.688148134206,22653.688148134206
t407,18790.239779696607,18790.239779696607
t408,15545.03626375932,15545.03626375932
t409,13809.913433355065,13809.913433355065
t410,13311.19512058777,13311.19512058777
t411,13214.841091882414,13214.841091882414
t412,13063.756854920251,13063.756854920251
t413,13449.67031768198,13449.67031768198
t414,14154.329432641345,14154.329432641345
t415,14514.342987490681,14514.342987490681
t416,15197.74955755105,15197.74955755105
t417,15657.56606800521,15657.56606800521
t418,15341.155541694648,15341.155541694648
t419,15958.98537325302,15958.98537325302
t420,17252.673398985407,17252.673398985407
t421,18145.33828563838,18145.33828563838
t422,18848.98229809837,18848.98229809837
t423,18254.757293303814,18254.757293303814
t424,17815.090532058577,17815.090532058577
t425,17528.436054786707,17528.436054786707
t426,17490.486522410858,17490.486522410858
t427,16838.259850341306,16838.259850341306
t428,16990.910788467845,16990.910788467845
t429,18208.016026379366,18208.016026379366
