,Time_Index,NG,None,coal,uranium
0,0,0.05306,0,0.095487528,0
1,1,2.36,0,2.483801296,0.705536
2,2,2.36,0,2.483801296,0.705536
3,3,2.36,0,2.483801296,0.705536
4,4,2.36,0,2.483801296,0.705536
5,5,2.36,0,2.483801296,0.705536
6,6,2.36,0,2.483801296,0.705536
7,7,2.36,0,2.483801296,0.705536
8,8,2.36,0,2.483801296,0.705536
9,9,2.36,0,2.483801296,0.705536
10,10,2.36,0,2.483801296,0.705536
11,11,2.36,0,2.483801296,0.705536
12,12,2.36,0,2.483801296,0.705536
13,13,2.36,0,2.483801296,0.705536
14,14,2.36,0,2.483801296,0.705536
15,15,2.36,0,2.483801296,0.705536
16,16,2.36,0,2.483801296,0.705536
17,17,2.36,0,2.483801296,0.705536
18,18,2.36,0,2.483801296,0.705536
19,19,2.36,0,2.483801296,0.705536
20,20,2.36,0,2.483801296,0.705536
21,21,2.36,0,2.483801296,0.705536
22,22,2.36,0,2.483801296,0.705536
23,23,2.36,0,2.483801296,0.705536
24,24,2.36,0,2.483801296,0.705536
25,25,2.36,0,2.483801296,0.705536
26,26,2.36,0,2.483801296,0.705536
27,27,2.36,0,2.483801296,0.705536
28,28,2.36,0,2.483801296,0.705536
29,29,2.36,0,2.483801296,0.705536
30,30,2.36,0,2.483801296,0.705536
31,31,2.36,0,2.483801296,0.705536
32,32,2.36,0,2.483801296,0.705536
33,33,2.36,0,2.483801296,0.705536
34,34,2.36,0,2.483801296,0.705536
35,35,2.36,0,2.483801296,0.705536
36,36,2.36,0,2.483801296,0.705536
37,37,2.36,0,2.483801296,0.705536
38,38,2.36,0,2.483801296,0.705536
39,39,2.36,0,2.483801296,0.705536
40,40,2.36,0,2.483801296,0.705536
41,41,2.36,0,2.483801296,0.705536
42,42,2.36,0,2.483801296,0.705536
43,43,2.36,0,2.483801296,0.705536
44,44,2.36,0,2.483801296,0.705536
45,45,2.36,0,2.483801296,0.705536
46,46,2.36,0,2.483801296,0.705536
47,47,2.36,0,2.483801296,0.705536
48,48,2.36,0,2.483801296,0.705536
49,49,2.36,0,2.483801296,0.705536
50,50,2.36,0,2.483801296,0.705536
51,51,2.36,0,2.483801296,0.705536
52,52,2.36,0,2.483801296,0.705536
53,53,2.36,0,2.483801296,0.705536
54,54,2.36,0,2.483801296,0.705536
55,55,2.36,0,2.483801296,0.705536
56,56,2.36,0,2.483801296,0.705536
57,57,2.36,0,2.483801296,0.705536
58,58,2.36,0,2.483801296,0.705536
59,59,2.36,0,2.483801296,0.705536
60,60,2.36,0,2.483801296,0.705536
61,61,2.36,0,2.483801296,0.705536
62,62,2.36,0,2.483801296,0.705536
63,63,2.36,0,2.483801296,0.705536
64,64,2.36,0,2.483801296,0.705536
65,65,2.36,0,2.483801296,0.705536
66,66,2.36,0,2.483801296,0.705536
67,67,2.36,0,2.483801296,0.705536
68,68,2.36,0,2.483801296,0.705536
69,69,2.36,0,2.483801296,0.705536
70,70,2.36,0,2.483801296,0.705536
71,71,2.36,0,2.483801296,0.705536
72,72,2.36,0,2.483801296,0.705536
73,73,2.387,0,2.494600432,0.705536
74,74,2.387,0,2.494600432,0.705536
75,75,2.387,0,2.494600432,0.705536
76,76,2.387,0,2.494600432,0.705536
77,77,2.387,0,2.494600432,0.705536
78,78,2.387,0,2.494600432,0.705536
79,79,2.387,0,2.494600432,0.705536
80,80,2.387,0,2.494600432,0.705536
81,81,2.387,0,2.494600432,0.705536
82,82,2.387,0,2.494600432,0.705536
83,83,2.387,0,2.494600432,0.705536
84,84,2.387,0,2.494600432,0.705536
85,85,2.387,0,2.494600432,0.705536
86,86,2.387,0,2.494600432,0.705536
87,87,2.387,0,2.494600432,0.705536
88,88,2.387,0,2.494600432,0.705536
89,89,2.387,0,2.494600432,0.705536
90,90,2.387,0,2.494600432,0.705536
91,91,2.387,0,2.494600432,0.705536
92,92,2.387,0,2.494600432,0.705536
93,93,2.387,0,2.494600432,0.705536
94,94,2.387,0,2.494600432,0.705536
95,95,2.387,0,2.494600432,0.705536
96,96,2.387,0,2.494600432,0.705536
97,97,2.596,0,2.336213103,0.705536
98,98,2.596,0,2.336213103,0.705536
99,99,2.596,0,2.336213103,0.705536
100,100,2.596,0,2.336213103,0.705536
101,101,2.596,0,2.336213103,0.705536
102,102,2.596,0,2.336213103,0.705536
103,103,2.596,0,2.336213103,0.705536
104,104,2.596,0,2.336213103,0.705536
105,105,2.596,0,2.336213103,0.705536
106,106,2.596,0,2.336213103,0.705536
107,107,2.596,0,2.336213103,0.705536
108,108,2.596,0,2.336213103,0.705536
109,109,2.596,0,2.336213103,0.705536
110,110,2.596,0,2.336213103,0.705536
111,111,2.596,0,2.336213103,0.705536
112,112,2.596,0,2.336213103,0.705536
113,113,2.596,0,2.336213103,0.705536
114,114,2.596,0,2.336213103,0.705536
115,115,2.596,0,2.336213103,0.705536
116,116,2.596,0,2.336213103,0.705536
117,117,2.596,0,2.336213103,0.705536
118,118,2.596,0,2.336213103,0.705536
119,119,2.596,0,2.336213103,0.705536
120,120,2.596,0,2.336213103,0.705536
121,121,2.77,0,2.312814975,0.705536
122,122,2.77,0,2.312814975,0.705536
123,123,2.77,0,2.312814975,0.705536
124,124,2.77,0,2.312814975,0.705536
125,125,2.77,0,2.312814975,0.705536
126,126,2.77,0,2.312814975,0.705536
127,127,2.77,0,2.312814975,0.705536
128,128,2.77,0,2.312814975,0.705536
129,129,2.77,0,2.312814975,0.705536
130,130,2.77,0,2.312814975,0.705536
131,131,2.77,0,2.312814975,0.705536
132,132,2.77,0,2.312814975,0.705536
133,133,2.77,0,2.312814975,0.705536
134,134,2.77,0,2.312814975,0.705536
135,135,2.77,0,2.312814975,0.705536
136,136,2.77,0,2.312814975,0.705536
137,137,2.77,0,2.312814975,0.705536
138,138,2.77,0,2.312814975,0.705536
139,139,2.77,0,2.312814975,0.705536
140,140,2.77,0,2.312814975,0.705536
141,141,2.77,0,2.312814975,0.705536
142,142,2.77,0,2.312814975,0.705536
143,143,2.77,0,2.312814975,0.705536
144,144,2.77,0,2.312814975,0.705536
145,145,2.76,0,2.397408207,0.705536
146,146,2.76,0,2.397408207,0.705536
147,147,2.76,0,2.397408207,0.705536
148,148,2.76,0,2.397408207,0.705536
149,149,2.76,0,2.397408207,0.705536
150,150,2.76,0,2.397408207,0.705536
151,151,2.76,0,2.397408207,0.705536
152,152,2.76,0,2.397408207,0.705536
153,153,2.76,0,2.397408207,0.705536
154,154,2.76,0,2.397408207,0.705536
155,155,2.76,0,2.397408207,0.705536
156,156,2.76,0,2.397408207,0.705536
157,157,2.76,0,2.397408207,0.705536
158,158,2.76,0,2.397408207,0.705536
159,159,2.76,0,2.397408207,0.705536
160,160,2.76,0,2.397408207,0.705536
161,161,2.76,0,2.397408207,0.705536
162,162,2.76,0,2.397408207,0.705536
163,163,2.76,0,2.397408207,0.705536
164,164,2.76,0,2.397408207,0.705536
165,165,2.76,0,2.397408207,0.705536
166,166,2.76,0,2.397408207,0.705536
167,167,2.76,0,2.397408207,0.705536
168,168,2.76,0,2.397408207,0.705536
169,169,2.81,0,2.465802736,0.705536
170,170,2.81,0,2.465802736,0.705536
171,171,2.81,0,2.465802736,0.705536
172,172,2.81,0,2.465802736,0.705536
173,173,2.81,0,2.465802736,0.705536
174,174,2.81,0,2.465802736,0.705536
175,175,2.81,0,2.465802736,0.705536
176,176,2.81,0,2.465802736,0.705536
177,177,2.81,0,2.465802736,0.705536
178,178,2.81,0,2.465802736,0.705536
179,179,2.81,0,2.465802736,0.705536
180,180,2.81,0,2.465802736,0.705536
181,181,2.81,0,2.465802736,0.705536
182,182,2.81,0,2.465802736,0.705536
183,183,2.81,0,2.465802736,0.705536
184,184,2.81,0,2.465802736,0.705536
185,185,2.81,0,2.465802736,0.705536
186,186,2.81,0,2.465802736,0.705536
187,187,2.81,0,2.465802736,0.705536
188,188,2.81,0,2.465802736,0.705536
189,189,2.81,0,2.465802736,0.705536
190,190,2.81,0,2.465802736,0.705536
191,191,2.81,0,2.465802736,0.705536
192,192,2.81,0,2.465802736,0.705536
193,193,2.81,0,2.465802736,0.705536
194,194,2.81,0,2.465802736,0.705536
195,195,2.81,0,2.465802736,0.705536
196,196,2.81,0,2.465802736,0.705536
197,197,2.81,0,2.465802736,0.705536
198,198,2.81,0,2.465802736,0.705536
199,199,2.81,0,2.465802736,0.705536
200,200,2.81,0,2.465802736,0.705536
201,201,2.81,0,2.465802736,0.705536
202,202,2.81,0,2.465802736,0.705536
203,203,2.81,0,2.465802736,0.705536
204,204,2.81,0,2.465802736,0.705536
205,205,2.81,0,2.465802736,0.705536
206,206,2.81,0,2.465802736,0.705536
207,207,2.81,0,2.465802736,0.705536
208,208,2.81,0,2.465802736,0.705536
209,209,2.81,0,2.465802736,0.705536
210,210,2.81,0,2.465802736,0.705536
211,211,2.81,0,2.465802736,0.705536
212,212,2.81,0,2.465802736,0.705536
213,213,2.81,0,2.465802736,0.705536
214,214,2.81,0,2.465802736,0.705536
215,215,2.81,0,2.465802736,0.705536
216,216,2.81,0,2.465802736,0.705536
217,217,2.81,0,2.465802736,0.705536
218,218,2.81,0,2.465802736,0.705536
219,219,2.81,0,2.465802736,0.705536
220,220,2.81,0,2.465802736,0.705536
221,221,2.81,0,2.465802736,0.705536
222,222,2.81,0,2.465802736,0.705536
223,223,2.81,0,2.465802736,0.705536
224,224,2.81,0,2.465802736,0.705536
225,225,2.81,0,2.465802736,0.705536
226,226,2.81,0,2.465802736,0.705536
227,227,2.81,0,2.465802736,0.705536
228,228,2.81,0,2.465802736,0.705536
229,229,2.81,0,2.465802736,0.705536
230,230,2.81,0,2.465802736,0.705536
231,231,2.81,0,2.465802736,0.705536
232,232,2.81,0,2.465802736,0.705536
233,233,2.81,0,2.465802736,0.705536
234,234,2.81,0,2.465802736,0.705536
235,235,2.81,0,2.465802736,0.705536
236,236,2.81,0,2.465802736,0.705536
237,237,2.81,0,2.465802736,0.705536
238,238,2.81,0,2.465802736,0.705536
239,239,2.81,0,2.465802736,0.705536
240,240,2.81,0,2.465802736,0.705536
241,241,2.77,0,2.465802736,0.705536
242,242,2.77,0,2.465802736,0.705536
243,243,2.77,0,2.465802736,0.705536
244,244,2.77,0,2.465802736,0.705536
245,245,2.77,0,2.465802736,0.705536
246,246,2.77,0,2.465802736,0.705536
247,247,2.77,0,2.465802736,0.705536
248,248,2.77,0,2.465802736,0.705536
249,249,2.77,0,2.465802736,0.705536
250,250,2.77,0,2.465802736,0.705536
251,251,2.77,0,2.465802736,0.705536
252,252,2.77,0,2.465802736,0.705536
253,253,2.77,0,2.465802736,0.705536
254,254,2.77,0,2.465802736,0.705536
255,255,2.77,0,2.465802736,0.705536
256,256,2.77,0,2.465802736,0.705536
257,257,2.77,0,2.465802736,0.705536
