Resource,biomass,conventional_hydroelectric,conventional_steam_coal,conventional_steam_coal_1,conventional_steam_coal_2,conventional_steam_coal_3,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle_1,natural_gas_fired_combined_cycle_2,natural_gas_fired_combined_cycle_3,natural_gas_fired_combined_cycle_4,natural_gas_fired_combined_cycle_5,natural_gas_fired_combined_cycle_6,natural_gas_fired_combined_cycle_7,natural_gas_fired_combined_cycle_8,natural_gas_fired_combined_cycle_9,natural_gas_fired_combined_cycle_10,natural_gas_fired_combined_cycle_11,natural_gas_fired_combined_cycle_12,natural_gas_fired_combined_cycle_13,natural_gas_fired_combined_cycle_14,natural_gas_fired_combined_cycle_15,natural_gas_fired_combined_cycle_16,natural_gas_fired_combined_cycle_17,natural_gas_fired_combined_cycle_18,natural_gas_fired_combined_cycle_19,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine_1,natural_gas_fired_combustion_turbine_2,natural_gas_fired_combustion_turbine_3,natural_gas_fired_combustion_turbine_4,natural_gas_fired_combustion_turbine_5,natural_gas_fired_combustion_turbine_6,natural_gas_fired_combustion_turbine_7,natural_gas_fired_combustion_turbine_8,natural_gas_fired_combustion_turbine_9,natural_gas_fired_combustion_turbine_10,natural_gas_fired_combustion_turbine_11,natural_gas_fired_combustion_turbine_12,natural_gas_fired_combustion_turbine_13,natural_gas_fired_combustion_turbine_14,natural_gas_fired_combustion_turbine_15,natural_gas_fired_combustion_turbine_16,natural_gas_fired_combustion_turbine_17,natural_gas_fired_combustion_turbine_18,natural_gas_fired_combustion_turbine_19,natural_gas_steam_turbine,natural_gas_steam_turbine_1,natural_gas_steam_turbine_2,natural_gas_steam_turbine_3,natural_gas_steam_turbine_4,natural_gas_steam_turbine_5,natural_gas_steam_turbine_6,natural_gas_steam_turbine_7,natural_gas_steam_turbine_8,natural_gas_steam_turbine_9,natural_gas_steam_turbine_10,natural_gas_steam_turbine_11,natural_gas_steam_turbine_12,natural_gas_steam_turbine_13,natural_gas_steam_turbine_14,natural_gas_steam_turbine_15,natural_gas_steam_turbine_16,natural_gas_steam_turbine_17,natural_gas_steam_turbine_18,natural_gas_steam_turbine_19,nuclear,nuclear_1,onshore_wind_turbine,small_hydroelectric,solar_photovoltaic,Total
t9,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,0.0,0.0,2018.4009999999998,0.0,4822.347788999998,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,8410.791439999999,0.0,0.0,40950.0
t10,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,0.0,0.0,2018.4009999999998,0.0,9583.01551899999,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,4361.38421,0.0,101.73949999999998,41762.99999999999
t11,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,0.0,0.0,2018.4009999999998,0.0,9251.019918999995,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,5024.73091,0.0,256.38839999999993,42248.99999999999
t12,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,0.0,0.0,2018.4009999999998,0.0,5467.701208999992,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,8758.82817,0.0,352.60984999999994,42295.99999999999
t13,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,0.0,0.0,2018.4009999999998,0.0,5740.939458999994,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,8013.581869999999,0.0,407.6178999999999,41878.99999999999
t14,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,0.0,0.0,2018.4009999999998,0.0,7796.41066899999,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,5424.884860000001,0.0,437.84369999999996,41375.999999999985
t15,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,0.0,0.0,2018.4009999999998,0.0,8398.214228999994,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,4435.326499999999,0.0,440.59849999999994,40990.99999999999
t16,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,0.0,0.0,2018.4009999999998,0.0,8346.184968999993,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,4531.34421,0.0,420.61005,41015.0
t17,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,0.0,0.0,2018.4009999999998,0.0,9088.118928999993,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,4668.6363,0.0,368.38399999999996,41841.99999999999
t18,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,3370.018909999995,0.0,0.0,188.5572,0.0,2018.4009999999998,0.0,10296.594,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,4314.18404,0.0,294.09444999999994,44057.99999999999
t19,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,4534.839299999992,0.0,0.0,377.1144,0.0,2018.4009999999998,0.0,10296.594,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,4439.54835,0.0,157.35255,45399.99999999999
t20,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,4644.003,0.0,0.0,731.1814299999937,0.0,2018.4009999999998,0.0,10296.594,0.0,0.0,0.0,0.0,0.0,204.0,870.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,3619.117570000001,0.0,0.0,45246.0
t21,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,4593.0379099999955,0.0,0.0,377.1144,0.0,2018.4009999999998,0.0,10296.594,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,3982.70229,0.0,0.0,44844.0
t22,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2960.715149999998,0.0,0.0,377.1144,0.0,2018.4009999999998,0.0,10296.594,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,4672.025049999999,0.0,0.0,43901.0
t23,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,377.1144,0.0,2018.4009999999998,0.0,8880.366288999996,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,5231.658539999999,0.0,0.0,42205.99999999999
t24,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,377.1144,0.0,2018.4009999999998,0.0,6880.775038999993,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,5519.249789999999,0.0,0.0,40493.99999999999
t25,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,377.1144,0.0,2018.4009999999998,0.0,5740.631608999994,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,5411.39322,0.0,0.0,39245.99999999999
t26,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,377.1144,0.0,2018.4009999999998,0.0,5120.601568999992,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,5362.42326,0.0,0.0,38576.999999999985
t27,68.59599999999999,0.0,6184.542572999992,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,377.1144,0.0,2018.4009999999998,0.0,4674.653676,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,6202.828579999999,0.0,0.0,38433.99999999999
t28,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,377.1144,0.0,2018.4009999999998,0.0,5257.908818999991,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,5478.11601,0.0,0.0,38829.999999999985
t29,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,377.1144,0.0,2018.4009999999998,0.0,6609.870058999995,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,5368.15477,0.0,0.0,40071.99999999999
t30,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,2122.3093710000003,0.0,0.0,377.1144,0.0,2018.4009999999998,0.0,9847.352218999993,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,4543.67261,0.0,0.0,42484.99999999999
t31,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,4475.191529999994,0.0,0.0,377.1144,0.0,2018.4009999999998,0.0,10296.594,0.0,0.0,0.0,0.0,0.0,204.0,510.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,4555.54867,0.0,0.0,45299.0
t32,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,4644.003,0.0,0.0,1616.215909999993,0.0,2018.4009999999998,0.0,10296.594,0.0,0.0,0.0,0.0,0.0,204.0,870.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,4908.083090000001,0.0,0.0,47419.99999999999
t33,68.59599999999999,0.0,6722.0,0.0,6335.001,2772.6000000000004,793.002,0.0,0.0,1100.3039999999999,4644.003,0.0,0.0,3122.2149499999896,0.0,2018.4009999999998,0.0,10296.594,0.0,0.0,0.0,0.0,0.0,204.0,870.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,2460.0,4529.0840499999995,0.0,0.0,48546.99999999999
