BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.14995616119016e7,0.0,0.0,0.0,0.0,0.0,80.38809840002664,0.0,0.0,-3.1499642e7
t1,37081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37081.0
t2,37257.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37258.0
t3,37299.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37300.0
t4,37422.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37423.0
t5,37894.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37895.0
t6,38824.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38825.0
t7,39909.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39910.0
t8,40435.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40436.0
t9,40949.999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40950.0
t10,41762.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41763.0
t11,42248.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42249.0
t12,42295.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42296.0
t13,41878.999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41879.0
t14,41375.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41376.0
t15,40991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40991.0
t16,41014.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41015.0
t17,41842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41842.0
