BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,4.507035212403534e7,102668.87856092061,-121340.68824448921,0.0,0.0,0.0,9.294653828002993,0.0,0.0,-4.517166932611999e7
t1,31887.702464,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31965.3732
t2,31107.93292968795,0.0,-252.6290676879531,0.0,0.0,0.0,0.0,0.0,0.0,-30894.13923
t3,31010.415869999997,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-30284.41587
t4,31009.491192,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-30322.32656
t5,31645.138214,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-30996.80895
t6,33307.7655648,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-32679.41546
t7,35328.380064799996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35426.02996
t8,37178.71187479999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37276.36177
t9,37892.304684799994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37989.95458
t10,38526.61400479999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38624.2639
t11,39239.1047348,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39336.75463
t12,39694.08951479998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39791.73941
t13,39907.94759479999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40005.59749
t14,39909.18347479999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40006.83337
t15,39829.85037479999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39927.50027
t16,39675.881004799994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39773.5309
t17,39520.41994479999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39618.06984
t18,38706.132034799986,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39529.78193
t19,39101.13558486568,502.07847993431454,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39700.86396
t20,39946.1083848,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40043.75828
t21,40218.6643748,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40316.31427
t22,39170.2949548,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39267.94485
t23,37102.816124799996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37200.46602
t24,34907.07428479999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35004.72418
t25,33927.2321448,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-33298.88204
t26,32797.555404800005,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-32169.2053
t27,31447.2343848,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31544.88428
t28,31223.975854406952,0.0,-0.12625960695676558,0.0,0.0,0.0,0.0,0.0,0.0,-31321.49949
t29,31795.25162523479,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-31892.83839
