BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,4.22226458673518e7,94009.08597705961,-111106.1624180667,0.0,0.0,0.0,0.0,0.0,0.0,-4.231971199926998e7
t1,32607.000394,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32684.67113
t2,31774.655919687953,0.0,-252.6290676879531,0.0,0.0,0.0,0.0,0.0,0.0,-31560.86222
t3,31676.73096,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-30950.73096
t4,31600.155042,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-30912.99041
t5,32219.810464,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-31571.4812
t6,33988.1901048,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-33359.84
t7,36160.59024523478,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-36258.17701
t8,37989.162944799995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38086.81284
t9,38283.006584799994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38380.65648
t10,38656.9710656,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38754.71454
t11,38934.169916000006,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39031.96018
t12,38933.93753634808,0.0,-0.3156395480790825,0.0,0.0,0.0,0.0,0.0,0.0,-39031.50574
t13,38982.3845672,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39080.3152
t14,39208.41165760696,0.0,-0.12625960695676558,0.0,0.0,0.0,0.0,0.0,0.0,-39306.30961
t15,39408.27839347145,51.21637492854143,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39557.56577
t16,39232.09667883645,442.2706603635421,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39772.53192
t17,39297.3354796,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40121.54685
t18,39464.0175704,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40288.32252
t19,39307.47831079999,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40131.83005
t20,40336.08282159999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40434.52814
t21,40848.474782000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40946.96689
t22,39854.9606528,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39953.54634
t23,37549.273932986,0.0,-19.733009785998547,0.0,0.0,0.0,0.0,0.0,0.0,-37628.1734
t24,35567.23505399999,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-34939.96111
t25,33532.5729748,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-32905.39261
t26,31716.644229826,0.0,-196.65362462600297,0.0,0.0,0.0,0.0,0.0,0.0,-31618.85703
t27,30927.354855999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31026.31486
t28,30550.8366364,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30649.84343
t29,30869.299247200004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30968.39962
