,Biomass,Coal,Gas,Gas-CC,Hydro,Nuclear,Other,Solar,Wind
1/1/2016 1:00,68.607081,8867.420717,1263.751263,13985.084,60.829692,5116.751697,3.107936,0,4539.804434
1/1/2016 2:00,67.624264,8701.53482,1232.198232,13745.08911,61.814918,5116.183184,2.883249,0,4559.565857
1/1/2016 3:00,67.264939,8564.574727,1225.805034,13557.46936,58.682427,5116.615117,2.881236,0,4558.567919
1/1/2016 4:00,67.323732,8451.511363,1219.86954,13520.51492,55.7834,5116.412792,3.03312,0,4672.114592
1/1/2016 5:00,67.356138,8622.309826,1220.422316,13711.90816,56.714066,5114.987089,3.14761,0,4699.275775
1/1/2016 6:00,68.510403,8849.450978,1232.304354,14675.13195,55.76143,5115.947995,3.144273,0,4546.60299
1/1/2016 7:00,68.480189,9151.394656,1236.917527,15293.5307,56.828542,5116.239322,3.114317,0,4501.253956
1/1/2016 8:00,68.507833,9885.569955,1287.944627,15514.13435,93.017045,5116.177921,3.102206,0.056593,4192.046601
1/1/2016 9:00,69.906989,10455.348,1334.281265,16288.48534,101.398322,5117.376575,3.094376,6.527911,3651.084739
1/1/2016 10:00,69.262852,10916.36491,1423.65473,16887.94546,74.493985,5117.401173,3.128578,19.510874,3727.316958
1/1/2016 11:00,70.088035,11485.89245,1465.005162,17256.18376,59.624798,5117.369197,3.15546,32.087311,3462.847428
1/1/2016 12:00,70.111885,11367.25825,1485.939544,17573.12298,60.064079,5117.794117,3.397222,45.314803,3299.08084
1/1/2016 13:00,70.061305,11488.59587,1465.857752,17577.26349,60.700549,5117.428031,3.223536,45.739381,2828.878461
1/1/2016 14:00,70.092246,11204.22543,1473.400826,17820.91036,60.701204,5117.434912,3.26633,39.678242,2358.565261
1/1/2016 15:00,69.163061,10750.65677,1371.278638,17861.35458,60.522763,5117.779033,3.261276,27.651796,2366.057937
1/1/2016 16:00,69.244757,10675.54585,1375.657973,18042.78024,60.901814,5117.803864,3.281056,13.708957,2194.354313
1/1/2016 17:00,70.313469,10950.50811,1452.975657,18228.83103,83.334674,5117.859518,3.287095,8.818975,2085.111989
1/1/2016 18:00,69.138401,11811.81051,1402.493432,19394.74673,82.245724,5117.62828,3.231962,0.9802,2143.841526
1/1/2016 19:00,69.48662,12618.27197,1500.86766,19708.68118,81.885957,5117.235664,3.22493,0,2187.215323
1/1/2016 20:00,68.671059,12531.96427,1550.668919,19407.46532,82.429741,5117.375306,3.199095,0,2281.981228
1/1/2016 21:00,68.421404,12052.38695,1571.318004,19556.23578,82.442238,5116.659406,3.195775,0,2216.667144
1/1/2016 22:00,68.834308,11550.67455,1548.312479,19578.01859,58.392898,5116.201133,3.198449,0,1994.415744
