Region,Resource,Zone,Cluster,AnnualSum
TX,biomass,1,1,2.2467903321711316e9
TX,conventional_hydroelectric,1,1,1.1414189844469686e9
TX,conventional_steam_coal,1,1,1.0917330676161795e11
TX,conventional_steam_coal_5,1,1,1.091892690768432e11
TX,conventional_steam_coal_1,1,2,2.2641593025367306e10
TX,conventional_steam_coal_2,1,3,1.146190721694444e11
TX,conventional_steam_coal_3,1,3,9.149161252321524e10
TX,conventional_steam_coal_4,1,4,2.1206629490530804e10
TX,natural_gas_fired_combined_cycle,1,1,2.5278252444746098e10
TX,natural_gas_fired_combined_cycle_1,1,2,6.877852308704652e10
TX,natural_gas_fired_combined_cycle_2,1,3,1.5113084440975894e11
TX,natural_gas_fired_combined_cycle_3,1,4,2.4206854320439056e10
TX,natural_gas_fired_combined_cycle_4,1,5,2.2811894995295925e10
TX,natural_gas_fired_combined_cycle_5,1,6,1.3103995469416495e11
TX,natural_gas_fired_combined_cycle_6,1,7,5.639189437176319e10
TX,natural_gas_fired_combined_cycle_7,1,8,3.3488283914888638e10
TX,natural_gas_fired_combined_cycle_8,1,9,2.6224504829237613e11
TX,natural_gas_fired_combined_cycle_9,1,10,1.727439011885626e10
TX,natural_gas_fired_combined_cycle_10,1,11,7.682910493613058e9
TX,natural_gas_fired_combined_cycle_11,1,12,3.852491687162292e10
TX,natural_gas_fired_combined_cycle_12,1,13,3.328697336167886e10
TX,natural_gas_fired_combined_cycle_13,1,14,2.4321912215049115e11
TX,natural_gas_fired_combined_cycle_14,1,15,2.6740136308006245e10
TX,natural_gas_fired_combustion_turbine,1,1,2.400877742058632e10
TX,natural_gas_fired_combustion_turbine_1,1,2,3.47994232907843e10
TX,natural_gas_fired_combustion_turbine_2,1,3,2.6244e9
TX,natural_gas_fired_combustion_turbine_3,1,4,5.832677325412702e9
TX,natural_gas_fired_combustion_turbine_4,1,5,2.948974249002509e9
TX,natural_gas_fired_combustion_turbine_5,1,6,4.2120000000000006e8
TX,natural_gas_fired_combustion_turbine_6,1,7,1.1471156429005894e10
TX,natural_gas_fired_combustion_turbine_7,1,8,1.8055551862476055e10
TX,natural_gas_fired_combustion_turbine_8,1,9,4.986681923192453e10
TX,natural_gas_fired_combustion_turbine_9,1,10,2.7410499806301403e10
TX,natural_gas_fired_combustion_turbine_10,1,11,1.0888860973569477e10
TX,natural_gas_fired_combustion_turbine_11,1,12,6.739336016442146e9
TX,natural_gas_fired_combustion_turbine_12,1,13,1.772413725530757e10
TX,natural_gas_fired_combustion_turbine_13,1,14,1.3284e9
TX,natural_gas_fired_combustion_turbine_14,1,15,8.945515008339619e9
TX,natural_gas_fired_combustion_turbine_15,1,16,2.721766564594484e9
TX,natural_gas_steam_turbine,1,1,2.6753537244668682e10
TX,natural_gas_steam_turbine_1,1,2,1.6891682796284159e10
TX,natural_gas_steam_turbine_2,1,3,5.832062754430361e8
TX,natural_gas_steam_turbine_3,1,4,4.300354986985148e10
TX,natural_gas_steam_turbine_4,1,5,5.412824647019616e9
TX,natural_gas_steam_turbine_5,1,6,5.542244511679814e9
TX,natural_gas_steam_turbine_6,1,7,7.009096083440143e10
TX,natural_gas_steam_turbine_7,1,8,4.1004678329606094e10
TX,natural_gas_steam_turbine_8,1,9,2.7370543172725193e10
TX,natural_gas_steam_turbine_9,1,10,1.3667113433553328e10
TX,natural_gas_steam_turbine_10,1,11,8.039340447812128e9
TX,natural_gas_steam_turbine_11,1,12,1.2707941648066643e10
TX,natural_gas_steam_turbine_12,1,13,1.9771041497997453e9
TX,natural_gas_steam_turbine_13,1,14,4.741065439024017e10
TX,natural_gas_steam_turbine_14,1,15,1.3946929471985006e10
TX,natural_gas_steam_turbine_15,1,16,5.481180501081492e9
TX,natural_gas_steam_turbine_16,1,17,5.47836347111065e9
TX,natural_gas_steam_turbine_17,1,18,3.9543663455659547e9
TX,nuclear,1,1,9.080903027976653e10
TX,nuclear_1,1,2,8.864691051120052e10
TX,onshore_wind_turbine,1,1,1.2603462629023825e11
TX,small_hydroelectric,1,1,0.0
TX,solar_photovoltaic,1,1,1.1591105330337488e11
TX,Battery,1,1,2.616103488440227e10
