BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,4.9231603074826166e7,110794.694644429,-130940.58402878625,0.0,0.0,0.0,0.6713305879939071,0.0,0.0,-4.929105660502999e7
t1,32843.0770348,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32931.36901
t2,31978.449513999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32101.74011
t3,31507.514993999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31630.80559
t4,31581.045344,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31704.33594
t5,32205.578433999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32328.86903
t6,33986.199414,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34109.49001
t7,36945.212924,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37068.50352
t8,38380.173484,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38503.46408
t9,38842.149484,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38965.44008
t10,39234.943134,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39358.23373
t11,39604.891224,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39728.18182
t12,39531.176454,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39654.46705
t13,39279.909543999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39403.20014
t14,39206.323934,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39329.61453
t15,39108.599544,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39231.89014
t16,38925.892953999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39049.18355
t17,38978.76766399999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39102.05826
t18,39057.442434,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39180.73303
t19,38950.476833999994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39073.76743
t20,39265.260824,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39388.55142
t21,39660.062254000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39783.35285
t22,38807.348304,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38930.6389
t23,37019.725114,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37143.01571
t24,34852.20309400001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34975.49369
t25,33192.484314,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33315.77491
t26,32551.142255724837,0.0,-374.0632717248447,0.0,0.0,0.0,0.0,0.0,0.0,-32300.36958
t27,32461.467911999993,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-31819.92314
t28,32327.528283999993,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-31724.81888
t29,32794.99980399999,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-32192.2904
t30,34141.333024408,0.0,-604.5755104079935,0.0,0.0,0.0,0.0,0.0,0.0,-33660.04811
t31,36110.899794000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36234.19039
t32,37680.63366399999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37803.92426
t33,38659.75932399999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38783.04992
t34,39713.3404728,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39836.4907
t35,40617.8687512,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40740.83182
t36,41300.0578196,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41422.83373
t37,41727.234668,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41849.82342
t38,42175.761956799994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42298.21034
t39,42206.61779520001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42328.87902
t40,42267.564683599994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42389.63875
t41,42537.873502400005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42659.8072
t42,42703.226850800005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42824.97339
t43,42476.531679199994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42598.09106
t44,41897.017708,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42018.43672
t45,41895.7573864,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42016.98924
