Time_Index,Wind-onshore_1
227,0.722015994
228,0.675909904
229,0.526184082
230,0.447497546
231,0.529192448
232,0.460886644
233,0.391550704
234,0.306676691
235,0.339944413
236,0.368268734
237,0.348407076
238,0.373871413
239,0.419711689
240,0.333587073
241,0.27019611
242,0.241870173
243,0.309153682
244,0.294629349
245,0.271441062
246,0.307682703
247,0.302999393
248,0.287049294
249,0.341334456
250,0.390927836
251,0.476269322
252,0.539045107
253,0.543658581
254,0.68230817
255,0.665149492
256,0.607886235
257,0.632447614
258,0.65070344
259,0.607356949
260,0.458755949
261,0.469771786
262,0.497331766
263,0.43643026
264,0.373385036
265,0.407466951
266,0.319637125
267,0.394446532
268,0.449974508
269,0.438585476
270,0.453479869
271,0.416197991
272,0.390054996
273,0.343866241
274,0.34371864
275,0.421843833
276,0.402490124
277,0.386459759
278,0.254039603
279,0.204071384
280,0.221976341
281,0.143953903
282,0.092644943
283,0.132144622
284,0.082802315
285,0.09881479
286,0.144307623
287,0.167369735
288,0.262415277
289,0.241150969
290,0.137176909
291,0.129305804
292,0.124865522
293,0.135005574
294,0.108330186
295,0.055551687
296,0.09446931
297,0.087635555
298,0.028742495
299,0.007692219
300,0.004560598
301,0.009947251
302,0.011001071
303,0.05989206
304,0.092289595
305,0.062015557
306,0.075458199
307,0.18857438
308,0.244685579
309,0.314469301
310,0.292871246
311,0.342938927
312,0.367654389
313,0.30634397
314,0.351247399
315,0.486859776
316,0.425346219
317,0.328273349
318,0.302004119
319,0.331600277
320,0.334234118
321,0.260597048
322,0.286383804
323,0.270212258
324,0.175553325
325,0.135199436
326,0.077217861
327,0.10582553
328,0.130965002
329,0.116247102
330,0.092944057
331,0.122006948
332,0.10580319
333,0.152810008
334,0.149561048
335,0.148232268
336,0.213911236
337,0.244578193
338,0.286136797
339,0.279952091
340,0.291896559
341,0.296256459
342,0.188572571
343,0.179705799
344,0.264597751
345,0.304554622
346,0.308484266
347,0.360540462
348,0.231425974
349,0.297774244
350,0.297921158
351,0.441946311
352,0.457466594
353,0.499601496
354,0.487266859
355,0.440370326
356,0.450132755
357,0.386516002
358,0.270182371
359,0.208232822
360,0.206853887
361,0.123116238
362,0.069063302
363,0.112721566
364,0.127597855
365,0.081160085
366,0.06115742
367,0.086365736
368,0.198240631
369,0.291577139
370,0.339678375
371,0.217165952
372,0.188426357
373,0.265788566
374,0.341979334
375,0.430303066
376,0.418457965
377,0.348771573
378,0.346783977
379,0.379573417
380,0.41245284
381,0.572873526
382,0.473121335
383,0.53661782
384,0.463852494
385,0.507759187
386,0.395552913
387,0.425783894
388,0.421582471
389,0.407335177
390,0.431560726
391,0.443399909
392,0.449984011
393,0.409245268
394,0.42169065
395,0.350532576
396,0.321763409
397,0.415261525
398,0.377791317
399,0.354293554
400,0.275754707
401,0.200504893
402,0.129488068
403,0.072935409
404,0.126570734
405,0.157265912
406,0.176829034
407,0.295908059
408,0.376841757
409,0.415888464
410,0.377776627
411,0.265099426
412,0.30880277
413,0.260453917
414,0.260699832
415,0.172610035
416,0.160150229
417,0.10680401
418,0.043337734
419,0.013750689
420,0.003833791
421,0.004508323
422,0.005346057
423,0.054451
424,0.092358631
425,0.094661976
426,0.087609937
427,0.100729824
428,0.043385765
429,0.036680705
430,0.045358133
431,0.03211876
432,0.082470023
433,0.082056414
434,0.075570403
435,0.098653148
436,0.059415094
437,0.075339962
438,0.09505346
439,0.198179206
440,0.225314306
441,0.210837128
442,0.148525672
443,0.11001384
444,0.023189719
445,0.007445323
446,0.007114555
447,0.080307948
448,0.106070523
449,0.191818126
450,0.223466046
451,0.490911496
452,0.423921665
453,0.528111143
454,0.329471461
455,0.336212489
456,0.328875975
457,0.318660356
458,0.402058703
459,0.382118874
460,0.397076372
461,0.437666962
462,0.410691833
463,0.489328798
464,0.493887791
465,0.547059187
466,0.52618362
467,0.545248459
468,0.496355493
469,0.44397244
470,0.477165756
471,0.560277878
472,0.539923339
473,0.563911199
474,0.531521694
475,0.574729964
476,0.5258842
477,0.592231899
478,0.632232264
479,0.679502945
480,0.691543892
481,0.708912368
482,0.720897101
483,0.788109705
484,0.78041718
485,0.786616651
486,0.778956794
487,0.792111889
488,0.793490793
489,0.795195292
490,0.790371103
491,0.791287409
492,0.783096127
493,0.787936518
494,0.762720318
495,0.747641187
496,0.6897832
497,0.635930572
498,0.549619968
499,0.530507249
500,0.538493218
501,0.474975544
502,0.434026921
503,0.423038128
504,0.293937539
505,0.429421526
506,0.380261497
507,0.314844672
508,0.217985475
509,0.243054949
510,0.197239719
511,0.17827145
512,0.171902495
513,0.129867427
514,0.055525781
515,0.052786363
516,0.090662151
517,0.071083212
518,0.049007218
519,0.096538502
520,0.072279555
521,0.07622035
522,0.06208964
523,0.048719303
524,0.093091519
525,0.097101733
526,0.103560516
527,0.153663649
528,0.211362187
529,0.314669565
530,0.243651888
531,0.273159158
532,0.234613204
533,0.259820396
534,0.208045067
535,0.257390585
536,0.155811373
537,0.161301487
538,0.19376195
539,0.165359119
540,0.16476177
541,0.130091653
542,0.220759194
543,0.20157358
544,0.185287451
545,0.164111271
546,0.174832196
547,0.302468312
548,0.205909159
549,0.136478736
550,0.195798387
551,0.195863554
552,0.168421187
553,0.137564318
554,0.16359698
555,0.217483747
556,0.317034816
557,0.288446784
558,0.251773151
559,0.322040729
560,0.28984731
561,0.259883482
562,0.111635215
563,0.066662273
564,0.039439516
565,0.030975471
566,0.023235655
567,0.039353422
568,0.047789095
569,0.06739439
570,0.047098981
571,0.051166835
572,0.133051904
573,0.250933512
574,0.252746482
575,0.28335375
576,0.304666907
577,0.245308144
578,0.205276597
579,0.140388105
580,0.177796995
581,0.155740229
582,0.199156367
583,0.199661848
584,0.193823672
585,0.079360286
586,0.088362598
587,0.256189864
588,0.176553756
589,0.107591603
590,0.201448596
591,0.237137282
592,0.34978184
593,0.375467695
594,0.369206831
595,0.300350198
596,0.278135684
597,0.398933971
598,0.517454857
599,0.510956677
600,0.442567718
601,0.382765368
602,0.298070609
603,0.423826983
604,0.362488671
605,0.376470983
606,0.303780118
607,0.366690692
608,0.293853407
609,0.383526644
610,0.238232348
611,0.086054729
612,0.056294559
613,0.026484931
614,0.010159603
615,0.016926802
616,0.031058873
617,0.022126445
618,0.024916174
619,0.147373665
620,0.293510105
621,0.324669488
622,0.357149115
623,0.35991225
624,0.358587022
625,0.354982505
626,0.343756617
627,0.325215493
628,0.212221857
629,0.214328019
630,0.27301327
631,0.396250945
632,0.354863692
633,0.460446391
634,0.430424903
635,0.198742386
636,0.157989679
637,0.149621972
638,0.108989036
639,0.260691376
640,0.275677173
641,0.294989544
642,0.377393176
643,0.379034179
644,0.441283044
645,0.444804129
646,0.544624545
647,0.58070669
648,0.538183643
649,0.522172534
650,0.495919233
651,0.495524066
652,0.51238848
653,0.469773334
654,0.488369823
655,0.505419999
656,0.445302154
657,0.52090593
658,0.580035824
659,0.54077994
660,0.574470978
661,0.482671754
662,0.408964151
663,0.444462434
664,0.400202794
665,0.352086462
666,0.215781345
667,0.270540651
668,0.356158436
669,0.447375642
670,0.487245086
671,0.477077021
672,0.387562813
673,0.340363134
674,0.399299083
675,0.335638202
676,0.23005766
677,0.237369152
678,0.211223734
679,0.211449097
680,0.218459979
681,0.126473972
682,0.145865783
683,0.02253752
684,0.034108511
685,0.04256639
686,0.0598938
687,0.110022268
688,0.190144746
689,0.19164742
690,0.293757613
691,0.326727
692,0.334015556
693,0.433781086
694,0.426509714
695,0.479297097
696,0.519404631
697,0.489734027
698,0.49111204
699,0.501213408
700,0.443488936
701,0.338103236
702,0.322460589
703,0.438648713
704,0.497724323
705,0.442624383
706,0.3781655
707,0.279380703
708,0.175648996
709,0.313105566
710,0.535441742
711,0.654559225
712,0.7743977
713,0.806636873
714,0.777957506
715,0.801418289
716,0.753047971
717,0.741825818
718,0.78407484
719,0.774059688
720,0.724005796
721,0.636917152
722,0.57342376
723,0.452499885
724,0.42442889
725,0.435170109
726,0.31985382
727,0.372373801
728,0.418670156
729,0.446377232
730,0.340005076
731,0.245163105
732,0.126783158
733,0.116309018
734,0.211009731
735,0.312703717
736,0.41153011
737,0.328993155
738,0.362419739
739,0.366020849
740,0.451445154
741,0.422518246
742,0.54048186
743,0.617969613
744,0.48429579
745,0.482699946
746,0.42021024
747,0.430910903
748,0.390439492
749,0.382744424
750,0.323256017
751,0.364408573
752,0.368126338
753,0.432665977
754,0.255100709
755,0.241688968
756,0.319094869
757,0.216931989
758,0.238887917
759,0.219826753
760,0.212203838
761,0.213877428
762,0.121696511
763,0.073539389
764,0.101392458
765,0.200858249
766,0.186183549
767,0.45275649
768,0.392172509
769,0.455052281
770,0.388788509
771,0.429021463
772,0.394831475
773,0.202408335
774,0.06470293
775,0.105009501
776,0.078765877
777,0.105677215
778,0.030827344
779,0.034197582
780,0.022289142
781,0.013170366
782,0.019814531
783,0.010766156
784,0.053645516
785,0.036805133
786,0.086776878
787,0.097096348
788,0.118331617
789,0.095437687
790,0.175647067
791,0.170016015
792,0.30422136
793,0.45102648
794,0.567720741
795,0.509063283
796,0.677926214
797,0.660851553
798,0.647229921
799,0.555599921
800,0.470320655
801,0.482910719
802,0.493665891
803,0.536942827
804,0.550859238
805,0.523132476
806,0.554198631
807,0.574236396
808,0.45817852
809,0.389247461
810,0.417491223
811,0.216057657
812,0.369549433
813,0.394799861
814,0.382834983
815,0.373389377
816,0.339588223
817,0.22400896
818,0.288085411
819,0.276163187
820,0.273076287
821,0.302851127
822,0.204345802
823,0.242556066
824,0.190573822
825,0.057255421
826,0.003717491
827,0.001022013
828,0.006845076
829,0.022059215
830,0.036040259
831,0.080116906
832,0.178286521
833,0.179368589
834,0.188290434
835,0.21080285
836,0.105430112
837,0.215134784
838,0.235595565
839,0.210686598
840,0.033991226
841,0.020184355
842,0.046434082
843,0.049464448
844,0.062925655
845,0.054930908
846,0.093285473
847,0.261205289
848,0.321343177
849,0.360021317
850,0.406995933
851,0.377540301
852,0.345677979
853,0.364060265
854,0.360055136
855,0.467881148
856,0.557630845
857,0.465793792
858,0.661831435
859,0.737207966
860,0.79709338
861,0.792657787
862,0.801449886
863,0.804325606
864,0.802028417
865,0.809080045
866,0.792200158
867,0.803538151
868,0.795065567
869,0.805747066
870,0.803621076
871,0.800315274
872,0.771869177
873,0.765171283
874,0.687924824
875,0.671106929
876,0.715445592
877,0.716680945
878,0.76216622
879,0.711736102
880,0.671854823
881,0.570182625
882,0.602737336
883,0.344389802
884,0.353129215
885,0.32096104
886,0.376238943
887,0.370108908
888,0.416605881
889,0.393743288
890,0.402244262
891,0.375171549
892,0.385562931
893,0.377744503
894,0.322198547
895,0.363710608
896,0.343782486
897,0.328604758
898,0.348013801
899,0.457774147
900,0.432327566
901,0.56229778
902,0.600286517
903,0.549276796
904,0.646863926
905,0.674724123
906,0.617478693
907,0.497411589
908,0.475405818
909,0.438565671
910,0.409587077
911,0.437528334
912,0.3783662
913,0.394454343
914,0.437401685
915,0.411879681
916,0.421042077
917,0.443388851
918,0.391062394
919,0.343087538
920,0.391887172
921,0.362961094
922,0.302635333
923,0.098094558
924,0.130213384
925,0.094378443
926,0.070969821
927,0.102919799
928,0.178281613
929,0.225361346
930,0.139947433
931,0.140276037
932,0.116920165
933,0.064479687
934,0.058074918
935,0.061984489
936,0.017185863
937,0.022663091
938,0.086049336
939,0.17133016
940,0.215717209
941,0.148176587
942,0.229129573
943,0.272982015
944,0.322787694
945,0.383707115
946,0.322364042
947,0.329579437
948,0.457006335
949,0.551028462
950,0.596080918
951,0.693401589
952,0.716891049
953,0.752104049
954,0.778048804
955,0.762297079
956,0.756726291
957,0.739135212
958,0.772167074
959,0.793022351
960,0.799781191
961,0.803560547
962,0.80275443
963,0.803117493
964,0.804145119
965,0.804685294
966,0.806366324
967,0.807949911
968,0.804513794
969,0.793851287
970,0.793290155
971,0.786575488
972,0.799662694
973,0.793529517
974,0.804553611
975,0.803786939
976,0.806588059
977,0.799585961
978,0.783991427
979,0.731571449
980,0.653972873
981,0.744804054
982,0.759532338
983,0.719575472
984,0.707647349
985,0.723620763
986,0.70702584
987,0.718286726
988,0.617565634
989,0.633597396
990,0.666975001
991,0.719832764
992,0.694637142
993,0.678122611
994,0.723050315
995,0.748868673
996,0.701744627
997,0.773311163
998,0.782619038
999,0.796171317
1000,0.778344042
1001,0.794258531
1002,0.711190602
1003,0.691846561
1004,0.564946711
1005,0.56361396
1006,0.406145484
1007,0.466716097
1008,0.561711363
1009,0.552412427
1010,0.463485999
1011,0.403565675
1012,0.343610142
1013,0.305050587
1014,0.342956953
1015,0.358599633
1016,0.338367224
1017,0.265370095
1018,0.220016939
1019,0.089478197
1020,0.004954691
1021,0.013664393
1022,0.019975052
1023,0.071730875
1024,0.108504776
1025,0.190913523
1026,0.258448741
1027,0.311157678
1028,0.313060029
1029,0.446556195
1030,0.46162112
1031,0.423616636
1032,0.434656671
1033,0.445271014
1034,0.358179047
1035,0.23286531
1036,0.321186575
1037,0.336989681
1038,0.335026721
1039,0.394137288
1040,0.477182687
1041,0.520478704
1042,0.316598494
1043,0.256047815
1044,0.272509516
1045,0.232027766
1046,0.184873377
1047,0.217791432
1048,0.214591473
1049,0.122832603
1050,0.118255817
1051,0.093701475
1052,0.182898676
1053,0.184826875
1054,0.324936065
1055,0.294827585
1056,0.319406324
1057,0.293903015
1058,0.164455991
1059,0.146548747
1060,0.205818087
1061,0.134196989
1062,0.131721234
1063,0.148501864
1064,0.299791513
1065,0.286651563
1066,0.258892441
1067,0.345342602
1068,0.516451875
1069,0.607954826
1070,0.619374868
1071,0.681535927
1072,0.625502765
1073,0.532404262
1074,0.590335032
1075,0.588094379
1076,0.588679821
1077,0.642304579
1078,0.66034204
1079,0.692680994
1080,0.609438294
1081,0.68766582
1082,0.584845621
1083,0.564073455
1084,0.569172537
1085,0.565051862
1086,0.5986475
1087,0.499823332
1088,0.454462949
1089,0.522171992
1090,0.47760759
1091,0.602423437
1092,0.548701151
1093,0.547335103
1094,0.411455519
1095,0.340588051
1096,0.236098156
1097,0.241814656
1098,0.165087885
1099,0.142406664
1100,0.107549913
1101,0.100786095
1102,0.160294945
1103,0.302014484
1104,0.342149819
1105,0.375136199
1106,0.450089184
1107,0.336320961
1108,0.203180708
1109,0.101553039
1110,0.076193089
1111,0.076273179
1112,0.053770769
1113,0.073715155
1114,0.046514425
1115,0.030444063
1116,0.008572844
1117,0.036928103
1118,0.050225928
1119,0.16005769
1120,0.185722737
1121,0.156863516
1122,0.162787191
1123,0.117980927
1124,0.160005127
1125,0.137114697
1126,0.11509
1127,0.138754254
1128,0.107484623
1129,0.113958124
1130,0.100070387
1131,0.118235518
1132,0.183602014
1133,0.322289844
1134,0.295979724
1135,0.237089295
1136,0.318900759
1137,0.494142657
1138,0.542429499
1139,0.577265122
1140,0.632897785
1141,0.721173561
1142,0.76869086
1143,0.783108457
1144,0.788052763
1145,0.769479842
1146,0.751688215
1147,0.719091877
1148,0.666126006
1149,0.70544788
1150,0.658134531
1151,0.670334352
1152,0.676120007
1153,0.630057122
1154,0.544652525
1155,0.541614759
1156,0.466705014
1157,0.368549012
1158,0.339987787
1159,0.358561321
1160,0.42246302
1161,0.315334127
1162,0.238810515
1163,0.306607731
1164,0.308033402
1165,0.285163674
1166,0.227600237
1167,0.205486196
1168,0.188178213
1169,0.196983148
1170,0.158543002
1171,0.130437418
1172,0.168726204
1173,0.226407442
1174,0.290224132
1175,0.244077289
1176,0.191972962
1177,0.139175513
1178,0.14829705
1179,0.243626774
1180,0.292808389
1181,0.365580462
1182,0.315292991
1183,0.404725562
1184,0.529880695
1185,0.556153958
1186,0.31131557
1187,0.348430909
1188,0.502513874
1189,0.63552447
1190,0.656640857
1191,0.653799894
1192,0.665344013
1193,0.663914995
1194,0.667690431
1195,0.729780361
1196,0.709513475
1197,0.769896967
1198,0.774711285
1199,0.726233502
1200,0.70646345
1201,0.648643147
1202,0.635465434
1203,0.620676573
1204,0.577559436
1205,0.529195059
1206,0.468600241
1207,0.510985438
1208,0.576823428
1209,0.48099274
1210,0.351418944
1211,0.335183201
1212,0.282350702
1213,0.343456005
1214,0.391359202
1215,0.355156978
1216,0.450922958
1217,0.49801137
1218,0.519746223
1219,0.470250028
1220,0.447207004
1221,0.504453435
1222,0.517631983
1223,0.543717107
1224,0.55874999
1225,0.604604072
1226,0.521427964
1227,0.505839964
1228,0.515985939
1229,0.499434086
1230,0.499357207
1231,0.525827717
1232,0.543824594
1233,0.433650971
1234,0.434997807
1235,0.602439907
1236,0.540763558
1237,0.617488287
1238,0.575987455
1239,0.699564485
1240,0.721268019
1241,0.71786383
1242,0.735456607
1243,0.694362869
1244,0.674400823
1245,0.7283801
1246,0.647679701
1247,0.641159394
1248,0.651904519
1249,0.499402594
1250,0.444696024
1251,0.416126004
1252,0.374095383
1253,0.314435547
1254,0.254264941
1255,0.309046953
1256,0.361880966
1257,0.224560707
1258,0.189016484
1259,0.112537632
1260,0.135679447
1261,0.068629456
1262,0.035600386
1263,0.057284632
1264,0.034841171
1265,0.013682238
1266,0.062799751
1267,0.072198889
1268,0.061598069
1269,0.067381887
1270,0.053325246
1271,0.042767785
1272,0.031016619
1273,0.060773217
1274,0.078493992
1275,0.067775517
1276,0.079707653
1277,0.077275453
1278,0.124620247
1279,0.111063437
1280,0.19866779
1281,0.196075268
1282,0.253094399
1283,0.098233417
1284,0.099836802
1285,0.174062603
1286,0.256898579
1287,0.315656132
1288,0.343451456
1289,0.366222413
1290,0.264356939
1291,0.310488969
1292,0.398454654
1293,0.596005811
1294,0.498296099
1295,0.635723742
1296,0.62711745
1297,0.716338815
1298,0.636342409
1299,0.585181214
1300,0.487716649
1301,0.40390862
1302,0.37054136
1303,0.404944318
1304,0.47356634
1305,0.427008583
1306,0.424665763
1307,0.401935539
1308,0.338558722
1309,0.262220785
1310,0.286105109
1311,0.237101733
1312,0.16954467
1313,0.141498231
1314,0.077534617
1315,0.092466003
1316,0.116526623
1317,0.089955015
1318,0.091808136
1319,0.144131179
1320,0.188447971
1321,0.227090687
1322,0.12882982
1323,0.16309692
1324,0.145513117
1325,0.118030111
1326,0.171724375
1327,0.24298426
1328,0.294429415
1329,0.325362174
1330,0.298559177
1331,0.315029999
1332,0.494879118
1333,0.566613712
1334,0.624913326
1335,0.634015108
1336,0.719326175
1337,0.740871351
1338,0.762451239
1339,0.766245565
1340,0.775842785
1341,0.751863777
1342,0.768088895
1343,0.777879358
1344,0.762977226
1345,0.671270219
1346,0.569464633
1347,0.551978527
1348,0.520051583
1349,0.494659688
1350,0.499425019
1351,0.519819139
1352,0.647535126
1353,0.678012016
1354,0.683938151
1355,0.669695487
1356,0.715907815
1357,0.693139344
1358,0.740917832
1359,0.739330369
1360,0.735697992
1361,0.674721178
1362,0.561006902
1363,0.56148046
1364,0.589177669
1365,0.635728758
1366,0.587528769
1367,0.599963656
1368,0.62462223
1369,0.589267526
1370,0.483501718
1371,0.45687897
1372,0.469394428
1373,0.428360595
1374,0.365853178
1375,0.373780735
1376,0.42279581
1377,0.401773315
1378,0.316885078
1379,0.263977533
1380,0.265693905
1381,0.231956769
1382,0.168013992
1383,0.226951296
1384,0.215226644
1385,0.225609179
1386,0.217685043
1387,0.208495495
1388,0.174799046
1389,0.233386796
1390,0.384692459
1391,0.502622153
1392,0.591524053
1393,0.503059148
1394,0.456701749
1395,0.439543505
1396,0.389164215
1397,0.335559314
1398,0.281059876
1399,0.257521884
1400,0.303511608
1401,0.35601379
1402,0.292859566
1403,0.451953699
1404,0.413595774
1405,0.407639494
1406,0.420344328
1407,0.55186206
1408,0.418478421
1409,0.376057687
1410,0.327147557
1411,0.253188211
1412,0.334447115
1413,0.399700859
1414,0.404916573
1415,0.464305622
1416,0.50749217
1417,0.465004481
1418,0.363755007
1419,0.35246414
1420,0.257774558
1421,0.267543833
1422,0.294314359
1423,0.440305281
1424,0.48077067
1425,0.321889475
1426,0.304001524
1427,0.280193983
1428,0.338181175
1429,0.320894951
1430,0.365808238
1431,0.380617873
1432,0.444661988
1433,0.452346223
1434,0.380671879
1435,0.355476766
1436,0.333896757
1437,0.300196388
1438,0.359878652
1439,0.263314637
1440,0.298378557
1441,0.252270048
1442,0.123916874
1443,0.243360007
1444,0.259207003
1445,0.161064284
1446,0.161401985
1447,0.338687071
1448,0.211068435
1449,0.075939865
1450,0.045844015
1451,0.085366193
1452,0.029127431
1453,0.041795249
1454,0.140426653
1455,0.171500282
1456,0.107762773
1457,0.134190532
1458,0.076261883
1459,0.047306388
1460,0.136725992
1461,0.098963431
1462,0.116179816
1463,0.156005644
1464,0.191522113
1465,0.122074939
1466,0.160981207
1467,0.221003285
1468,0.301998262
1469,0.317771672
1470,0.318314982
1471,0.32165711
1472,0.366033554
1473,0.084056638
1474,0.123999372
1475,0.07698079
1476,0.043386949
1477,0.074393375
1478,0.124952018
1479,0.035354611
1480,0.090409645
1481,0.082306702
1482,0.125945903
1483,0.116539144
1484,0.199859073
1485,0.194315922
1486,0.092385565
1487,0.149089268
1488,0.107218831
1489,0.086658997
1490,0.166184109
1491,0.299764608
1492,0.312535204
1493,0.319521657
1494,0.247336122
1495,0.438392193
1496,0.46615613
1497,0.419560302
1498,0.335824885
1499,0.254060024
1500,0.215744809
1501,0.287389257
1502,0.402285447
1503,0.327209468
1504,0.330101941
1505,0.325089974
1506,0.430012165
1507,0.462886002
1508,0.407495749
1509,0.374925384
1510,0.512669325
1511,0.52631789
1512,0.410814563
1513,0.416633599
1514,0.392383578
1515,0.435198505
1516,0.463849143
1517,0.572767296
1518,0.71859198
1519,0.731684388
1520,0.771690601
1521,0.717179832
1522,0.712974266
1523,0.786031509
1524,0.705628953
1525,0.764507831
1526,0.779216485
1527,0.802140179
1528,0.806120913
1529,0.802444384
1530,0.804264846
1531,0.799048468
1532,0.79318673
1533,0.795970514
1534,0.797671529
1535,0.797455713
1536,0.803521276
1537,0.807048023
1538,0.802269264
1539,0.806271385
1540,0.800643607
1541,0.805745382
1542,0.809679445
1543,0.809350221
1544,0.803136545
1545,0.806901088
1546,0.804975023
1547,0.807306719
1548,0.805333026
1549,0.804558422
1550,0.806955362
1551,0.804817807
1552,0.802615188
1553,0.805156438
1554,0.802511644
1555,0.804471104
1556,0.797988275
1557,0.800876271
1558,0.801582209
1559,0.798329423
1560,0.799814937
1561,0.797688014
1562,0.796386742
1563,0.799176172
1564,0.792326394
1565,0.798111607
1566,0.792801345
1567,0.791673851
1568,0.795387751
1569,0.796575772
1570,0.786259696
1571,0.764359622
1572,0.769442568
1573,0.773391838
1574,0.761108527
1575,0.643324661
1576,0.589296227
1577,0.45695256
1578,0.457891523
1579,0.378807458
1580,0.429823506
1581,0.400829175
1582,0.417985157
1583,0.344673278
1584,0.390090561
1585,0.337583451
1586,0.287397001
1587,0.300356573
1588,0.35818372
1589,0.320583647
1590,0.395290245
1591,0.370846007
1592,0.291261419
1593,0.154111732
1594,0.0625473
1595,0.031610807
1596,0.012168912
1597,0.032142082
1598,0.093195126
1599,0.059781263
1600,0.089204118
1601,0.103011091
1602,0.083597768
1603,0.143797541
1604,0.173106641
1605,0.186084605
1606,0.173518969
1607,0.187150084
1608,0.201855052
1609,0.167365757
1610,0.161441809
1611,0.109563559
1612,0.163742773
1613,0.074750793
1614,0.139318025
1615,0.195576025
1616,0.184269526
1617,0.17801159
1618,0.18071275
1619,0.324089433
1620,0.296120943
1621,0.427472584
1622,0.563589103
1623,0.677416807
1624,0.681625869
1625,0.623615665
1626,0.663356668
1627,0.584858907
1628,0.457313826
1629,0.303297937
1630,0.341020739
1631,0.324301498
1632,0.417377282
1633,0.412978695
1634,0.369199663
1635,0.643757691
1636,0.672818786
1637,0.70405659
1638,0.686107361
1639,0.70886114
1640,0.636247252
1641,0.649536817
1642,0.752853721
1643,0.781546963
1644,0.779801593
1645,0.779828513
1646,0.809155141
1647,0.807809541
1648,0.804987004
1649,0.797367227
1650,0.79153585
1651,0.727334069
1652,0.608617344
1653,0.449441121
1654,0.472922309
1655,0.50967307
1656,0.484656727
1657,0.43406784
1658,0.29932109
1659,0.367383227
1660,0.328546081
1661,0.325418716
1662,0.34017792
1663,0.392323457
