,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,117595.87673544363,68942.30438391423,11793.864112405003,34839.42204151119,35888.38181955627,31779.074690932433,50296.494018624086,7158.124750862573,45204.28222949948,39953.47842281352,254973.30448020907,47586.886285255365,0.0,12123.88457221689,84642.23400369768,0.0,0.0,0.0,0.0,0.0,60340.263096557035,49805.79505769862,15369.395508962061
1,122189.44430895394,71635.35062543755,12254.559786922662,36200.33063637429,42097.68254435652,37277.395359276445,58998.6433196152,7363.7073294059455,46502.557018692416,41100.94922023839,262296.1818006203,48953.58987423573,0.0,13425.310033298016,93728.06435444445,0.0,0.0,0.0,0.0,0.0,72695.55333099548,55253.024261904604,17050.336852643504
2,118334.6861237213,69375.44220423869,11867.960396834418,35058.30464863137,34708.77171174575,30734.532813542402,48643.3057241474,7156.212024491066,45192.203168888664,39942.80243231705,254905.17292613816,47574.17056773106,0.0,11892.852156778872,83029.29388921022,0.0,0.0,0.0,0.0,0.0,64746.793398678565,48617.432718034855,15002.68294499056
3,115669.2685677527,67812.80213933894,11600.64173455995,34268.63744492358,32944.25234777992,29172.05521444067,46170.38459658927,7111.205157954849,44907.980251856745,39691.594059507326,253302.02267597578,47274.96697538566,0.0,11529.37390979759,80491.69047893478,0.0,0.0,0.0,0.0,0.0,60134.905294523094,46856.3214976969,14459.227813930243
4,123470.40953416792,72386.3352425308,12383.029680751315,36579.83448753507,47907.23311173936,42421.738236864876,67140.55472794847,7554.023072417133,47704.4201964413,42163.20731108865,269075.2525180343,50218.800238147865,0.0,14232.939604237934,99366.48582939444,0.0,0.0,0.0,0.0,0.0,91634.89734572545,60902.61187561415,18793.723267759342
5,124581.18707383018,73037.54483735777,12494.431200307654,36908.9178582521,51576.308690745296,45670.695725618745,72282.65444259181,7641.77762313813,48258.59906531849,42653.0143025514,272201.0806586814,50802.18848178955,0.0,15073.490110448869,105234.7430051243,0.0,0.0,0.0,0.0,0.0,101925.9582211472,64239.72437444188,19823.511102547778
6,130001.85409988277,76215.49024198033,13038.07790016333,38514.86622574472,59522.65969638877,52707.17018686356,83419.22777250006,7877.278340461568,49745.809928730094,43967.47488484361,280589.6458476551,52367.78649040431,0.0,16654.554947632987,116272.86029557012,0.0,0.0,0.0,0.0,0.0,118184.20720839781,72443.5176487065,22355.090878753883
7,131883.65116967188,77318.7213243594,13226.806106834589,39072.37490828429,66600.55622782643,58974.63032641994,93338.6881245382,8093.654534654022,51112.24749309945,45175.190858896305,288296.9931158699,53806.2455430538,0.0,17787.71206733142,124183.93446632435,0.0,0.0,0.0,0.0,0.0,136032.35362204548,79174.68047544031,24432.236793189073
8,133354.0993916427,78180.79312240351,13374.279530186552,39508.01574551094,70087.1809289429,62062.0280071828,98225.0883892983,8188.302933431672,51709.961710136464,45703.476253455956,291668.38099189004,54435.463773592564,0.0,18534.29567618957,129396.16691112249,0.0,0.0,0.0,0.0,0.0,143779.4428763099,82446.66149865303,25441.925934489136
9,129532.51449076328,75940.33302482605,12991.00713776766,38375.81780689839,61667.41432257328,54606.34518455318,86425.03725061152,7874.627464144189,49729.06937650769,43952.67886864743,280495.2212996155,52350.1635857663,0.0,17184.078930814387,119969.70288987523,0.0,0.0,0.0,0.0,0.0,111303.38882030165,74039.04417400771,22847.448809873866
