,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,148220.37986437514,86896.36769746724,14865.24074940302,43912.3591115815,97037.56900183087,85926.53100495298,135995.25142765976,9044.24336453147,57115.31215676178,50480.956212999634,322157.0868683043,60125.716651176226,0.0,22936.384078025636,160129.10521928064,0.0,0.0,0.0,0.0,0.0,187057.40194954135,108422.12100205902,33457.60182466177
1,162263.12385245957,95129.13195152291,16273.608278592435,48072.71828405841,111297.2973765683,98553.48574957323,155979.83436353237,9579.970750166314,60498.484814571515,53471.14893629532,341239.7637662446,63687.207833211076,0.0,25073.832580849034,175051.58450132728,0.0,0.0,0.0,0.0,0.0,202435.88393548294,122328.7790324949,37749.00862240577
2,182600.4869605373,107052.2088202605,18313.272453561032,54097.94634649969,153931.11361664676,136305.62619059614,215729.85302672372,10836.525783312787,68433.7570167508,60484.68197060653,385998.41218516004,72040.72828090948,0.0,32881.62015018068,229561.22442391267,0.0,0.0,0.0,0.0,0.0,287756.7267493002,164482.60456560328,50757.10970950973
3,175531.32530939157,102907.80930709721,17604.29579369224,52003.60840642035,151301.6829859061,133977.27177135623,212044.78462056429,10528.439866413159,66488.163272134,58765.08298880075,375024.35305238963,69992.58718196808,0.0,33599.10679205749,234570.31799244042,0.0,0.0,0.0,0.0,0.0,291500.34978891234,161458.88429336442,49824.030482109214
4,152524.49170630137,89419.71627860887,15296.906481208149,45187.51240043434,99868.08873455161,88432.9493342206,139962.14019746237,8955.292187839426,56553.5764737746,49984.47018595446,318988.6347599724,59534.373292753495,0.0,23928.033665551728,167052.25232919294,0.0,0.0,0.0,0.0,0.0,168589.0681848769,109869.43954545456,33904.22477476489
5,124726.06397202499,73122.48103997663,12508.961118343643,36951.83966418947,51396.859126950105,45511.79357394817,72031.16124466916,7559.890620896807,47741.47435890731,42195.95736501153,269284.25533331494,50257.807432349364,0.0,14654.448697916017,102309.2284074247,0.0,0.0,0.0,0.0,0.0,90519.2573008814,64148.84228928446,19795.466118829612
6,164579.8244244823,96487.3315792369,16505.95359965361,48759.07320748902,123071.27921377691,108979.31798953352,172480.71785357193,9804.857182849719,61918.66539627777,54726.365288136236,349250.2468005258,65182.242562511135,0.0,27154.907669648,189580.49589075492,0.0,0.0,0.0,0.0,0.0,261261.44324797962,133280.88344891954,41128.68008907904
7,169165.2604220313,99175.61056530358,16965.83374641154,50117.57270932399,132772.06559127176,117569.34069942341,186076.07989761216,10066.521919191824,63571.10468768448,56186.861823376945,358570.77763970266,66921.77777411425,0.0,29588.895809427177,206573.2503550728,0.0,0.0,0.0,0.0,0.0,292450.70568424644,142617.28819020142,44009.76846311814
8,156713.49315059255,91875.57970387753,15717.027621269754,46428.562625167026,110389.50888191101,97749.64124857757,154707.59593212933,9375.97441898576,59210.22733800868,52332.53186830231,333973.38877652714,62331.04954422225,0.0,25515.765697297928,178136.91627215018,0.0,0.0,0.0,0.0,0.0,234881.8071720279,119713.10468530963,36941.8468550258
9,154120.01971285982,90355.11793158246,15456.924340841275,45660.209872001265,105573.32401156658,93484.92127626017,147957.85684548522,9154.234057440766,57809.91451393513,51094.875490577506,326074.969192131,60856.929752104705,0.0,25258.266575675134,176339.20030262592,0.0,0.0,0.0,0.0,0.0,196186.70075334716,115476.52942456005,35634.496963100326
