,0,1,2,3,4,5
0,6411.813283876713,2319.4441254565227,1092.801713762109,1660.778012082404,1512.6224513209545,3704.7897657528997
1,5745.523726241519,2106.455660471416,986.3146986114245,1494.4457270100193,1374.2219057022967,3308.789903304396
2,5461.42902202829,2062.031360467703,954.1898785643746,1434.9795766720795,1327.6095843007458,3144.7458258113584
3,5199.172902777389,2014.0627485492673,896.8181645849388,1376.1669917711388,1268.977202044461,3016.9340592209423
4,4976.025264205642,2030.5262411823696,887.5195812821562,1354.3447955325744,1265.6667331584222,2929.474983614029
5,5105.142436639632,2151.5530160430203,932.4391545422735,1412.9873175354157,1353.902452986592,3042.7589338259204
6,5238.111626919295,2293.065775116303,998.8359899093782,1482.5183877260774,1456.4567296828222,3184.7553930164595
7,5541.924936716363,2496.3830159892163,1068.0594610730805,1604.332971027617,1563.986423985182,3373.828424196906
8,5653.862288132932,2611.566514703911,1151.371210766853,1705.6979266471658,1612.2267122574144,3334.624665786295
9,6208.948395923278,2827.3195666629454,1236.5652607466054,1876.4014612791768,1738.0263196127298,3589.9438696015222
10,6606.8230296974125,2877.7199905875677,1321.8009218262023,2018.0305812168558,1776.3767678728832,3818.0057182981172
11,7298.863542294012,2989.2834014892114,1416.1844480533368,2129.637527966963,1916.922984901348,4186.115075511103
12,8012.634411368894,3259.718608205295,1521.0601805122592,2297.266325189527,1973.743471041255,4534.476916323895
13,8134.284142441756,3225.0153535908416,1487.2959893726033,2300.7745473972727,1995.7320101646787,4604.9792579047535
14,8334.333822549854,3118.496355912172,1448.8925101575878,2272.388021441808,1910.0488219714407,4672.1304323373715
15,8284.760548282831,3067.1204396095695,1403.0834371319897,2209.809425832013,1840.222753399477,4624.836982530793
16,8526.878277113838,3192.16386325653,1469.5477431569982,2282.584821620413,1941.1861748497545,4775.040697957031
17,8524.5581754356,3368.0594548358104,1525.8199586989786,2368.429616498597,2070.0786833950715,4805.360045243466
18,10131.029377212983,3775.1470619865827,1737.1664065341859,2704.9185799451625,2362.4903409031103,5749.640460011451
19,10128.672126358748,3729.020403821926,1734.6617463362682,2663.491243588369,2377.1539629403514,5705.738084896884
20,9613.046298050998,3527.6832738601042,1629.8845333069985,2510.371389095298,2277.283555866344,5488.454293800129
21,9107.233590065813,3337.7395527361955,1556.219430134276,2368.0135483346417,2184.288749225834,5205.357826088155
22,8419.320843718007,3142.3835891456188,1456.2062042791695,2205.222710466815,2047.263305946088,4849.248009967757
23,7421.740592201034,2809.999667687999,1297.270396438409,1915.1824405752582,1857.0436940437708,4329.925314053823
24,5865.826722102555,2410.6520501578684,1112.2855125021372,1612.8242850385343,1637.6088413193893,3603.4640739574024
25,5389.042035674126,2296.293398666463,1058.5862385384462,1521.189554672591,1548.5327926200775,3293.436860202635
26,5140.650869493376,2179.925012778357,999.9988613341014,1466.304811368766,1519.3330455928472,3125.929104615664
27,4974.7030176880235,2289.2486491010663,1020.9325314041791,1471.225379438907,1514.9931551964642,3117.0314105094594
28,4963.744268195288,2366.9127645672356,1068.4098013076875,1476.8850309164773,1500.5794129256033,3097.2946164637774
29,5324.327354276061,2535.9711661721312,1122.922869347874,1580.4451603849632,1604.9512308257724,3303.7011007110063
30,5686.625599992487,2768.343819310726,1231.5634881809706,1745.0855135029283,1751.7150766085015,3601.683978555825
31,6627.33935705558,3117.620207593719,1416.8185807183222,2005.2956818583284,1914.7701775672488,4143.309754794523
32,7021.967057450869,3391.716446777772,1528.5528976828823,2160.4372200647817,2041.416335429452,4380.072492230578
33,7501.511858910715,3546.4908175284963,1612.105371542251,2305.8773643077134,2242.750770322039,4638.212913836096
34,7830.831977975477,3686.595752008948,1699.3034358553145,2408.4628108459397,2393.3063041133682,4772.012563061008
35,8482.735029267396,3836.5617045776794,1791.0911949664387,2529.1871791816393,2506.1163657495194,5128.307981258641
36,9029.6688708226,3986.1091325200455,1874.9488532877815,2641.1274949100016,2593.5385906976376,5390.446970567659
37,9160.006390226734,3993.023023653942,1862.6506841380778,2653.6076384662265,2606.7990225366148,5384.271604121934
38,9389.718434576425,3933.1353051804017,1872.7809171662443,2666.5043870558675,2602.3441889585183,5473.18079611724
39,10172.636805907803,4076.4422426152214,1927.763107097162,2771.2760767253394,2628.9595831802308,5882.628303720334
40,10990.396475792577,4368.2671580866045,2037.0046679449838,2951.9790444660866,2834.7637703368396,6439.3501465712125
41,12208.26515556602,4732.957102578053,2211.1340183763987,3245.960311460777,3101.7855364014436,7118.135149616067
42,11742.342290293574,4591.305225794326,2159.2649713201836,3160.1534579842264,3096.7867280772093,7053.801502458522
43,9835.470538575722,4110.60450922969,1915.321034592806,2768.563455908322,2861.300065203128,6019.564266504864
44,9240.741752027598,3858.894134361894,1808.6890100040928,2613.06401623925,2680.167404912481,5752.888076475346
45,8543.200733617532,3652.754748467397,1706.1485842864913,2443.879185195831,2511.966140366674,5393.054715526025
46,7759.690284492983,3354.5611842710023,1570.372498971999,2232.405019502383,2323.456571365516,4952.466413402392
47,7041.613744083374,3072.774173518772,1430.9152775151892,2008.1846014943185,2106.717270511207,4533.115178378039
48,6430.584420693121,2876.4036040649967,1322.7264315350772,1912.091020517304,1920.3887819978631,4265.14837747387
49,5971.433763605715,2721.4789139780164,1264.1297635585238,1803.8875623783838,1807.1550369435868,4024.2758145940975
50,5726.378437311034,2661.035315814619,1237.7663373389476,1758.7064733847803,1746.9497925237224,3864.7320344485775
51,5647.239820016841,2614.1662416095633,1205.7796727902175,1732.1521842219008,1701.8471442687842,3857.3591972692775
52,5616.277335162508,2633.5118362115836,1221.7039666284263,1740.735300514311,1716.4429487012821,3893.4282211744203
53,6073.225098173388,2824.935378019991,1301.7733782552366,1889.5797622044022,1833.3461229437896,4190.5919037430185
54,7590.099563853588,3284.8226683356197,1544.0564217337717,2284.468596850851,2152.582941929048,5167.4047330832655
55,9949.81170634029,3904.488531377562,1882.0491826322345,2856.0309753353995,2516.153574587067,6536.596794599445
56,10430.448129848626,4010.5382524395295,1964.014196753722,2943.162794745577,2596.5579579880227,6757.98890676204
57,10288.040759819454,3930.498237202324,1959.1621623497292,2909.238378951366,2635.725082846722,6627.831276988287
58,9947.01904380505,3907.219232219752,1928.5673603978732,2861.242917968164,2571.1668958354803,6428.718288744953
59,10278.372772805371,3969.900438665217,1955.2063525498725,2951.6527402736665,2605.485846687243,6584.386359222963
60,10571.729341095497,3992.8273312742203,2027.2194159313158,2981.043090352243,2635.2222552580147,6673.948759176221
61,10543.961642441633,3864.223924241793,1974.9756524323652,2913.889002158119,2620.3491986000827,6609.458537706123
62,10749.889299248774,3863.73134354414,1966.5779663622602,2925.662102063306,2586.4066486880365,6719.544284347869
63,11506.276437570337,4013.8615704625317,2053.1373158436213,3071.7647246125684,2539.493648519966,7130.1150662519
64,12630.347259047356,4318.59506986244,2212.139301315141,3318.3631306300713,2729.4409426288576,7729.855620993945
65,14048.718012835123,4701.4739592201395,2348.6847032224564,3675.276301264977,2995.8375262817053,8540.868399981677
66,14134.552509219347,4728.714500053652,2367.180886005137,3688.8389885823367,3159.407201211348,8770.043726454922
67,12667.823871540988,4374.05769690368,2197.0922509372085,3385.9501570078273,3033.30547839221,8069.267475789762
68,12157.130397335422,4204.117233273636,2105.9060163716913,3238.6292699611176,2853.720822889167,7832.855047848447
69,9334.125688855682,3557.6742494213095,1748.4165736693988,2572.470143878505,2423.1649323705274,6093.0759390440235
70,8252.495155831899,3218.774410905712,1564.414435776476,2278.1791514706965,2238.338227847757,5441.167246282254
71,7621.025790906843,2937.2285101640005,1432.5256473652203,2083.9994593195315,2048.0866937517594,5016.39007884231
72,6964.770674361574,2783.1773829818217,1347.9655816224385,1966.1340711169123,1878.0155608424602,4535.858506018854
73,6547.666674379156,2658.8842585625953,1297.7242580035022,1872.4087033590506,1756.8905687958868,4299.0421696223
74,6365.874253386741,2637.2921150477086,1277.4598270212837,1831.0332536436251,1703.0573037303143,4203.398989772516
75,6411.367957272416,2654.9334302777706,1271.934009561277,1842.0811996040798,1694.9383850348947,4211.2356170604535
76,6496.062813153101,2710.1551140576576,1291.4602023492398,1870.0290028969926,1761.6904554030298,4262.836002232126
77,7020.565987329347,2883.657673672526,1384.6844683808638,2011.8738275525684,1900.999603579146,4573.0698238250625
78,8805.093733704904,3385.346858986342,1643.019887615556,2444.242550066763,2205.99744926175,5690.619924073398
79,11434.135112109858,4191.781891355805,1999.9784276666664,3093.5991840021425,2602.2163518315774,7124.050536804783
80,12056.300920511381,4242.363446646893,2067.0601637616,3231.2343575016957,2704.910350295425,7501.16972830282
81,11824.709503268636,4155.449253890372,2034.5845725812633,3182.3573022726196,2685.8801460450914,7288.764593989921
82,11230.660560474706,4083.0793368746713,1988.6759203785398,3111.623513848447,2606.0760026540065,6855.881785104682
83,11384.096770472632,4138.652818867433,2013.3428780290544,3132.7142216690095,2646.5807160331897,6952.599519841609
84,11623.839740694302,4239.648261019774,2049.2396027973755,3188.3619770772966,2652.13201189707,7098.675155031544
85,11477.796512245826,4160.140638370615,2043.93480766346,3151.2561221188316,2568.098085804003,6928.623704070914
86,11673.377168988942,4212.17261500869,2084.410825025424,3194.5172574533767,2625.956703748491,7040.329599498812
87,12568.70241794688,4506.1554896335965,2190.4882100618347,3407.919239222778,2795.373627773827,7545.702112621466
88,13847.482692612286,4850.246094514167,2352.041534362719,3723.2913219968636,3069.0148478838555,8268.860533177145
89,15231.854816969557,5257.069128131136,2543.4912583954824,4039.2779435606526,3428.313566857948,8979.472493190835
90,15125.03186435209,5187.826417757654,2535.478920550504,4028.9536707251436,3535.3878775289277,9025.209799262735
91,13542.00198440779,4779.989946373096,2353.1942650507312,3685.7625652097436,3358.231332824337,8184.756307228826
92,12863.751315935542,4561.541810357765,2236.135081760771,3502.4672229677617,3208.705753247903,7834.627999235127
93,9636.944947477095,3810.4212277452107,1841.5788341494551,2763.165372354543,2703.364080090183,5969.930552707441
94,8351.066159226846,3438.1487067779444,1673.1083841261684,2445.2637788978523,2418.3685254698066,5198.316818793747
95,7626.897046068347,3166.450550523661,1518.9771064889446,2221.078532260783,2229.8463816829453,4775.273694576064
96,6729.998044466473,2895.263191180994,1383.895646230123,2005.630251861486,2049.4854125849406,4331.97029781862
97,6268.725281839246,2727.144933527496,1321.0639255445935,1894.3599916917374,1956.5479236868396,4106.3381164582
98,6027.624690133615,2692.3813509475317,1283.7842978151734,1846.9480475195567,1896.3221192613764,3996.3956300960635
