,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,125340.5255875964,73482.71815805399,12570.58638104432,37133.88250572007,53278.12939036474,47177.653810151576,74667.70526682645,7726.870781736908,48795.970973601485,43127.96658325811,275232.1096769972,51367.88391220311,0.0,15163.46266599349,105862.88145818828,0.0,0.0,0.0,0.0,0.0,103059.25213767111,66592.63266218058,20549.586813791364
1,128425.11867916961,75291.10601758906,12879.944776712566,38047.73632038582,58735.05341049793,52009.746739012975,82315.42111310498,7870.637635527781,49703.87320501016,43930.409414414025,280353.1031021767,52323.63938742179,0.0,16199.49691336409,113095.89763212504,0.0,0.0,0.0,0.0,0.0,107790.77821814248,71689.83604974851,22122.514919093104
2,127814.6917768748,74933.23430923982,12818.724161363802,37866.8888190539,59488.24135894392,52676.69283288595,83370.99150171666,7879.249568813585,49758.258435268435,43978.477407455306,280659.86124963424,52380.89112642206,0.0,16531.30958812939,115412.42958981439,0.0,0.0,0.0,0.0,0.0,114744.17154518732,72158.02711018875,22266.992355369952
3,127029.9594507799,74473.17349429098,12740.022197693801,37634.400899771295,55758.50806868357,49374.023088555135,78143.88181848152,7775.671317389877,49104.151295038566,43400.34953495194,276970.3908985339,51692.307643501954,0.0,15779.289425077151,110162.24214061738,0.0,0.0,0.0,0.0,0.0,104332.82342675373,68607.72930811589,21171.41841600319
4,126370.51612239791,74086.56518852928,12673.88565259821,37439.031597141366,56333.376570328444,49883.06774660327,78949.54283434602,7782.6023236901465,49147.92130126737,43439.03533888862,277217.274215221,51738.384656704824,0.0,15848.589855944138,110646.05929105797,0.0,0.0,0.0,0.0,0.0,102273.76391306976,68882.70974226123,21256.273663162876
5,122992.85002270351,72106.35898728434,12335.134532212487,36438.35080773499,49409.819046329045,43752.27442222305,69246.38398632914,7552.57409656696,47695.26976730592,42155.11977037373,269023.63981589663,50209.16751290038,0.0,14583.539419924398,101814.17917918033,0.0,0.0,0.0,0.0,0.0,91956.54766855238,62176.55546902807,19186.845050487722
6,123518.07635452837,72414.28061382724,12387.810256547065,36593.956449274,50301.199527145516,44541.58966692628,70495.62707695167,7610.722043112939,48062.47993452374,42479.67582499903,271094.87698981987,50595.73240472783,0.0,14624.4013302149,102099.45436074816,0.0,0.0,0.0,0.0,0.0,100387.87690738146,62880.88872336164,19404.19277766337
7,122605.46515310997,71879.24893602528,12296.283131653041,36323.5826258996,47307.75994033454,41890.90620367181,66300.41100312167,7500.826480269839,47368.47833334593,41866.28752126967,267180.38321092323,49865.151724132884,0.0,14265.598916250816,99594.49502177234,0.0,0.0,0.0,0.0,0.0,85492.14549310869,60107.01947890983,18548.214202103303
8,123404.50702376703,72347.69893097079,12376.420220675745,36560.309947753645,50349.94528355481,44584.7539155008,70563.94279700838,7613.878351284295,48082.41234005552,42497.292937693914,271207.3050841069,50616.715397237625,0.0,14744.498862991337,102937.90868716306,0.0,0.0,0.0,0.0,0.0,98418.39177820388,62753.84008240783,19364.987283414495
9,130924.59570477212,76756.46101713004,13130.621018179367,38788.24132273324,63376.665086358655,56119.882572808165,88820.50108760776,8041.022563809276,50779.87127067136,44881.422534833175,286422.2356906135,53456.350605660315,0.0,16964.740997020486,118438.40715644216,0.0,0.0,0.0,0.0,0.0,131951.3284763688,76019.58000627944,23458.615411884577
10,127053.68874030012,74487.0851376779,12742.402043176946,37641.43103344001,55994.764428336355,49583.22751959812,78474.98804221388,7780.134488443531,49132.33667193125,43425.260976788435,277129.36961315793,51721.97860074201,0.0,15693.333764643558,109562.14742006593,0.0,0.0,0.0,0.0,0.0,109323.93151432333,68820.40662066298,21237.047761514743
11,124967.54314674255,73264.05174150053,12533.17942132889,37023.3812446919,54360.88902779127,48136.43483190705,76185.16052299393,7788.715868953033,49186.528958315124,43473.1584377796,277435.0394668785,51779.0272262814,0.0,15123.949820867942,105587.02470094625,0.0,0.0,0.0,0.0,0.0,108931.33443956608,66828.29761136977,20622.30983342175
12,130438.6460560614,76471.56592108819,13081.884410387762,38644.27194751063,60625.6846934638,53683.89613522915,84965.08432425871,7968.232037434272,50320.191729951846,44475.13809217121,283829.4279804025,52972.44251215666,0.0,16307.793325483011,113851.96308307273,0.0,0.0,0.0,0.0,0.0,112008.82734903022,73111.24257441783,22561.14177027285
13,124006.5560240168,72700.65897159048,12436.800603858135,36738.67537851241,50180.99093634504,44435.14525255431,70327.15833131186,7588.7442416593685,47923.68789411241,42357.00548231601,270312.02493612363,50449.62498484179,0.0,14739.894388433135,102905.76280102418,0.0,0.0,0.0,0.0,0.0,96746.918552185,62899.00730354695,19409.78392673762
