,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,133849.4565901127,78471.2035322218,13423.959635034105,39654.772238832746,66380.96864894981,58780.186060155516,93030.94269864904,8117.50066400562,51262.83821326829,45308.289379483256,289146.39524442406,53964.77352144105,0.0,17235.551953650785,120329.05897066307,0.0,0.0,0.0,0.0,0.0,112406.33139038463,78493.67297619031,24222.08707891552
1,129434.64911927802,75882.95801800705,12981.192075159606,38346.823822797276,61727.643389712,54659.6778768097,86509.44648729211,7906.148407241468,49928.12732219908,44128.61479652465,281618.00125967106,52559.71337526857,0.0,16674.678551107623,116413.35212755283,0.0,0.0,0.0,0.0,0.0,118048.3781003064,73795.43892482924,22772.275520935385
2,119950.39105571934,70322.672875149,12030.00183011185,35536.97981635912,43855.809256481676,38834.21228074331,61462.605336765846,7401.533932207355,46741.43584357068,41312.08054463342,263643.57015290816,49205.05940134215,0.0,13437.406200002864,93812.51307768007,0.0,0.0,0.0,0.0,0.0,82451.70607458391,57053.39803615528,17605.907877428188
3,119765.67901224663,70214.38273540948,12011.476786537893,35482.25629188408,43523.46304127293,38539.920516643426,60996.832053662554,7395.82801246986,46705.40238296894,41280.23263068266,263440.32457376504,49167.12670763376,0.0,13426.996816352732,93739.84053766199,0.0,0.0,0.0,0.0,0.0,82116.8088097885,56968.95427913535,17579.849674795372
4,133180.6080694152,78079.08129476958,13356.87982931408,39456.616516529284,68163.93029420216,60358.99425441816,95529.71013198604,8226.654400095287,51952.15510342266,45917.53713520343,293034.4650610041,54690.42257167363,0.0,17017.493207635336,118806.6938164213,0.0,0.0,0.0,0.0,0.0,126331.20370867146,79843.42097787779,24638.60107796591
5,139921.97857499236,82031.30844985794,14032.981831198205,41453.841748417115,83479.97030118889,73921.31037662661,116994.68223559424,8571.150251264187,54127.68126776536,47840.36022581341,305305.450634659,56980.61525004812,0.0,20595.777219551874,143788.2870396359,0.0,0.0,0.0,0.0,0.0,156908.81126057747,93969.02679718369,28997.572205504417
6,134555.8327075032,78885.3268726534,13494.803138837338,39864.04603615454,72509.53842049728,64207.01966602373,101619.94998259933,8119.547676134966,51275.76530203006,45319.71489353723,289219.31007408915,53978.38196454789,0.0,18558.94489347902,129568.25406729706,0.0,0.0,0.0,0.0,0.0,128286.3113042726,83425.03215469043,25743.837901752817
7,135709.8865041415,79561.90780671322,13610.544898104778,40205.95060284392,70645.71641971407,62556.6098238832,99007.85917879801,8096.405976965934,51129.62312975497,45190.548189882655,288394.9998372909,53824.53700582855,0.0,18511.611414815827,129237.79798671049,0.0,0.0,0.0,0.0,0.0,141836.9180169038,81774.75625523618,25234.585053399784
8,148709.3545245719,87183.03625078009,14914.280740063099,44057.224688735405,99019.88827786745,87681.8698957166,138773.4126195318,9155.768311500733,57819.60348359581,51103.43901644685,326129.6195148339,60867.12940299449,0.0,22917.325778513256,159996.0507483781,0.0,0.0,0.0,0.0,0.0,203752.87043740696,108940.53381302669,33617.57701468623
9,135717.59408695885,79566.4264899818,13611.317902966057,40208.23408197728,71209.47446857473,63055.81620305169,99797.9492273,8212.96696918078,51865.71759198063,45841.13996489138,292546.9170492576,54599.429156339895,0.0,18483.918662778804,129044.46255992034,0.0,0.0,0.0,0.0,0.0,130955.59475835762,82463.38582263654,25447.086834935053
10,117289.28427077096,68762.56006287115,11763.115501428008,34748.58973881482,38575.50092599483,34158.5121148959,54062.41109852625,7282.879635911801,45992.1219542255,40649.804874424226,259417.089186143,48416.25106094642,0.0,12317.469640833027,85993.73752386298,0.0,0.0,0.0,0.0,0.0,76680.25161730264,51859.460105768005,16003.128799036931
11,114291.41997999942,67005.01823254825,11462.455265250404,33860.43054353681,32634.423615431067,28897.702626569295,45736.168892416994,7106.561426829387,44878.65461983727,39665.67481141094,253136.61238887036,47244.095663038104,0.0,11240.920322164004,78477.86760572478,0.0,0.0,0.0,0.0,0.0,67399.86608034259,45911.50354560317,14167.66975782706
12,131893.42089945177,77324.44897147537,13227.785927459576,39075.26932727653,61690.277292359046,54626.59028861308,86457.07901913872,7930.203979342819,50080.040694528965,44262.882333673115,282474.86376533005,52719.633719486636,0.0,15944.209586029063,111313.62318289554,0.0,0.0,0.0,0.0,0.0,96615.17273996012,73549.8391817375,22696.48675811966
13,128019.11295403073,75053.07921715023,12839.225863056103,37927.451449843924,59252.86090005985,52468.26400984031,83041.11282672129,7777.074711640543,49113.013871760035,43408.182659389444,277020.37997836067,51701.63734435856,0.0,16610.272940230694,115963.70789393081,0.0,0.0,0.0,0.0,0.0,93864.36178410013,71261.07966427685,21990.20649077321
