1,2,3,4,5,6
0.5752696030419854,0.5077554262041312,0.6689077200000001,0.5077554262041312,0.6689077200000001,0.5110093462700109
0.5328617983107333,0.4803958176838268,0.57791232,0.4803958176838268,0.57791232,0.4879848506893888
0.519747849736686,0.45301666129074025,0.5315608800000001,0.45301666129074025,0.5315608800000001,0.4584811794889734
0.502172581365243,0.47522024864901113,0.4794503400000001,0.47522024864901113,0.4794503400000001,0.45016619986258344
0.5279651307099639,0.4558572096776575,0.5049702,0.4558572096776575,0.5049702,0.4845570623202872
0.4757180809878898,0.38446782174856653,0.4552281,0.38446782174856653,0.4552281,0.4094154874661495
0.4392397990957527,0.40578057228403874,0.5017982400000001,0.40578057228403874,0.5017982400000001,0.37305164838297095
0.44163301005692696,0.39881355676171104,0.5342436,0.39881355676171104,0.5342436,0.35100103155734774
0.4277974492317425,0.4054591950463897,0.4516235999999999,0.4054591950463897,0.4516235999999999,0.3557582648557074
0.4150906092034408,0.3463755231740071,0.36943776,0.3463755231740071,0.36943776,0.3745487838499705
0.49756988489948034,0.42275178320300943,0.4281676200000001,0.42275178320300943,0.4281676200000001,0.47188919566013365
0.5919529702908682,0.5640485363058273,0.53692632,0.5640485363058273,0.53692632,0.592594326809288
0.7339313911410483,0.7113094778270991,0.66881214,0.7113094778270991,0.66881214,0.7296182438533098
0.6880586983541038,0.6396618595881471,0.57239784,0.6396618595881471,0.57239784,0.6838468284827617
0.6458691532929304,0.5986289576159555,0.5403542400000001,0.5986289576159555,0.5403542400000001,0.6299583209393831
0.6491522664097503,0.5889487028288537,0.5788065600000001,0.5889487028288537,0.5788065600000001,0.6401763115215314
0.5495039259472206,0.4919528383035369,0.44147916,0.4919528383035369,0.44147916,0.515257741272197
0.43047484298856464,0.3851688434221206,0.3898465200000001,0.3851688434221206,0.3898465200000001,0.37197013309385174
0.47180184102594946,0.45562958864901115,0.4402690200000001,0.45562958864901115,0.4402690200000001,0.43004728780050516
0.4395328013935095,0.42053235175789083,0.37179972,0.42053235175789083,0.37179972,0.4018399060570848
0.45221204602742265,0.4331084096258876,0.50626782,0.4331084096258876,0.50626782,0.38292115393172016
0.5553686328168034,0.5328449847617631,0.5647968000000001,0.5328449847617631,0.5647968000000001,0.5147844921557705
0.586872290936577,0.5209542509361885,0.6355665,0.5209542509361885,0.6355665,0.5199089903456937
0.5002649221638638,0.4276157075110033,0.55048896,0.4276157075110033,0.55048896,0.4194591958364751
0.5099674017579613,0.43526029582965464,0.5311137600000001,0.43526029582965464,0.5311137600000001,0.45240640415457156
0.47442163341330607,0.42394313968362696,0.46935774,0.42394313968362696,0.46935774,0.42821463897349077
0.4772816779503308,0.44375857601581065,0.48492918,0.44375857601581065,0.48492918,0.4332287110971688
0.4532067837755992,0.4069632292857229,0.49545432,0.4069632292857229,0.49545432,0.4074570505449262
0.35234518941347354,0.2827569484496705,0.30786804,0.2827569484496705,0.30786804,0.2611068368802424
0.33354862594326357,0.23353284160901888,0.30618972,0.23353284160901888,0.30618972,0.2191768170559827
0.49044614132833403,0.3266163835111192,0.4363696800000001,0.3266163835111192,0.4363696800000001,0.4267194000888512
0.5056158201450262,0.37696669080537915,0.4667625000000001,0.37696669080537915,0.4667625000000001,0.4570216151449995
0.4774628427109947,0.38673928504638977,0.41418378,0.38673928504638977,0.41418378,0.4440318740077379
0.4609697099112578,0.38691344901194347,0.30858732,0.38691344901194347,0.30858732,0.44713801010943577
0.3560002593988914,0.25607400525156393,0.2715444,0.25607400525156393,0.2715444,0.28956280396798995
0.4164069947403367,0.38906268164178914,0.44931672,0.38906268164178914,0.44931672,0.3369214364962568
0.3894255518314595,0.37297253513844103,0.4023513000000001,0.37297253513844103,0.4023513000000001,0.34435608267830153
0.34602743380526463,0.24723624291645857,0.19606536,0.24723624291645857,0.19606536,0.32256583882356754
0.33702801102048946,0.3062990974053543,0.39401478,0.3062990974053543,0.39401478,0.3066563540871964
0.4303917283846354,0.40530712961688403,0.5954714999999999,0.40530712961688403,0.5954714999999999,0.4011320284436859
0.5116379903534581,0.4845101124827935,0.6415200000000002,0.4845101124827935,0.6415200000000002,0.4660732213017419
0.5500361877988961,0.525602835674573,0.632529,0.525602835674573,0.632529,0.4906050967071417
0.5893606912932359,0.5929409992173644,0.6763629600000001,0.5929409992173644,0.6763629600000001,0.5264306457063381
0.6379510885587214,0.6544948915376883,0.7145496000000001,0.6544948915376883,0.7145496000000001,0.5805693201676747
0.7051277590423458,0.7323142782550045,0.7682688000000001,0.7323142782550045,0.7682688000000001,0.6744253507429656
0.6629145139114802,0.6572759723000292,0.70685946,0.6572759723000292,0.70685946,0.6222171210349217
0.7125422954188104,0.6937780539835054,0.7312242600000001,0.6937780539835054,0.7312242600000001,0.6863008871849575
0.6646660615202906,0.6290615358242526,0.66412872,0.6290615358242526,0.66412872,0.624919101802113
0.651227365582755,0.5998734997720645,0.67827456,0.5998734997720645,0.67827456,0.6139595791037729
0.5931458684504475,0.49382774107268357,0.58774896,0.49382774107268357,0.58774896,0.5235514112001446
