Unnamed,NG,Time_Index,coal,None,uranium
0,0.05306,0,0.095488,0,0
1,4.412,1,2.935565155,0,0.705536
2,4.412,2,2.935565155,0,0.705536
3,4.412,3,2.935565155,0,0.705536
4,4.412,4,2.935565155,0,0.705536
5,4.412,5,2.935565155,0,0.705536
6,4.412,6,2.935565155,0,0.705536
7,4.412,7,2.935565155,0,0.705536
8,4.412,8,2.935565155,0,0.705536
9,4.412,9,2.935565155,0,0.705536
10,4.412,10,2.935565155,0,0.705536
11,4.412,11,2.935565155,0,0.705536
12,4.412,12,2.935565155,0,0.705536
13,4.412,13,2.935565155,0,0.705536
14,4.412,14,2.935565155,0,0.705536
15,4.412,15,2.935565155,0,0.705536
16,4.412,16,2.935565155,0,0.705536
17,4.412,17,2.935565155,0,0.705536
18,4.412,18,2.935565155,0,0.705536
19,4.412,19,2.935565155,0,0.705536
20,4.412,20,2.935565155,0,0.705536
21,4.412,21,2.935565155,0,0.705536
22,4.412,22,2.935565155,0,0.705536
23,4.412,23,2.935565155,0,0.705536
24,4.412,24,2.935565155,0,0.705536
25,4.307,25,2.906767459,0,0.705536
26,4.307,26,2.906767459,0,0.705536
27,4.307,27,2.906767459,0,0.705536
28,4.307,28,2.906767459,0,0.705536
29,4.307,29,2.906767459,0,0.705536
30,4.307,30,2.906767459,0,0.705536
31,4.307,31,2.906767459,0,0.705536
32,4.307,32,2.906767459,0,0.705536
33,4.307,33,2.906767459,0,0.705536
34,4.307,34,2.906767459,0,0.705536
35,4.307,35,2.906767459,0,0.705536
36,4.307,36,2.906767459,0,0.705536
37,4.307,37,2.906767459,0,0.705536
38,4.307,38,2.906767459,0,0.705536
39,4.307,39,2.906767459,0,0.705536
40,4.307,40,2.906767459,0,0.705536
41,4.307,41,2.906767459,0,0.705536
42,4.307,42,2.906767459,0,0.705536
43,4.307,43,2.906767459,0,0.705536
44,4.307,44,2.906767459,0,0.705536
45,4.307,45,2.906767459,0,0.705536
46,4.307,46,2.906767459,0,0.705536
47,4.307,47,2.906767459,0,0.705536
48,4.307,48,2.906767459,0,0.705536
49,4.321,49,2.861771058,0,0.705536
50,4.321,50,2.861771058,0,0.705536
51,4.321,51,2.861771058,0,0.705536
52,4.321,52,2.861771058,0,0.705536
53,4.321,53,2.861771058,0,0.705536
54,4.321,54,2.861771058,0,0.705536
55,4.321,55,2.861771058,0,0.705536
56,4.321,56,2.861771058,0,0.705536
57,4.321,57,2.861771058,0,0.705536
58,4.321,58,2.861771058,0,0.705536
59,4.321,59,2.861771058,0,0.705536
60,4.321,60,2.861771058,0,0.705536
61,4.321,61,2.861771058,0,0.705536
62,4.321,62,2.861771058,0,0.705536
63,4.321,63,2.861771058,0,0.705536
64,4.321,64,2.861771058,0,0.705536
65,4.321,65,2.861771058,0,0.705536
66,4.321,66,2.861771058,0,0.705536
67,4.321,67,2.861771058,0,0.705536
68,4.321,68,2.861771058,0,0.705536
69,4.321,69,2.861771058,0,0.705536
70,4.321,70,2.861771058,0,0.705536
71,4.321,71,2.861771058,0,0.705536
72,4.321,72,2.861771058,0,0.705536
73,4.321,73,2.861771058,0,0.705536
74,4.321,74,2.861771058,0,0.705536
75,4.321,75,2.861771058,0,0.705536
76,4.321,76,2.861771058,0,0.705536
77,4.321,77,2.861771058,0,0.705536
78,4.321,78,2.861771058,0,0.705536
79,4.321,79,2.861771058,0,0.705536
80,4.321,80,2.861771058,0,0.705536
81,4.321,81,2.861771058,0,0.705536
82,4.321,82,2.861771058,0,0.705536
83,4.321,83,2.861771058,0,0.705536
84,4.321,84,2.861771058,0,0.705536
85,4.321,85,2.861771058,0,0.705536
86,4.321,86,2.861771058,0,0.705536
87,4.321,87,2.861771058,0,0.705536
88,4.321,88,2.861771058,0,0.705536
89,4.321,89,2.861771058,0,0.705536
90,4.321,90,2.861771058,0,0.705536
91,4.321,91,2.861771058,0,0.705536
92,4.321,92,2.861771058,0,0.705536
93,4.321,93,2.861771058,0,0.705536
94,4.321,94,2.861771058,0,0.705536
95,4.321,95,2.861771058,0,0.705536
96,4.321,96,2.861771058,0,0.705536
97,4.321,97,2.861771058,0,0.705536
98,4.321,98,2.861771058,0,0.705536
99,4.321,99,2.861771058,0,0.705536
100,4.321,100,2.861771058,0,0.705536
101,4.321,101,2.861771058,0,0.705536
102,4.321,102,2.861771058,0,0.705536
103,4.321,103,2.861771058,0,0.705536
104,4.321,104,2.861771058,0,0.705536
105,4.321,105,2.861771058,0,0.705536
106,4.321,106,2.861771058,0,0.705536
107,4.321,107,2.861771058,0,0.705536
108,4.321,108,2.861771058,0,0.705536
109,4.321,109,2.861771058,0,0.705536
110,4.321,110,2.861771058,0,0.705536
111,4.321,111,2.861771058,0,0.705536
112,4.321,112,2.861771058,0,0.705536
113,4.321,113,2.861771058,0,0.705536
114,4.321,114,2.861771058,0,0.705536
115,4.321,115,2.861771058,0,0.705536
116,4.321,116,2.861771058,0,0.705536
117,4.321,117,2.861771058,0,0.705536
118,4.321,118,2.861771058,0,0.705536
119,4.321,119,2.861771058,0,0.705536
120,4.321,120,2.861771058,0,0.705536
121,4.391,121,2.870770338,0,0.705536
122,4.391,122,2.870770338,0,0.705536
123,4.391,123,2.870770338,0,0.705536
