BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,6.5696742227307685e7,130809.93063799663,-154584.41829811846,0.0,0.0,0.0,54835.220811626714,0.0,0.0,-6.576121765972e7
t1,44337.928963599996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44359.40539
t2,42564.0666184,0.0,-536.3514048000106,0.0,0.0,0.0,0.0,0.0,0.0,-42049.19164
t3,41055.800413599994,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-40351.27684
t4,40112.09532359999,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-39407.57175
t5,39917.551633599986,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-39213.02806
t6,40562.17455359398,0.0,-442.3003599939875,0.0,0.0,0.0,0.0,0.0,0.0,-40141.35062
t7,41583.79699359999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41605.27342
t8,42798.18947320695,0.0,-0.12625960695676558,0.0,0.0,0.0,0.0,0.0,0.0,-42819.53964
t9,45287.93991403478,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-45309.35321
t10,48687.42156359999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48708.89799
t11,52830.002313599995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52851.47874
t12,56793.3884136,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56814.86484
t13,60199.011473599996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60220.4879
t14,62301.7844136,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63049.26084
t15,64462.22748048016,566.0829931198416,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65049.7869
t16,65655.819102676,216.31100092398628,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65893.60653
t17,65478.38580359999,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66225.86223
t18,64753.282986662,436.920356937997,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65211.67977
t19,63245.51088359999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63266.98731
t20,60859.1547036,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60880.63113
t21,58819.8672836,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58841.34371
t22,57153.655963599995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57175.13239
t23,54097.3181736,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54118.7946
t24,50528.126493599986,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50549.60292
t25,47550.004033599995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47571.48046
t26,45177.6930436,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45199.16947
t27,43884.30393182686,0.0,-281.76252822686655,0.0,0.0,0.0,0.0,0.0,0.0,-43624.01783
t28,43453.76851359999,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-42749.24494
t29,43113.5181036,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-42408.99453
t30,43896.6389336,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-43192.11536
t31,45054.784013667995,0.0,-696.8688700680104,0.0,0.0,0.0,0.0,0.0,0.0,-44379.39157
t32,45613.70195403478,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-45635.11525
t33,48376.073583599995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48397.55001
t34,52293.65944359999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52315.13587
t35,56249.892761116535,0.0,-0.18938751654737326,0.0,0.0,0.0,0.0,0.0,0.0,-56271.1798
t36,59684.50604359999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59705.98247
t37,62700.96523359999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62722.44166
t38,65407.70238359999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65429.17881
t39,66693.19531360001,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67440.67174
t40,67922.86457360002,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68670.341
t41,68527.5687636,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69275.04519
t42,68590.01338752024,493.3931060797696,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69104.88292
t43,67750.8986836,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67772.37511
t44,65239.498443599994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65260.97487
t45,62413.2331136,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62434.70954
t46,60301.8195836,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60323.29601
t47,57148.42864359999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57169.90507
t48,53801.584303599986,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53823.06073
t49,50499.973043599995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50521.44947
t50,47956.55844359999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47978.03487
t51,46639.55276031896,0.0,-582.5077767189727,0.0,0.0,0.0,0.0,0.0,0.0,-46078.52141
t52,45374.84862359999,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-44670.32505
t53,44454.71395359999,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-43750.19038
t54,44139.54642359999,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-43435.02285
t55,43670.664364074,0.0,-396.147680474005,0.0,0.0,0.0,0.0,0.0,0.0,-43295.99311
t56,43734.79262403478,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-43756.20592
t57,46540.800864034776,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-46562.21416
t58,50606.695833599995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50628.17226
t59,54788.272053606954,0.0,-0.12625960695676558,0.0,0.0,0.0,0.0,0.0,0.0,-54809.66901
t60,58766.64494483476,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-58788.15182
t61,62262.461664399976,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62284.03167
t62,65049.71100479999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65071.3278
t63,67272.90861479999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67294.52541
t64,68220.28932609213,493.3791491078594,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68735.33206
t65,68947.7992556,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69695.50963
t66,69009.66621559998,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69757.37659
t67,67999.12010599999,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68746.87727
t68,66325.34896599999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66347.10613
t69,63292.54941639999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63314.35337
t70,60686.54606679998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60708.39681
t71,57191.578536799985,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57213.42928
t72,53806.9326972,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53828.83023
t73,50360.93436719998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50382.8319
t74,47442.5145376,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47464.45886
t75,45294.99425799999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45316.98537
t76,44054.329676674,0.0,-473.9798286740024,0.0,0.0,0.0,0.0,0.0,0.0,-43602.34096
t77,43054.28382999999,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-42328.28383
t78,41983.16887135584,0.0,-504.6580929558499,0.0,0.0,0.0,0.0,0.0,0.0,-41500.54868
t79,41571.67305879999,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-40867.75775
t80,41729.2103492,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-41025.34183
t81,43910.25017963478,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-43932.31853
t82,48122.007730034784,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-48144.12287
t83,52464.43448003479,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-52486.54962
t84,56872.92116,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56895.14622
t85,61037.11894039999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61059.39079
t86,64557.54384039998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64579.81569
t87,66988.30539620806,238.95760459192564,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67249.58164
t88,68336.35936079998,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69084.678
t89,69464.92609119999,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70213.29152
t90,69893.83780119999,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70642.20323
t91,69478.984220197,254.4011914029761,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69755.79763
t92,67368.07580199998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67390.53481
t93,64492.66862199998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64515.12763
t94,62048.79419239999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62071.29999
t95,58183.76470239999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58206.2705
t96,54055.4611028,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54078.01369
