Resource,biomass,conventional_hydroelectric,conventional_steam_coal,conventional_steam_coal_5,conventional_steam_coal_1,conventional_steam_coal_2,conventional_steam_coal_3,conventional_steam_coal_4,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle_1,natural_gas_fired_combined_cycle_2,natural_gas_fired_combined_cycle_3,natural_gas_fired_combined_cycle_4,natural_gas_fired_combined_cycle_5,natural_gas_fired_combined_cycle_6,natural_gas_fired_combined_cycle_7,natural_gas_fired_combined_cycle_8,natural_gas_fired_combined_cycle_9,natural_gas_fired_combined_cycle_10,natural_gas_fired_combined_cycle_11,natural_gas_fired_combined_cycle_12,natural_gas_fired_combined_cycle_13,natural_gas_fired_combined_cycle_14,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine_1,natural_gas_fired_combustion_turbine_2,natural_gas_fired_combustion_turbine_3,natural_gas_fired_combustion_turbine_4,natural_gas_fired_combustion_turbine_5,natural_gas_fired_combustion_turbine_6,natural_gas_fired_combustion_turbine_7,natural_gas_fired_combustion_turbine_8,natural_gas_fired_combustion_turbine_9,natural_gas_fired_combustion_turbine_10,natural_gas_fired_combustion_turbine_11,natural_gas_fired_combustion_turbine_12,natural_gas_fired_combustion_turbine_13,natural_gas_fired_combustion_turbine_14,natural_gas_fired_combustion_turbine_15,natural_gas_steam_turbine,natural_gas_steam_turbine_1,natural_gas_steam_turbine_2,natural_gas_steam_turbine_3,natural_gas_steam_turbine_4,natural_gas_steam_turbine_5,natural_gas_steam_turbine_6,natural_gas_steam_turbine_7,natural_gas_steam_turbine_8,natural_gas_steam_turbine_9,natural_gas_steam_turbine_10,natural_gas_steam_turbine_11,natural_gas_steam_turbine_12,natural_gas_steam_turbine_13,natural_gas_steam_turbine_14,natural_gas_steam_turbine_15,natural_gas_steam_turbine_16,natural_gas_steam_turbine_17,nuclear,nuclear_1,onshore_wind_turbine,small_hydroelectric,solar_photovoltaic,Battery,Total,Date
t1,0.0,77.670736,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,0.0,1819.122318,0.0,0.0,188.5572,0.0,0.0,3339.03834,0.0,0.0,0.0,0.0,3019.60404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,0.0,0.0,0.0,308.88,0.0,45.294774,0.0,0.0,0.0,0.0,156.327,0.0,0.0,0.0,0.0,1890.0,1845.0,15838.495456,0.0,0.0,0.0,31887.702464,2021-03-22 00:00:00
t2,0.0,38.835368,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,0.0,1819.122318,0.0,0.0,188.5572,0.0,0.0,3339.03834,0.0,0.0,0.0,0.0,3019.60404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,0.0,0.0,0.0,308.88,0.0,45.294774,0.0,0.0,0.0,0.0,156.327,0.0,0.0,0.0,0.0,1890.0,1845.0,15097.561289687954,0.0,0.0,0.0,31107.93292968795,2021-03-22 01:00:00
t3,0.0,0.0,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,0.0,1819.122318,0.0,0.0,188.5572,0.0,0.0,3339.03834,0.0,0.0,0.0,0.0,3019.60404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,0.0,0.0,0.0,308.88,0.0,45.294774,0.0,0.0,0.0,0.0,156.327,0.0,0.0,0.0,0.0,1890.0,1845.0,15038.879598,0.0,0.0,0.0,31010.41587,2021-03-22 02:00:00
t4,0.0,38.835368,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,0.0,1819.122318,0.0,0.0,188.5572,0.0,0.0,3339.03834,0.0,0.0,0.0,0.0,3019.60404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,0.0,0.0,0.0,308.88,0.0,45.294774,0.0,0.0,0.0,0.0,156.327,0.0,0.0,0.0,0.0,1890.0,1845.0,14999.119552,0.0,0.0,0.0,31009.491192,2021-03-22 03:00:00
t5,0.0,77.670736,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,0.0,1819.122318,0.0,0.0,188.5572,0.0,0.0,3339.03834,0.0,0.0,0.0,0.0,3019.60404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,0.0,0.0,0.0,308.88,0.0,45.294774,0.0,0.0,0.0,0.0,156.327,0.0,0.0,0.0,0.0,1890.0,1845.0,15595.931205999996,0.0,0.0,0.0,31645.138214,2021-03-22 04:00:00
t6,0.0,97.6498952,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,0.0,1819.122318,0.0,0.0,188.5572,0.0,0.0,3339.03834,0.0,0.0,0.0,0.0,3019.60404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,0.0,0.0,0.0,308.88,0.0,45.294774,0.0,0.0,0.0,0.0,156.327,0.0,0.0,0.0,0.0,1890.0,1845.0,17238.5793976,0.0,0.0,0.0,33307.7655648,2021-03-22 05:00:00
t7,61.7364,97.6498952,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,0.0,1819.122318,0.0,0.0,188.5572,0.0,0.0,3386.297914296,0.0,0.0,0.0,0.0,3019.60404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,0.0,0.0,0.0,308.88,0.0,45.294774,0.0,0.0,0.0,0.0,156.327,0.0,0.0,0.0,0.0,1890.0,1845.0,19150.197923304,0.0,0.0,0.0,35328.3800648,2021-03-22 06:00:00
t8,61.7364,97.6498952,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,0.0,1819.122318,0.0,0.0,188.5572,0.0,0.0,5715.368938403995,0.0,0.0,0.0,0.0,3019.60404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,0.0,0.0,0.0,308.88,0.0,45.294774,0.0,0.0,0.0,0.0,156.327,0.0,0.0,0.0,0.0,1890.0,1845.0,18671.458709196,0.0,0.0,0.0,37178.71187479999,2021-03-22 07:00:00
t9,61.7364,97.6498952,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,0.0,1819.122318,0.0,0.0,188.5572,0.0,0.0,5791.114171315987,0.0,0.0,0.0,0.0,3019.60404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,0.0,0.0,0.0,308.88,0.0,45.294774,0.0,0.0,0.0,0.0,156.327,0.0,0.0,0.0,0.0,1890.0,1845.0,19285.315746012,0.0,23.990540272,0.0,37892.3046848,2021-03-22 08:00:00
t10,61.7364,97.6498952,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,0.0,1819.122318,0.0,0.0,188.5572,0.0,0.0,6200.33922323799,0.0,0.0,0.0,0.0,3019.60404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,0.0,0.0,0.0,308.88,0.0,45.294774,0.0,0.0,0.0,0.0,156.327,0.0,0.0,0.0,0.0,1890.0,1845.0,19334.134546776,0.0,200.256007586,0.0,38526.61400479999,2021-03-22 09:00:00
t11,61.7364,97.6498952,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,0.0,1819.122318,0.0,0.0,188.5572,0.0,0.0,5717.59779179,0.0,0.0,0.0,0.0,3019.60404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,0.0,0.0,0.0,308.88,0.0,45.294774,0.0,0.0,0.0,0.0,156.327,0.0,0.0,0.0,0.0,1890.0,1845.0,19834.291039896,0.0,895.331675914,0.0,39239.1047348,2021-03-22 10:00:00
t12,61.7364,97.6498952,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,0.0,1819.122318,0.0,0.0,188.5572,0.0,0.0,5246.265539266989,0.0,0.0,0.0,0.0,3019.60404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,0.0,0.0,0.0,308.88,0.0,45.294774,0.0,0.0,0.0,0.0,156.327,0.0,0.0,0.0,0.0,1890.0,1845.0,19663.897666644003,0.0,1992.042081689,0.0,39694.08951479998,2021-03-22 11:00:00
t13,61.7364,97.6498952,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,0.0,1819.122318,0.0,0.0,188.5572,0.0,0.0,5078.566671105995,0.0,0.0,0.0,0.0,3019.60404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,0.0,0.0,0.0,308.88,0.0,45.294774,0.0,0.0,0.0,0.0,156.327,0.0,0.0,0.0,0.0,1890.0,1845.0,20905.155024678,0.0,1132.341671816,0.0,39907.94759479999,2021-03-22 12:00:00
