Unnamed,NG,Time_Index,coal,None,uranium
0,0.05306,0,0.095488,0,0
1,2.989,1,3.921886249,0,0.705536
2,2.989,2,3.921886249,0,0.705536
3,2.989,3,3.921886249,0,0.705536
4,2.989,4,3.921886249,0,0.705536
5,2.989,5,3.921886249,0,0.705536
6,2.989,6,3.921886249,0,0.705536
7,2.989,7,3.921886249,0,0.705536
8,2.989,8,3.921886249,0,0.705536
9,2.989,9,3.921886249,0,0.705536
10,2.989,10,3.921886249,0,0.705536
11,2.989,11,3.921886249,0,0.705536
12,2.989,12,3.921886249,0,0.705536
13,2.989,13,3.921886249,0,0.705536
14,2.989,14,3.921886249,0,0.705536
15,2.989,15,3.921886249,0,0.705536
16,2.989,16,3.921886249,0,0.705536
17,2.989,17,3.921886249,0,0.705536
18,2.989,18,3.921886249,0,0.705536
19,2.989,19,3.921886249,0,0.705536
20,2.989,20,3.921886249,0,0.705536
21,2.989,21,3.921886249,0,0.705536
22,2.989,22,3.921886249,0,0.705536
23,2.989,23,3.921886249,0,0.705536
24,2.989,24,3.921886249,0,0.705536
25,2.989,25,3.929085673,0,0.705536
26,2.989,26,3.929085673,0,0.705536
27,2.989,27,3.929085673,0,0.705536
28,2.989,28,3.929085673,0,0.705536
29,2.989,29,3.929085673,0,0.705536
30,2.989,30,3.929085673,0,0.705536
31,2.989,31,3.929085673,0,0.705536
32,2.989,32,3.929085673,0,0.705536
33,2.989,33,3.929085673,0,0.705536
34,2.989,34,3.929085673,0,0.705536
35,2.989,35,3.929085673,0,0.705536
36,2.989,36,3.929085673,0,0.705536
37,2.989,37,3.929085673,0,0.705536
38,2.989,38,3.929085673,0,0.705536
39,2.989,39,3.929085673,0,0.705536
40,2.989,40,3.929085673,0,0.705536
41,2.989,41,3.929085673,0,0.705536
42,2.989,42,3.929085673,0,0.705536
43,2.989,43,3.929085673,0,0.705536
44,2.989,44,3.929085673,0,0.705536
45,2.989,45,3.929085673,0,0.705536
46,2.989,46,3.929085673,0,0.705536
47,2.989,47,3.929085673,0,0.705536
48,2.989,48,3.929085673,0,0.705536
49,2.989,49,3.936285097,0,0.705536
50,2.989,50,3.936285097,0,0.705536
51,2.989,51,3.936285097,0,0.705536
52,2.989,52,3.936285097,0,0.705536
