Delivery Date,Hour Ending,Price,Time_Index,Year
5/22/2021,1:00,20.21,3384,1970
5/22/2021,2:00,19.16,3385,1970
5/22/2021,3:00,19.53,3386,1970
5/22/2021,4:00,20.13,3387,1970
5/22/2021,5:00,20.75,3388,1970
5/22/2021,6:00,19.93,3389,1970
5/22/2021,7:00,20.22,3390,1970
5/22/2021,8:00,21.69,3391,1970
5/22/2021,9:00,25.79,3392,1970
5/22/2021,10:00,27.53,3393,1970
5/22/2021,11:00,28.25,3394,1970
5/22/2021,12:00,32.15,3395,1970
5/22/2021,13:00,34.38,3396,1970
5/22/2021,14:00,31.78,3397,1970
5/22/2021,15:00,31.12,3398,1970
5/22/2021,16:00,26.19,3399,1970
5/22/2021,17:00,26.82,3400,1970
5/22/2021,18:00,24.26,3401,1970
5/22/2021,19:00,23.73,3402,1970
5/22/2021,20:00,24.08,3403,1970
5/22/2021,21:00,24.02,3404,1970
5/22/2021,22:00,20.08,3405,1970
5/22/2021,23:00,19.41,3406,1970
5/22/2021,24:00:00,18.56,3407,1970
5/23/2021,1:00,17.25,3408,1970
5/23/2021,2:00,14.63,3409,1970
5/23/2021,3:00,11.81,3410,1970
5/23/2021,4:00,12.84,3411,1970
5/23/2021,5:00,14.71,3412,1970
5/23/2021,6:00,15.48,3413,1970
5/23/2021,7:00,19.2,3414,1970
5/23/2021,8:00,18.28,3415,1970
5/23/2021,9:00,17.98,3416,1970
5/23/2021,10:00,18.43,3417,1970
5/23/2021,11:00,19.12,3418,1970
5/23/2021,12:00,17.85,3419,1970
5/23/2021,13:00,18.8,3420,1970
5/23/2021,14:00,22.44,3421,1970
5/23/2021,15:00,22.23,3422,1970
5/23/2021,16:00,23.62,3423,1970
5/23/2021,17:00,25.09,3424,1970
5/23/2021,18:00,20.32,3425,1970
5/23/2021,19:00,19.01,3426,1970
5/23/2021,20:00,18.68,3427,1970
5/23/2021,21:00,20.7,3428,1970
5/23/2021,22:00,18.23,3429,1970
5/23/2021,23:00,15.71,3430,1970
5/23/2021,24:00:00,15.51,3431,1970
5/24/2021,1:00,14.45,3432,1970
5/24/2021,2:00,13.73,3433,1970
5/24/2021,3:00,12.04,3434,1970
5/24/2021,4:00,14.84,3435,1970
5/24/2021,5:00,16.1,3436,1970
5/24/2021,6:00,19.44,3437,1970
5/24/2021,7:00,21.74,3438,1970
5/24/2021,8:00,22.13,3439,1970
5/24/2021,9:00,21.77,3440,1970
5/24/2021,10:00,22.82,3441,1970
5/24/2021,11:00,23.81,3442,1970
5/24/2021,12:00,27.51,3443,1970
5/24/2021,13:00,34.53,3444,1970
5/24/2021,14:00,32.54,3445,1970
5/24/2021,15:00,31.08,3446,1970
5/24/2021,16:00,29.1,3447,1970
5/24/2021,17:00,29.03,3448,1970
5/24/2021,18:00,23.14,3449,1970
5/24/2021,19:00,22.64,3450,1970
5/24/2021,20:00,25.82,3451,1970
5/24/2021,21:00,26.17,3452,1970
5/24/2021,22:00,21.54,3453,1970
5/24/2021,23:00,19.71,3454,1970
5/24/2021,24:00:00,18.99,3455,1970
5/25/2021,1:00,17.19,3456,1970
5/25/2021,2:00,15.74,3457,1970
5/25/2021,3:00,15.54,3458,1970
5/25/2021,4:00,15.6,3459,1970
5/25/2021,5:00,17.23,3460,1970
5/25/2021,6:00,19.18,3461,1970
5/25/2021,7:00,22.92,3462,1970
5/25/2021,8:00,22.75,3463,1970
5/25/2021,9:00,22.94,3464,1970
5/25/2021,10:00,20.51,3465,1970
5/25/2021,11:00,20.92,3466,1970
5/25/2021,12:00,23.06,3467,1970
5/25/2021,13:00,24.49,3468,1970
5/25/2021,14:00,31.35,3469,1970
5/25/2021,15:00,34.49,3470,1970
5/25/2021,16:00,40.95,3471,1970
5/25/2021,17:00,40.22,3472,1970
5/25/2021,18:00,29.3,3473,1970
5/25/2021,19:00,25.94,3474,1970
5/25/2021,20:00,26.67,3475,1970
5/25/2021,21:00,23.01,3476,1970
5/25/2021,22:00,20.86,3477,1970
5/25/2021,23:00,20.27,3478,1970
5/25/2021,24:00:00,18.27,3479,1970
5/26/2021,1:00,17.62,3480,1970
5/26/2021,2:00,16.15,3481,1970
5/26/2021,3:00,15.89,3482,1970
5/26/2021,4:00,15.91,3483,1970
5/26/2021,5:00,17.05,3484,1970
5/26/2021,6:00,19.2,3485,1970
5/26/2021,7:00,24.78,3486,1970
5/26/2021,8:00,24.75,3487,1970
5/26/2021,9:00,22.67,3488,1970
5/26/2021,10:00,23.06,3489,1970
5/26/2021,11:00,25.48,3490,1970
5/26/2021,12:00,26.0,3491,1970
5/26/2021,13:00,30.0,3492,1970
5/26/2021,14:00,36.12,3493,1970
5/26/2021,15:00,39.95,3494,1970
5/26/2021,16:00,42.53,3495,1970
5/26/2021,17:00,44.68,3496,1970
5/26/2021,18:00,33.81,3497,1970
5/26/2021,19:00,28.05,3498,1970
5/26/2021,20:00,30.82,3499,1970
5/26/2021,21:00,28.08,3500,1970
5/26/2021,22:00,21.15,3501,1970
5/26/2021,23:00,19.78,3502,1970
5/26/2021,24:00:00,17.84,3503,1970
5/27/2021,1:00,13.32,3504,1970
5/27/2021,2:00,8.13,3505,1970
5/27/2021,3:00,4.8,3506,1970
5/27/2021,4:00,5.76,3507,1970
5/27/2021,5:00,6.15,3508,1970
5/27/2021,6:00,13.8,3509,1970
5/27/2021,7:00,20.28,3510,1970
5/27/2021,8:00,22.35,3511,1970
5/27/2021,9:00,17.66,3512,1970
5/27/2021,10:00,17.58,3513,1970
5/27/2021,11:00,19.75,3514,1970
5/27/2021,12:00,23.23,3515,1970
5/27/2021,13:00,26.62,3516,1970
5/27/2021,14:00,29.71,3517,1970
5/27/2021,15:00,40.05,3518,1970
5/27/2021,16:00,42.81,3519,1970
5/27/2021,17:00,46.15,3520,1970
5/27/2021,18:00,41.02,3521,1970
5/27/2021,19:00,29.81,3522,1970
5/27/2021,20:00,30.12,3523,1970
5/27/2021,21:00,31.15,3524,1970
5/27/2021,22:00,29.66,3525,1970
5/27/2021,23:00,21.9,3526,1970
5/27/2021,24:00:00,21.51,3527,1970
5/28/2021,1:00,20.59,3528,1970
5/28/2021,2:00,19.9,3529,1970
5/28/2021,3:00,18.72,3530,1970
5/28/2021,4:00,18.52,3531,1970
5/28/2021,5:00,18.9,3532,1970
5/28/2021,6:00,19.19,3533,1970
5/28/2021,7:00,24.53,3534,1970
5/28/2021,8:00,25.7,3535,1970
5/28/2021,9:00,24.13,3536,1970
5/28/2021,10:00,20.81,3537,1970
5/28/2021,11:00,23.85,3538,1970
5/28/2021,12:00,26.64,3539,1970
5/28/2021,13:00,28.99,3540,1970
5/28/2021,14:00,31.59,3541,1970
