Unnamed: 0,Time_Index,NG,None,coal,uranium,Year
0,0,0.05306,0,0.095487528,0.0,1970
1,1,2.36,0,2.483801296,0.705536,1970
2,2,2.36,0,2.483801296,0.705536,1970
3,3,2.36,0,2.483801296,0.705536,1970
4,4,2.36,0,2.483801296,0.705536,1970
5,5,2.36,0,2.483801296,0.705536,1970
6,6,2.36,0,2.483801296,0.705536,1970
7,7,2.36,0,2.483801296,0.705536,1970
8,8,2.36,0,2.483801296,0.705536,1970
9,9,2.36,0,2.483801296,0.705536,1970
10,10,2.36,0,2.483801296,0.705536,1970
11,11,2.36,0,2.483801296,0.705536,1970
12,12,2.36,0,2.483801296,0.705536,1970
13,13,2.36,0,2.483801296,0.705536,1970
14,14,2.36,0,2.483801296,0.705536,1970
15,15,2.36,0,2.483801296,0.705536,1970
16,16,2.36,0,2.483801296,0.705536,1970
17,17,2.36,0,2.483801296,0.705536,1970
18,18,2.36,0,2.483801296,0.705536,1970
19,19,2.36,0,2.483801296,0.705536,1970
20,20,2.36,0,2.483801296,0.705536,1970
21,21,2.36,0,2.483801296,0.705536,1970
22,22,2.36,0,2.483801296,0.705536,1970
23,23,2.36,0,2.483801296,0.705536,1970
24,24,2.36,0,2.483801296,0.705536,1970
25,25,2.36,0,2.483801296,0.705536,1970
26,26,2.36,0,2.483801296,0.705536,1970
27,27,2.36,0,2.483801296,0.705536,1970
28,28,2.36,0,2.483801296,0.705536,1970
29,29,2.36,0,2.483801296,0.705536,1970
30,30,2.36,0,2.483801296,0.705536,1970
31,31,2.36,0,2.483801296,0.705536,1970
32,32,2.36,0,2.483801296,0.705536,1970
33,33,2.36,0,2.483801296,0.705536,1970
34,34,2.36,0,2.483801296,0.705536,1970
35,35,2.36,0,2.483801296,0.705536,1970
36,36,2.36,0,2.483801296,0.705536,1970
37,37,2.36,0,2.483801296,0.705536,1970
38,38,2.36,0,2.483801296,0.705536,1970
39,39,2.36,0,2.483801296,0.705536,1970
40,40,2.36,0,2.483801296,0.705536,1970
41,41,2.36,0,2.483801296,0.705536,1970
42,42,2.36,0,2.483801296,0.705536,1970
43,43,2.36,0,2.483801296,0.705536,1970
44,44,2.36,0,2.483801296,0.705536,1970
45,45,2.36,0,2.483801296,0.705536,1970
46,46,2.36,0,2.483801296,0.705536,1970
47,47,2.36,0,2.483801296,0.705536,1970
48,48,2.36,0,2.483801296,0.705536,1970
49,49,2.36,0,2.483801296,0.705536,1970
50,50,2.36,0,2.483801296,0.705536,1970
51,51,2.36,0,2.483801296,0.705536,1970
52,52,2.36,0,2.483801296,0.705536,1970
53,53,2.36,0,2.483801296,0.705536,1970
54,54,2.36,0,2.483801296,0.705536,1970
55,55,2.36,0,2.483801296,0.705536,1970
56,56,2.36,0,2.483801296,0.705536,1970
57,57,2.36,0,2.483801296,0.705536,1970
58,58,2.36,0,2.483801296,0.705536,1970
59,59,2.36,0,2.483801296,0.705536,1970
60,60,2.36,0,2.483801296,0.705536,1970
61,61,2.36,0,2.483801296,0.705536,1970
62,62,2.36,0,2.483801296,0.705536,1970
63,63,2.36,0,2.483801296,0.705536,1970
64,64,2.36,0,2.483801296,0.705536,1970
65,65,2.36,0,2.483801296,0.705536,1970
66,66,2.36,0,2.483801296,0.705536,1970
67,67,2.36,0,2.483801296,0.705536,1970
68,68,2.36,0,2.483801296,0.705536,1970
69,69,2.36,0,2.483801296,0.705536,1970
