NG,Time_Index,coal,Date,None,uranium
0.05306,0,0.095488,0.0,0.0,0.0
3.137,1,2.402807775,2015-01-01 00:00:00,0.0,0.705536
3.137,2,2.402807775,2015-01-01 01:00:00,0.0,0.705536
3.137,3,2.402807775,2015-01-01 02:00:00,0.0,0.705536
3.137,4,2.402807775,2015-01-01 03:00:00,0.0,0.705536
3.137,5,2.402807775,2015-01-01 04:00:00,0.0,0.705536
3.137,6,2.402807775,2015-01-01 05:00:00,0.0,0.705536
3.137,7,2.402807775,2015-01-01 06:00:00,0.0,0.705536
3.137,8,2.402807775,2015-01-01 07:00:00,0.0,0.705536
3.137,9,2.402807775,2015-01-01 08:00:00,0.0,0.705536
3.137,10,2.402807775,2015-01-01 09:00:00,0.0,0.705536
3.137,11,2.402807775,2015-01-01 10:00:00,0.0,0.705536
3.137,12,2.402807775,2015-01-01 11:00:00,0.0,0.705536
3.137,13,2.402807775,2015-01-01 12:00:00,0.0,0.705536
3.137,14,2.402807775,2015-01-01 13:00:00,0.0,0.705536
3.137,15,2.402807775,2015-01-01 14:00:00,0.0,0.705536
3.137,16,2.402807775,2015-01-01 15:00:00,0.0,0.705536
3.137,17,2.402807775,2015-01-01 16:00:00,0.0,0.705536
3.137,18,2.402807775,2015-01-01 17:00:00,0.0,0.705536
3.137,19,2.402807775,2015-01-01 18:00:00,0.0,0.705536
3.137,20,2.402807775,2015-01-01 19:00:00,0.0,0.705536
3.137,21,2.402807775,2015-01-01 20:00:00,0.0,0.705536
3.137,22,2.402807775,2015-01-01 21:00:00,0.0,0.705536
3.137,23,2.402807775,2015-01-01 22:00:00,0.0,0.705536
3.137,24,2.402807775,2015-01-01 23:00:00,0.0,0.705536
3.031,25,2.357811375,2015-01-02 00:00:00,0.0,0.705536
3.031,26,2.357811375,2015-01-02 01:00:00,0.0,0.705536
3.031,27,2.357811375,2015-01-02 02:00:00,0.0,0.705536
3.031,28,2.357811375,2015-01-02 03:00:00,0.0,0.705536
3.031,29,2.357811375,2015-01-02 04:00:00,0.0,0.705536
3.031,30,2.357811375,2015-01-02 05:00:00,0.0,0.705536
3.031,31,2.357811375,2015-01-02 06:00:00,0.0,0.705536
3.031,32,2.357811375,2015-01-02 07:00:00,0.0,0.705536
3.031,33,2.357811375,2015-01-02 08:00:00,0.0,0.705536
3.031,34,2.357811375,2015-01-02 09:00:00,0.0,0.705536
3.031,35,2.357811375,2015-01-02 10:00:00,0.0,0.705536
3.031,36,2.357811375,2015-01-02 11:00:00,0.0,0.705536
3.031,37,2.357811375,2015-01-02 12:00:00,0.0,0.705536
3.031,38,2.357811375,2015-01-02 13:00:00,0.0,0.705536
3.031,39,2.357811375,2015-01-02 14:00:00,0.0,0.705536
3.031,40,2.357811375,2015-01-02 15:00:00,0.0,0.705536
3.031,41,2.357811375,2015-01-02 16:00:00,0.0,0.705536
3.031,42,2.357811375,2015-01-02 17:00:00,0.0,0.705536
3.031,43,2.357811375,2015-01-02 18:00:00,0.0,0.705536
3.031,44,2.357811375,2015-01-02 19:00:00,0.0,0.705536
3.031,45,2.357811375,2015-01-02 20:00:00,0.0,0.705536
3.031,46,2.357811375,2015-01-02 21:00:00,0.0,0.705536
3.031,47,2.357811375,2015-01-02 22:00:00,0.0,0.705536
3.031,48,2.357811375,2015-01-02 23:00:00,0.0,0.705536
3.031,49,2.357811375,2015-01-03 00:00:00,0.0,0.705536
3.031,50,2.357811375,2015-01-03 01:00:00,0.0,0.705536
3.031,51,2.357811375,2015-01-03 02:00:00,0.0,0.705536
3.031,52,2.357811375,2015-01-03 03:00:00,0.0,0.705536
3.031,53,2.357811375,2015-01-03 04:00:00,0.0,0.705536
3.031,54,2.357811375,2015-01-03 05:00:00,0.0,0.705536
3.031,55,2.357811375,2015-01-03 06:00:00,0.0,0.705536
