NG,Time_Index,coal,Date,None,uranium
0.05306,0,0.095488,0.0,0.0,0.0
2.055,1,1.907847372,2020-01-01 00:00:00,0.0,0.705536
2.055,2,1.907847372,2020-01-01 01:00:00,0.0,0.705536
2.055,3,1.907847372,2020-01-01 02:00:00,0.0,0.705536
2.055,4,1.907847372,2020-01-01 03:00:00,0.0,0.705536
2.055,5,1.907847372,2020-01-01 04:00:00,0.0,0.705536
2.055,6,1.907847372,2020-01-01 05:00:00,0.0,0.705536
2.055,7,1.907847372,2020-01-01 06:00:00,0.0,0.705536
2.055,8,1.907847372,2020-01-01 07:00:00,0.0,0.705536
2.055,9,1.907847372,2020-01-01 08:00:00,0.0,0.705536
2.055,10,1.907847372,2020-01-01 09:00:00,0.0,0.705536
2.055,11,1.907847372,2020-01-01 10:00:00,0.0,0.705536
2.055,12,1.907847372,2020-01-01 11:00:00,0.0,0.705536
2.055,13,1.907847372,2020-01-01 12:00:00,0.0,0.705536
2.055,14,1.907847372,2020-01-01 13:00:00,0.0,0.705536
2.055,15,1.907847372,2020-01-01 14:00:00,0.0,0.705536
2.055,16,1.907847372,2020-01-01 15:00:00,0.0,0.705536
2.055,17,1.907847372,2020-01-01 16:00:00,0.0,0.705536
2.055,18,1.907847372,2020-01-01 17:00:00,0.0,0.705536
2.055,19,1.907847372,2020-01-01 18:00:00,0.0,0.705536
2.055,20,1.907847372,2020-01-01 19:00:00,0.0,0.705536
2.055,21,1.907847372,2020-01-01 20:00:00,0.0,0.705536
2.055,22,1.907847372,2020-01-01 21:00:00,0.0,0.705536
2.055,23,1.907847372,2020-01-01 22:00:00,0.0,0.705536
2.055,24,1.907847372,2020-01-01 23:00:00,0.0,0.705536
2.092,25,1.875449964,2020-01-02 00:00:00,0.0,0.705536
2.092,26,1.875449964,2020-01-02 01:00:00,0.0,0.705536
2.092,27,1.875449964,2020-01-02 02:00:00,0.0,0.705536
2.092,28,1.875449964,2020-01-02 03:00:00,0.0,0.705536
2.092,29,1.875449964,2020-01-02 04:00:00,0.0,0.705536
2.092,30,1.875449964,2020-01-02 05:00:00,0.0,0.705536
2.092,31,1.875449964,2020-01-02 06:00:00,0.0,0.705536
2.092,32,1.875449964,2020-01-02 07:00:00,0.0,0.705536
2.092,33,1.875449964,2020-01-02 08:00:00,0.0,0.705536
2.092,34,1.875449964,2020-01-02 09:00:00,0.0,0.705536
2.092,35,1.875449964,2020-01-02 10:00:00,0.0,0.705536
2.092,36,1.875449964,2020-01-02 11:00:00,0.0,0.705536
2.092,37,1.875449964,2020-01-02 12:00:00,0.0,0.705536
2.092,38,1.875449964,2020-01-02 13:00:00,0.0,0.705536
2.092,39,1.875449964,2020-01-02 14:00:00,0.0,0.705536
2.092,40,1.875449964,2020-01-02 15:00:00,0.0,0.705536
2.092,41,1.875449964,2020-01-02 16:00:00,0.0,0.705536
2.092,42,1.875449964,2020-01-02 17:00:00,0.0,0.705536
2.092,43,1.875449964,2020-01-02 18:00:00,0.0,0.705536
2.092,44,1.875449964,2020-01-02 19:00:00,0.0,0.705536
2.092,45,1.875449964,2020-01-02 20:00:00,0.0,0.705536
2.092,46,1.875449964,2020-01-02 21:00:00,0.0,0.705536
2.092,47,1.875449964,2020-01-02 22:00:00,0.0,0.705536
2.092,48,1.875449964,2020-01-02 23:00:00,0.0,0.705536
2.048,49,1.898848092,2020-01-03 00:00:00,0.0,0.705536
2.048,50,1.898848092,2020-01-03 01:00:00,0.0,0.705536
2.048,51,1.898848092,2020-01-03 02:00:00,0.0,0.705536
2.048,52,1.898848092,2020-01-03 03:00:00,0.0,0.705536
2.048,53,1.898848092,2020-01-03 04:00:00,0.0,0.705536
2.048,54,1.898848092,2020-01-03 05:00:00,0.0,0.705536
2.048,55,1.898848092,2020-01-03 06:00:00,0.0,0.705536
2.048,56,1.898848092,2020-01-03 07:00:00,0.0,0.705536
2.048,57,1.898848092,2020-01-03 08:00:00,0.0,0.705536
2.048,58,1.898848092,2020-01-03 09:00:00,0.0,0.705536
2.048,59,1.898848092,2020-01-03 10:00:00,0.0,0.705536
2.048,60,1.898848092,2020-01-03 11:00:00,0.0,0.705536
2.048,61,1.898848092,2020-01-03 12:00:00,0.0,0.705536
2.048,62,1.898848092,2020-01-03 13:00:00,0.0,0.705536
2.048,63,1.898848092,2020-01-03 14:00:00,0.0,0.705536
2.048,64,1.898848092,2020-01-03 15:00:00,0.0,0.705536
2.048,65,1.898848092,2020-01-03 16:00:00,0.0,0.705536
2.048,66,1.898848092,2020-01-03 17:00:00,0.0,0.705536
2.048,67,1.898848092,2020-01-03 18:00:00,0.0,0.705536
2.048,68,1.898848092,2020-01-03 19:00:00,0.0,0.705536
2.048,69,1.898848092,2020-01-03 20:00:00,0.0,0.705536
2.048,70,1.898848092,2020-01-03 21:00:00,0.0,0.705536
2.048,71,1.898848092,2020-01-03 22:00:00,0.0,0.705536
2.048,72,1.898848092,2020-01-03 23:00:00,0.0,0.705536
2.048,73,1.898848092,2020-01-04 00:00:00,0.0,0.705536
2.048,74,1.898848092,2020-01-04 01:00:00,0.0,0.705536
2.048,75,1.898848092,2020-01-04 02:00:00,0.0,0.705536
2.048,76,1.898848092,2020-01-04 03:00:00,0.0,0.705536
2.048,77,1.898848092,2020-01-04 04:00:00,0.0,0.705536
2.048,78,1.898848092,2020-01-04 05:00:00,0.0,0.705536
2.048,79,1.898848092,2020-01-04 06:00:00,0.0,0.705536
2.048,80,1.898848092,2020-01-04 07:00:00,0.0,0.705536
2.048,81,1.898848092,2020-01-04 08:00:00,0.0,0.705536
2.048,82,1.898848092,2020-01-04 09:00:00,0.0,0.705536
2.048,83,1.898848092,2020-01-04 10:00:00,0.0,0.705536
2.048,84,1.898848092,2020-01-04 11:00:00,0.0,0.705536
2.048,85,1.898848092,2020-01-04 12:00:00,0.0,0.705536
2.048,86,1.898848092,2020-01-04 13:00:00,0.0,0.705536
2.048,87,1.898848092,2020-01-04 14:00:00,0.0,0.705536
2.048,88,1.898848092,2020-01-04 15:00:00,0.0,0.705536
2.048,89,1.898848092,2020-01-04 16:00:00,0.0,0.705536
2.048,90,1.898848092,2020-01-04 17:00:00,0.0,0.705536
2.048,91,1.898848092,2020-01-04 18:00:00,0.0,0.705536
2.048,92,1.898848092,2020-01-04 19:00:00,0.0,0.705536
2.048,93,1.898848092,2020-01-04 20:00:00,0.0,0.705536
2.048,94,1.898848092,2020-01-04 21:00:00,0.0,0.705536
2.048,95,1.898848092,2020-01-04 22:00:00,0.0,0.705536
2.048,96,1.898848092,2020-01-04 23:00:00,0.0,0.705536
2.048,97,1.898848092,2020-01-05 00:00:00,0.0,0.705536
2.048,98,1.898848092,2020-01-05 01:00:00,0.0,0.705536
2.048,99,1.898848092,2020-01-05 02:00:00,0.0,0.705536
2.048,100,1.898848092,2020-01-05 03:00:00,0.0,0.705536
2.048,101,1.898848092,2020-01-05 04:00:00,0.0,0.705536
2.048,102,1.898848092,2020-01-05 05:00:00,0.0,0.705536
2.048,103,1.898848092,2020-01-05 06:00:00,0.0,0.705536
2.048,104,1.898848092,2020-01-05 07:00:00,0.0,0.705536
2.048,105,1.898848092,2020-01-05 08:00:00,0.0,0.705536
2.048,106,1.898848092,2020-01-05 09:00:00,0.0,0.705536
2.048,107,1.898848092,2020-01-05 10:00:00,0.0,0.705536
2.048,108,1.898848092,2020-01-05 11:00:00,0.0,0.705536
2.048,109,1.898848092,2020-01-05 12:00:00,0.0,0.705536
2.048,110,1.898848092,2020-01-05 13:00:00,0.0,0.705536
2.048,111,1.898848092,2020-01-05 14:00:00,0.0,0.705536
2.048,112,1.898848092,2020-01-05 15:00:00,0.0,0.705536
2.048,113,1.898848092,2020-01-05 16:00:00,0.0,0.705536
2.048,114,1.898848092,2020-01-05 17:00:00,0.0,0.705536
2.048,115,1.898848092,2020-01-05 18:00:00,0.0,0.705536
2.048,116,1.898848092,2020-01-05 19:00:00,0.0,0.705536
2.048,117,1.898848092,2020-01-05 20:00:00,0.0,0.705536
2.048,118,1.898848092,2020-01-05 21:00:00,0.0,0.705536
2.048,119,1.898848092,2020-01-05 22:00:00,0.0,0.705536
2.048,120,1.898848092,2020-01-05 23:00:00,0.0,0.705536
2.06,121,1.89524838,2020-01-06 00:00:00,0.0,0.705536
2.06,122,1.89524838,2020-01-06 01:00:00,0.0,0.705536
2.06,123,1.89524838,2020-01-06 02:00:00,0.0,0.705536
2.06,124,1.89524838,2020-01-06 03:00:00,0.0,0.705536
2.06,125,1.89524838,2020-01-06 04:00:00,0.0,0.705536
2.06,126,1.89524838,2020-01-06 05:00:00,0.0,0.705536
2.06,127,1.89524838,2020-01-06 06:00:00,0.0,0.705536
2.06,128,1.89524838,2020-01-06 07:00:00,0.0,0.705536
2.06,129,1.89524838,2020-01-06 08:00:00,0.0,0.705536
2.06,130,1.89524838,2020-01-06 09:00:00,0.0,0.705536
2.06,131,1.89524838,2020-01-06 10:00:00,0.0,0.705536
2.06,132,1.89524838,2020-01-06 11:00:00,0.0,0.705536
2.06,133,1.89524838,2020-01-06 12:00:00,0.0,0.705536
2.06,134,1.89524838,2020-01-06 13:00:00,0.0,0.705536
2.06,135,1.89524838,2020-01-06 14:00:00,0.0,0.705536
2.06,136,1.89524838,2020-01-06 15:00:00,0.0,0.705536
2.06,137,1.89524838,2020-01-06 16:00:00,0.0,0.705536
2.06,138,1.89524838,2020-01-06 17:00:00,0.0,0.705536
2.06,139,1.89524838,2020-01-06 18:00:00,0.0,0.705536
2.06,140,1.89524838,2020-01-06 19:00:00,0.0,0.705536
2.06,141,1.89524838,2020-01-06 20:00:00,0.0,0.705536
2.06,142,1.89524838,2020-01-06 21:00:00,0.0,0.705536
2.06,143,1.89524838,2020-01-06 22:00:00,0.0,0.705536
2.06,144,1.89524838,2020-01-06 23:00:00,0.0,0.705536
2.1,145,1.891648668,2020-01-07 00:00:00,0.0,0.705536
2.1,146,1.891648668,2020-01-07 01:00:00,0.0,0.705536
2.1,147,1.891648668,2020-01-07 02:00:00,0.0,0.705536
