Closing price,Date
2.388408927,3/15/2021
2.377609791,3/12/2021
2.368610511,3/11/2021
2.368610511,3/10/2021
2.375809935,3/9/2021
2.357811375,3/8/2021
2.348812095,3/5/2021
2.347012239,3/4/2021
2.365010799,3/3/2021
2.381209503,3/2/2021
2.354211663,3/1/2021
2.348812095,2/26/2021
2.368610511,2/25/2021
2.365010799,2/24/2021
2.372210223,2/23/2021
2.374010079,2/22/2021
2.374010079,2/19/2021
2.359611231,2/18/2021
2.352411807,2/17/2021
2.361411087,2/16/2021
2.350611951,2/15/2021
2.411807055,2/12/2021
2.424406048,2/11/2021
2.447804176,2/10/2021
2.469402448,2/9/2021
2.456803456,2/8/2021
2.392008639,2/5/2021
2.339812815,2/4/2021
2.294816415,2/3/2021
2.354211663,2/2/2021
2.361411087,2/1/2021
2.498200144,1/29/2021
2.440604752,1/28/2021
2.43700504,1/27/2021
2.435205184,1/26/2021
2.42800576,1/25/2021
2.429805616,1/22/2021
2.431605472,1/21/2021
2.429805616,1/20/2021
2.429805616,1/19/2021
2.420806335,1/18/2021
2.469402448,1/15/2021
2.516198704,1/14/2021
2.525197984,1/13/2021
2.537796976,1/12/2021
2.465802736,1/11/2021
2.465802736,1/8/2021
2.397408207,1/7/2021
2.312814975,1/6/2021
2.336213103,1/5/2021
2.494600432,1/4/2021
2.483801296,12/31/2020
2.379409647,12/24/2020
2.377609791,12/23/2020
2.379409647,12/22/2020
2.379409647,12/21/2020
2.375809935,12/18/2020
2.363210943,12/17/2020
2.361411087,12/16/2020
2.368610511,12/15/2020
2.354211663,12/14/2020
2.339812815,12/11/2020
2.303815695,12/10/2020
2.278617711,12/9/2020
1.837652988,11/9/2020
1.828653708,11/6/2020
1.85025198,11/5/2020
1.830453564,11/4/2020
1.837652988,11/3/2020
1.83225342,11/2/2020
1.864650828,10/30/2020
2.019438445,10/29/2020
2.033837293,10/28/2020
2.035637149,10/27/2020
2.041036717,10/26/2020
2.041036717,10/23/2020
2.042836573,10/22/2020
2.033837293,10/21/2020
2.055435565,10/20/2020
2.055435565,10/19/2020
2.051835853,10/16/2020
2.044636429,10/15/2020
2.037437005,10/14/2020
2.033837293,10/13/2020
2.046436285,10/12/2020
2.073434125,10/9/2020
2.077033837,10/8/2020
2.075233981,10/7/2020
2.077033837,10/6/2020
2.077033837,10/5/2020
2.030237581,10/2/2020
2.064434845,10/1/2020
2.059035277,9/30/2020
2.053635709,9/29/2020
2.059035277,9/28/2020
2.014038877,9/25/2020
1.880849532,9/24/2020
1.87724982,9/23/2020
1.875449964,9/22/2020
1.875449964,9/21/2020
1.871850252,9/18/2020
1.86825054,9/17/2020
1.86825054,9/16/2020
1.864650828,9/15/2020
1.861051116,9/14/2020
1.861051116,9/11/2020
1.861051116,9/10/2020
1.843052556,9/9/2020
1.843052556,9/8/2020
1.835853132,9/7/2020
1.85025198,9/4/2020
1.853851692,9/3/2020
1.853851692,9/2/2020
1.897048236,9/1/2020
1.90424766,8/31/2020
1.879049676,8/28/2020
1.760259179,8/27/2020
1.762059035,8/26/2020
1.760259179,8/25/2020
1.756659467,8/24/2020
1.751259899,8/21/2020
1.760259179,8/20/2020
1.769258459,8/19/2020
1.776457883,8/18/2020
1.778257739,8/17/2020
1.772858171,8/14/2020
1.781857451,8/13/2020
1.789056875,8/12/2020
1.810655148,8/11/2020
1.819654428,8/10/2020
1.828653708,8/7/2020
1.807055436,8/6/2020
1.846652268,8/5/2020
1.857451404,8/4/2020
1.861051116,8/3/2020
1.86825054,7/31/2020
1.794456443,7/30/2020
1.789056875,7/29/2020
1.789056875,7/28/2020
1.781857451,7/27/2020
1.783657307,7/24/2020
1.785457163,7/23/2020
1.789056875,7/22/2020
1.785457163,7/21/2020
1.765658747,7/20/2020
1.772858171,7/17/2020
1.763858891,7/16/2020
1.763858891,7/15/2020
1.751259899,7/14/2020
1.756659467,7/13/2020
1.753059755,7/10/2020
1.774658027,7/9/2020
1.781857451,7/8/2020
1.82325414,7/7/2020
1.843052556,7/6/2020
1.83225342,7/3/2020
1.837652988,7/2/2020
1.798056156,7/1/2020
1.794456443,6/30/2020
1.801655868,6/29/2020
1.780057595,6/26/2020
1.62886969,6/25/2020
1.62886969,6/24/2020
1.614470842,6/23/2020
1.641468683,6/22/2020
1.61987041,6/19/2020
1.609071274,6/18/2020
1.605471562,6/17/2020
1.612670986,6/16/2020
1.61987041,6/15/2020
1.60187185,6/12/2020
1.596472282,6/11/2020
1.618070554,6/10/2020
1.641468683,6/9/2020
1.654067675,6/8/2020
1.663066955,6/5/2020
1.645068395,6/4/2020
1.677465803,6/3/2020
1.682865371,6/2/2020
1.614470842,6/1/2020
1.515478762,5/29/2020
1.396688265,5/28/2020
1.393088553,5/27/2020
1.389488841,5/26/2020
1.394888409,5/25/2020
1.391288697,5/22/2020
1.394888409,5/21/2020
1.396688265,5/20/2020
1.398488121,5/19/2020
1.398488121,5/18/2020
1.394888409,5/15/2020
1.407487401,5/14/2020
1.416486681,5/13/2020
1.429085673,5/12/2020
1.436285097,5/11/2020
1.439884809,5/8/2020
1.447084233,5/7/2020
1.439884809,5/6/2020
1.425485961,5/5/2020
1.403887689,5/4/2020
1.421886249,5/1/2020
1.434485241,4/30/2020
1.403887689,4/29/2020
1.384089273,4/28/2020
1.407487401,4/27/2020
1.479481641,4/24/2020
1.616270698,4/23/2020
1.625269978,4/22/2020
1.636069114,4/21/2020
1.639668826,4/20/2020
1.634269258,4/17/2020
1.63786897,4/16/2020
1.630669546,4/15/2020
1.646868251,4/14/2020
1.681065515,4/13/2020
1.684665227,4/9/2020
1.677465803,4/8/2020
1.693664507,4/7/2020
1.666666667,4/6/2020
1.659467243,4/3/2020
1.708063355,4/2/2020
1.731461483,4/1/2020
1.774658027,3/31/2020
1.826853852,3/30/2020
1.893448524,3/27/2020
1.726061915,3/26/2020
1.736861051,3/25/2020
1.715262779,3/24/2020
1.706263499,3/23/2020
1.709863211,3/20/2020
1.688264939,3/19/2020
1.720662347,3/18/2020
1.695464363,3/17/2020
1.673866091,3/16/2020
1.675665947,3/13/2020
1.648668107,3/12/2020
1.673866091,3/11/2020
1.670266379,3/10/2020
1.670266379,3/9/2020
1.706263499,3/6/2020
1.720662347,3/5/2020
1.702663787,3/4/2020
1.690064795,3/3/2020
1.686465083,3/2/2020
1.679265659,2/28/2020
1.724262059,2/27/2020
1.727861771,2/26/2020
1.733261339,2/25/2020
1.727861771,2/24/2020
1.738660907,2/21/2020
1.742260619,2/20/2020
1.774658027,2/19/2020
1.789056875,2/18/2020
1.819654428,2/17/2020
1.810655148,2/14/2020
1.796256299,2/13/2020
1.754859611,2/12/2020
1.727861771,2/11/2020
1.709863211,2/10/2020
1.735061195,2/7/2020
1.760259179,2/6/2020
1.780057595,2/5/2020
1.760259179,2/4/2020
1.717062635,2/3/2020
1.812455004,1/31/2020
1.816054716,1/30/2020
1.80525558,1/29/2020
1.812455004,1/28/2020
1.812455004,1/27/2020
1.808855292,1/24/2020
1.81425486,1/23/2020
1.808855292,1/22/2020
1.821454284,1/21/2020
1.790856731,1/20/2020
1.817854572,1/17/2020
1.835853132,1/16/2020
1.864650828,1/15/2020
1.879049676,1/14/2020
1.925845932,1/13/2020
1.90424766,1/10/2020
1.897048236,1/9/2020
1.889848812,1/8/2020
1.891648668,1/7/2020
1.89524838,1/6/2020
1.898848092,1/3/2020
1.875449964,1/2/2020
1.907847372,12/31/2019
1.898848092,12/30/2019
1.951043916,12/27/2019
1.915046796,12/26/2019
1.915046796,12/24/2019
1.92224622,12/23/2019
1.924046076,12/20/2019
1.920446364,12/19/2019
1.925845932,12/18/2019
1.925845932,12/17/2019
1.925845932,12/16/2019
1.929445644,12/13/2019
1.943844492,12/12/2019
1.925845932,12/11/2019
1.929445644,12/10/2019
1.951043916,12/9/2019
1.956443485,12/6/2019
1.987041037,12/5/2019
2.015838733,12/4/2019
2.030237581,12/3/2019
2.062634989,12/2/2019
2.111231102,11/29/2019
2.019438445,11/28/2019
2.010439165,11/27/2019
2.021238301,11/26/2019
2.012239021,11/25/2019
2.014038877,11/22/2019
2.017638589,11/21/2019
1.997840173,11/20/2019
1.992440605,11/19/2019
1.972642189,11/18/2019
2.010439165,11/15/2019
2.006839453,11/14/2019
1.990640749,11/13/2019
1.990640749,11/12/2019
1.987041037,11/11/2019
2.008639309,11/8/2019
2.023038157,11/7/2019
2.019438445,11/6/2019
2.048236141,11/5/2019
2.042836573,11/4/2019
2.050035997,11/1/2019
2.030237581,10/31/2019
2.023038157,10/30/2019
2.041036717,10/29/2019
2.030237581,10/28/2019
2.062634989,10/25/2019
2.156227502,10/24/2019
2.165226782,10/23/2019
2.165226782,10/22/2019
2.163426926,10/21/2019
2.159827214,10/18/2019
2.163426926,10/17/2019
2.168826494,10/16/2019
2.175305976,10/15/2019
2.192944564,10/14/2019
2.186825054,10/11/2019
2.185025198,10/10/2019
2.186825054,10/9/2019
2.20662347,10/8/2019
2.168826494,10/7/2019
2.147228222,10/4/2019
2.131029518,10/3/2019
2.138228942,10/2/2019
2.159827214,10/1/2019
2.192224622,9/30/2019
2.147228222,9/27/2019
2.192224622,9/26/2019
2.168826494,9/25/2019
2.195824334,9/24/2019
2.192224622,9/23/2019
2.204823614,9/20/2019
2.192224622,9/19/2019
2.19762419,9/18/2019
2.21562275,9/17/2019
2.222822174,9/16/2019
2.194024478,9/13/2019
2.186825054,9/12/2019
2.176025918,9/11/2019
2.183225342,9/10/2019
2.102231821,9/9/2019
2.075233981,9/6/2019
2.066234701,9/5/2019
2.042836573,9/4/2019
2.050035997,9/3/2019
1.990640749,9/2/2019
1.970842333,8/30/2019
1.969042477,8/29/2019
1.972642189,8/28/2019
1.978041757,8/27/2019
1.976241901,8/26/2019
1.976241901,8/23/2019
1.983441325,8/22/2019
1.992440605,8/21/2019
2.003239741,8/20/2019
2.008639309,8/19/2019
2.012239021,8/16/2019
2.015838733,8/15/2019
2.019438445,8/14/2019
2.030237581,8/13/2019
2.026637869,8/12/2019
2.024838013,8/9/2019
2.033837293,8/8/2019
2.021238301,8/7/2019
2.019438445,8/6/2019
2.053635709,8/5/2019
2.093232541,8/2/2019
2.107631389,8/1/2019
2.084233261,7/31/2019
2.084233261,7/30/2019
2.087832973,7/29/2019
2.149028078,7/26/2019
2.091432685,7/25/2019
2.091432685,7/24/2019
2.091432685,7/23/2019
2.091432685,7/22/2019
2.087832973,7/19/2019
2.075233981,7/18/2019
2.080633549,7/17/2019
2.062634989,7/16/2019
2.078833693,7/15/2019
2.082433405,7/12/2019
2.105831533,7/11/2019
2.091432685,7/10/2019
2.030237581,7/9/2019
2.053635709,7/8/2019
2.026637869,7/5/2019
1.990640749,7/4/2019
1.900647948,7/3/2019
1.852051836,7/2/2019
1.819654428,7/1/2019
1.785457163,6/28/2019
1.760259179,6/27/2019
1.760259179,6/26/2019
1.762059035,6/25/2019
1.762059035,6/24/2019
1.763858891,6/21/2019
1.762059035,6/20/2019
1.753059755,6/19/2019
1.751259899,6/18/2019
1.776457883,6/17/2019
1.799856012,6/14/2019
1.808855292,6/13/2019
1.817854572,6/12/2019
1.837652988,6/11/2019
1.907847372,6/10/2019
1.884449244,6/7/2019
1.866450684,6/6/2019
1.857451404,6/5/2019
1.882649388,6/4/2019
1.855651548,6/3/2019
1.90424766,5/31/2019
2.044636429,5/30/2019
2.048236141,5/29/2019
2.053635709,5/28/2019
2.069834413,5/27/2019
2.069834413,5/24/2019
2.080633549,5/23/2019
2.087832973,5/22/2019
2.095032397,5/21/2019
2.098632109,5/20/2019
2.102231821,5/17/2019
2.105831533,5/16/2019
2.122030238,5/15/2019
2.132829374,5/14/2019
2.113030958,5/13/2019
2.129229662,5/10/2019
2.136429086,5/9/2019
2.176025918,5/8/2019
2.145428366,5/7/2019
2.177825774,5/6/2019
2.192224622,5/3/2019
2.129229662,5/2/2019
2.100431965,5/1/2019
2.12562995,4/30/2019
2.118430526,4/29/2019
2.138228942,4/26/2019
2.136429086,4/25/2019
2.136429086,4/24/2019
2.147228222,4/23/2019
2.138228942,4/22/2019
2.138228942,4/18/2019
2.145428366,4/17/2019
2.145428366,4/16/2019
2.138228942,4/15/2019
2.165226782,4/12/2019
2.15262779,4/11/2019
2.15262779,4/10/2019
2.12562995,4/9/2019
2.113030958,4/8/2019
2.024838013,4/5/2019
2.017638589,4/4/2019
1.972642189,4/3/2019
2.030237581,4/2/2019
2.114830814,4/1/2019
2.230021598,3/29/2019
2.53599712,3/28/2019
2.541396688,3/27/2019
2.5449964,3/26/2019
2.5449964,3/25/2019
2.550395968,3/22/2019
2.55399568,3/21/2019
2.56299496,3/20/2019
2.564794816,3/19/2019
2.57199424,3/18/2019
2.570194384,3/15/2019
2.589992801,3/14/2019
2.584593233,3/13/2019
2.615190785,3/12/2019
2.602591793,3/11/2019
2.604391649,3/8/2019
2.633189345,3/7/2019
2.643988481,3/6/2019
2.681785457,3/5/2019
2.703383729,3/4/2019
2.685385169,3/1/2019
2.701583873,2/28/2019
2.701583873,2/27/2019
2.665586753,2/26/2019
2.636789057,2/25/2019
2.629589633,2/22/2019
2.672786177,2/21/2019
2.676385889,2/20/2019
2.665586753,2/19/2019
2.667386609,2/18/2019
2.667386609,2/15/2019
2.654787617,2/14/2019
2.667386609,2/13/2019
2.633189345,2/12/2019
2.649388049,2/11/2019
2.667386609,2/8/2019
2.706983441,2/7/2019
2.737580994,2/6/2019
2.724982001,2/5/2019
2.746580274,2/4/2019
2.798776098,2/1/2019
2.845572354,1/31/2019
2.87437005,1/30/2019
2.870770338,1/29/2019
2.843772498,1/28/2019
2.870770338,1/25/2019
2.946364291,1/24/2019
2.949964003,1/23/2019
2.951763859,1/22/2019
2.962562995,1/21/2019
2.994960403,1/18/2019
3.002159827,1/17/2019
2.985961123,1/16/2019
2.969762419,1/15/2019
2.951763859,1/14/2019
2.971562275,1/11/2019
2.957163427,1/10/2019
2.953563715,1/9/2019
2.953563715,1/8/2019
2.933765299,1/7/2019
3.003959683,1/4/2019
3.014758819,1/3/2019
3.075953924,1/2/2019
3.120950324,12/31/2018
3.097552196,12/28/2018
3.14074874,12/27/2018
3.14974802,12/26/2018
3.16774658,12/24/2018
3.16774658,12/21/2018
3.187544996,12/20/2018
3.17674586,12/19/2018
3.182145428,12/18/2018
3.189344852,12/17/2018
3.18574514,12/14/2018
3.164146868,12/13/2018
3.156947444,12/12/2018
3.129949604,12/11/2018
3.115550756,12/10/2018
3.115550756,12/7/2018
3.110151188,12/6/2018
3.097552196,12/5/2018
3.088552916,12/4/2018
3.09575234,12/3/2018
3.102951764,11/30/2018
3.189344852,11/29/2018
3.189344852,11/28/2018
3.189344852,11/27/2018
3.187544996,11/26/2018
3.17674586,11/23/2018
3.189344852,11/22/2018
3.160547156,11/21/2018
3.169546436,11/20/2018
3.19474442,11/19/2018
3.207343413,11/16/2018
3.237940965,11/15/2018
3.257739381,11/14/2018
3.291936645,11/13/2018
3.340532757,11/12/2018
3.300935925,11/9/2018
3.322534197,11/8/2018
3.383729302,11/7/2018
3.356731461,11/6/2018
3.408927286,11/5/2018
3.459323254,11/2/2018
3.432325414,11/1/2018
3.511519078,10/31/2018
3.552915767,10/30/2018
3.570914327,10/29/2018
3.558315335,10/26/2018
3.614110871,10/25/2018
3.612311015,10/24/2018
3.614110871,10/23/2018
3.612311015,10/22/2018
3.617710583,10/19/2018
3.588912887,10/18/2018
3.574514039,10/17/2018
3.565514759,10/16/2018
3.567314615,10/15/2018
3.567314615,10/12/2018
3.567314615,10/11/2018
3.596112311,10/10/2018
3.628509719,10/9/2018
3.646508279,10/8/2018
3.648308135,10/5/2018
3.628509719,10/4/2018
3.659107271,10/3/2018
3.642908567,10/2/2018
3.664506839,10/1/2018
3.633909287,9/28/2018
3.612311015,9/27/2018
3.610511159,9/26/2018
3.610511159,9/25/2018
3.612311015,9/24/2018
3.610511159,9/21/2018
3.587113031,9/20/2018
3.610511159,9/19/2018
3.551115911,9/18/2018
3.576313895,9/17/2018
3.581713463,9/14/2018
3.614110871,9/13/2018
3.617710583,9/12/2018
3.633909287,9/11/2018
3.608711303,9/10/2018
3.590712743,9/7/2018
3.635709143,9/6/2018
3.651907847,9/5/2018
3.626709863,9/4/2018
3.574514039,9/3/2018
3.556515479,8/31/2018
3.524118071,8/30/2018
3.524118071,8/29/2018
3.513318934,8/28/2018
3.527717783,8/27/2018
3.491720662,8/24/2018
3.489920806,8/23/2018
3.48812095,8/22/2018
3.509719222,8/21/2018
3.534917207,8/20/2018
3.534917207,8/17/2018
3.522318215,8/16/2018
3.513318934,8/15/2018
3.534917207,8/14/2018
3.513318934,8/13/2018
3.486321094,8/10/2018
3.471922246,8/9/2018
3.47012239,8/8/2018
3.482721382,8/7/2018
3.457523398,8/6/2018
3.399928006,8/3/2018
3.410727142,8/2/2018
3.42512599,8/1/2018
3.423326134,7/31/2018
3.412526998,7/30/2018
3.408927286,7/27/2018
3.635709143,7/26/2018
3.633909287,7/25/2018
3.632109431,7/24/2018
3.626709863,7/23/2018
3.605111591,7/20/2018
3.633909287,7/19/2018
3.666306695,7/18/2018
3.628509719,7/17/2018
3.624910007,7/16/2018
3.650107991,7/13/2018
3.655507559,7/12/2018
3.693304536,7/11/2018
3.678905688,7/10/2018
3.669906407,7/9/2018
3.606911447,7/6/2018
3.614110871,7/5/2018
3.590712743,7/4/2018
3.578113751,7/3/2018
3.554715623,7/2/2018
3.533117351,6/29/2018
3.455723542,6/28/2018
3.455723542,6/27/2018
3.457523398,6/26/2018
3.459323254,6/25/2018
3.455723542,6/22/2018
3.455723542,6/21/2018
3.477321814,6/20/2018
3.491720662,6/19/2018
3.484521238,6/18/2018
3.473722102,6/15/2018
3.482721382,6/14/2018
3.484521238,6/13/2018
3.486321094,6/12/2018
3.46112311,6/11/2018
3.437724982,6/8/2018
3.43412527,6/7/2018
3.412526998,6/6/2018
3.41612671,6/5/2018
3.446724262,6/4/2018
3.430525558,6/1/2018
3.419726422,5/31/2018
3.446724262,5/30/2018
3.390928726,5/29/2018
3.333333333,5/28/2018
3.297336213,5/25/2018
3.230741541,5/24/2018
3.219942405,5/23/2018
3.227141829,5/22/2018
3.225341973,5/21/2018
3.225341973,5/18/2018
3.246940245,5/17/2018
3.228941685,5/16/2018
3.221742261,5/15/2018
3.227141829,5/14/2018
3.183945284,5/11/2018
3.171346292,5/10/2018
3.135349172,5/9/2018
3.12275018,5/8/2018
3.0687545,5/7/2018
3.0687545,5/4/2018
3.066954644,5/3/2018
3.063354932,5/2/2018
3.070554356,5/1/2018
3.066954644,4/30/2018
3.045356371,4/27/2018
2.940964723,4/26/2018
2.944564435,4/25/2018
2.944564435,4/24/2018
2.949964003,4/23/2018
2.944564435,4/20/2018
2.944564435,4/19/2018
2.926565875,4/18/2018
2.921166307,4/17/2018
2.946364291,4/16/2018
2.944564435,4/13/2018
2.949964003,4/12/2018
2.960763139,4/11/2018
2.957163427,4/10/2018
2.955363571,4/9/2018
2.922966163,4/6/2018
2.899568035,4/5/2018
2.876169906,4/4/2018
2.904967603,4/3/2018
2.843772498,3/29/2018
2.858171346,3/28/2018
2.85637149,3/27/2018
2.859971202,3/26/2018
2.863570914,3/23/2018
2.886969042,3/22/2018
2.894168467,3/21/2018
2.897768179,3/20/2018
2.861771058,3/19/2018
2.879769618,3/16/2018
2.913966883,3/15/2018
2.917566595,3/14/2018
2.928365731,3/13/2018
2.913966883,3/12/2018
2.926565875,3/9/2018
2.919366451,3/8/2018
2.933765299,3/7/2018
2.919366451,3/6/2018
2.919366451,3/5/2018
2.841972642,3/2/2018
2.850971922,3/1/2018
2.935565155,2/28/2018
2.953563715,2/27/2018
3.007559395,2/26/2018
3.13174946,2/23/2018
3.09575234,2/22/2018
3.081353492,2/21/2018
3.083153348,2/20/2018
3.066954644,2/19/2018
3.065154788,2/16/2018
3.056155508,2/15/2018
3.061555076,2/14/2018
3.039956803,2/13/2018
2.967962563,2/12/2018
2.960763139,2/9/2018
3.011159107,2/8/2018
3.083153348,2/7/2018
3.07775378,2/6/2018
3.14074874,2/5/2018
3.182145428,2/2/2018
3.1587473,2/1/2018
3.225341973,1/31/2018
3.270338373,1/30/2018
3.282937365,1/29/2018
3.326133909,1/26/2018
3.426925846,1/25/2018
3.42512599,1/24/2018
3.428725702,1/23/2018
3.428725702,1/22/2018
3.426925846,1/19/2018
3.419726422,1/18/2018
3.426925846,1/17/2018
3.432325414,1/16/2018
3.437724982,1/15/2018
3.439524838,1/12/2018
3.43412527,1/11/2018
3.44312455,1/10/2018
3.459323254,1/9/2018
3.471922246,1/8/2018
3.464722822,1/5/2018
3.46112311,1/4/2018
3.471922246,1/3/2018
3.47912167,1/2/2018
3.412526998,12/29/2017
3.412526998,12/28/2017
3.412526998,12/27/2017
3.412526998,12/26/2017
3.412526998,12/22/2017
3.412526998,12/21/2017
3.414326854,12/20/2017
3.414326854,12/19/2017
3.423326134,12/18/2017
3.42512599,12/15/2017
3.423326134,12/14/2017
3.419726422,12/13/2017
3.430525558,12/12/2017
3.408927286,12/11/2017
3.39812815,12/8/2017
3.372930166,12/7/2017
3.38012959,12/6/2017
3.360331174,12/5/2017
3.367530598,12/4/2017
3.336933045,12/1/2017
3.336933045,11/30/2017
3.347732181,11/29/2017
3.313534917,11/28/2017
3.306335493,11/27/2017
3.317134629,11/24/2017
3.387329014,11/23/2017
3.38012959,11/22/2017
3.376529878,11/21/2017
3.385529158,11/20/2017
3.376529878,11/17/2017
3.381929446,11/16/2017
3.378329734,11/15/2017
3.392728582,11/14/2017
3.410727142,11/13/2017
3.432325414,11/10/2017
3.408927286,11/9/2017
3.417926566,11/8/2017
3.412526998,11/7/2017
3.410727142,11/6/2017
3.383729302,11/3/2017
3.421526278,11/2/2017
3.428725702,11/1/2017
3.412526998,10/31/2017
3.349532037,10/30/2017
3.329733621,10/27/2017
3.317134629,10/26/2017
3.309935205,10/25/2017
3.324334053,10/24/2017
3.304535637,10/23/2017
3.309935205,10/20/2017
3.306335493,10/19/2017
3.329733621,10/18/2017
3.322534197,10/17/2017
3.313534917,10/16/2017
3.282937365,10/13/2017
3.290136789,10/12/2017
3.259539237,10/11/2017
3.270338373,10/10/2017
3.268538517,10/9/2017
3.268538517,10/6/2017
3.320734341,10/5/2017
3.329733621,10/4/2017
3.304535637,10/3/2017
3.263138949,10/2/2017
3.182145428,9/29/2017
3.291936645,9/28/2017
3.293736501,9/27/2017
3.302735781,9/26/2017
