Closing price,Date
3.338732901,9/25/2017
3.302735781,9/22/2017
3.297336213,9/21/2017
3.320734341,9/20/2017
3.324334053,9/19/2017
3.299136069,9/18/2017
3.300935925,9/15/2017
3.304535637,9/14/2017
3.284737221,9/13/2017
3.239740821,9/12/2017
3.245140389,9/11/2017
3.232541397,9/8/2017
3.209143269,9/7/2017
3.209143269,9/6/2017
3.209143269,9/5/2017
3.189344852,9/4/2017
3.169546436,9/1/2017
3.155147588,8/31/2017
3.207343413,8/30/2017
3.223542117,8/29/2017
3.203743701,8/28/2017
3.18574514,8/25/2017
3.065154788,8/24/2017
3.074154068,8/23/2017
3.0687545,8/22/2017
3.066954644,8/21/2017
3.10475162,8/18/2017
3.099352052,8/17/2017
3.072354212,8/16/2017
3.05075594,8/15/2017
3.074154068,8/14/2017
3.063354932,8/11/2017
3.038156947,8/10/2017
3.027357811,8/9/2017
3.005759539,8/8/2017
3.023758099,8/7/2017
3.009359251,8/4/2017
2.980561555,8/3/2017
2.955363571,8/2/2017
2.960763139,8/1/2017
2.996760259,7/31/2017
2.966162707,7/28/2017
3.005759539,7/27/2017
3.005759539,7/26/2017
3.007559395,7/25/2017
3.003959683,7/24/2017
3.009359251,7/21/2017
3.002159827,7/20/2017
2.987760979,7/19/2017
3.002159827,7/18/2017
3.005759539,7/17/2017
2.998560115,7/14/2017
2.993160547,7/13/2017
3.034557235,7/12/2017
3.047156228,7/11/2017
3.047156228,7/10/2017
3.075953924,7/7/2017
3.07775378,7/6/2017
3.025557955,7/5/2017
2.942764579,7/4/2017
2.904967603,7/3/2017
2.859971202,6/30/2017
2.843772498,6/29/2017
2.845572354,6/28/2017
2.84737221,6/27/2017
2.840172786,6/26/2017
2.83837293,6/23/2017
2.840172786,6/22/2017
2.845572354,6/21/2017
2.845572354,6/20/2017
2.849172066,6/19/2017
2.827573794,6/16/2017
2.818574514,6/15/2017
2.813174946,6/14/2017
2.834773218,6/13/2017
2.831173506,6/12/2017
2.827573794,6/9/2017
2.825773938,6/8/2017
2.80237581,6/7/2017
2.786177106,6/6/2017
2.80237581,6/5/2017
2.789776818,6/2/2017
2.782577394,6/1/2017
2.755579554,5/31/2017
2.798776098,5/30/2017
2.742980562,5/29/2017
2.742980562,5/26/2017
2.670986321,5/25/2017
2.672786177,5/24/2017
2.672786177,5/23/2017
2.697984161,5/22/2017
2.670986321,5/19/2017
2.667386609,5/18/2017
2.647588193,5/17/2017
2.636789057,5/16/2017
2.618790497,5/15/2017
2.616990641,5/12/2017
2.615190785,5/11/2017
2.631389489,5/10/2017
2.620590353,5/9/2017
2.616990641,5/8/2017
2.645788337,5/5/2017
2.647588193,5/4/2017
2.669186465,5/3/2017
2.674586033,5/2/2017
2.674586033,5/1/2017
2.674586033,4/28/2017
2.732181425,4/27/2017
2.712383009,4/26/2017
2.708783297,4/25/2017
2.708783297,4/24/2017
2.715982721,4/21/2017
2.719582433,4/20/2017
2.710583153,4/19/2017
2.723182145,4/18/2017
2.715982721,4/17/2017
2.715982721,4/13/2017
2.696184305,4/12/2017
2.703383729,4/11/2017
2.717782577,4/10/2017
2.759179266,4/7/2017
2.800575954,4/6/2017
2.780777538,4/5/2017
2.741180706,4/4/2017
2.764578834,4/3/2017
2.615190785,3/31/2017
2.652987761,3/30/2017
2.652987761,3/29/2017
2.652987761,3/28/2017
2.647588193,3/27/2017
2.643988481,3/24/2017
2.656587473,3/23/2017
2.651187905,3/22/2017
2.656587473,3/21/2017
2.669186465,3/20/2017
2.694384449,3/17/2017
2.688984881,3/16/2017
2.705183585,3/15/2017
2.708783297,3/14/2017
2.730381569,3/13/2017
2.712383009,3/10/2017
2.688984881,3/9/2017
2.73938085,3/8/2017
2.728581713,3/7/2017
2.764578834,3/6/2017
2.768178546,3/3/2017
2.805975522,3/2/2017
2.836573074,3/1/2017
2.804175666,2/28/2017
2.831173506,2/27/2017
2.87437005,2/24/2017
2.955363571,2/23/2017
2.955363571,2/22/2017
2.958963283,2/21/2017
2.958963283,2/20/2017
2.944564435,2/17/2017
2.942764579,2/16/2017
2.933765299,2/15/2017
2.897768179,2/14/2017
2.897768179,2/13/2017
2.922966163,2/10/2017
2.980561555,2/9/2017
2.991360691,2/8/2017
3.027357811,2/7/2017
3.034557235,2/6/2017
3.043556515,2/3/2017
3.063354932,2/2/2017
3.047156228,2/1/2017
3.070554356,1/31/2017
2.962562995,1/30/2017
2.910367171,1/27/2017
3.18574514,1/26/2017
3.198344132,1/25/2017
3.210943125,1/24/2017
3.214542837,1/23/2017
3.210943125,1/20/2017
3.187544996,1/19/2017
3.237940965,1/18/2017
3.232541397,1/17/2017
3.169546436,1/16/2017
3.174946004,1/13/2017
3.189344852,1/12/2017
3.192944564,1/11/2017
3.110151188,1/10/2017
3.025557955,1/9/2017
3.05075594,1/6/2017
3.08675306,1/5/2017
3.030957523,1/4/2017
2.969762419,1/3/2017
3.246940245,12/30/2016
3.261339093,12/29/2016
3.261339093,12/28/2016
3.241540677,12/27/2016
3.241540677,12/23/2016
3.239740821,12/22/2016
3.248740101,12/21/2016
3.239740821,12/20/2016
3.205543557,12/19/2016
3.218142549,12/16/2016
3.243340533,12/15/2016
3.200143988,12/14/2016
3.151547876,12/13/2016
3.1137509,12/12/2016
3.021958243,12/9/2016
2.973362131,12/8/2016
2.903167747,12/7/2016
2.852771778,12/6/2016
2.991360691,12/5/2016
3.027357811,12/2/2016
3.065154788,12/1/2016
3.081353492,11/30/2016
3.05075594,11/29/2016
3.036357091,11/28/2016
2.966162707,11/25/2016
3.119150468,11/24/2016
3.061555076,11/23/2016
3.137149028,11/22/2016
3.124550036,11/21/2016
3.108351332,11/18/2016
3.1137509,11/17/2016
3.1137509,11/16/2016
3.174946004,11/15/2016
3.165946724,11/14/2016
3.218142549,11/11/2016
3.200143988,11/10/2016
3.223542117,11/9/2016
3.135349172,11/8/2016
3.1587473,11/7/2016
3.133549316,11/4/2016
3.07775378,11/3/2016
3.045356371,11/2/2016
3.092152628,11/1/2016
3.036357091,10/31/2016
2.964362851,10/28/2016
2.859971202,10/27/2016
2.861771058,10/26/2016
2.852771778,10/25/2016
2.852771778,10/24/2016
2.849172066,10/21/2016
2.825773938,10/20/2016
2.816774658,10/19/2016
2.88336933,10/18/2016
2.787976962,10/17/2016
2.726781857,10/14/2016
2.699784017,10/13/2016
2.696184305,10/12/2016
2.674586033,10/11/2016
2.723182145,10/10/2016
2.762778978,10/7/2016
2.778977682,10/6/2016
2.724982001,10/5/2016
2.721382289,10/4/2016
2.690784737,10/3/2016
2.546796256,9/30/2016
2.262419006,9/29/2016
2.26061915,9/28/2016
2.240820734,9/27/2016
2.25161987,9/26/2016
2.253419726,9/23/2016
2.235421166,9/22/2016
2.240820734,9/21/2016
2.213822894,9/20/2016
2.213822894,9/19/2016
2.199424046,9/16/2016
2.199424046,9/15/2016
2.177825774,9/14/2016
2.18862491,9/13/2016
2.172426206,9/12/2016
2.163426926,9/9/2016
2.154427646,9/8/2016
2.177825774,9/7/2016
2.222822174,9/6/2016
2.21562275,9/5/2016
2.228221742,9/2/2016
2.204823614,9/1/2016
2.20662347,8/31/2016
2.203023758,8/30/2016
2.150827934,8/29/2016
2.150827934,8/26/2016
2.167026638,8/25/2016
2.156227502,8/24/2016
2.16162707,8/23/2016
2.172426206,8/22/2016
2.163426926,8/19/2016
2.177825774,8/18/2016
2.19762419,8/17/2016
2.19762419,8/16/2016
2.195824334,8/15/2016
2.212023038,8/12/2016
2.195824334,8/11/2016
2.149028078,8/10/2016
2.18862491,8/9/2016
2.165226782,8/8/2016
2.078833693,8/5/2016
2.129229662,8/4/2016
2.199424046,8/3/2016
2.217422606,8/2/2016
2.222822174,8/1/2016
2.217422606,7/29/2016
2.057235421,7/28/2016
2.059035277,7/27/2016
2.055435565,7/26/2016
2.051835853,7/25/2016
2.041036717,7/22/2016
2.050035997,7/21/2016
2.050035997,7/20/2016
2.057235421,7/19/2016
2.073434125,7/18/2016
2.086033117,7/15/2016
2.091432685,7/14/2016
2.095032397,7/13/2016
2.077033837,7/12/2016
2.028437725,7/11/2016
2.032037437,7/8/2016
2.055435565,7/7/2016
2.035637149,7/6/2016
2.035637149,7/5/2016
2.053635709,7/4/2016
2.030237581,7/1/2016
1.979841613,6/30/2016
1.934845212,6/29/2016
1.924046076,6/28/2016
1.907847372,6/27/2016
1.954643629,6/24/2016
1.846652268,6/23/2016
1.846652268,6/22/2016
1.843052556,6/21/2016
1.853851692,6/20/2016
1.83225342,6/17/2016
1.825053996,6/16/2016
1.821454284,6/15/2016
1.816054716,6/14/2016
1.81425486,6/13/2016
1.812455004,6/10/2016
1.826853852,6/9/2016
1.835853132,6/8/2016
1.870050396,6/7/2016
1.893448524,6/6/2016
1.864650828,6/3/2016
1.839452844,6/2/2016
1.826853852,6/1/2016
1.8412527,5/31/2016
1.83225342,5/30/2016
1.83225342,5/27/2016
1.735061195,5/26/2016
1.729661627,5/25/2016
1.724262059,5/24/2016
1.720662347,5/23/2016
1.727861771,5/20/2016
1.722462203,5/19/2016
1.729661627,5/18/2016
1.736861051,5/17/2016
1.735061195,5/16/2016
1.724262059,5/13/2016
1.724262059,5/12/2016
1.722462203,5/11/2016
1.704463643,5/10/2016
1.699064075,5/9/2016
1.700863931,5/6/2016
1.670266379,5/5/2016
1.648668107,5/4/2016
1.636069114,5/3/2016
1.650467963,5/2/2016
1.650467963,4/29/2016
1.646868251,4/28/2016
1.645068395,4/27/2016
1.645068395,4/26/2016
1.643268539,4/25/2016
1.643268539,4/22/2016
1.639668826,4/21/2016
1.646868251,4/20/2016
1.657667387,4/19/2016
1.657667387,4/18/2016
1.646868251,4/15/2016
1.641468683,4/14/2016
1.614470842,4/13/2016
1.614470842,4/12/2016
1.618070554,4/11/2016
1.609071274,4/8/2016
1.582073434,4/7/2016
1.600071994,4/6/2016
1.609071274,4/5/2016
1.605471562,4/4/2016
1.614470842,4/1/2016
1.618070554,3/31/2016
1.605471562,3/30/2016
1.600071994,3/29/2016
1.605471562,3/28/2016
1.605471562,3/24/2016
1.664866811,3/23/2016
1.666666667,3/22/2016
1.675665947,3/21/2016
1.677465803,3/18/2016
1.670266379,3/17/2016
1.654067675,3/16/2016
1.652267819,3/15/2016
1.652267819,3/14/2016
1.670266379,3/11/2016
1.675665947,3/10/2016
1.675665947,3/9/2016
1.666666667,3/8/2016
1.681065515,3/7/2016
1.668466523,3/4/2016
1.654067675,3/3/2016
1.609071274,3/2/2016
1.61087113,3/1/2016
1.594672426,2/29/2016
1.603671706,2/26/2016
1.576673866,2/25/2016
1.578473722,2/24/2016
1.58387329,2/23/2016
1.569474442,2/22/2016
1.56587473,2/19/2016
1.562275018,2/18/2016
1.567674586,2/17/2016
1.564074874,2/16/2016
1.56587473,2/15/2016
1.567674586,2/12/2016
1.569474442,2/11/2016
1.569474442,2/10/2016
1.573074154,2/9/2016
1.589272858,2/8/2016
1.589272858,2/5/2016
1.60187185,2/4/2016
1.627069834,2/3/2016
1.621670266,2/2/2016
1.594672426,2/1/2016
1.61087113,1/29/2016
1.646868251,1/28/2016
1.645068395,1/27/2016
1.645068395,1/26/2016
1.645068395,1/25/2016
1.650467963,1/22/2016
1.648668107,1/21/2016
1.636069114,1/20/2016
1.636069114,1/19/2016
1.630669546,1/18/2016
1.632469402,1/15/2016
1.645068395,1/14/2016
1.650467963,1/13/2016
1.663066955,1/12/2016
1.681065515,1/11/2016
1.697264219,1/8/2016
1.745860331,1/7/2016
1.744060475,1/6/2016
1.718862491,1/5/2016
1.717062635,1/4/2016
1.708063355,12/31/2015
1.706263499,12/30/2015
1.706263499,12/29/2015
1.691864651,12/28/2015
1.691864651,12/24/2015
1.720662347,12/23/2015
1.713462923,12/22/2015
1.713462923,12/21/2015
1.720662347,12/18/2015
1.718862491,12/17/2015
1.718862491,12/16/2015
1.717062635,12/15/2015
1.715262779,12/14/2015
1.704463643,12/11/2015
1.706263499,12/10/2015
1.708063355,12/9/2015
1.706263499,12/8/2015
1.718862491,12/7/2015
1.747660187,12/4/2015
1.762059035,12/3/2015
1.767458603,12/2/2015
1.789056875,12/1/2015
1.798056156,11/30/2015
1.810655148,11/27/2015
1.938444924,11/26/2015
1.942044636,11/25/2015
1.942044636,11/24/2015
1.943844492,11/23/2015
1.956443485,11/20/2015
1.963642909,11/19/2015
1.965442765,11/18/2015
1.960043197,11/17/2015
1.942044636,11/16/2015
1.924046076,11/13/2015
1.924046076,11/12/2015
1.925845932,11/11/2015
1.916846652,11/10/2015
1.907847372,11/9/2015
1.918646508,11/6/2015
1.91324694,11/5/2015
1.91324694,11/4/2015
1.929445644,11/3/2015
1.915046796,11/2/2015
1.916846652,10/30/2015
1.889848812,10/29/2015
1.891648668,10/28/2015
1.89524838,10/27/2015
1.888048956,10/26/2015
1.87724982,10/23/2015
1.870050396,10/22/2015
1.86825054,10/21/2015
1.86825054,10/20/2015
1.866450684,10/19/2015
1.866450684,10/16/2015
1.862850972,10/15/2015
1.85925126,10/14/2015
1.86825054,10/13/2015
1.873650108,10/12/2015
1.8862491,10/9/2015
1.87724982,10/8/2015
1.880849532,10/7/2015
1.89524838,10/6/2015
1.871850252,10/5/2015
1.839452844,10/2/2015
1.835853132,10/1/2015
1.85025198,9/30/2015
1.875449964,9/29/2015
1.873650108,9/28/2015
1.89524838,9/25/2015
1.938444924,9/24/2015
1.94024478,9/23/2015
1.94024478,9/22/2015
1.943844492,9/21/2015
1.947444204,9/18/2015
1.94924406,9/17/2015
1.94924406,9/16/2015
1.927645788,9/15/2015
1.9312455,9/14/2015
1.938444924,9/11/2015
1.936645068,9/10/2015
1.929445644,9/9/2015
1.94024478,9/8/2015
1.9312455,9/7/2015
1.963642909,9/4/2015
1.985241181,9/3/2015
1.974442045,9/2/2015
1.978041757,9/1/2015
1.978041757,8/31/2015
1.978041757,8/28/2015
2.008639309,8/27/2015
2.008639309,8/26/2015
2.008639309,8/25/2015
2.008639309,8/24/2015
2.012239021,8/21/2015
2.014038877,8/20/2015
2.014038877,8/19/2015
2.017638589,8/18/2015
2.026637869,8/17/2015
2.026637869,8/14/2015
2.035637149,8/13/2015
2.030237581,8/12/2015
2.030237581,8/11/2015
2.066234701,8/10/2015
2.057235421,8/7/2015
2.082433405,8/6/2015
2.069834413,8/5/2015
2.053635709,8/4/2015
2.030237581,8/3/2015
2.042836573,7/31/2015
2.104031677,7/30/2015
2.104031677,7/29/2015
2.104031677,7/28/2015
2.107631389,7/27/2015
2.107631389,7/24/2015
2.105831533,7/23/2015
2.109431246,7/22/2015
2.109431246,7/21/2015
2.107631389,7/20/2015
2.102231821,7/17/2015
2.100431965,7/16/2015
2.100431965,7/15/2015
2.107631389,7/14/2015
2.107631389,7/13/2015
2.114830814,7/10/2015
2.105831533,7/9/2015
2.100431965,7/8/2015
2.093232541,7/7/2015
2.105831533,7/6/2015
2.122030238,7/3/2015
2.141828654,7/2/2015
2.150827934,7/1/2015
2.167026638,6/30/2015
2.127429806,6/29/2015
2.127429806,6/26/2015
2.095032397,6/25/2015
2.091432685,6/24/2015
2.093232541,6/23/2015
2.098632109,6/22/2015
2.087832973,6/19/2015
2.087832973,6/18/2015
2.087832973,6/17/2015
2.082433405,6/16/2015
2.084233261,6/15/2015
2.078833693,6/12/2015
2.062634989,6/11/2015
2.044636429,6/10/2015
2.042836573,6/9/2015
2.044636429,6/8/2015
2.044636429,6/5/2015
2.048236141,6/4/2015
2.066234701,6/3/2015
2.095032397,6/2/2015
2.075233981,6/1/2015
2.093232541,5/29/2015
2.11663067,5/28/2015
2.11663067,5/27/2015
2.114830814,5/26/2015
2.114830814,5/25/2015
2.114830814,5/22/2015
2.114830814,5/21/2015
2.120230382,5/20/2015
2.120230382,5/19/2015
2.12562995,5/18/2015
2.12562995,5/15/2015
2.129229662,5/14/2015
2.136429086,5/13/2015
2.136429086,5/12/2015
2.141828654,5/11/2015
2.14362851,5/8/2015
2.147228222,5/7/2015
2.159827214,5/6/2015
2.165226782,5/5/2015
2.156227502,5/4/2015
2.156227502,5/1/2015
2.15262779,4/30/2015
2.158027358,4/29/2015
2.138228942,4/28/2015
2.138228942,4/27/2015
2.123830094,4/24/2015
2.145428366,4/23/2015
2.14362851,4/22/2015
2.150827934,4/21/2015
2.156227502,4/20/2015
2.158027358,4/17/2015
2.158027358,4/16/2015
2.145428366,4/15/2015
2.141828654,4/14/2015
2.145428366,4/13/2015
2.12562995,4/10/2015
2.102231821,4/9/2015
2.066234701,4/8/2015
2.075233981,4/7/2015
2.107631389,4/6/2015
2.107631389,4/2/2015
2.113030958,4/1/2015
2.118430526,3/31/2015
2.131029518,3/30/2015
2.138228942,3/27/2015
2.192224622,3/26/2015
2.195824334,3/25/2015
2.192224622,3/24/2015
2.192224622,3/23/2015
2.194024478,3/20/2015
2.195824334,3/19/2015
2.212023038,3/18/2015
2.208423326,3/17/2015
2.213822894,3/16/2015
2.230021598,3/13/2015
2.235421166,3/12/2015
2.235421166,3/11/2015
2.228221742,3/10/2015
2.230021598,3/9/2015
2.219222462,3/6/2015
2.253419726,3/5/2015
2.26061915,3/4/2015
2.244420446,3/3/2015
2.271418287,3/2/2015
2.289416847,2/27/2015
2.22462203,2/26/2015
2.217422606,2/25/2015
2.222822174,2/24/2015
2.23362131,2/23/2015
2.240820734,2/20/2015
2.231821454,2/19/2015
2.248020158,2/18/2015
2.248020158,2/17/2015
2.25161987,2/16/2015
2.248020158,2/13/2015
2.258819294,2/12/2015
2.237221022,2/11/2015
2.219222462,2/10/2015
2.222822174,2/9/2015
2.204823614,2/6/2015
2.18862491,2/5/2015
2.114830814,2/4/2015
2.109431246,2/3/2015
2.077033837,2/2/2015
2.057235421,1/30/2015
2.118430526,1/29/2015
2.114830814,1/28/2015
2.109431246,1/27/2015
2.107631389,1/26/2015
2.107631389,1/23/2015
2.109431246,1/22/2015
2.111231102,1/21/2015
2.091432685,1/20/2015
2.089632829,1/19/2015
2.084233261,1/16/2015
2.095032397,1/15/2015
2.11663067,1/14/2015
2.147228222,1/13/2015
2.136429086,1/12/2015
2.163426926,1/9/2015
2.181425486,1/8/2015
2.190424766,1/7/2015
2.257019438,1/6/2015
2.294816415,1/5/2015
2.357811375,1/2/2015
2.402807775,12/31/2014
2.404607631,12/30/2014
2.420806335,12/29/2014
2.465802736,12/26/2014
2.465802736,12/24/2014
2.561195104,12/23/2014
2.566594672,12/22/2014
2.564794816,12/19/2014
2.566594672,12/18/2014
2.564794816,12/17/2014
2.566594672,12/16/2014
2.575593952,12/15/2014
2.573794096,12/12/2014
2.586393089,12/11/2014
2.579193665,12/10/2014
2.584593233,12/9/2014
2.580993521,12/8/2014
2.591792657,12/5/2014
2.597192225,12/4/2014
2.598992081,12/3/2014
2.613390929,12/2/2014
2.633189345,12/1/2014
2.656587473,11/28/2014
2.665586753,11/27/2014
2.665586753,11/26/2014
2.665586753,11/25/2014
2.661987041,11/24/2014
2.665586753,11/21/2014
2.660187185,11/20/2014
2.661987041,11/19/2014
2.669186465,11/18/2014
2.660187185,11/17/2014
2.642188625,11/14/2014
2.651187905,11/13/2014
2.642188625,11/12/2014
2.651187905,11/11/2014
2.629589633,11/10/2014
2.588192945,11/7/2014
2.564794816,11/6/2014
2.575593952,11/5/2014
2.575593952,11/4/2014
2.591792657,11/3/2014
2.597192225,10/31/2014
2.622390209,10/30/2014
2.622390209,10/29/2014
2.616990641,10/28/2014
2.622390209,10/27/2014
2.625989921,10/24/2014
2.627789777,10/23/2014
2.624190065,10/22/2014
2.598992081,10/21/2014
2.591792657,10/20/2014
2.589992801,10/17/2014
2.589992801,10/16/2014
2.597192225,10/15/2014
2.595392369,10/14/2014
2.598992081,10/13/2014
2.607991361,10/10/2014
2.604391649,10/9/2014
2.615190785,10/8/2014
2.604391649,10/7/2014
2.598992081,10/6/2014
2.606191505,10/3/2014
2.634989201,10/2/2014
2.615190785,10/1/2014
2.598992081,9/30/2014
2.597192225,9/29/2014
2.629589633,9/26/2014
2.699784017,9/25/2014
2.699784017,9/24/2014
2.701583873,9/23/2014
2.701583873,9/22/2014
2.703383729,9/19/2014
2.706983441,9/18/2014
2.708783297,9/17/2014
2.708783297,9/16/2014
2.719582433,9/15/2014
2.726781857,9/12/2014
2.717782577,9/11/2014
2.712383009,9/10/2014
2.706983441,9/9/2014
2.732181425,9/8/2014
2.706983441,9/5/2014
2.721382289,9/4/2014
2.741180706,9/3/2014
2.755579554,9/2/2014
2.777177826,9/1/2014
2.76637869,8/29/2014
2.771778258,8/28/2014
2.771778258,8/27/2014
2.771778258,8/26/2014
2.768178546,8/25/2014
2.768178546,8/22/2014
2.771778258,8/21/2014
2.768178546,8/20/2014
2.762778978,8/19/2014
2.76637869,8/18/2014
2.795176386,8/15/2014
2.76637869,8/14/2014
2.787976962,8/13/2014
2.786177106,8/12/2014
2.791576674,8/11/2014
2.816774658,8/8/2014
2.80237581,8/7/2014
2.780777538,8/6/2014
2.771778258,8/5/2014
2.75737941,8/4/2014
2.746580274,8/1/2014
2.746580274,7/31/2014
2.751979842,7/30/2014
2.787976962,7/29/2014
2.823974082,7/28/2014
2.645788337,7/25/2014
2.649388049,7/24/2014
2.643988481,7/23/2014
2.636789057,7/22/2014
2.631389489,7/21/2014
2.627789777,7/18/2014
2.625989921,7/17/2014
2.620590353,7/16/2014
2.622390209,7/15/2014
2.620590353,7/14/2014
2.606191505,7/11/2014
2.606191505,7/10/2014
2.606191505,7/9/2014
2.620590353,7/8/2014
2.624190065,7/7/2014
2.622390209,7/4/2014
2.620590353,7/3/2014
2.636789057,7/2/2014
2.643988481,7/1/2014
2.634989201,6/30/2014
2.604391649,6/27/2014
2.604391649,6/26/2014
2.606191505,6/25/2014
2.600791937,6/24/2014
2.606191505,6/23/2014
2.609791217,6/20/2014
2.615190785,6/19/2014
2.611591073,6/18/2014
2.620590353,6/17/2014
2.629589633,6/16/2014
2.624190065,6/13/2014
2.613390929,6/12/2014
2.613390929,6/11/2014
2.616990641,6/10/2014
2.618790497,6/9/2014
2.618790497,6/6/2014
2.625989921,6/5/2014
2.660187185,6/4/2014
2.669186465,6/3/2014
2.670986321,6/2/2014
2.690784737,5/30/2014
2.692584593,5/29/2014
2.692584593,5/28/2014
2.692584593,5/27/2014
2.699784017,5/26/2014
2.699784017,5/23/2014
2.703383729,5/22/2014
2.697984161,5/21/2014
2.696184305,5/20/2014
2.703383729,5/19/2014
2.708783297,5/16/2014
2.710583153,5/15/2014
2.710583153,5/14/2014
2.703383729,5/13/2014
2.699784017,5/12/2014
2.708783297,5/9/2014
2.705183585,5/8/2014
2.694384449,5/7/2014
2.710583153,5/6/2014
2.699784017,5/5/2014
2.699784017,5/2/2014
2.696184305,5/1/2014
2.701583873,4/30/2014
2.741180706,4/29/2014
2.759179266,4/28/2014
2.76637869,4/25/2014
2.764578834,4/24/2014
2.76637869,4/23/2014
2.762778978,4/22/2014
2.76637869,4/21/2014
2.76637869,4/17/2014
2.789776818,4/16/2014
2.780777538,4/15/2014
2.769978402,4/14/2014
2.760979122,4/11/2014
2.764578834,4/10/2014
2.735781138,4/9/2014
2.737580994,4/8/2014
2.759179266,4/7/2014
2.742980562,4/4/2014
2.751979842,4/3/2014
2.741180706,4/2/2014
2.773578114,4/1/2014
2.791576674,3/31/2014
2.706983441,3/28/2014
2.703383729,3/27/2014
2.703383729,3/26/2014
2.703383729,3/25/2014
2.712383009,3/24/2014
2.714182865,3/21/2014
2.706983441,3/20/2014
2.714182865,3/19/2014
2.717782577,3/18/2014
2.732181425,3/17/2014
2.723182145,3/14/2014
2.715982721,3/13/2014
2.712383009,3/12/2014
2.690784737,3/11/2014
2.649388049,3/10/2014
2.652987761,3/7/2014
2.654787617,3/6/2014
2.633189345,3/5/2014
2.636789057,3/4/2014
2.674586033,3/3/2014
2.77537797,2/28/2014
2.77537797,2/27/2014
2.77537797,2/26/2014
2.77537797,2/25/2014
2.777177826,2/24/2014
2.786177106,2/21/2014
2.791576674,2/20/2014
2.800575954,2/19/2014
2.831173506,2/18/2014
2.836573074,2/17/2014
2.854571634,2/14/2014
2.849172066,2/13/2014
2.858171346,2/12/2014
2.854571634,2/11/2014
2.845572354,2/10/2014
2.858171346,2/7/2014
2.881569474,2/6/2014
2.885169186,2/5/2014
2.859971202,2/4/2014
2.867170626,2/3/2014
2.994960403,1/31/2014
2.994960403,1/30/2014
2.996760259,1/29/2014
2.998560115,1/28/2014
2.998560115,1/27/2014
2.998560115,1/24/2014
2.996760259,1/23/2014
3.000359971,1/22/2014
3.016558675,1/21/2014
3.023758099,1/20/2014
3.036357091,1/17/2014
3.041756659,1/16/2014
3.038156947,1/15/2014
3.016558675,1/14/2014
3.020158387,1/13/2014
3.009359251,1/10/2014
3.023758099,1/9/2014
2.948164147,1/8/2014
2.86537077,1/7/2014
2.870770338,1/6/2014
2.861771058,1/3/2014
2.906767459,1/2/2014
2.935565155,12/31/2013
2.942764579,12/30/2013
3.061555076,12/27/2013
3.056155508,12/26/2013
3.056155508,12/24/2013
3.056155508,12/23/2013
3.05975522,12/20/2013
3.057955364,12/19/2013
3.066954644,12/18/2013
3.070554356,12/17/2013
3.075953924,12/16/2013
3.092152628,12/13/2013
3.088552916,12/12/2013
3.065154788,12/11/2013
3.045356371,12/10/2013
3.011159107,12/9/2013
3.000359971,12/6/2013
2.973362131,12/5/2013
2.949964003,12/4/2013
2.960763139,12/3/2013
2.960763139,12/2/2013
3.038156947,11/29/2013
3.041756659,11/28/2013
3.036357091,11/27/2013
3.039956803,11/26/2013
3.025557955,11/25/2013
3.038156947,11/22/2013
3.038156947,11/21/2013
3.041756659,11/20/2013
3.018358531,11/19/2013
3.014758819,11/18/2013
3.016558675,11/15/2013
3.002159827,11/14/2013
2.993160547,11/13/2013
2.996760259,11/12/2013
3.027357811,11/11/2013
3.025557955,11/8/2013
3.036357091,11/7/2013
3.023758099,11/6/2013
2.996760259,11/5/2013
2.989560835,11/4/2013
2.991360691,11/1/2013
3.014758819,10/31/2013
3.08675306,10/30/2013
3.10475162,10/29/2013
3.110151188,10/28/2013
3.021958243,10/25/2013
3.020158387,10/24/2013
3.014758819,10/23/2013
3.016558675,10/22/2013
3.016558675,10/21/2013
3.012958963,10/18/2013
3.003959683,10/17/2013
2.980561555,10/16/2013
2.966162707,10/15/2013
2.969762419,10/14/2013
2.966162707,10/11/2013
2.980561555,10/10/2013
2.976961843,10/9/2013
2.980561555,10/8/2013
2.989560835,10/7/2013
2.984161267,10/4/2013
2.966162707,10/3/2013
2.971562275,10/2/2013
2.937365011,10/1/2013
2.973362131,9/30/2013
2.818574514,9/27/2013
2.823974082,9/26/2013
2.823974082,9/25/2013
2.818574514,9/24/2013
2.818574514,9/23/2013
2.796976242,9/20/2013
2.807775378,9/19/2013
2.813174946,9/18/2013
2.796976242,9/17/2013
2.768178546,9/16/2013
2.771778258,9/13/2013
2.760979122,9/12/2013
2.751979842,9/11/2013
2.744780418,9/10/2013
2.74838013,9/9/2013
2.73938085,9/6/2013
2.760979122,9/5/2013
2.750179986,9/4/2013
2.750179986,9/3/2013
2.751979842,9/2/2013
2.721382289,8/30/2013
2.721382289,8/29/2013
2.714182865,8/28/2013
2.719582433,8/27/2013
2.728581713,8/26/2013
2.728581713,8/23/2013
2.723182145,8/22/2013
2.715982721,8/21/2013
2.715982721,8/20/2013
2.717782577,8/19/2013
2.719582433,8/16/2013
2.715982721,8/15/2013
2.717782577,8/14/2013
2.714182865,8/13/2013
2.710583153,8/12/2013
2.714182865,8/9/2013
2.703383729,8/8/2013
2.705183585,8/7/2013
2.703383729,8/6/2013
2.706983441,8/5/2013
2.719582433,8/2/2013
2.741180706,8/1/2013
2.74838013,7/31/2013
2.791576674,7/30/2013
2.795176386,7/29/2013
2.696184305,7/26/2013
2.699784017,7/25/2013
