NG,Time_Index,coal,Date,None,uranium
0.05306,0,0.095488,0.0,0.0,0.0
2.972,1,3.412526998,2018-01-01 00:00:00,0.0,0.705536
2.972,2,3.412526998,2018-01-01 01:00:00,0.0,0.705536
2.972,3,3.412526998,2018-01-01 02:00:00,0.0,0.705536
2.972,4,3.412526998,2018-01-01 03:00:00,0.0,0.705536
2.972,5,3.412526998,2018-01-01 04:00:00,0.0,0.705536
2.972,6,3.412526998,2018-01-01 05:00:00,0.0,0.705536
2.972,7,3.412526998,2018-01-01 06:00:00,0.0,0.705536
2.972,8,3.412526998,2018-01-01 07:00:00,0.0,0.705536
2.972,9,3.412526998,2018-01-01 08:00:00,0.0,0.705536
2.972,10,3.412526998,2018-01-01 09:00:00,0.0,0.705536
2.972,11,3.412526998,2018-01-01 10:00:00,0.0,0.705536
2.972,12,3.412526998,2018-01-01 11:00:00,0.0,0.705536
2.972,13,3.412526998,2018-01-01 12:00:00,0.0,0.705536
2.972,14,3.412526998,2018-01-01 13:00:00,0.0,0.705536
2.972,15,3.412526998,2018-01-01 14:00:00,0.0,0.705536
2.972,16,3.412526998,2018-01-01 15:00:00,0.0,0.705536
2.972,17,3.412526998,2018-01-01 16:00:00,0.0,0.705536
2.972,18,3.412526998,2018-01-01 17:00:00,0.0,0.705536
2.972,19,3.412526998,2018-01-01 18:00:00,0.0,0.705536
2.972,20,3.412526998,2018-01-01 19:00:00,0.0,0.705536
2.972,21,3.412526998,2018-01-01 20:00:00,0.0,0.705536
2.972,22,3.412526998,2018-01-01 21:00:00,0.0,0.705536
2.972,23,3.412526998,2018-01-01 22:00:00,0.0,0.705536
2.972,24,3.412526998,2018-01-01 23:00:00,0.0,0.705536
3.685,25,3.47912167,2018-01-02 00:00:00,0.0,0.705536
3.685,26,3.47912167,2018-01-02 01:00:00,0.0,0.705536
3.685,27,3.47912167,2018-01-02 02:00:00,0.0,0.705536
3.685,28,3.47912167,2018-01-02 03:00:00,0.0,0.705536
3.685,29,3.47912167,2018-01-02 04:00:00,0.0,0.705536
3.685,30,3.47912167,2018-01-02 05:00:00,0.0,0.705536
3.685,31,3.47912167,2018-01-02 06:00:00,0.0,0.705536
3.685,32,3.47912167,2018-01-02 07:00:00,0.0,0.705536
3.685,33,3.47912167,2018-01-02 08:00:00,0.0,0.705536
3.685,34,3.47912167,2018-01-02 09:00:00,0.0,0.705536
3.685,35,3.47912167,2018-01-02 10:00:00,0.0,0.705536
3.685,36,3.47912167,2018-01-02 11:00:00,0.0,0.705536
3.685,37,3.47912167,2018-01-02 12:00:00,0.0,0.705536
3.685,38,3.47912167,2018-01-02 13:00:00,0.0,0.705536
3.685,39,3.47912167,2018-01-02 14:00:00,0.0,0.705536
3.685,40,3.47912167,2018-01-02 15:00:00,0.0,0.705536
3.685,41,3.47912167,2018-01-02 16:00:00,0.0,0.705536
3.685,42,3.47912167,2018-01-02 17:00:00,0.0,0.705536
3.685,43,3.47912167,2018-01-02 18:00:00,0.0,0.705536
3.685,44,3.47912167,2018-01-02 19:00:00,0.0,0.705536
3.685,45,3.47912167,2018-01-02 20:00:00,0.0,0.705536
3.685,46,3.47912167,2018-01-02 21:00:00,0.0,0.705536
3.685,47,3.47912167,2018-01-02 22:00:00,0.0,0.705536
3.685,48,3.47912167,2018-01-02 23:00:00,0.0,0.705536
6.237,49,3.471922246,2018-01-03 00:00:00,0.0,0.705536
6.237,50,3.471922246,2018-01-03 01:00:00,0.0,0.705536
6.237,51,3.471922246,2018-01-03 02:00:00,0.0,0.705536
6.237,52,3.471922246,2018-01-03 03:00:00,0.0,0.705536
6.237,53,3.471922246,2018-01-03 04:00:00,0.0,0.705536
6.237,54,3.471922246,2018-01-03 05:00:00,0.0,0.705536
6.237,55,3.471922246,2018-01-03 06:00:00,0.0,0.705536
