Unnamed: 0,Time_Index,NG,None,coal,uranium,Year
0,0,0.05306,0,0.095487528,0.0,1970
6336,6336,4.959,0,6.19150468,0.705536,1970
6337,6337,4.959,0,6.19150468,0.705536,1970
6338,6338,4.959,0,6.19150468,0.705536,1970
6339,6339,4.959,0,6.19150468,0.705536,1970
6340,6340,4.959,0,6.19150468,0.705536,1970
6341,6341,4.959,0,6.19150468,0.705536,1970
6342,6342,4.959,0,6.19150468,0.705536,1970
6343,6343,4.959,0,6.19150468,0.705536,1970
6344,6344,4.959,0,6.19150468,0.705536,1970
6345,6345,4.959,0,6.19150468,0.705536,1970
6346,6346,4.959,0,6.19150468,0.705536,1970
6347,6347,4.959,0,6.19150468,0.705536,1970
6348,6348,4.959,0,6.19150468,0.705536,1970
6349,6349,4.959,0,6.19150468,0.705536,1970
6350,6350,4.959,0,6.19150468,0.705536,1970
6351,6351,4.959,0,6.19150468,0.705536,1970
6352,6352,4.959,0,6.19150468,0.705536,1970
6353,6353,4.959,0,6.19150468,0.705536,1970
6354,6354,4.959,0,6.19150468,0.705536,1970
6355,6355,4.959,0,6.19150468,0.705536,1970
6356,6356,4.959,0,6.19150468,0.705536,1970
6357,6357,4.959,0,6.19150468,0.705536,1970
6358,6358,4.959,0,6.19150468,0.705536,1970
6359,6359,4.959,0,6.19150468,0.705536,1970
6360,6360,4.92,0,6.222102232,0.705536,1970
6361,6361,4.92,0,6.222102232,0.705536,1970
6362,6362,4.92,0,6.222102232,0.705536,1970
6363,6363,4.92,0,6.222102232,0.705536,1970
6364,6364,4.92,0,6.222102232,0.705536,1970
6365,6365,4.92,0,6.222102232,0.705536,1970
6366,6366,4.92,0,6.222102232,0.705536,1970
6367,6367,4.92,0,6.222102232,0.705536,1970
6368,6368,4.92,0,6.222102232,0.705536,1970
6369,6369,4.92,0,6.222102232,0.705536,1970
6370,6370,4.92,0,6.222102232,0.705536,1970
6371,6371,4.92,0,6.222102232,0.705536,1970
6372,6372,4.92,0,6.222102232,0.705536,1970
6373,6373,4.92,0,6.222102232,0.705536,1970
6374,6374,4.92,0,6.222102232,0.705536,1970
6375,6375,4.92,0,6.222102232,0.705536,1970
6376,6376,4.92,0,6.222102232,0.705536,1970
6377,6377,4.92,0,6.222102232,0.705536,1970
6378,6378,4.92,0,6.222102232,0.705536,1970
6379,6379,4.92,0,6.222102232,0.705536,1970
6380,6380,4.92,0,6.222102232,0.705536,1970
6381,6381,4.92,0,6.222102232,0.705536,1970
6382,6382,4.92,0,6.222102232,0.705536,1970
6383,6383,4.92,0,6.222102232,0.705536,1970
6384,6384,4.939,0,6.758459323,0.705536,1970
6385,6385,4.939,0,6.758459323,0.705536,1970
6386,6386,4.939,0,6.758459323,0.705536,1970
6387,6387,4.939,0,6.758459323,0.705536,1970
6388,6388,4.939,0,6.758459323,0.705536,1970
6389,6389,4.939,0,6.758459323,0.705536,1970
6390,6390,4.939,0,6.758459323,0.705536,1970
6391,6391,4.939,0,6.758459323,0.705536,1970
6392,6392,4.939,0,6.758459323,0.705536,1970
6393,6393,4.939,0,6.758459323,0.705536,1970
6394,6394,4.939,0,6.758459323,0.705536,1970
6395,6395,4.939,0,6.758459323,0.705536,1970
6396,6396,4.939,0,6.758459323,0.705536,1970
6397,6397,4.939,0,6.758459323,0.705536,1970
6398,6398,4.939,0,6.758459323,0.705536,1970
6399,6399,4.939,0,6.758459323,0.705536,1970
6400,6400,4.939,0,6.758459323,0.705536,1970
6401,6401,4.939,0,6.758459323,0.705536,1970
6402,6402,4.939,0,6.758459323,0.705536,1970
6403,6403,4.939,0,6.758459323,0.705536,1970
6404,6404,4.939,0,6.758459323,0.705536,1970
6405,6405,4.939,0,6.758459323,0.705536,1970
6406,6406,4.939,0,6.758459323,0.705536,1970
6407,6407,4.939,0,6.758459323,0.705536,1970
6408,6408,4.939,0,6.758459323,0.705536,1970
6409,6409,4.939,0,6.758459323,0.705536,1970
6410,6410,4.939,0,6.758459323,0.705536,1970
6411,6411,4.939,0,6.758459323,0.705536,1970
6412,6412,4.939,0,6.758459323,0.705536,1970
6413,6413,4.939,0,6.758459323,0.705536,1970
6414,6414,4.939,0,6.758459323,0.705536,1970
6415,6415,4.939,0,6.758459323,0.705536,1970
6416,6416,4.939,0,6.758459323,0.705536,1970
6417,6417,4.939,0,6.758459323,0.705536,1970
6418,6418,4.939,0,6.758459323,0.705536,1970
6419,6419,4.939,0,6.758459323,0.705536,1970
6420,6420,4.939,0,6.758459323,0.705536,1970
6421,6421,4.939,0,6.758459323,0.705536,1970
6422,6422,4.939,0,6.758459323,0.705536,1970
6423,6423,4.939,0,6.758459323,0.705536,1970
6424,6424,4.939,0,6.758459323,0.705536,1970
6425,6425,4.939,0,6.758459323,0.705536,1970
6426,6426,4.939,0,6.758459323,0.705536,1970
6427,6427,4.939,0,6.758459323,0.705536,1970
6428,6428,4.939,0,6.758459323,0.705536,1970
6429,6429,4.939,0,6.758459323,0.705536,1970
6430,6430,4.939,0,6.758459323,0.705536,1970
6431,6431,4.939,0,6.758459323,0.705536,1970
6432,6432,4.939,0,6.758459323,0.705536,1970
6433,6433,4.939,0,6.758459323,0.705536,1970
6434,6434,4.939,0,6.758459323,0.705536,1970
6435,6435,4.939,0,6.758459323,0.705536,1970
6436,6436,4.939,0,6.758459323,0.705536,1970
6437,6437,4.939,0,6.758459323,0.705536,1970
6438,6438,4.939,0,6.758459323,0.705536,1970
6439,6439,4.939,0,6.758459323,0.705536,1970
6440,6440,4.939,0,6.758459323,0.705536,1970
6441,6441,4.939,0,6.758459323,0.705536,1970
6442,6442,4.939,0,6.758459323,0.705536,1970
6443,6443,4.939,0,6.758459323,0.705536,1970
6444,6444,4.939,0,6.758459323,0.705536,1970
6445,6445,4.939,0,6.758459323,0.705536,1970
6446,6446,4.939,0,6.758459323,0.705536,1970
6447,6447,4.939,0,6.758459323,0.705536,1970
6448,6448,4.939,0,6.758459323,0.705536,1970
6449,6449,4.939,0,6.758459323,0.705536,1970
6450,6450,4.939,0,6.758459323,0.705536,1970
6451,6451,4.939,0,6.758459323,0.705536,1970
6452,6452,4.939,0,6.758459323,0.705536,1970
6453,6453,4.939,0,6.758459323,0.705536,1970
6454,6454,4.939,0,6.758459323,0.705536,1970
6455,6455,4.939,0,6.758459323,0.705536,1970
6456,6456,5.103,0,7.262419006,0.705536,1970
6457,6457,5.103,0,7.262419006,0.705536,1970
6458,6458,5.103,0,7.262419006,0.705536,1970
6459,6459,5.103,0,7.262419006,0.705536,1970
6460,6460,5.103,0,7.262419006,0.705536,1970
6461,6461,5.103,0,7.262419006,0.705536,1970
6462,6462,5.103,0,7.262419006,0.705536,1970
6463,6463,5.103,0,7.262419006,0.705536,1970
6464,6464,5.103,0,7.262419006,0.705536,1970
6465,6465,5.103,0,7.262419006,0.705536,1970
6466,6466,5.103,0,7.262419006,0.705536,1970
6467,6467,5.103,0,7.262419006,0.705536,1970
6468,6468,5.103,0,7.262419006,0.705536,1970
