Resource,biomass,conventional_hydroelectric,conventional_steam_coal,conventional_steam_coal_5,conventional_steam_coal_1,conventional_steam_coal_2,conventional_steam_coal_3,conventional_steam_coal_4,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle_1,natural_gas_fired_combined_cycle_2,natural_gas_fired_combined_cycle_3,natural_gas_fired_combined_cycle_4,natural_gas_fired_combined_cycle_5,natural_gas_fired_combined_cycle_6,natural_gas_fired_combined_cycle_7,natural_gas_fired_combined_cycle_8,natural_gas_fired_combined_cycle_9,natural_gas_fired_combined_cycle_10,natural_gas_fired_combined_cycle_11,natural_gas_fired_combined_cycle_12,natural_gas_fired_combined_cycle_13,natural_gas_fired_combined_cycle_14,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine_1,natural_gas_fired_combustion_turbine_2,natural_gas_fired_combustion_turbine_3,natural_gas_fired_combustion_turbine_4,natural_gas_fired_combustion_turbine_5,natural_gas_fired_combustion_turbine_6,natural_gas_fired_combustion_turbine_7,natural_gas_fired_combustion_turbine_8,natural_gas_fired_combustion_turbine_9,natural_gas_fired_combustion_turbine_10,natural_gas_fired_combustion_turbine_11,natural_gas_fired_combustion_turbine_12,natural_gas_fired_combustion_turbine_13,natural_gas_fired_combustion_turbine_14,natural_gas_fired_combustion_turbine_15,natural_gas_steam_turbine,natural_gas_steam_turbine_1,natural_gas_steam_turbine_2,natural_gas_steam_turbine_3,natural_gas_steam_turbine_4,natural_gas_steam_turbine_5,natural_gas_steam_turbine_6,natural_gas_steam_turbine_7,natural_gas_steam_turbine_8,natural_gas_steam_turbine_9,natural_gas_steam_turbine_10,natural_gas_steam_turbine_11,natural_gas_steam_turbine_12,natural_gas_steam_turbine_13,natural_gas_steam_turbine_14,natural_gas_steam_turbine_15,natural_gas_steam_turbine_16,natural_gas_steam_turbine_17,nuclear,nuclear_1,onshore_wind_turbine,small_hydroelectric,solar_photovoltaic,Battery,Total,Date
t1,61.7364,31.4894008,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,1908.9,3582.5166,671.1309000000001,0.0,3626.1,0.0,927.9,6619.239,239.49000000000004,0.0,997.2855399,892.62,6120.819,741.6,0.0,928.8594,0.0,0.0,0.0,0.0,0.0,194.533647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,245.31,0.0,22.059,308.88,0.0,113.23693500000002,0.0,33.397468,56.056,0.0,156.327,98.04,30.082,0.0,15.006,2520.0,2460.0,13472.8951185,0.0,0.0,0.0,50435.222009200006,2021-08-22 00:00:00
t2,61.7364,31.4894008,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,1368.045,3582.5166,348.86840901000323,0.0,3626.1,0.0,927.9,6619.239,239.49000000000004,0.0,540.54,235.98,6120.819,440.016,0.0,311.683932,0.0,0.0,0.0,0.0,0.0,194.533647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,245.31,0.0,22.059,308.88,0.0,113.23693500000002,0.0,33.397468,56.056,0.0,156.327,98.04,30.082,0.0,15.006,2520.0,2460.0,13734.52055739,0.0,0.0,0.0,47801.58494920001,2021-08-22 01:00:00
t3,61.7364,31.4894008,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,1368.045,3582.5166,343.768161,0.0,3626.1,0.0,605.197,6619.239,167.90910000000002,0.0,540.54,235.98,4283.571170897994,440.016,0.0,311.683932,0.0,0.0,0.0,0.0,0.0,194.533647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,245.31,0.0,22.059,308.88,0.0,113.23693500000002,0.0,33.397468,56.056,0.0,156.327,98.04,30.082,0.0,15.006,2520.0,2460.0,13890.257714502,0.0,0.0,0.0,45720.6901292,2021-08-22 02:00:00
t4,61.7364,31.4894008,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,1368.045,3582.5166,343.768161,0.0,3370.3308087951573,0.0,605.197,6619.239,167.90910000000002,0.0,540.54,235.98,3019.60404,440.016,0.0,311.683932,0.0,0.0,0.0,0.0,0.0,194.533647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,245.31,0.0,22.059,308.88,0.0,113.23693500000002,0.0,33.397468,56.056,0.0,156.327,98.04,30.082,0.0,15.006,2520.0,2460.0,14236.593771978,0.0,0.0813897899999999,0.0,44547.37125436316,2021-08-22 03:00:00
t5,61.7364,31.4894008,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,1368.045,3582.5166,343.768161,0.0,2621.8597784539925,0.0,605.197,6619.239,167.90910000000002,0.0,540.54,235.98,3019.60404,440.016,0.0,311.683932,0.0,0.0,0.0,0.0,0.0,194.533647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,245.31,0.0,22.059,308.88,0.0,113.23693500000002,0.0,33.397468,56.056,0.0,156.327,98.04,30.082,0.0,15.006,2520.0,2460.0,14111.156906946,0.0,0.0,0.0,43673.3819692,2021-08-22 04:00:00
t6,61.7364,31.4894008,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,1368.045,3582.5166,343.768161,0.0,3180.4526602679944,0.0,605.197,6619.239,167.90910000000002,0.0,540.54,235.98,3019.60404,440.016,0.0,311.683932,0.0,0.0,0.0,0.0,0.0,194.533647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,245.31,0.0,22.059,308.88,0.0,113.23693500000002,0.0,33.397468,56.056,0.0,156.327,98.04,30.082,0.0,15.006,2520.0,2460.0,12962.676675132,0.0,0.0,0.0,43083.4946192,2021-08-22 05:00:00
t7,61.7364,31.4894008,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,1368.045,3582.5166,343.768161,0.0,3072.7686417639925,0.0,605.197,6619.239,167.90910000000002,0.0,540.54,235.98,3019.60404,440.016,0.0,311.683932,0.0,0.0,0.0,0.0,0.0,194.533647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,245.31,0.0,22.059,308.88,0.0,113.23693500000002,0.0,33.397468,56.056,0.0,156.327,98.04,30.082,0.0,15.006,2520.0,2460.0,12955.183023636,0.0,0.0,0.0,42968.3169492,2021-08-22 06:00:00
t8,61.7364,31.4894008,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,1368.045,3582.5166,343.768161,0.0,3626.1,0.0,605.197,6619.239,167.90910000000002,0.0,540.54,235.98,3019.60404,440.016,0.0,311.683932,0.0,0.0,0.0,0.0,0.0,194.533647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,245.31,0.0,22.059,308.88,0.0,113.23693500000002,0.0,33.397468,56.056,0.0,156.327,98.04,30.082,0.0,15.006,2520.0,2460.0,12185.6197986,0.0,0.5696353,0.0,42752.6547177,2021-08-22 07:00:00
t9,61.7364,31.4894008,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,1368.045,3582.5166,343.768161,0.0,3626.1,0.0,605.197,6619.239,167.90910000000002,0.0,540.54,235.98,5820.541942766777,440.016,0.0,311.683932,0.0,0.0,0.0,0.0,0.0,194.533647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,245.31,0.0,22.059,308.88,0.0,113.23693500000002,0.0,33.397468,56.056,0.0,156.327,98.04,30.082,0.0,15.006,2520.0,2460.0,10520.730694854,0.0,1186.8628182139998,0.0,45074.99669963478,2021-08-22 08:00:00
t10,61.7364,31.4894008,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,1368.045,3582.5166,671.1309000000001,0.0,3626.1,0.0,927.9,6619.239,239.49000000000004,0.0,540.54,847.2095647677816,6120.819,741.6,0.0,311.683932,0.0,0.0,0.0,0.0,0.0,194.533647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,245.31,0.0,22.059,308.88,0.0,113.23693500000002,0.0,33.397468,56.056,0.0,156.327,98.04,30.082,0.0,15.006,2520.0,2460.0,9787.984013286,0.0,4658.351128781,0.0,49748.47558963478,2021-08-22 09:00:00
t11,61.7364,31.4894008,0.0,0.0,0.0,3168.0,0.0,72.0876,0.0,1589.4868289027745,3582.5166,671.1309000000001,0.0,3626.1,0.0,927.9,6619.239,239.49000000000004,0.0,540.54,923.4,6120.819,741.6,0.0,928.8594,0.0,0.0,0.0,0.0,0.0,194.533647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.625,0.0,0.0,245.31,0.0,22.059,712.8000000000002,0.0,113.23693500000002,0.0,33.397468,56.056,0.0,156.327,98.04,30.082,0.0,15.006,2520.0,2460.0,11993.717709486,0.0,5929.676010446001,0.0,54544.26189963477,2021-08-22 10:00:00
