BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.8152825045213604e8,662807.9313377908,-783356.584180307,0.0,0.0,0.0,1447.5085627399314,0.0,0.0,-3.8177959960145974e8
t1,36811.385500000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36824.1151
t2,36518.68369,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36531.36649
t3,36059.52902,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36072.16502
t4,35823.525870000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35836.16187
t5,35985.953519999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35998.54272
t6,36474.49324999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36487.03565
t7,37086.50926,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37099.05166
t8,37435.93974,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37448.43534
t9,37975.73226,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37988.18106
t10,38993.083790000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39005.53259
t11,39998.80867,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40011.21067
t12,40392.70191,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40405.05711
t13,40308.36998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40320.72518
t14,39893.13938000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39905.44778
t15,39372.59126,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39384.85286
t16,39026.010220000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39038.27182
t17,39242.865690000006,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39255.08049
t18,40724.66194000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40736.82994
t19,41725.575130000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41737.74313
t20,41261.35948000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41273.48068
t21,40539.11477,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40551.18917
t22,39370.228769999994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39382.30317
t23,37551.278099999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37563.3057
t24,35844.28473037037,0.0,-252.63412037036048,0.0,0.0,0.0,0.0,0.0,0.0,-35603.63141
t25,34139.047490000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34151.02829
