Unnamed: 0,Prices,Time_Index,Year
4454,56.22,4455,1970
4455,56.05,4456,1970
4456,38.51,4457,1970
4457,27.37,4458,1970
4458,24.37,4459,1970
4459,23.54,4460,1970
4460,21.56,4461,1970
4461,18.9,4462,1970
4462,18.24,4463,1970
4463,16.34,4464,1970
4464,15.44,4465,1970
4465,14.21,4466,1970
4466,13.45,4467,1970
4467,13.07,4468,1970
4468,13.06,4469,1970
4469,14.64,4470,1970
4470,15.05,4471,1970
4471,17.03,4472,1970
4472,17.64,4473,1970
4473,21.06,4474,1970
4474,27.07,4475,1970
4475,30.66,4476,1970
4476,37.45,4477,1970
4477,46.25,4478,1970
4478,67.53,4479,1970
4479,75.79,4480,1970
4480,53.92,4481,1970
4481,30.41,4482,1970
4482,26.76,4483,1970
4483,23.64,4484,1970
4484,22.29,4485,1970
4485,19.15,4486,1970
4486,18.96,4487,1970
4487,17.94,4488,1970
4488,15.96,4489,1970
4489,15.0,4490,1970
4490,14.54,4491,1970
4491,14.0,4492,1970
4492,13.68,4493,1970
4493,14.79,4494,1970
4494,15.0,4495,1970
4495,17.23,4496,1970
4496,18.97,4497,1970
4497,22.51,4498,1970
4498,26.97,4499,1970
4499,34.7,4500,1970
4500,44.01,4501,1970
4501,56.99,4502,1970
4502,63.17,4503,1970
4503,68.4,4504,1970
4504,47.98,4505,1970
4505,39.98,4506,1970
4506,29.37,4507,1970
4507,25.7,4508,1970
4508,24.78,4509,1970
4509,19.76,4510,1970
4510,18.51,4511,1970
4511,18.41,4512,1970
4512,17.05,4513,1970
4513,15.51,4514,1970
4514,15.02,4515,1970
4515,14.87,4516,1970
4516,15.46,4517,1970
4517,15.89,4518,1970
4518,16.56,4519,1970
4519,18.38,4520,1970
4520,18.63,4521,1970
4521,23.92,4522,1970
4522,30.55,4523,1970
4523,40.19,4524,1970
4524,49.47,4525,1970
4525,60.01,4526,1970
4526,81.3,4527,1970
4527,79.06,4528,1970
4528,50.64,4529,1970
4529,36.28,4530,1970
4530,27.64,4531,1970
4531,22.77,4532,1970
4532,20.62,4533,1970
4533,18.93,4534,1970
4534,18.05,4535,1970
4535,16.25,4536,1970
4536,15.37,4537,1970
4537,14.43,4538,1970
4538,13.92,4539,1970
4539,13.91,4540,1970
4540,14.64,4541,1970
4541,16.54,4542,1970
4542,17.7,4543,1970
4543,18.68,4544,1970
4544,19.21,4545,1970
4545,23.88,4546,1970
4546,30.98,4547,1970
4547,45.88,4548,1970
4548,74.53,4549,1970
4549,149.97,4550,1970
4550,216.35,4551,1970
4551,274.53,4552,1970
4552,149.95,4553,1970
4553,64.76,4554,1970
4554,40.88,4555,1970
4555,30.55,4556,1970
4556,24.75,4557,1970
4557,20.32,4558,1970
4558,18.86,4559,1970
4559,15.56,4560,1970
4560,14.57,4561,1970
4561,12.82,4562,1970
4562,12.19,4563,1970
4563,12.28,4564,1970
4564,14.06,4565,1970
4565,16.89,4566,1970
4566,18.05,4567,1970
4567,19.31,4568,1970
4568,21.7,4569,1970
4569,29.08,4570,1970
4570,33.15,4571,1970
4571,47.84,4572,1970
4572,74.13,4573,1970
4573,131.84,4574,1970
4574,199.25,4575,1970
4575,191.78,4576,1970
4576,107.24,4577,1970
4577,52.35,4578,1970
4578,36.61,4579,1970
4579,29.46,4580,1970
4580,27.62,4581,1970
4581,21.02,4582,1970
4582,19.8,4583,1970
4583,19.19,4584,1970
4584,18.06,4585,1970
4585,17.0,4586,1970
4586,16.55,4587,1970
4587,16.45,4588,1970
4588,16.84,4589,1970
4589,19.48,4590,1970
4590,19.75,4591,1970
4591,20.58,4592,1970
4592,23.44,4593,1970
4593,28.83,4594,1970
4594,34.66,4595,1970
4595,42.77,4596,1970
4596,64.92,4597,1970
4597,79.97,4598,1970
4598,99.89,4599,1970
4599,112.88,4600,1970
4600,65.03,4601,1970
4601,42.25,4602,1970
4602,33.36,4603,1970
4603,29.98,4604,1970
4604,29.59,4605,1970
4605,23.67,4606,1970
4606,20.89,4607,1970
4607,19.61,4608,1970
4608,18.03,4609,1970
4609,16.64,4610,1970
4610,16.12,4611,1970
4611,15.97,4612,1970
4612,16.32,4613,1970
4613,17.83,4614,1970
4614,18.56,4615,1970
4615,19.61,4616,1970
4616,21.45,4617,1970
4617,27.81,4618,1970
4618,34.65,4619,1970
4619,41.82,4620,1970
4620,51.09,4621,1970
4621,76.84,4622,1970
4622,100.55,4623,1970
4623,112.81,4624,1970
4624,62.05,4625,1970
4625,45.23,4626,1970
4626,36.03,4627,1970
4627,28.12,4628,1970
4628,24.71,4629,1970
4629,22.67,4630,1970
4630,20.62,4631,1970
4631,19.17,4632,1970
4632,17.85,4633,1970
4633,17.21,4634,1970
4634,16.37,4635,1970
4635,16.44,4636,1970
4636,16.71,4637,1970
4637,18.88,4638,1970
4638,19.63,4639,1970
4639,20.46,4640,1970
4640,22.23,4641,1970
4641,29.46,4642,1970
4642,33.65,4643,1970
4643,41.7,4644,1970
4644,57.1,4645,1970
4645,84.96,4646,1970
4646,118.3,4647,1970
4647,171.9,4648,1970
4648,78.05,4649,1970
4649,44.0,4650,1970
4650,35.08,4651,1970
4651,29.86,4652,1970
4652,27.69,4653,1970
4653,22.4,4654,1970
4654,20.57,4655,1970
4655,20.36,4656,1970
4656,19.17,4657,1970
4657,18.15,4658,1970
4658,17.57,4659,1970
4659,17.19,4660,1970
4660,17.17,4661,1970
4661,19.08,4662,1970
4662,19.9,4663,1970
4663,21.31,4664,1970
4664,24.53,4665,1970
4665,29.76,4666,1970
4666,32.54,4667,1970
4667,41.22,4668,1970
4668,53.79,4669,1970
4669,71.85,4670,1970
4670,91.83,4671,1970
4671,94.23,4672,1970
4672,82.38,4673,1970
4673,43.61,4674,1970
4674,36.51,4675,1970
4675,30.43,4676,1970
4676,27.85,4677,1970
4677,21.13,4678,1970
4678,20.09,4679,1970
4679,18.89,4680,1970
4680,17.43,4681,1970
4681,16.36,4682,1970
4682,16.07,4683,1970
4683,16.05,4684,1970
4684,16.91,4685,1970
4685,18.79,4686,1970
4686,20.0,4687,1970
4687,20.29,4688,1970
4688,22.12,4689,1970
4689,27.23,4690,1970
4690,31.8,4691,1970
4691,41.21,4692,1970
4692,68.32,4693,1970
4693,108.03,4694,1970
4694,133.41,4695,1970
4695,141.39,4696,1970
4696,76.67,4697,1970
4697,46.74,4698,1970
4698,35.19,4699,1970
4699,28.81,4700,1970
4700,25.19,4701,1970
4701,20.04,4702,1970
4702,20.0,4703,1970
4703,17.46,4704,1970
4704,16.23,4705,1970
4705,14.24,4706,1970
4706,13.94,4707,1970
4707,13.68,4708,1970
4708,14.67,4709,1970
4709,17.13,4710,1970
4710,17.26,4711,1970
4711,18.17,4712,1970
4712,18.94,4713,1970
4713,20.48,4714,1970
4714,24.4,4715,1970
4715,27.26,4716,1970
4716,38.65,4717,1970
4717,56.46,4718,1970
4718,74.02,4719,1970
4719,78.08,4720,1970
4720,40.88,4721,1970
4721,33.3,4722,1970
4722,25.39,4723,1970
4723,22.55,4724,1970
4724,20.95,4725,1970
4725,20.37,4726,1970
4726,19.14,4727,1970
4727,16.96,4728,1970
4728,15.45,4729,1970
4729,13.29,4730,1970
4730,13.62,4731,1970
4731,13.47,4732,1970
4732,13.94,4733,1970
4733,16.69,4734,1970
4734,17.03,4735,1970
4735,18.24,4736,1970
4736,19.42,4737,1970
4737,20.04,4738,1970
4738,22.28,4739,1970
4739,25.36,4740,1970
4740,32.39,4741,1970
4741,44.78,4742,1970
4742,54.75,4743,1970
4743,59.39,4744,1970
4744,37.82,4745,1970
4745,27.12,4746,1970
4746,23.77,4747,1970
4747,21.57,4748,1970
4748,20.06,4749,1970
4749,19.29,4750,1970
4750,18.33,4751,1970
4751,16.72,4752,1970
4752,15.32,4753,1970
4753,14.55,4754,1970
4754,14.03,4755,1970
4755,13.82,4756,1970
4756,14.65,4757,1970
4757,15.48,4758,1970
4758,15.5,4759,1970
4759,15.91,4760,1970
4760,17.93,4761,1970
4761,19.01,4762,1970
4762,20.7,4763,1970
4763,26.39,4764,1970
4764,30.43,4765,1970
4765,38.34,4766,1970
4766,49.49,4767,1970
4767,56.31,4768,1970
4768,35.23,4769,1970
4769,27.58,4770,1970
4770,23.86,4771,1970
4771,20.76,4772,1970
4772,19.43,4773,1970
4773,19.2,4774,1970
4774,17.78,4775,1970
4775,16.06,4776,1970
4776,13.76,4777,1970
4777,15.58,4778,1970
4778,14.62,4779,1970
4779,14.86,4780,1970
4780,16.13,4781,1970
4781,16.55,4782,1970
4782,15.58,4783,1970
4783,16.87,4784,1970
4784,18.43,4785,1970
4785,18.96,4786,1970
4786,20.62,4787,1970
4787,25.5,4788,1970
4788,30.64,4789,1970
4789,34.71,4790,1970
4790,41.39,4791,1970
4791,43.01,4792,1970
4792,31.0,4793,1970
4793,24.43,4794,1970
4794,23.57,4795,1970
4795,20.77,4796,1970
4796,19.78,4797,1970
4797,18.14,4798,1970
4798,17.19,4799,1970
4799,15.71,4800,1970
4800,14.22,4801,1970
4801,15.31,4802,1970
4802,14.12,4803,1970
4803,13.81,4804,1970
4804,14.12,4805,1970
4805,15.25,4806,1970
4806,15.74,4807,1970
4807,16.45,4808,1970
4808,17.15,4809,1970
4809,18.55,4810,1970
4810,19.43,4811,1970
4811,22.83,4812,1970
4812,26.06,4813,1970
4813,30.28,4814,1970
4814,38.24,4815,1970
4815,40.98,4816,1970
4816,28.87,4817,1970
4817,24.42,4818,1970
4818,22.22,4819,1970
4819,20.57,4820,1970
4820,20.52,4821,1970
4821,18.29,4822,1970
4822,17.04,4823,1970
4823,14.87,4824,1970
4824,13.62,4825,1970
4825,14.6,4826,1970
4826,13.72,4827,1970
4827,13.65,4828,1970
4828,13.82,4829,1970
4829,14.5,4830,1970
4830,15.31,4831,1970
4831,16.06,4832,1970
4832,17.73,4833,1970
4833,19.47,4834,1970
4834,20.78,4835,1970
4835,24.64,4836,1970
4836,32.1,4837,1970
4837,47.41,4838,1970
4838,61.36,4839,1970
4839,61.96,4840,1970
4840,55.85,4841,1970
4841,34.88,4842,1970
4842,28.13,4843,1970
4843,26.58,4844,1970
4844,23.98,4845,1970
4845,20.71,4846,1970
4846,19.38,4847,1970
4847,17.17,4848,1970
4848,15.92,4849,1970
4849,15.58,4850,1970
4850,14.53,4851,1970
4851,14.98,4852,1970
4852,15.82,4853,1970
4853,16.61,4854,1970
4854,17.52,4855,1970
4855,18.45,4856,1970
4856,20.51,4857,1970
4857,24.28,4858,1970
4858,29.91,4859,1970
4859,38.22,4860,1970
4860,45.54,4861,1970
4861,72.18,4862,1970
4862,93.57,4863,1970
4863,95.23,4864,1970
4864,59.3,4865,1970
4865,40.12,4866,1970
4866,34.21,4867,1970
4867,26.67,4868,1970
4868,23.6,4869,1970
4869,22.03,4870,1970
4870,19.75,4871,1970
4871,17.97,4872,1970
4872,16.91,4873,1970
4873,16.01,4874,1970
4874,15.71,4875,1970
4875,15.8,4876,1970
4876,16.77,4877,1970
4877,18.0,4878,1970
4878,18.23,4879,1970
4879,19.17,4880,1970
4880,18.99,4881,1970
4881,20.84,4882,1970
4882,23.61,4883,1970
4883,25.33,4884,1970
4884,29.09,4885,1970
4885,36.31,4886,1970
4886,42.21,4887,1970
4887,49.2,4888,1970
4888,33.48,4889,1970
4889,27.85,4890,1970
4890,24.55,4891,1970
4891,24.35,4892,1970
4892,21.96,4893,1970
4893,19.94,4894,1970
4894,18.87,4895,1970
4895,17.95,4896,1970
4896,16.29,4897,1970
4897,15.63,4898,1970
4898,15.0,4899,1970
4899,15.13,4900,1970
4900,15.8,4901,1970
4901,17.94,4902,1970
4902,18.28,4903,1970
4903,19.08,4904,1970
4904,19.2,4905,1970
4905,21.62,4906,1970
4906,23.94,4907,1970
4907,25.24,4908,1970
4908,29.19,4909,1970
4909,32.54,4910,1970
4910,48.87,4911,1970
4911,57.48,4912,1970
4912,45.71,4913,1970
4913,31.32,4914,1970
4914,26.84,4915,1970
4915,22.57,4916,1970
4916,20.58,4917,1970
4917,18.68,4918,1970
4918,17.65,4919,1970
4919,15.09,4920,1970
4920,13.97,4921,1970
4921,13.08,4922,1970
4922,12.54,4923,1970
4923,12.32,4924,1970
4924,13.08,4925,1970
4925,15.0,4926,1970
4926,15.58,4927,1970
4927,16.77,4928,1970
4928,17.96,4929,1970
4929,19.21,4930,1970
4930,21.12,4931,1970
4931,24.27,4932,1970
4932,28.13,4933,1970
4933,36.41,4934,1970
4934,42.13,4935,1970
4935,46.79,4936,1970
4936,39.65,4937,1970
4937,27.77,4938,1970
4938,23.52,4939,1970
4939,22.44,4940,1970
4940,19.89,4941,1970
4941,18.26,4942,1970
4942,16.66,4943,1970
4943,14.19,4944,1970
4944,11.92,4945,1970
4945,12.26,4946,1970
4946,11.9,4947,1970
4947,11.28,4948,1970
4948,13.64,4949,1970
4949,14.96,4950,1970
4950,15.72,4951,1970
4951,17.06,4952,1970
4952,17.83,4953,1970
4953,19.57,4954,1970
4954,23.02,4955,1970
4955,27.65,4956,1970
4956,33.54,4957,1970
4957,41.04,4958,1970
4958,48.14,4959,1970
4959,52.66,4960,1970
4960,39.89,4961,1970
4961,26.37,4962,1970
4962,23.76,4963,1970
4963,22.43,4964,1970
4964,19.55,4965,1970
4965,18.24,4966,1970
4966,17.4,4967,1970
4967,14.9,4968,1970
4968,12.35,4969,1970
4969,13.47,4970,1970
4970,12.76,4971,1970
4971,11.56,4972,1970
4972,12.91,4973,1970
4973,14.23,4974,1970
4974,16.01,4975,1970
4975,18.17,4976,1970
4976,18.47,4977,1970
4977,19.62,4978,1970
4978,23.19,4979,1970
4979,28.64,4980,1970
4980,33.51,4981,1970
4981,39.33,4982,1970
4982,47.46,4983,1970
4983,50.33,4984,1970
4984,32.49,4985,1970
4985,30.98,4986,1970
4986,24.38,4987,1970
4987,22.01,4988,1970
4988,19.89,4989,1970
4989,17.42,4990,1970
4990,16.51,4991,1970
4991,16.08,4992,1970
4992,13.1,4993,1970
4993,13.86,4994,1970
4994,12.85,4995,1970
4995,12.56,4996,1970
4996,12.67,4997,1970
4997,14.32,4998,1970
4998,15.11,4999,1970
4999,16.67,5000,1970
5000,17.13,5001,1970
5001,19.35,5002,1970
5002,20.02,5003,1970
5003,24.85,5004,1970
5004,26.47,5005,1970
5005,30.05,5006,1970
5006,43.47,5007,1970
5007,43.13,5008,1970
5008,34.85,5009,1970
5009,30.99,5010,1970
5010,28.8,5011,1970
5011,25.57,5012,1970
5012,23.38,5013,1970
5013,20.8,5014,1970
5014,18.09,5015,1970
5015,15.86,5016,1970
5016,14.53,5017,1970
5017,14.87,5018,1970
5018,14.39,5019,1970
5019,14.24,5020,1970
5020,15.2,5021,1970
5021,16.93,5022,1970
5022,17.75,5023,1970
5023,19.2,5024,1970
5024,20.42,5025,1970
5025,23.55,5026,1970
5026,28.78,5027,1970
5027,35.77,5028,1970
5028,47.59,5029,1970
5029,60.03,5030,1970
5030,75.04,5031,1970
5031,88.87,5032,1970
5032,51.41,5033,1970
5033,38.07,5034,1970
5034,30.44,5035,1970
5035,27.98,5036,1970
5036,25.25,5037,1970
5037,21.53,5038,1970
5038,19.5,5039,1970
5039,17.53,5040,1970
5040,16.49,5041,1970
5041,15.89,5042,1970
5042,15.45,5043,1970
5043,15.82,5044,1970
5044,16.27,5045,1970
5045,17.99,5046,1970
5046,18.55,5047,1970
5047,19.19,5048,1970
5048,21.24,5049,1970
5049,25.32,5050,1970
5050,30.13,5051,1970
5051,43.68,5052,1970
5052,74.85,5053,1970
5053,84.77,5054,1970
5054,87.42,5055,1970
5055,96.91,5056,1970
5056,69.23,5057,1970
5057,39.13,5058,1970
5058,28.24,5059,1970
5059,25.17,5060,1970
5060,21.73,5061,1970
5061,19.49,5062,1970
5062,17.93,5063,1970
5063,17.15,5064,1970
5064,16.16,5065,1970
5065,15.2,5066,1970
5066,14.73,5067,1970
5067,15.09,5068,1970
5068,15.69,5069,1970
5069,17.82,5070,1970
5070,18.43,5071,1970
5071,19.4,5072,1970
5072,20.98,5073,1970
5073,25.11,5074,1970
5074,34.73,5075,1970
5075,51.53,5076,1970
5076,105.36,5077,1970
5077,144.56,5078,1970
5078,185.46,5079,1970
5079,192.0,5080,1970
5080,102.1,5081,1970
5081,43.1,5082,1970
5082,30.09,5083,1970
5083,25.19,5084,1970
5084,21.4,5085,1970
5085,18.57,5086,1970
5086,16.95,5087,1970
